osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,junction,maxspeed
896956186,,secondary,True,False,13.03,"LINESTRING (-72.5719473 44.2628229, -72.5719442 44.2628063, -72.5719374 44.2627903, -72.5719256 44.262774, -72.5719133 44.2627617, -72.5718966 44.26275, -72.5718775 44.2627403, -72.5718565 44.262733)",,1,VT 12,roundabout,
19728246,1st Avenue,residential,False,False,143.745,"LINESTRING (-72.5689443 44.2562951, -72.5703304 44.2571231)",,,,,
19728155,East State Street,tertiary,False,False,162.456,"LINESTRING (-72.57128 44.2584604, -72.5717953 44.2586995, -72.5729924 44.2592544)",,2,,,
44721368,Hubbard Street,residential,True,False,66.07,"LINESTRING (-72.57128 44.2584604, -72.5713596 44.2584353, -72.571916 44.258083)",,,,,
44721369,Hubbard Street,residential,False,False,44.731,"LINESTRING (-72.57128 44.2584604, -72.5712042 44.2584848, -72.5708505 44.2587157)",,,,,
19728155,East State Street,tertiary,False,False,126.71000000000001,"LINESTRING (-72.5729924 44.2592544, -72.5737162 44.2595926, -72.573923 44.259678, -72.5743582 44.2598364)",,2,,,
19728155,East State Street,tertiary,False,True,162.456,"LINESTRING (-72.5729924 44.2592544, -72.5717953 44.2586995, -72.57128 44.2584604)",,2,,,
19729172,Cedar Street,residential,True,False,104.363,"LINESTRING (-72.5729924 44.2592544, -72.5729522 44.2593032, -72.572366 44.2600151, -72.5723241 44.2600617)",,,,,
19728204,Liberty Street,residential,False,False,102.013,"LINESTRING (-72.5697031 44.2610393, -72.5697367 44.2610824, -72.5703264 44.2618408)",,,,,
19730394,Loomis Street,residential,False,True,173.75400000000005,"LINESTRING (-72.5697031 44.2610393, -72.5697622 44.2610158, -72.5702793 44.2608103, -72.5712356 44.2604302, -72.5712948 44.2604049, -72.5713569 44.2603733, -72.5714103 44.2603404, -72.571455 44.2603054, -72.571543 44.2602207)",,,,,
19728246,1st Avenue,residential,False,True,165.342,"LINESTRING (-72.571916 44.258083, -72.5703304 44.2571231)",,,,,
19730430,Hubbard Street,residential,False,True,102.058,"LINESTRING (-72.571916 44.258083, -72.5728836 44.2574812)",,,,,
19730519,Elm Street,tertiary,False,False,110.71900000000001,"LINESTRING (-72.5764721 44.2609901, -72.5763821 44.26105, -72.5757031 44.2615015, -72.5755206 44.2616228, -72.5754517 44.2616664)",,2,,,
19730519,Elm Street,tertiary,False,True,78.78,"LINESTRING (-72.5764721 44.2609901, -72.5766049 44.2609018, -72.5767529 44.2608034, -72.5770967 44.2605747, -72.577197 44.260508)",,2,,,
19729006,Franklin Street,residential,False,False,57.974,"LINESTRING (-72.569873 44.263941, -72.569436 44.264358)",,,,,
19728635,Peck Place,residential,False,False,38.257000000000005,"LINESTRING (-72.569873 44.263941, -72.569707 44.263831, -72.569511 44.263715)",,,,,
19729006,Franklin Street,residential,False,True,147.757,"LINESTRING (-72.569873 44.263941, -72.570079 44.263732, -72.570173 44.263615, -72.570228 44.263482, -72.570252 44.263343, -72.5702809 44.2626841)",,,,,
19728635,Peck Place,residential,False,True,38.257000000000005,"LINESTRING (-72.569511 44.263715, -72.569707 44.263831, -72.569873 44.263941)",,,,,
19730519,Elm Street,tertiary,False,False,78.77999999999999,"LINESTRING (-72.577197 44.260508, -72.5770967 44.2605747, -72.5767529 44.2608034, -72.5766049 44.2609018, -72.5764721 44.2609901)",,2,,,
255630425,State Street,secondary,False,False,178.312,"LINESTRING (-72.577197 44.260508, -72.5772357 44.2605166, -72.5778758 44.2606591, -72.5779659 44.2606791, -72.578046 44.2606969, -72.5790115 44.2609165, -72.579248 44.2609704, -72.579332 44.2609912)",,2,US 2 Business,,
"[255630425, 19728803, 255630428]",State Street,secondary,False,True,150.843,"LINESTRING (-72.577197 44.260508, -72.5769924 44.2604625, -72.576672 44.2603925, -72.5763346 44.2603141, -72.5755114 44.2601352, -72.575388 44.260106)",yes,2,US 2 Business,,
19729006,Franklin Street,residential,False,True,57.974,"LINESTRING (-72.569436 44.264358, -72.569873 44.263941)",,,,,
896956181,Cross Street,residential,False,True,44.148,"LINESTRING (-72.569436 44.264358, -72.569017 44.264098)",,,,,
19729029,School Street,residential,False,False,33.248,"LINESTRING (-72.5723241 44.2600617, -72.5723655 44.2600825, -72.5726661 44.2602332)",,,,,
"[19730394, 19729029]","['Loomis Street', 'School Street']",residential,False,"[False, True]",89.503,"LINESTRING (-72.5723241 44.2600617, -72.5719195 44.2598589, -72.5718673 44.259909, -72.5715912 44.2601744, -72.571543 44.2602207)",,,,,
19729338,Baird Street,residential,False,False,105.809,"LINESTRING (-72.5718514 44.2615697, -72.5727385 44.2621928, -72.5728 44.262236)",,,,,
19729365,Cliff Street,residential,False,False,119.02199999999999,"LINESTRING (-72.5770314 44.2633463, -72.576901 44.2633525, -72.5767806 44.2633456, -72.5766733 44.2633268, -72.5765526 44.2632999, -72.5762922 44.2632279, -72.5759683 44.2631329, -72.5758734 44.2630998, -72.5757761 44.263055, -72.5756569 44.262983)",,,,,
19729365,Cliff Street,residential,False,False,55.557,"LINESTRING (-72.5756569 44.262983, -72.5754927 44.2628989, -72.5754167 44.2628639, -72.575348 44.2628435, -72.5752874 44.2628335, -72.5752124 44.2628335, -72.5750211 44.2628562)",,,,,
19729365,Cliff Street,residential,False,True,119.02199999999998,"LINESTRING (-72.5756569 44.262983, -72.5757761 44.263055, -72.5758734 44.2630998, -72.5759683 44.2631329, -72.5762922 44.2632279, -72.5765526 44.2632999, -72.5766733 44.2633268, -72.5767806 44.2633456, -72.576901 44.2633525, -72.5770314 44.2633463)",,,,,
19729438,Waverly Place,residential,False,False,40.064,"LINESTRING (-72.5756569 44.262983, -72.5757964 44.262862, -72.5758703 44.2628377, -72.5760702 44.2628137)",,,,,
19729365,Cliff Street,residential,False,False,166.848,"LINESTRING (-72.5750211 44.2628562, -72.5747629 44.2628831, -72.5746918 44.2628778, -72.5746362 44.2628601, -72.5746114 44.2628284, -72.574596 44.2627501, -72.5746067 44.2626881, -72.5746268 44.2626425, -72.5746984 44.2625654, -72.5747415 44.2625273, -72.5748085 44.2624855, -72.5749078 44.2624557, -72.5750083 44.2624413, -72.5751163 44.2624346, -72.5752189 44.2624403, -72.5752907 44.2624548, -72.5754512 44.2625049, -72.5755375 44.262514, -72.5756154 44.2625035, -72.5757264 44.2624581, -72.5758347 44.2624007)",,,,,
19729365,Cliff Street,residential,False,True,55.557,"LINESTRING (-72.5750211 44.2628562, -72.5752124 44.2628335, -72.5752874 44.2628335, -72.575348 44.2628435, -72.5754167 44.2628639, -72.5754927 44.2628989, -72.5756569 44.262983)",,,,,
19729365,Cliff Street,residential,False,True,166.848,"LINESTRING (-72.5758347 44.2624007, -72.5757264 44.2624581, -72.5756154 44.2625035, -72.5755375 44.262514, -72.5754512 44.2625049, -72.5752907 44.2624548, -72.5752189 44.2624403, -72.5751163 44.2624346, -72.5750083 44.2624413, -72.5749078 44.2624557, -72.5748085 44.2624855, -72.5747415 44.2625273, -72.5746984 44.2625654, -72.5746268 44.2626425, -72.5746067 44.2626881, -72.574596 44.2627501, -72.5746114 44.2628284, -72.5746362 44.2628601, -72.5746918 44.2628778, -72.5747629 44.2628831, -72.5750211 44.2628562)",,,,,
19730438,Hillside Avenue,residential,False,False,34.303,"LINESTRING (-72.5758347 44.2624007, -72.575799 44.262496, -72.575758 44.262569, -72.57567 44.262684)",,,,,
19730438,Hillside Avenue,residential,False,True,64.373,"LINESTRING (-72.5758347 44.2624007, -72.575902 44.262278, -72.575955 44.262146, -72.575972 44.262021, -72.5759862 44.2619441, -72.5760016 44.2618804, -72.5760178 44.2618401)",,,,,
19730398,Witt Place,residential,False,False,16.022,"LINESTRING (-72.5777779 44.2625769, -72.5777677 44.2627208)",,,,,
19729900,Glinney Place,residential,False,False,54.095,"LINESTRING (-72.5777779 44.2625769, -72.5776907 44.2625722, -72.577551 44.2625568, -72.5774338 44.2625415, -72.5773678 44.2625443, -72.5773276 44.2625571, -72.577304 44.2625892, -72.5772734 44.2627094)",,,,,
19730398,Witt Place,residential,False,True,66.269,"LINESTRING (-72.5777779 44.2625769, -72.5778058 44.2620155, -72.5778073 44.2619813)",,,,,
19729900,Glinney Place,residential,False,True,54.095,"LINESTRING (-72.5772734 44.2627094, -72.577304 44.2625892, -72.5773276 44.2625571, -72.5773678 44.2625443, -72.5774338 44.2625415, -72.577551 44.2625568, -72.5776907 44.2625722, -72.5777779 44.2625769)",,,,,
19730319,Guernsey Avenue,residential,False,True,71.939,"LINESTRING (-72.5714639 44.2570924, -72.570736 44.2567093)",,,,,
19730438,Hillside Avenue,residential,False,True,34.303000000000004,"LINESTRING (-72.57567 44.262684, -72.575758 44.262569, -72.575799 44.262496, -72.5758347 44.2624007)",,,,,
19729438,Waverly Place,residential,False,True,40.064,"LINESTRING (-72.5760702 44.2628137, -72.5758703 44.2628377, -72.5757964 44.262862, -72.5756569 44.262983)",,,,,
"[19726596, 19715239]","['Court Street', 'Greenwood Terrace']",residential,False,"[False, True]",65.97,"LINESTRING (-72.5787063 44.2624791, -72.578814 44.262424, -72.578871 44.262369, -72.5789415 44.262277, -72.57896 44.262251, -72.579001 44.262163, -72.5790179 44.2621202, -72.5790123 44.2620922, -72.5789915 44.2620698, -72.5789094 44.2620575, -72.5788494 44.2620515)",,,,,
19730319,Guernsey Avenue,residential,False,False,71.825,"LINESTRING (-72.5699591 44.25639, -72.5700203 44.256416, -72.5700795 44.2564388, -72.5701208 44.2564478, -72.5701867 44.2564614, -72.5702455 44.2564776, -72.570303 44.2564971, -72.5703577 44.2565183, -72.5704109 44.2565425, -72.570736 44.2567093)",,,,,
19730398,Witt Place,residential,False,True,16.022,"LINESTRING (-72.5777677 44.2627208, -72.5777779 44.2625769)",,,,,
