osmid,highway,oneway,reversed,length,geometry,name,ref,lanes,bridge
6572468,residential,False,False,93.699,"LINESTRING (-89.342726 43.251821, -89.342768 43.251397, -89.342768 43.251219, -89.342757 43.251054, -89.342747 43.25098)",,,,
6572468,residential,False,True,93.699,"LINESTRING (-89.342747 43.25098, -89.342757 43.251054, -89.342768 43.251219, -89.342768 43.251397, -89.342726 43.251821)",,,,
6786272,residential,False,False,40.635,"LINESTRING (-89.342747 43.25098, -89.3426655 43.2509804, -89.3426394 43.2509806, -89.342549 43.2509811, -89.3423316 43.2509822, -89.3422453 43.2509827)",Antique Lane,,,
6786272,residential,False,True,93.182,"LINESTRING (-89.342747 43.25098, -89.3428918 43.2509792, -89.3435971 43.2509756, -89.3437881 43.2509746, -89.3438975 43.250974)",Antique Lane,,,
6640960,residential,False,False,101.696,"LINESTRING (-89.3416534 43.2463209, -89.3417014 43.245407)",Market Street,,,
6640960,residential,False,True,149.287,"LINESTRING (-89.3416534 43.2463209, -89.3416416 43.2464111, -89.3415836 43.2470845, -89.3415409 43.247579, -89.3415339 43.2476606)",Market Street,,,
"[6722125, 252049437, 6784391]",residential,False,"[False, True]",176.073,"LINESTRING (-89.3416534 43.2463209, -89.3412977 43.2463267, -89.34119 43.246336, -89.341072 43.246352, -89.3409455 43.2463693, -89.3408659 43.2463716, -89.3407991 43.246356, -89.3407108 43.2462912, -89.3406768 43.246224, -89.340675 43.245535, -89.34067 43.245432)","['South Durkee Street', 'Commerce Street']",,,
6784391,residential,False,True,55.81399999999999,"LINESTRING (-89.3416534 43.2463209, -89.3417818 43.2463224, -89.3423424 43.2463292)",Commerce Street,,,
6640960,residential,False,True,101.696,"LINESTRING (-89.3417014 43.245407, -89.3416534 43.2463209)",Market Street,,,
6640960,residential,False,False,126.29299999999999,"LINESTRING (-89.3417014 43.245407, -89.3417561 43.2445076, -89.3417645 43.2443691, -89.3417904 43.2442741)",Market Street,,,
6640960,residential,False,True,126.293,"LINESTRING (-89.3417904 43.2442741, -89.3417645 43.2443691, -89.3417561 43.2445076, -89.3417014 43.245407)",Market Street,,,
6724250,residential,False,False,186.324,"LINESTRING (-89.3417904 43.2442741, -89.3418815 43.2442696, -89.341935 43.244267, -89.3422509 43.2442691, -89.342835 43.244273, -89.342948 43.244248, -89.343026 43.244209, -89.343154 43.244096, -89.34327 43.244002, -89.343533 43.243773, -89.343572 43.243753, -89.3436545 43.2437354, -89.343774 43.24371)",East Elm Street,,,
6669214,secondary,False,True,43.764,"LINESTRING (-89.3438103 43.2453694, -89.343794 43.244976)",South Main Street,CTH CV,,
"[229629009, 6646660]",residential,True,False,171.195,"LINESTRING (-89.3438103 43.2453694, -89.3436971 43.2453705, -89.3436384 43.2453711, -89.3435373 43.2453817, -89.3424818 43.2453783, -89.3423908 43.2453823, -89.3422361 43.2454053, -89.341809 43.2454114, -89.3417014 43.245407)",Pleasant View Street,,,
6669214,secondary,False,False,106.263,"LINESTRING (-89.3438103 43.2453694, -89.3438138 43.2456319, -89.343822 43.2462518, -89.343823 43.246325)",South Main Street,CTH CV,,
6669214,secondary,False,False,140.782,"LINESTRING (-89.343774 43.24371, -89.343794 43.244976)",South Main Street,CTH CV,,
6724250,residential,False,True,186.32399999999998,"LINESTRING (-89.343774 43.24371, -89.3436545 43.2437354, -89.343572 43.243753, -89.343533 43.243773, -89.34327 43.244002, -89.343154 43.244096, -89.343026 43.244209, -89.342948 43.244248, -89.342835 43.244273, -89.3422509 43.2442691, -89.341935 43.244267, -89.3418815 43.2442696, -89.3417904 43.2442741)",East Elm Street,,,
6664872,residential,False,False,60.119,"LINESTRING (-89.341075 43.248738, -89.3405786 43.2487267, -89.3403331 43.2487211)",Columbia Avenue,,,
6664872,residential,False,True,113.15599999999999,"LINESTRING (-89.338936 43.248724, -89.339059 43.248724, -89.339673 43.248724, -89.3403331 43.2487211)",Columbia Avenue,,,
6680979,residential,False,False,116.36,"LINESTRING (-89.338936 43.248724, -89.3389504 43.2492492, -89.33896 43.2497703)",North Stevenson Street,,,
6680979,residential,False,True,116.98,"LINESTRING (-89.338936 43.248724, -89.3389359 43.2486515, -89.338935 43.248196, -89.3389304 43.2477469, -89.3389303 43.2477385, -89.338932 43.247672)",North Stevenson Street,,,
6679294,residential,False,False,74.174,"LINESTRING (-89.349473 43.24387, -89.349371 43.243903, -89.349255 43.243952, -89.348949 43.24412, -89.348798 43.244191, -89.348706 43.244231)",Sunset Drive,,,
6669214,secondary,False,False,43.764,"LINESTRING (-89.343794 43.244976, -89.3438103 43.2453694)",South Main Street,CTH CV,,
6669214,secondary,False,True,140.782,"LINESTRING (-89.343794 43.244976, -89.343774 43.24371)",South Main Street,CTH CV,,
6679294,residential,False,True,110.22,"LINESTRING (-89.343794 43.244976, -89.3439043 43.2449753, -89.344883 43.244969, -89.345152 43.244941)",Sunset Drive,,,
6669214,secondary,False,False,47.026,"LINESTRING (-89.343823 43.246325, -89.3438274 43.2467479)",South Main Street,CTH CV,,
6669214,secondary,False,True,106.263,"LINESTRING (-89.343823 43.246325, -89.343822 43.2462518, -89.3438138 43.2456319, -89.3438103 43.2453694)",South Main Street,CTH CV,,
6784391,residential,False,False,119.923,"LINESTRING (-89.343823 43.246325, -89.3437113 43.2463253, -89.3433792 43.2463263, -89.3429164 43.2463276, -89.3423424 43.2463292)",Commerce Street,,,
6669214,secondary,False,False,42.703,"LINESTRING (-89.3438274 43.2467479, -89.3438345 43.2471319)",South Main Street,CTH CV,,
6669214,secondary,False,True,47.026,"LINESTRING (-89.3438274 43.2467479, -89.343823 43.246325)",South Main Street,CTH CV,,
231965956,residential,False,False,103.69099999999999,"LINESTRING (-89.3438274 43.2467479, -89.3437146 43.2467473, -89.3433792 43.2467454, -89.3431928 43.2467443, -89.3431241 43.2467467, -89.3430854 43.246753, -89.3430607 43.2467639, -89.3430475 43.2467837, -89.3430453 43.247045, -89.3430446 43.2471319)",Norsk Court,,,
6669214,secondary,False,True,42.703,"LINESTRING (-89.3438345 43.2471319, -89.3438274 43.2467479)",South Main Street,CTH CV,,
6669214,secondary,False,False,49.119,"LINESTRING (-89.3438345 43.2471319, -89.3438331 43.2471999, -89.3438378 43.2474724, -89.3438395 43.2475736)",South Main Street,CTH CV,,
231965954,residential,False,False,63.978,"LINESTRING (-89.3438345 43.2471319, -89.3437198 43.2471319, -89.3430446 43.2471319)",Ethun Place,,,
6669214,secondary,False,True,49.119,"LINESTRING (-89.3438395 43.2475736, -89.3438378 43.2474724, -89.3438331 43.2471999, -89.3438345 43.2471319)",South Main Street,CTH CV,,
6675279,residential,False,False,120.576,"LINESTRING (-89.3438395 43.2475736, -89.3439481 43.2475547, -89.3439619 43.2475523, -89.3440873 43.2475417, -89.3441836 43.2475386, -89.3446923 43.2475402, -89.3453238 43.2475422)",West Holum Street,,,
6728919,secondary,False,False,93.834,"LINESTRING (-89.3438395 43.2475736, -89.3438428 43.2477099, -89.3438529 43.2481187, -89.3438625 43.2484173)",North Main Street,CTH CV,,
6795103,tertiary,False,False,116.59800000000001,"LINESTRING (-89.3438395 43.2475736, -89.3437229 43.2476012, -89.3436713 43.2476113, -89.3435714 43.2476309, -89.3434431 43.2476479, -89.343344 43.2476585, -89.343243 43.247659, -89.3429081 43.2476595, -89.3425321 43.24766, -89.3424145 43.2476602)",East Holum Street,,2,
6797022,residential,False,False,56.426,"LINESTRING (-89.3453238 43.2475422, -89.345302 43.247035)",Reigstad Street,,,
6675279,residential,False,True,120.576,"LINESTRING (-89.3453238 43.2475422, -89.3446923 43.2475402, -89.3441836 43.2475386, -89.3440873 43.2475417, -89.3439619 43.2475523, -89.3439481 43.2475547, -89.3438395 43.2475736)",West Holum Street,,,
6675282,residential,False,False,12.25,"LINESTRING (-89.3453238 43.2475422, -89.3454221 43.2475438, -89.345475 43.2475446)",West Holum Street,,,
6675282,residential,False,True,12.25,"LINESTRING (-89.345475 43.2475446, -89.3454221 43.2475438, -89.3453238 43.2475422)",West Holum Street,,,
6676039,residential,False,False,324.021,"LINESTRING (-89.34942 43.248872, -89.349349 43.248958, -89.349035 43.2494, -89.348987 43.249482, -89.348542 43.250113, -89.348266 43.250523, -89.348037 43.250852, -89.34799 43.250934, -89.347972 43.25103, -89.347966 43.251383, -89.347976 43.251536)",Mohawk Trail,,,
6696834,residential,False,False,105.55700000000002,"LINESTRING (-89.34942 43.248872, -89.349322 43.24884, -89.349293 43.248827, -89.348933 43.248704, -89.348253 43.24845)",Old Indian Trail,,,
6676039,residential,False,True,324.021,"LINESTRING (-89.347976 43.251536, -89.347966 43.251383, -89.347972 43.25103, -89.34799 43.250934, -89.348037 43.250852, -89.348266 43.250523, -89.348542 43.250113, -89.348987 43.249482, -89.349035 43.2494, -89.349349 43.248958, -89.34942 43.248872)",Mohawk Trail,,,
