osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge
237609829,True,Elm Street,secondary,False,181.948,"LINESTRING (-73.4565023 41.395918, -73.4560898 41.3961371, -73.4559239 41.3961894, -73.4557644 41.3962135, -73.4555413 41.3962322, -73.4551822 41.3962429, -73.45465 41.3962107, -73.4544376 41.3962375)",,,
660071327,False,West Street,primary,False,38.339,"LINESTRING (-73.4554839 41.3922548, -73.4559375 41.3921993)",,,
10165831,False,Montgomery Street,residential,False,267.903,"LINESTRING (-73.4554839 41.3922548, -73.455577 41.3924633, -73.4557229 41.3926758, -73.4557663 41.3927246, -73.4560971 41.3930963, -73.4561791 41.3931884, -73.4569344 41.3939804, -73.4571318 41.3943088)",,,
660071327,False,West Street,primary,True,72.609,"LINESTRING (-73.4554839 41.3922548, -73.455425 41.3922646, -73.4546342 41.3923964)",,,
10165831,False,Montgomery Street,residential,True,267.903,"LINESTRING (-73.4571318 41.3943088, -73.4569344 41.3939804, -73.4561791 41.3931884, -73.4560971 41.3930963, -73.4557663 41.3927246, -73.4557229 41.3926758, -73.455577 41.3924633, -73.4554839 41.3922548)",,,
10167703,False,Stevens Street,residential,False,115.083,"LINESTRING (-73.4571318 41.3943088, -73.457538 41.3941741, -73.4577827 41.3940929, -73.4583936 41.3938903)",,,
10167703,False,Stevens Street,residential,True,65.425,"LINESTRING (-73.4571318 41.3943088, -73.4567972 41.3944164, -73.4564109 41.3945406)",,,
10166587,False,Delay Street,residential,False,8.89,"LINESTRING (-73.4503891 41.3943689, -73.4504357 41.3944408)",,,
1216366734,True,Liberty Street,primary,False,103.53,"LINESTRING (-73.4503891 41.3943689, -73.4503675 41.3943859, -73.4498705 41.3948243, -73.4497532 41.394928, -73.4496994 41.3949755, -73.4496418 41.3950264, -73.4495805 41.3950751)",,,
286820389,False,Patriot Drive,primary,False,8.533,"LINESTRING (-73.4495805 41.3950751, -73.4496389 41.3951381)",,,
660071449,False,Liberty Street,tertiary,True,66.297,"LINESTRING (-73.4495805 41.3950751, -73.4495456 41.3950364, -73.4495057 41.3949922, -73.4492513 41.3947105, -73.4491225 41.3945882)",,,
1216366732,True,Pahquioque Avenue,residential,False,26.66,"LINESTRING (-73.4495805 41.3950751, -73.4494948 41.3951432, -73.4494863 41.3951499, -73.4494304 41.395201, -73.4494081 41.3952261, -73.449401 41.3952414, -73.4493984 41.3952566, -73.4493969 41.3952656)",,,
30343023,False,White Street,primary,False,42.566,"LINESTRING (-73.4508907 41.3978976, -73.4512683 41.3976401)",,,
286820390,True,Patriot Drive,primary,False,64.98700000000001,"LINESTRING (-73.4508907 41.3978976, -73.4508832 41.3975951, -73.450896 41.3974306, -73.4509226 41.3973152)",,,
"[356606705, 660071450]",False,White Street,primary,True,64.038,"LINESTRING (-73.4508907 41.3978976, -73.4505302 41.3981358, -73.4504629 41.3981809, -73.450417 41.3982116, -73.4503582 41.3982415, -73.450307 41.398271)",,,
10169680,False,Independence Way,residential,False,50.736,"LINESTRING (-73.4503413 41.3958759, -73.4502364 41.3959498, -73.450173 41.3959944, -73.4500964 41.396112, -73.450063 41.396164, -73.4500032 41.3962472)",,,
10169680,False,Independence Way,residential,True,74.43900000000001,"LINESTRING (-73.4503413 41.3958759, -73.4504554 41.3958174, -73.4510781 41.3954982)",,,
286820389,False,Patriot Drive,primary,True,100.813,"LINESTRING (-73.4503413 41.3958759, -73.450296 41.3958283, -73.4497558 41.3952609, -73.4496812 41.3951825, -73.4496389 41.3951381)",,,
286820391,True,Patriot Drive,primary,False,235.752,"LINESTRING (-73.4503413 41.3958759, -73.450389 41.3959583, -73.4504405 41.3960494, -73.4506892 41.3963311, -73.4507882 41.3965465, -73.4508359 41.3967463, -73.4508343 41.3969739, -73.4508048 41.3971666, -73.4507868 41.3974248, -73.4507969 41.3975936, -73.4508314 41.3977737, -73.4508907 41.3978976)",,,
"[356606705, 660071450]",False,White Street,primary,False,64.03800000000001,"LINESTRING (-73.450307 41.398271, -73.4503582 41.3982415, -73.450417 41.3982116, -73.4504629 41.3981809, -73.4505302 41.3981358, -73.4508907 41.3978976)",,,
356606705,False,White Street,primary,True,76.926,"LINESTRING (-73.450307 41.398271, -73.4502261 41.398307, -73.4500324 41.3983934, -73.4499553 41.3984242, -73.4495002 41.3986058)",,,
544417647,False,Delay Street,residential,False,9.768,"LINESTRING (-73.451028 41.3954188, -73.4510781 41.3954982)",,,
10167880,False,Deklyn Lane,residential,False,88.372,"LINESTRING (-73.451028 41.3954188, -73.4511032 41.3953901, -73.4519721 41.3950582)",,,
"[10166587, 544417647]",False,Delay Street,residential,True,119.456,"LINESTRING (-73.451028 41.3954188, -73.4506815 41.3948499, -73.4505873 41.3946847, -73.4505158 41.3945644, -73.4504357 41.3944408)",,,
544417647,False,Delay Street,residential,True,9.768,"LINESTRING (-73.4510781 41.3954982, -73.451028 41.3954188)",,,
10169680,False,Independence Way,residential,False,74.43900000000001,"LINESTRING (-73.4510781 41.3954982, -73.4504554 41.3958174, -73.4503413 41.3958759)",,,
544417647,False,Delay Street,residential,False,44.983,"LINESTRING (-73.4510781 41.3954982, -73.4510869 41.395512, -73.4513112 41.395863)",,,
10181292,False,National Place,residential,True,146.505,"LINESTRING (-73.4513112 41.395863, -73.4514228 41.3960369, -73.4515344 41.3961528, -73.451749 41.3962558, -73.4519893 41.3963459, -73.4521438 41.3964425, -73.4522554 41.3965713, -73.4524049 41.3967734, -73.4524093 41.3968266)",,,
"[10184005, 10182757]",False,"['Railroad Place', 'Ives Street']",residential,False,213.979,"LINESTRING (-73.4513112 41.395863, -73.4516374 41.3957664, -73.4521867 41.3956956, -73.4523669 41.3956956, -73.4525129 41.3957536, -73.4526416 41.3958823, -73.4531393 41.3965439, -73.4531809 41.3965992)",,,
544417647,False,Delay Street,residential,True,44.983,"LINESTRING (-73.4513112 41.395863, -73.4510869 41.395512, -73.4510781 41.3954982)",,,
10166863,False,Crosby Street,residential,False,111.305,"LINESTRING (-73.4522115 41.3983172, -73.4526317 41.3981137, -73.4533326 41.3977743)",,,
660071369,True,Maple Avenue,residential,False,109.134,"LINESTRING (-73.4522115 41.3983172, -73.4519658 41.3981172, -73.4517445 41.3979444, -73.451654 41.3978737, -73.451491 41.397775, -73.4512683 41.3976401)",,,
660071352,False,West Street,primary,False,26.261,"LINESTRING (-73.4531665 41.3928536, -73.4528832 41.3929566)",,,
10167613,False,Terrace Place,residential,False,138.25799999999998,"LINESTRING (-73.4531665 41.3928536, -73.4534312 41.3932296, -73.4537317 41.3935083, -73.4540968 41.3938775)",,,
660071352,False,West Street,primary,True,132.84300000000002,"LINESTRING (-73.4531665 41.3928536, -73.4534216 41.3927579, -73.4536087 41.3926877, -73.4536986 41.392654, -73.4541964 41.3924995, -73.4542581 41.392485, -73.4546342 41.3923964)",,,
10167613,False,Terrace Place,residential,False,100.188,"LINESTRING (-73.4540968 41.3938775, -73.4548427 41.3945837)",,,
10167613,False,Terrace Place,residential,True,138.25799999999998,"LINESTRING (-73.4540968 41.3938775, -73.4537317 41.3935083, -73.4534312 41.3932296, -73.4531665 41.3928536)",,,
10170668,False,Chapel Place,residential,True,160.21200000000002,"LINESTRING (-73.4540968 41.3938775, -73.4537131 41.3940253, -73.4536711 41.3940296, -73.4536212 41.3940257, -73.4535591 41.3940005, -73.4535094 41.3939875, -73.4534332 41.3939906, -73.4533685 41.394003, -73.4533122 41.3940235, -73.453261 41.394043, -73.4528634 41.3942254, -73.452736 41.3942877, -73.4524714 41.3944172, -73.4524117 41.3944529)",,,
10167613,False,Terrace Place,residential,False,52.834,"LINESTRING (-73.4548427 41.3945837, -73.455268 41.3949358)",,,
10167613,False,Terrace Place,residential,True,100.188,"LINESTRING (-73.4548427 41.3945837, -73.4540968 41.3938775)",,,
1184462339,False,Library Place,residential,True,50.266999999999996,"LINESTRING (-73.4548427 41.3945837, -73.4546805 41.3946735, -73.4543578 41.3948521)",,,
10167613,False,Terrace Place,residential,True,52.834,"LINESTRING (-73.455268 41.3949358, -73.4548427 41.3945837)",,,
10167703,False,Stevens Street,residential,False,65.425,"LINESTRING (-73.4564109 41.3945406, -73.4567972 41.3944164, -73.4571318 41.3943088)",,,
10186461,False,New Street,tertiary,False,280.75,"LINESTRING (-73.4564109 41.3945406, -73.4560057 41.3940634, -73.4555599 41.3935386, -73.4552509 41.3931574, -73.4552115 41.3931088, -73.4546342 41.3923964)",,,
10186461,False,New Street,tertiary,True,103.49600000000001,"LINESTRING (-73.4564109 41.3945406, -73.4565492 41.3947052, -73.4567484 41.3949421, -73.4567896 41.3949911, -73.4568743 41.3950918, -73.4570727 41.3953279)",,,
10167703,False,Stevens Street,residential,True,115.083,"LINESTRING (-73.4583936 41.3938903, -73.4577827 41.3940929, -73.457538 41.3941741, -73.4571318 41.3943088)",,,
10168414,False,Harmony Street,residential,True,229.141,"LINESTRING (-73.4583936 41.3938903, -73.4576297 41.3929502, -73.4569602 41.3921324)",,,
10167880,False,Deklyn Lane,residential,True,88.372,"LINESTRING (-73.4519721 41.3950582, -73.4511032 41.3953901, -73.451028 41.3954188)",,,
10168414,False,Harmony Street,residential,False,229.141,"LINESTRING (-73.4569602 41.3921324, -73.4576297 41.3929502, -73.4583936 41.3938903)",,,
660071327,False,West Street,primary,False,76.61200000000001,"LINESTRING (-73.4569602 41.3921324, -73.4570798 41.3921324, -73.4578786 41.3921324)",,,
660071327,False,West Street,primary,True,85.636,"LINESTRING (-73.4569602 41.3921324, -73.456618 41.3921548, -73.4559375 41.3921993)",,,
10170835,False,Library Place,residential,False,11.05,"LINESTRING (-73.4533729 41.3954109, -73.4534788 41.3953512)",,,
1184462338,True,Main Street,primary,False,121.662,"LINESTRING (-73.4533729 41.3954109, -73.4542183 41.3961988, -73.4542932 41.3962595)",CT 53,,
10171110,False,Tower Place,residential,False,107.285,"LINESTRING (-73.4543578 41.3948521, -73.4550012 41.395481, -73.4551393 41.3956184)",,,
1184462339,False,Library Place,residential,False,50.266999999999996,"LINESTRING (-73.4543578 41.3948521, -73.4546805 41.3946735, -73.4548427 41.3945837)",,,
1184462339,False,Library Place,residential,True,91.982,"LINESTRING (-73.4543578 41.3948521, -73.453573 41.3953051, -73.4534788 41.3953512)",,,
10170941,False,Pahquioque Avenue,residential,True,119.482,"LINESTRING (-73.4480998 41.395685, -73.4483573 41.3956463, -73.4487263 41.3955562, -73.4489681 41.3954896, -73.449178 41.3953951, -73.4492255 41.3953737, -73.4493969 41.3952656)",,,
186740952,False,Division Street,secondary,True,151.07899999999998,"LINESTRING (-73.458797 41.3905291, -73.4588952 41.3910597, -73.4589192 41.3911896, -73.4589484 41.3913476, -73.4589693 41.3914604, -73.459036 41.3918216, -73.4590459 41.3918749)",,,
10174223,False,West Street,residential,False,89.60000000000001,"LINESTRING (-73.4590459 41.3918749, -73.4589484 41.3918886, -73.4579901 41.392023)",,,
186740952,False,Division Street,secondary,False,151.079,"LINESTRING (-73.4590459 41.3918749, -73.459036 41.3918216, -73.4589693 41.3914604, -73.4589484 41.3913476, -73.4589192 41.3911896, -73.4588952 41.3910597, -73.458797 41.3905291)",,,
186740952,False,Division Street,secondary,True,35.545,"LINESTRING (-73.4590459 41.3918749, -73.4590532 41.3919085, -73.4591145 41.3921904)",,,
10174214,False,West Street,primary,True,62.882999999999996,"LINESTRING (-73.4591145 41.3921904, -73.4592246 41.3921996, -73.4596228 41.3922328, -73.4596553 41.3922355, -73.4598615 41.3922641)",,,
186740952,False,Division Street,secondary,False,35.545,"LINESTRING (-73.4591145 41.3921904, -73.4590532 41.3919085, -73.4590459 41.3918749)",,,
