osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
297829748,SR 13,North Main Street,primary,False,False,49.961,"LINESTRING (-85.6979819 41.3282303, -85.6980003 41.3286794)",,
297829748,SR 13,North Main Street,primary,False,True,145.472,"LINESTRING (-85.6979819 41.3282303, -85.6979473 41.3269223)",,
17403234,,,residential,False,False,16.333,"LINESTRING (-85.6934074 41.322144, -85.693563 41.322055)",,
17413468,,South Dixie Drive,unclassified,False,False,39.075,"LINESTRING (-85.6934074 41.322144, -85.6935972 41.3224652)",,
17413468,,South Dixie Drive,unclassified,False,True,51.892,"LINESTRING (-85.6934074 41.322144, -85.693302 41.321978, -85.693246 41.321899, -85.693162 41.321806, -85.6930958 41.3217422)",,
17403234,,,residential,False,True,16.333,"LINESTRING (-85.693563 41.322055, -85.6934074 41.322144)",,
17414834,,West Huntington Street,unclassified,False,False,55.12,"LINESTRING (-85.699951 41.323248, -85.699291 41.323255)",,
17406971,,Morton Street,residential,False,False,263.826,"LINESTRING (-85.699951 41.323248, -85.699967 41.3236952, -85.6999757 41.3240838, -85.6999907 41.3245003, -85.699995 41.324701, -85.700002 41.3249239, -85.700023 41.32562)",,
17414834,,West Huntington Street,unclassified,False,True,96.07400000000001,"LINESTRING (-85.699951 41.323248, -85.7005241 41.323234, -85.701101 41.323223)",,
"[17415440, 777838337, 17403603]",,"['East South Street', 'South Street']",residential,False,True,128.494,"LINESTRING (-85.6935185 41.3247838, -85.694274 41.324736, -85.6944403 41.3247259, -85.6946887 41.324643, -85.694997 41.324532)",20 mph,yes
17405727,,Short Street,residential,False,False,25.689,"LINESTRING (-85.695193 41.326442, -85.695198 41.326673)",,
17410646,,Madison,residential,False,True,44.182,"LINESTRING (-85.695193 41.326442, -85.694664 41.32645)",,
17410646,,Madison,residential,False,False,105.27700000000002,"LINESTRING (-85.695193 41.326442, -85.696228 41.326432, -85.696453 41.326419)",,
17405727,,Short Street,residential,False,True,25.689,"LINESTRING (-85.695198 41.326673, -85.695193 41.326442)",,
17405790,,West Washington Street,tertiary,False,False,122.364,"LINESTRING (-85.6979102 41.3256606, -85.6980008 41.3256586, -85.6986544 41.3256488, -85.699375 41.325631)",,
17409214,,East Washington Street,unclassified,False,True,124.801,"LINESTRING (-85.6979102 41.3256606, -85.6977973 41.3256634, -85.6971295 41.3256709, -85.696416 41.325684)",,
297829748,SR 13,North Main Street,primary,False,False,140.329,"LINESTRING (-85.6979102 41.3256606, -85.6979127 41.3257462, -85.6979295 41.3263159, -85.6979473 41.3269223)",,
297829748,SR 13,North Main Street,primary,False,True,142.2,"LINESTRING (-85.6979102 41.3256606, -85.6979064 41.3255608, -85.6978847 41.3249988, -85.6978663 41.3243822)",,
17405790,,West Washington Street,tertiary,False,False,54.124,"LINESTRING (-85.699375 41.325631, -85.700023 41.32562)",,
17405790,,West Washington Street,tertiary,False,True,122.364,"LINESTRING (-85.699375 41.325631, -85.6986544 41.3256488, -85.6980008 41.3256586, -85.6979102 41.3256606)",,
"[17407345, 17413007]",,"['West North Street', 'Harrison Street']",unclassified,False,False,254.915,"LINESTRING (-85.699375 41.325631, -85.699368 41.325708, -85.6993813 41.326287, -85.699391 41.326706, -85.69938 41.32678, -85.6993434 41.326849, -85.6992842 41.3268921, -85.6992259 41.326906, -85.699132 41.326913, -85.6986952 41.326918, -85.6980488 41.3269217, -85.6979473 41.3269223)",,
17407345,,Harrison Street,unclassified,False,True,141.937,"LINESTRING (-85.699375 41.325631, -85.69935 41.324938, -85.6993344 41.3245063, -85.699329 41.324355)",,
17405790,,West Washington Street,tertiary,False,False,95.721,"LINESTRING (-85.700023 41.32562, -85.701169 41.3256)",,
17405790,,West Washington Street,tertiary,False,True,54.124,"LINESTRING (-85.700023 41.32562, -85.699375 41.325631)",,
17406971,,Morton Street,residential,False,True,263.826,"LINESTRING (-85.700023 41.32562, -85.700002 41.3249239, -85.699995 41.324701, -85.6999907 41.3245003, -85.6999757 41.3240838, -85.699967 41.3236952, -85.699951 41.323248)",,
