osmid,lanes,name,highway,width,oneway,reversed,length,geometry,maxspeed
288613262,2,Main Street,tertiary,14.3,False,True,90.892,"LINESTRING (-71.051843 42.5384768, -71.0522974 42.538274, -71.0526985 42.538095, -71.0527948 42.5380571)",25 mph
8918181,2,South Common Street,secondary,12.5,False,True,176.021,"LINESTRING (-71.047727 42.539037, -71.0480133 42.5390843, -71.048036 42.539088, -71.048153 42.539105, -71.048288 42.539123, -71.0485317 42.5391562, -71.048694 42.539168, -71.049097 42.539184, -71.0495774 42.5392024, -71.0497251 42.5392226, -71.0497668 42.5392397, -71.04983 42.539278)",
8918409,2,Summer Street,secondary,14.3,False,False,160.245,"LINESTRING (-71.047727 42.539037, -71.0476043 42.53897, -71.047492 42.538916, -71.047407 42.5388787, -71.0472845 42.5388203, -71.047207 42.538781, -71.047037 42.538694, -71.046893 42.538612, -71.0467682 42.538538, -71.046743 42.538523, -71.046581 42.538414, -71.046529 42.538372, -71.046462 42.53832, -71.046319 42.538202, -71.046229 42.538123)",
8918409,2,Summer Street,secondary,14.3,False,True,140.17100000000002,"LINESTRING (-71.047727 42.539037, -71.047945 42.5391865, -71.04802 42.539238, -71.0482538 42.5393843, -71.048896 42.5397861, -71.049019 42.539863)",
8918771,2,Arlington Street,residential,12.2,False,False,109.753,"LINESTRING (-71.047727 42.539037, -71.0472998 42.5393087, -71.046713 42.539682)",
8918068,2,Hutchins Circle,residential,12.2,False,False,21.395,"LINESTRING (-71.05349 42.538738, -71.053633 42.538899)",
8918065,2,Hutchins Circle,residential,12.2,False,False,94.769,"LINESTRING (-71.05349 42.538738, -71.053393 42.5386515, -71.0531241 42.5383932, -71.0527948 42.5380571)",
8918065,2,Hutchins Circle,residential,12.2,False,True,25.625,"LINESTRING (-71.05349 42.538738, -71.05365 42.538759, -71.053795 42.538788)",
8917966,,Center Village,residential,,False,True,152.06,"LINESTRING (-71.047602 42.540892, -71.0475197 42.5408401, -71.047434 42.540786, -71.047286 42.540707, -71.047213 42.540671, -71.047146 42.540629, -71.047081 42.540576, -71.047009 42.540507, -71.046918 42.540412, -71.046824 42.540322, -71.046732 42.540247, -71.046659 42.540195, -71.046575 42.540153, -71.046498 42.540124, -71.046427 42.540112, -71.046361 42.540122, -71.046303 42.540144, -71.046246 42.540168, -71.04621 42.540195)",
8918415,2,Main Street,secondary,14.0,False,False,61.485,"LINESTRING (-71.047602 42.540892, -71.047309 42.541094, -71.047088 42.5412583, -71.0470622 42.541276)",25 mph
8918415,2,Main Street,secondary,14.0,False,True,56.381,"LINESTRING (-71.047602 42.540892, -71.047996 42.540628, -71.048116 42.540555)",25 mph
8918568,2,Howard Avenue,residential,11.0,False,True,276.297,"LINESTRING (-71.046713 42.539682, -71.046316 42.539346, -71.045425 42.538637, -71.045047 42.538328, -71.044589 42.537961, -71.044447 42.537842)",
8918771,2,Arlington Street,residential,12.2,False,False,67.796,"LINESTRING (-71.046713 42.539682, -71.046538 42.539793, -71.046077 42.540072)",
8918771,2,Arlington Street,residential,12.2,False,True,109.753,"LINESTRING (-71.046713 42.539682, -71.0472998 42.5393087, -71.047727 42.539037)",
8918398,2,Carter Road,residential,15.5,False,False,79.831,"LINESTRING (-71.049113 42.541416, -71.049258 42.541529, -71.049563 42.541805, -71.049621 42.541858, -71.049745 42.541962)",
8918398,2,Carter Road,residential,15.5,False,True,125.905,"LINESTRING (-71.049113 42.541416, -71.048846 42.541208, -71.048441 42.540849, -71.048116 42.540555)",
8918657,2,Stanley Road,residential,12.2,False,False,98.128,"LINESTRING (-71.049113 42.541416, -71.048697 42.541694, -71.048214 42.541999)",
8917838,2,Saunders Road,residential,15.2,False,False,74.743,"LINESTRING (-71.048836 42.543461, -71.048819 42.543446, -71.048493 42.543118, -71.048291 42.542922)",
8918065,2,Hutchins Circle,residential,12.2,False,True,94.769,"LINESTRING (-71.0527948 42.5380571, -71.0531241 42.5383932, -71.053393 42.5386515, -71.05349 42.538738)",
288613262,2,Main Street,tertiary,14.3,False,False,90.892,"LINESTRING (-71.0527948 42.5380571, -71.0526985 42.538095, -71.0522974 42.538274, -71.051843 42.5384768)",25 mph
8918409,2,Summer Street,secondary,14.3,False,False,140.171,"LINESTRING (-71.049019 42.539863, -71.048896 42.5397861, -71.0482538 42.5393843, -71.04802 42.539238, -71.047945 42.5391865, -71.047727 42.539037)",
8918415,2,Main Street,secondary,14.0,False,False,106.842,"LINESTRING (-71.049019 42.539863, -71.0488137 42.5400388, -71.048713 42.540125, -71.048679 42.5401489, -71.0485369 42.5402487, -71.04836 42.540373, -71.048116 42.540555)",25 mph
1042470597,2,Main Street,secondary,16.5,False,True,80.49800000000002,"LINESTRING (-71.049019 42.539863, -71.049207 42.53971, -71.049461 42.539505, -71.04958 42.539432, -71.0496321 42.5393985, -71.0497061 42.5393471)",25 mph
8917966,,Center Village,residential,,False,True,17.487,"LINESTRING (-71.04621 42.540195, -71.046077 42.540072)",
8917966,,Center Village,residential,,False,False,152.06,"LINESTRING (-71.04621 42.540195, -71.046246 42.540168, -71.046303 42.540144, -71.046361 42.540122, -71.046427 42.540112, -71.046498 42.540124, -71.046575 42.540153, -71.046659 42.540195, -71.046732 42.540247, -71.046824 42.540322, -71.046918 42.540412, -71.047009 42.540507, -71.047081 42.540576, -71.047146 42.540629, -71.047213 42.540671, -71.047286 42.540707, -71.047434 42.540786, -71.0475197 42.5408401, -71.047602 42.540892)",
8917968,,Center Village,residential,,False,False,173.38400000000001,"LINESTRING (-71.04621 42.540195, -71.046152 42.54024, -71.046063 42.540321, -71.045994 42.540412, -71.045949 42.540487, -71.045944 42.540545, -71.045949 42.540596, -71.04597 42.540648, -71.046006 42.540697, -71.046057 42.54074, -71.046139 42.540788, -71.046498 42.541022, -71.046704 42.541175, -71.046784 42.541212, -71.04686 42.541231, -71.046928 42.541242, -71.0470622 42.541276)",
359423127,,Centre Court,residential,,False,False,133.311,"LINESTRING (-71.0497061 42.5393471, -71.0504567 42.5402478, -71.0505409 42.5403438, -71.0505613 42.540367)",
1042470597,2,Main Street,secondary,16.5,False,False,80.498,"LINESTRING (-71.0497061 42.5393471, -71.0496321 42.5393985, -71.04958 42.539432, -71.049461 42.539505, -71.049207 42.53971, -71.049019 42.539863)",25 mph
1042470597,2,Main Street,secondary,16.5,False,True,12.742999999999999,"LINESTRING (-71.0497061 42.5393471, -71.0497768 42.5393108, -71.04983 42.539278)",25 mph
359423127,,Centre Court,residential,,False,True,133.311,"LINESTRING (-71.0505613 42.540367, -71.0505409 42.5403438, -71.0504567 42.5402478, -71.0497061 42.5393471)",
