osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
17567614,Wabash Avenue,tertiary,False,True,113.03699999999999,"LINESTRING (-87.4099638 39.4664791, -87.4110459 39.4664766, -87.4112171 39.4664762, -87.4112806 39.4664761)",,,
17568406,North 6th Street,tertiary,False,False,114.876,"LINESTRING (-87.4099638 39.4664791, -87.4099679 39.4665797, -87.4099856 39.4670194, -87.4100054 39.4675117)",20 mph,,
905269151,South 6th Street,tertiary,False,False,116.19,"LINESTRING (-87.4099638 39.4664791, -87.4099645 39.4663953, -87.4099681 39.4659886, -87.4099683 39.4659656, -87.4099729 39.4654342)",,,
905269151,South 6th Street,tertiary,False,False,113.419,"LINESTRING (-87.4099729 39.4654342, -87.409974 39.4649515, -87.4099753 39.4644142)",,,
905269151,South 6th Street,tertiary,False,True,116.19,"LINESTRING (-87.4099729 39.4654342, -87.4099683 39.4659656, -87.4099681 39.4659886, -87.4099645 39.4663953, -87.4099638 39.4664791)",,,
905383286,South 6th Street,tertiary,False,False,109.308,"LINESTRING (-87.4099753 39.4644142, -87.4099858 39.4634312)",,,
905269151,South 6th Street,tertiary,False,True,113.419,"LINESTRING (-87.4099753 39.4644142, -87.409974 39.4649515, -87.4099729 39.4654342)",,,
905383287,Walnut Street,secondary,True,False,112.554,"LINESTRING (-87.4099753 39.4644142, -87.4104695 39.464417, -87.4107959 39.4644188, -87.4112864 39.4644215)",,1,
905269154,South 6th Street,tertiary,False,False,114.421,"LINESTRING (-87.4099858 39.4634312, -87.4099662 39.4624023)",,,
905383286,South 6th Street,tertiary,False,True,109.308,"LINESTRING (-87.4099858 39.4634312, -87.4099753 39.4644142)",,,
905269152,East Poplar Street,primary,False,True,111.969,"LINESTRING (-87.4099858 39.4634312, -87.4104624 39.4634247, -87.4106565 39.463422, -87.4112899 39.4634134)",30 mph,2,
905269154,South 6th Street,tertiary,False,True,114.421,"LINESTRING (-87.4099662 39.4624023, -87.4099858 39.4634312)",,,
17566621,Swan Street,residential,False,False,143.554,"LINESTRING (-87.4099662 39.4624023, -87.4093264 39.4624078, -87.4082941 39.4624168)",,,
17566621,Swan Street,residential,False,True,113.072,"LINESTRING (-87.4099662 39.4624023, -87.410629 39.4624092, -87.4112832 39.4624161)",,,
493042170,Chestnut Street,residential,False,False,109.362,"LINESTRING (-87.415346 39.4705066, -87.414072 39.4705166)",30 mph,,
17565847,North 2nd Street,residential,False,True,111.302,"LINESTRING (-87.415346 39.4705066, -87.4153352 39.4697701, -87.4153313 39.4695057)",,,
493042170,Chestnut Street,residential,False,True,110.819,"LINESTRING (-87.415346 39.4705066, -87.4159905 39.4705103, -87.4165661 39.4705136, -87.416637 39.470514)",30 mph,,
17565847,North 2nd Street,residential,False,False,223.192,"LINESTRING (-87.415323 39.4674985, -87.4153267 39.4683837, -87.4153313 39.4695057)",,,
120580993,Cherry Street,primary,True,False,110.21100000000001,"LINESTRING (-87.415323 39.4674985, -87.4154517 39.4674984, -87.4158633 39.4674982, -87.4166069 39.4674977)",40 mph,2,US 150
17565847,North 2nd Street,residential,False,False,111.302,"LINESTRING (-87.4153313 39.4695057, -87.4153352 39.4697701, -87.415346 39.4705066)",,,
17565847,North 2nd Street,residential,False,True,223.192,"LINESTRING (-87.4153313 39.4695057, -87.4153267 39.4683837, -87.415323 39.4674985)",,,
17570680,Eagle Street,residential,False,True,111.15299999999999,"LINESTRING (-87.4153313 39.4695057, -87.4160249 39.469505, -87.4161499 39.4695048, -87.4165557 39.4695044, -87.4166262 39.4695043)",,,
905269158,1st Street,secondary,True,False,109.403,"LINESTRING (-87.4167478 39.464385, -87.4167309 39.4634012)",45 mph,,
17569210,Harding Avenue,residential,False,True,115.532,"LINESTRING (-87.4153065 39.4643896, -87.4153089 39.4654286)",,,
17565953,Walnut Street,residential,True,False,109.496,"LINESTRING (-87.4153065 39.4643896, -87.4157176 39.4643879, -87.416582 39.4643844)",,1,
17569210,Harding Avenue,residential,False,False,109.708,"LINESTRING (-87.4153065 39.4643896, -87.4153017 39.4638681, -87.4152974 39.463403)",,,
17565953,Walnut Street,residential,True,False,109.271,"LINESTRING (-87.4140337 39.464401, -87.4153065 39.4643896)",,1,
52305953,South 3rd Street,trunk,True,False,110.223,"LINESTRING (-87.4140337 39.464401, -87.4140193 39.4634098)",30 mph,3,US 41;US 150
165546132,South 4th Street,residential,False,False,109.857,"LINESTRING (-87.4125564 39.4644028, -87.4125622 39.4640204, -87.412563 39.4639645, -87.4125651 39.4638236, -87.4125679 39.4636335, -87.4125712 39.4634149)",30 mph,2,
165546132,South 4th Street,residential,False,True,114.3,"LINESTRING (-87.4125564 39.4644028, -87.4125622 39.4647, -87.4125766 39.4654306)",30 mph,2,
