osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,maxspeed
852662083,Texas Avenue,secondary,True,False,112.896,"LINESTRING (-101.8456412 33.5855455, -101.8456399 33.5850475, -101.8456385 33.5845302)",,,
"[443112232, 442985566, 1109173022]",Main Street,tertiary,False,True,113.558,"LINESTRING (-101.8456412 33.5855455, -101.8451154 33.5855464, -101.8450841 33.5855464, -101.844892 33.5855467, -101.8444153 33.5855474)",yes,,
21106957,Avenue J,unclassified,False,False,113.018,"LINESTRING (-101.8468052 33.5855438, -101.8468055 33.5852197, -101.8468056 33.585043, -101.8468061 33.5845274)",,,
21106957,Avenue J,unclassified,False,True,106.42500000000001,"LINESTRING (-101.8468052 33.5855438, -101.8468047 33.5860223, -101.8468041 33.5865009)",,,
442985570,Main Street,tertiary,False,False,105.675,"LINESTRING (-101.8468052 33.5855438, -101.8473738 33.585543, -101.847946 33.5855421)",,,
442985570,Main Street,tertiary,False,True,107.824,"LINESTRING (-101.8468052 33.5855438, -101.8465476 33.5855442, -101.8456412 33.5855455)",,,
442985570,Main Street,tertiary,False,False,104.684,"LINESTRING (-101.847946 33.5855421, -101.8485129 33.5855412, -101.8490761 33.5855404)",,,
442985570,Main Street,tertiary,False,True,105.675,"LINESTRING (-101.847946 33.5855421, -101.8473738 33.585543, -101.8468052 33.5855438)",,,
"[1109174368, 1109174369]",Avenue K,secondary,False,False,106.281,"LINESTRING (-101.847946 33.5855421, -101.8479467 33.5856552, -101.8479491 33.5860205, -101.8479521 33.5864979)",,,
"[1109174369, 852619245]",Avenue K,secondary,False,True,113.142,"LINESTRING (-101.847946 33.5855421, -101.8479462 33.5854217, -101.8479475 33.5850323, -101.847949 33.5845246)",,,
442985570,Main Street,tertiary,False,False,104.517,"LINESTRING (-101.8490761 33.5855404, -101.8496513 33.5855395, -101.8499704 33.585539, -101.8502044 33.5855387)",,,
442985570,Main Street,tertiary,False,True,104.684,"LINESTRING (-101.8490761 33.5855404, -101.8485129 33.5855412, -101.847946 33.5855421)",,,
852662088,Avenue L,tertiary,False,False,113.26400000000001,"LINESTRING (-101.8490761 33.5855404, -101.8490759 33.585323, -101.8490757 33.5851425, -101.8490756 33.5850268, -101.8490751 33.5845218)",,,
852662088,Avenue L,tertiary,False,True,106.149,"LINESTRING (-101.8490761 33.5855404, -101.8490732 33.5860132, -101.8490702 33.586495)",,,
442985570,Main Street,tertiary,False,False,106.43799999999999,"LINESTRING (-101.8502044 33.5855387, -101.850585 33.5855364, -101.8507748 33.5855352, -101.8513534 33.5855316)",,,
442985570,Main Street,tertiary,False,True,104.517,"LINESTRING (-101.8502044 33.5855387, -101.8499704 33.585539, -101.8496513 33.5855395, -101.8490761 33.5855404)",,,
852482438,Avenue M,tertiary,False,False,106.01400000000001,"LINESTRING (-101.8502044 33.5855387, -101.8502126 33.5860183, -101.8502129 33.586038, -101.8502208 33.586492)",,,
852482438,Avenue M,tertiary,False,True,113.377,"LINESTRING (-101.8502044 33.5855387, -101.8502038 33.5854356, -101.8501995 33.5850334, -101.850203 33.5846407, -101.8502031 33.5845191)",,,
442985570,Main Street,tertiary,False,True,106.43799999999999,"LINESTRING (-101.8513534 33.5855316, -101.8507748 33.5855352, -101.850585 33.5855364, -101.8502044 33.5855387)",,,
461305820,Avenue N,unclassified,False,False,112.277,"LINESTRING (-101.8513534 33.5855316, -101.851351 33.5852976, -101.85135 33.5846294, -101.851348 33.5845219)",,,
461305820,Avenue N,unclassified,False,True,106.44999999999999,"LINESTRING (-101.8513534 33.5855316, -101.8513492 33.5860138, -101.8513484 33.586101, -101.8513475 33.5862093, -101.8513465 33.5863225, -101.8513451 33.5864889)",,,
21106694,Avenue F,unclassified,False,False,106.569,"LINESTRING (-101.8420331 33.5845389, -101.8420313 33.5835805)",,,
21106694,Avenue F,unclassified,False,True,113.31899999999999,"LINESTRING (-101.8420331 33.5845389, -101.842033 33.584983, -101.8420329 33.585055, -101.842032 33.585558)",,,
442986547,Broadway,secondary,False,False,109.03,"LINESTRING (-101.8420331 33.5845389, -101.8425941 33.5845376, -101.8432101 33.5845361)",,3,30 mph
"[338349314, 852606988, 852410197]",Crickets Avenue,unclassified,False,False,107.126,"LINESTRING (-101.8432101 33.5845361, -101.8432082 33.5841531, -101.8432072 33.5839546, -101.8432053 33.5835727)",,,
442986547,Broadway,secondary,False,True,109.03,"LINESTRING (-101.8432101 33.5845361, -101.8425941 33.5845376, -101.8420331 33.5845389)",,3,30 mph
"[852422891, 852492044, 852477079]",Broadway,secondary,False,False,111.67,"LINESTRING (-101.8432101 33.5845361, -101.8437045 33.5845349, -101.8439382 33.5845343, -101.8444156 33.5845331)",,3,30 mph
852410196,Broadway,secondary,False,False,113.282,"LINESTRING (-101.8444156 33.5845331, -101.8456385 33.5845302)",,3,30 mph
"[852410195, 852422894, 852601030]",Buddy Holly Avenue,secondary,False,True,107.69200000000001,"LINESTRING (-101.8444156 33.5845331, -101.8444158 33.5841336, -101.8444159 33.5839312, -101.8444161 33.5835646)",,,
"[852422891, 852492044, 852477079]",Broadway,secondary,False,True,111.67,"LINESTRING (-101.8444156 33.5845331, -101.8439382 33.5845343, -101.8437045 33.5845349, -101.8432101 33.5845361)",,3,30 mph
"[1109174362, 271047365]",Buddy Holly Avenue,secondary,True,False,112.785,"LINESTRING (-101.8444156 33.5845331, -101.844415 33.5854589, -101.8444153 33.5855474)",,,
852410196,Broadway,secondary,False,True,113.282,"LINESTRING (-101.8456385 33.5845302, -101.8444156 33.5845331)",,3,30 mph
108017022,Texas Avenue,secondary,False,False,106.00299999999999,"LINESTRING (-101.8456385 33.5845302, -101.8456373 33.5840585, -101.8456364 33.5837924, -101.845636 33.5835769)",,,
852492050,Broadway,secondary,False,False,108.159,"LINESTRING (-101.8456385 33.5845302, -101.8462499 33.5845287, -101.8468061 33.5845274)",,3,30 mph
21106957,Avenue J,unclassified,False,False,105.892,"LINESTRING (-101.8468061 33.5845274, -101.8468041 33.5840573, -101.846802 33.5835751)",,,
21106957,Avenue J,unclassified,False,True,113.018,"LINESTRING (-101.8468061 33.5845274, -101.8468056 33.585043, -101.8468055 33.5852197, -101.8468052 33.5855438)",,,
852492050,Broadway,secondary,False,False,105.87100000000001,"LINESTRING (-101.8468061 33.5845274, -101.8473818 33.584526, -101.847949 33.5845246)",,3,30 mph
852492050,Broadway,secondary,False,True,108.159,"LINESTRING (-101.8468061 33.5845274, -101.8462499 33.5845287, -101.8456385 33.5845302)",,3,30 mph
21107007,Avenue K,secondary,False,True,105.775,"LINESTRING (-101.847949 33.5845246, -101.8479426 33.5840546, -101.8479361 33.5835734)",,,
852492050,Broadway,secondary,False,True,105.87100000000001,"LINESTRING (-101.847949 33.5845246, -101.8473818 33.584526, -101.8468061 33.5845274)",,3,30 mph
"[1109174369, 852619245]",Avenue K,secondary,False,False,113.142,"LINESTRING (-101.847949 33.5845246, -101.8479475 33.5850323, -101.8479462 33.5854217, -101.847946 33.5855421)",,,
852619246,Broadway,secondary,False,False,104.315,"LINESTRING (-101.847949 33.5845246, -101.8485048 33.5845232, -101.8490751 33.5845218)",,3,30 mph
852482434,Broadway,secondary,False,False,104.491,"LINESTRING (-101.8490751 33.5845218, -101.8496431 33.5845204, -101.8502031 33.5845191)",,3,30 mph
852619246,Broadway,secondary,False,True,104.315,"LINESTRING (-101.8490751 33.5845218, -101.8485048 33.5845232, -101.847949 33.5845246)",,3,30 mph
852662088,Avenue L,tertiary,False,True,113.26400000000001,"LINESTRING (-101.8490751 33.5845218, -101.8490756 33.5850268, -101.8490757 33.5851425, -101.8490759 33.585323, -101.8490761 33.5855404)",,,
1109174374,Avenue L,tertiary,False,False,105.661,"LINESTRING (-101.8490751 33.5845218, -101.8490706 33.5840507, -101.8490661 33.5835716)",,,
21107100,Avenue M,tertiary,False,True,105.547,"LINESTRING (-101.8502031 33.5845191, -101.8501991 33.5835699)",,,
852482434,Broadway,secondary,False,True,104.491,"LINESTRING (-101.8502031 33.5845191, -101.8496431 33.5845204, -101.8490751 33.5845218)",,3,30 mph
852482438,Avenue M,tertiary,False,False,113.377,"LINESTRING (-101.8502031 33.5845191, -101.850203 33.5846407, -101.8501995 33.5850334, -101.8502038 33.5854356, -101.8502044 33.5855387)",,,
1109174375,Broadway,secondary,False,False,106.057,"LINESTRING (-101.8502031 33.5845191, -101.8503248 33.5845188, -101.851348 33.5845219)",,3,30 mph
461305820,Avenue N,unclassified,False,False,52.742,"LINESTRING (-101.851348 33.5845219, -101.8513424 33.5840476)",,,
461305820,Avenue N,unclassified,False,True,112.277,"LINESTRING (-101.851348 33.5845219, -101.85135 33.5846294, -101.851351 33.5852976, -101.8513534 33.5855316)",,,
1109174375,Broadway,secondary,False,True,106.057,"LINESTRING (-101.851348 33.5845219, -101.8503248 33.5845188, -101.8502031 33.5845191)",,3,30 mph
108017022,Texas Avenue,secondary,False,False,102.622,"LINESTRING (-101.845636 33.5835769, -101.8456341 33.582654)",,,
108017022,Texas Avenue,secondary,False,True,106.003,"LINESTRING (-101.845636 33.5835769, -101.8456364 33.5837924, -101.8456373 33.5840585, -101.8456385 33.5845302)",,,
1109174373,13th Street,unclassified,False,False,108.011,"LINESTRING (-101.845636 33.5835769, -101.8462526 33.5835759, -101.846802 33.5835751)",,,
21106957,Avenue J,unclassified,False,False,102.712,"LINESTRING (-101.846802 33.5835751, -101.8467961 33.5826514)",,,
21106957,Avenue J,unclassified,False,True,105.892,"LINESTRING (-101.846802 33.5835751, -101.8468041 33.5840573, -101.8468061 33.5845274)",,,
1109174373,13th Street,unclassified,False,False,105.057,"LINESTRING (-101.846802 33.5835751, -101.8473765 33.5835742, -101.8479361 33.5835734)",,,
1109174373,13th Street,unclassified,False,True,108.011,"LINESTRING (-101.846802 33.5835751, -101.8462526 33.5835759, -101.845636 33.5835769)",,,
21107007,Avenue K,secondary,False,True,102.789,"LINESTRING (-101.8479361 33.5835734, -101.8479341 33.582649)",,,
21107007,Avenue K,secondary,False,False,105.775,"LINESTRING (-101.8479361 33.5835734, -101.8479426 33.5840546, -101.847949 33.5845246)",,,
1109174373,13th Street,unclassified,False,False,104.67699999999999,"LINESTRING (-101.8479361 33.5835734, -101.8484951 33.5835725, -101.8490661 33.5835716)",,,
1109174373,13th Street,unclassified,False,True,105.057,"LINESTRING (-101.8479361 33.5835734, -101.8473765 33.5835742, -101.846802 33.5835751)",,,
"[21098538, 1109174373]",13th Street,unclassified,False,False,104.955,"LINESTRING (-101.8490661 33.5835716, -101.8491913 33.5835714, -101.8501991 33.5835699)",,,
1109174373,13th Street,unclassified,False,True,104.67699999999999,"LINESTRING (-101.8490661 33.5835716, -101.8484951 33.5835725, -101.8479361 33.5835734)",,,
"[852482435, 1109174374]",Avenue L,tertiary,False,False,102.855,"LINESTRING (-101.8490661 33.5835716, -101.8490658 33.5834759, -101.8490641 33.5826466)",,,
1109174374,Avenue L,tertiary,False,True,105.661,"LINESTRING (-101.8490661 33.5835716, -101.8490706 33.5840507, -101.8490751 33.5845218)",,,
21107100,Avenue M,tertiary,False,False,105.547,"LINESTRING (-101.8501991 33.5835699, -101.8502031 33.5845191)",,,
21098538,13th Street,unclassified,False,False,104.58500000000001,"LINESTRING (-101.8501991 33.5835699, -101.8507775 33.583569, -101.8513281 33.5835682)",,,
"[21098538, 1109174373]",13th Street,unclassified,False,True,104.955,"LINESTRING (-101.8501991 33.5835699, -101.8491913 33.5835714, -101.8490661 33.5835716)",,,
21107100,Avenue M,tertiary,False,True,102.94600000000001,"LINESTRING (-101.8501991 33.5835699, -101.8501979 33.5833895, -101.8501967 33.5832059, -101.8501956 33.5830329, -101.8501953 33.5829826, -101.8501944 33.5828497, -101.8501943 33.5828316, -101.8501931 33.5826441)",,,
21098538,13th Street,unclassified,False,True,104.58500000000001,"LINESTRING (-101.8513281 33.5835682, -101.8507775 33.583569, -101.8501991 33.5835699)",,,
21107181,Avenue N,unclassified,False,False,103.022,"LINESTRING (-101.8513281 33.5835682, -101.8513273 33.5833848, -101.8513265 33.5832045, -101.8513258 33.583026, -101.851325 33.5828478, -101.8513241 33.5826417)",,,
21106694,Avenue F,unclassified,False,False,102.167,"LINESTRING (-101.8420313 33.5835805, -101.8420261 33.5826617)",,,
21106694,Avenue F,unclassified,False,True,106.569,"LINESTRING (-101.8420313 33.5835805, -101.8420331 33.5845389)",,,
108040754,13th Street,unclassified,False,False,108.75599999999999,"LINESTRING (-101.8420313 33.5835805, -101.8424734 33.5835775, -101.8425968 33.5835767, -101.842723 33.5835759, -101.8429408 33.5835739, -101.8432053 33.5835727)",,,
852422893,Crickets Avenue,unclassified,False,False,101.578,"LINESTRING (-101.8432053 33.5835727, -101.8432001 33.5826592)",,,
108040754,13th Street,unclassified,False,True,108.756,"LINESTRING (-101.8432053 33.5835727, -101.8429408 33.5835739, -101.842723 33.5835759, -101.8425968 33.5835767, -101.8424734 33.5835775, -101.8420313 33.5835805)",,,
"[852606987, 852422892, 852601029]",13th Street,unclassified,False,False,112.167,"LINESTRING (-101.8432053 33.5835727, -101.8433974 33.5835714, -101.8436953 33.5835694, -101.8438173 33.5835686, -101.8439165 33.5835679, -101.8444161 33.5835646)",,,
"[338349314, 852606988, 852410197]",Crickets Avenue,unclassified,False,True,107.126,"LINESTRING (-101.8432053 33.5835727, -101.8432072 33.5839546, -101.8432082 33.5841531, -101.8432101 33.5845361)",,,
"[852410195, 852601030, 852422894]",Buddy Holly Avenue,secondary,False,False,107.69200000000001,"LINESTRING (-101.8444161 33.5835646, -101.8444159 33.5839312, -101.8444158 33.5841336, -101.8444156 33.5845331)",,,
852477081,Buddy Holly Avenue,secondary,False,True,100.965,"LINESTRING (-101.8444161 33.5835646, -101.8444143 33.583019, -101.8444131 33.5826566)",,,
"[852606987, 852422892, 852601029]",13th Street,unclassified,False,True,112.167,"LINESTRING (-101.8444161 33.5835646, -101.8439165 33.5835679, -101.8438173 33.5835686, -101.8436953 33.5835694, -101.8433974 33.5835714, -101.8432053 33.5835727)",,,
21106793,Avenue G,unclassified,False,False,102.638,"LINESTRING (-101.8432101 33.5874335, -101.8431992 33.5865105)",,,
21098801,9th Street,unclassified,False,False,111.52799999999999,"LINESTRING (-101.8432101 33.5874335, -101.8438288 33.5874317, -101.8444141 33.5874305)",,,
"[21098801, 21106694]","['9th Street', 'Avenue F']",unclassified,False,"[False, True]",199.149,"LINESTRING (-101.8432101 33.5874335, -101.8424229 33.5874354, -101.8422071 33.5874364, -101.842061 33.58722, -101.842038 33.586938, -101.8420332 33.5865135)",,,
"[21106793, 21106446]","['Avenue G', '8th Street']",unclassified,False,"[False, True]",213.204,"LINESTRING (-101.8432101 33.5874335, -101.8432113 33.5883489, -101.8438372 33.5883457, -101.8440231 33.588345, -101.8444141 33.5883435)",,,
21098801,9th Street,unclassified,False,True,111.52799999999999,"LINESTRING (-101.8444141 33.5874305, -101.8438288 33.5874317, -101.8432101 33.5874335)",,,
852492045,Buddy Holly Avenue,secondary,True,False,101.52100000000002,"LINESTRING (-101.8444141 33.5874305, -101.8444141 33.5876247, -101.8444141 33.5883435)",,,
852492046,9th Street,unclassified,False,False,114.038,"LINESTRING (-101.8444141 33.5874305, -101.8448088 33.5874296, -101.8450436 33.587429, -101.8456452 33.5874275)",,,
852492046,9th Street,unclassified,False,True,114.03800000000001,"LINESTRING (-101.8456452 33.5874275, -101.8450436 33.587429, -101.8448088 33.5874296, -101.8444141 33.5874305)",,,
852662083,Texas Avenue,secondary,True,False,102.689,"LINESTRING (-101.8456452 33.5874275, -101.8456447 33.5872094, -101.8456442 33.5869559, -101.8456432 33.586504)",,,
852662084,9th Street,unclassified,False,False,107.452,"LINESTRING (-101.8456452 33.5874275, -101.84625 33.587426, -101.8468052 33.5874246)",,,
21106957,Avenue J,unclassified,False,False,102.711,"LINESTRING (-101.8468052 33.5874246, -101.8468041 33.5865009)",,,
"[1109174372, 21106957]",Avenue J,unclassified,False,True,101.833,"LINESTRING (-101.8468052 33.5874246, -101.846805 33.587492, -101.8468055 33.5875912, -101.8468071 33.5883404)",,,
852662084,9th Street,unclassified,False,False,106.618,"LINESTRING (-101.8468052 33.5874246, -101.8473979 33.5874232, -101.8479562 33.5874218)",,,
852662084,9th Street,unclassified,False,True,107.452,"LINESTRING (-101.8468052 33.5874246, -101.84625 33.587426, -101.8456452 33.5874275)",,,
852662084,9th Street,unclassified,False,True,106.618,"LINESTRING (-101.8479562 33.5874218, -101.8473979 33.5874232, -101.8468052 33.5874246)",,,
852662086,9th Street,unclassified,False,False,208.933,"LINESTRING (-101.8479562 33.5874218, -101.848736 33.5874279, -101.8488973 33.5874293, -101.8491389 33.5874267, -101.8495115 33.5874264, -101.8502117 33.5874258)",,,
"[1109174368, 1109174367]",Avenue K,secondary,False,True,102.73400000000001,"LINESTRING (-101.8479562 33.5874218, -101.8479541 33.5869579, -101.8479535 33.5868155, -101.8479523 33.586594, -101.8479521 33.5864979)",,,
1131759104,Avenue K,secondary,False,False,102.49699999999999,"LINESTRING (-101.8479562 33.5874218, -101.8479522 33.5876091, -101.847951 33.587664, -101.847947 33.5877381, -101.8479393 33.5878835, -101.8479363 33.5880239, -101.8479362 33.5881703, -101.8479359 33.5883433)",,,
108169209,Avenue M,tertiary,False,True,103.837,"LINESTRING (-101.8502117 33.5874258, -101.8502208 33.586492)",,,
852662086,9th Street,unclassified,False,True,208.933,"LINESTRING (-101.8502117 33.5874258, -101.8495115 33.5874264, -101.8491389 33.5874267, -101.8488973 33.5874293, -101.848736 33.5874279, -101.8479562 33.5874218)",,,
21106694,Avenue F,unclassified,False,False,106.247,"LINESTRING (-101.8420332 33.5865135, -101.842032 33.585558)",,,
"[21098801, 21106694]","['9th Street', 'Avenue F']",unclassified,False,"[False, True]",199.149,"LINESTRING (-101.8420332 33.5865135, -101.842038 33.586938, -101.842061 33.58722, -101.8422071 33.5874364, -101.8424229 33.5874354, -101.8432101 33.5874335)",,,
"[1109174365, 21103415]",10th Street,unclassified,False,False,108.009,"LINESTRING (-101.8420332 33.5865135, -101.8426059 33.586512, -101.8430519 33.5865109, -101.8431992 33.5865105)",,,
21106793,Avenue G,unclassified,False,False,106.894,"LINESTRING (-101.8431992 33.5865105, -101.8431914 33.5855492)",,,
21106793,Avenue G,unclassified,False,True,102.638,"LINESTRING (-101.8431992 33.5865105, -101.8432101 33.5874335)",,,
21103415,10th Street,unclassified,False,False,112.63999999999999,"LINESTRING (-101.8431992 33.5865105, -101.8438386 33.5865088, -101.8439522 33.5865085, -101.844104 33.5865081, -101.8444152 33.5865073)",,,
"[1109174365, 21103415]",10th Street,unclassified,False,True,108.009,"LINESTRING (-101.8431992 33.5865105, -101.8430519 33.5865109, -101.8426059 33.586512, -101.8420332 33.5865135)",,,
21103415,10th Street,unclassified,False,False,113.753,"LINESTRING (-101.8444152 33.5865073, -101.8450344 33.5865056, -101.8451756 33.5865052, -101.8453808 33.5865047, -101.8456432 33.586504)",,,
21103415,10th Street,unclassified,False,True,112.64,"LINESTRING (-101.8444152 33.5865073, -101.844104 33.5865081, -101.8439522 33.5865085, -101.8438386 33.5865088, -101.8431992 33.5865105)",,,
271047365,Buddy Holly Avenue,secondary,True,False,102.656,"LINESTRING (-101.8444152 33.5865073, -101.844415 33.5867011, -101.8444147 33.5869068, -101.8444146 33.5870045, -101.8444141 33.5874305)",,,
21103415,10th Street,unclassified,False,False,107.536,"LINESTRING (-101.8456432 33.586504, -101.8462481 33.5865024, -101.8468041 33.5865009)",,,
21103415,10th Street,unclassified,False,True,113.75299999999999,"LINESTRING (-101.8456432 33.586504, -101.8453808 33.5865047, -101.8451756 33.5865052, -101.8450344 33.5865056, -101.8444152 33.5865073)",,,
852662083,Texas Avenue,secondary,True,False,106.58,"LINESTRING (-101.8456432 33.586504, -101.8456422 33.5860227, -101.8456412 33.5855455)",,,
