osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed
24179254,Catherine Street,residential,False,True,101.095,"LINESTRING (-73.9255066 41.7028129, -73.9254534 41.7028986, -73.9252147 41.7032832, -73.9250275 41.7035847, -73.9249946 41.7036378)",,,,
317250061,Main Street,tertiary,False,False,315.15299999999996,"LINESTRING (-73.9255066 41.7028129, -73.9256008 41.7028522, -73.9263638 41.7031708, -73.9271105 41.7034848, -73.9272264 41.7035328, -73.9274924 41.7036417, -73.9279259 41.7038244, -73.9284066 41.7040039, -73.9286896 41.7041013, -73.9286987 41.7041044, -73.9288479 41.7041557)",,,,
317250061,Main Street,tertiary,False,True,90.923,"LINESTRING (-73.9255066 41.7028129, -73.9254495 41.7027918, -73.9249304 41.7026005, -73.9245172 41.7024626)",,,,
24183058,Washington Street,tertiary,True,False,63.502,"LINESTRING (-73.9288648 41.7077652, -73.9289678 41.7075476, -73.9289876 41.7075073, -73.9290796 41.7073203, -73.9290878 41.7073036, -73.9291282 41.7072291)",,,,
31173057,Washington Street,tertiary,False,False,159.222,"LINESTRING (-73.9288648 41.7077652, -73.928867 41.7078273, -73.9288733 41.7078964, -73.9288858 41.7079653, -73.9289023 41.7080353, -73.9289209 41.7081067, -73.9289459 41.7081845, -73.9289853 41.7083128, -73.9290228 41.7084406, -73.9292014 41.7091733)",,,,
24140041,,tertiary_link,True,False,49.190000000000005,"LINESTRING (-73.9286895 41.7071454, -73.9287177 41.7071656, -73.9287408 41.7071834, -73.9287635 41.7072035, -73.9287831 41.7072253, -73.9288012 41.7072484, -73.9288151 41.7072724, -73.9288252 41.7072943, -73.9288344 41.7073207, -73.9288424 41.7073476, -73.9288462 41.7073778, -73.928848 41.7074127, -73.9288472 41.7074533, -73.928845 41.7074949, -73.9288388 41.7075522)",,,,
31246831,Mansion Street,tertiary,False,False,81.125,"LINESTRING (-73.9286895 41.7071454, -73.9284584 41.7071126, -73.92773 41.707007)",,,,
31246831,Mansion Street,tertiary,False,True,26.302,"LINESTRING (-73.9286895 41.7071454, -73.9287866 41.7071602, -73.928874 41.7071755, -73.9288916 41.7071786, -73.9289979 41.7071994)",,,,
24176400,Conklin Street,residential,True,False,239.031,"LINESTRING (-73.9254032 41.7045781, -73.9253653 41.7046428, -73.9250471 41.7051865, -73.924781 41.7056671, -73.9245321 41.7061413, -73.9243523 41.706519, -73.9243274 41.7065713)",,,,
318518952,Mill Street,trunk,True,False,89.624,"LINESTRING (-73.9254032 41.7045781, -73.9254315 41.704589, -73.9258802 41.704762, -73.9259798 41.7048004, -73.9263667 41.7049416)",3,US 44;NY 55,,
797110662,Mansion Street,residential,False,False,119.36500000000001,"LINESTRING (-73.9243274 41.7065713, -73.924403 41.706581, -73.9246698 41.7066152, -73.9248793 41.706642, -73.9250818 41.7066679, -73.9251882 41.7066815, -73.9256783 41.7067443, -73.9257446 41.7067528)",,,,
"[31246830, 797110662, 797110663]",Mansion Street,residential,False,True,104.851,"LINESTRING (-73.9243274 41.7065713, -73.9242572 41.70656, -73.9241834 41.706551, -73.9241223 41.7065423, -73.9230826 41.706412)",,,yes,
68211969,Union Street,residential,False,True,124.517,"LINESTRING (-73.9311188 41.7040103, -73.9325472 41.7036687)",2,,,
24176701,Grand Street,residential,False,False,122.674,"LINESTRING (-73.9311188 41.7040103, -73.9312647 41.7031131, -73.9312647 41.7030106, -73.9312476 41.7029145)",,,,
68211969,Union Street,residential,False,False,59.462,"LINESTRING (-73.9311188 41.7040103, -73.9309421 41.7040404, -73.9307962 41.7040404, -73.9307622 41.7040353, -73.9306246 41.7040147, -73.9305152 41.7039946, -73.9304166 41.7039768)",2,,,
314812439,Main Street,tertiary,False,True,124.07999999999998,"LINESTRING (-73.9288479 41.7041557, -73.9289816 41.7042018, -73.9291802 41.7042702, -73.9296289 41.7044248, -73.9297588 41.7044637, -73.9299469 41.7045217, -73.9300509 41.7045462, -73.9300987 41.7045577, -73.9302238 41.7045885)",,,,
