osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes
15565026,False,East High Street,residential,False,31.196,"LINESTRING (-77.8017378 39.4308839, -77.802066 39.4310041)",,,
15565026,False,East High Street,residential,True,50.055,"LINESTRING (-77.8017378 39.4308839, -77.8012132 39.4306878)",,,
"[15564169, 15557010]",False,Rocky Street,residential,False,226.164,"LINESTRING (-77.8017378 39.4308839, -77.8010485 39.4320422, -77.8001562 39.4317239)",,,
15562065,False,Shepherdstown Pike,secondary,True,21.848,"LINESTRING (-77.8042008 39.4275764, -77.8042359 39.4273818)",WV 230,55 mph,
15557051,False,South Mill Street,residential,False,66.665,"LINESTRING (-77.8042008 39.4275764, -77.8040261 39.4277005, -77.8037415 39.4280539)",,,
15563337,False,East Washington Street,secondary,False,153.77900000000002,"LINESTRING (-77.8042008 39.4275764, -77.8042423 39.4277025, -77.8045007 39.4279797, -77.8045578 39.428046, -77.8046578 39.4281623, -77.8047855 39.4283137, -77.804891 39.4284299, -77.8049709 39.4284833, -77.8050872 39.4285464, -77.8052899 39.4286311)",WV 230,,
"[15557048, 15557051, 15562788]",False,"['North Mill Street', 'South Mill Street']",residential,False,215.53,"LINESTRING (-77.8037415 39.4280539, -77.8032379 39.4289126, -77.8031554 39.4290016, -77.803065 39.429078, -77.8028212 39.4292447, -77.8023082 39.4295984)",,,
15557051,False,South Mill Street,residential,True,66.665,"LINESTRING (-77.8037415 39.4280539, -77.8040261 39.4277005, -77.8042008 39.4275764)",,,
15562500,False,Hurley Drive,residential,False,38.813,"LINESTRING (-77.8037415 39.4280539, -77.8033798 39.4279859, -77.8033003 39.4279895)",,,
15563741,False,County Route 480/1,residential,False,114.041,"LINESTRING (-77.8099048 39.427273, -77.8097939 39.4274448, -77.8097276 39.4275475, -77.809312 39.4281907)",,,
"[15564145, 15564147]",False,Church Street,residential,True,161.2,"LINESTRING (-77.8099048 39.427273, -77.8099317 39.4271125, -77.8099457 39.4270507, -77.8099504 39.426983, -77.8097841 39.4268297, -77.8095159 39.4267447, -77.809649 39.426455, -77.8098995 39.4260755)",,,
"[15564145, 15564147]",False,Church Street,residential,False,161.20000000000002,"LINESTRING (-77.8098995 39.4260755, -77.809649 39.426455, -77.8095159 39.4267447, -77.8097841 39.4268297, -77.8099504 39.426983, -77.8099457 39.4270507, -77.8099317 39.4271125, -77.8099048 39.427273)",,,
15560478,False,,residential,False,69.03,"LINESTRING (-77.8042359 39.4273818, -77.8034395 39.4272983)",,,
15562065,False,Shepherdstown Pike,secondary,False,21.848,"LINESTRING (-77.8042359 39.4273818, -77.8042008 39.4275764)",WV 230,55 mph,
15560478,False,,residential,True,69.03,"LINESTRING (-77.8034395 39.4272983, -77.8042359 39.4273818)",,,
15562790,False,North Mill Street,residential,True,241.419,"LINESTRING (-77.8009079 39.4329824, -77.802066 39.4310041)",,,
15562259,False,West German Street,secondary,True,145.371,"LINESTRING (-77.8073564 39.4314214, -77.8058231 39.4308677)",WV 230,25 mph,
15560987,True,North Church Street,residential,False,146.231,"LINESTRING (-77.8073564 39.4314214, -77.8069797 39.4320375, -77.8066353 39.4326127)",,,
15562259,False,West German Street,secondary,False,143.635,"LINESTRING (-77.8073564 39.4314214, -77.8077195 39.4315525, -77.8088714 39.4319685)",WV 230,25 mph,
15564172,False,West High Street,residential,True,142.681,"LINESTRING (-77.8066353 39.4326127, -77.8051168 39.4320922)",,,
15564170,False,West High Street,residential,False,143.32,"LINESTRING (-77.8066353 39.4326127, -77.807516 39.432945, -77.8081503 39.433152)",,,
15561035,False,South Princess Street,residential,True,374.96799999999996,"LINESTRING (-77.8052899 39.4286311, -77.8057264 39.4278602, -77.8057399 39.4277681, -77.8056836 39.427648, -77.805669 39.4275803, -77.8060577 39.4269185, -77.8060681 39.4267958, -77.8060681 39.4267409, -77.8064171 39.4264165, -77.8071672 39.4257079)",,,
