osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes
14301180,10th Street,tertiary,60 mph,False,True,112.244,"LINESTRING (-116.104451 40.714027, -116.1045053 40.7141649, -116.1045299 40.7142274, -116.1045523 40.7142848, -116.1045669 40.7143293, -116.1045804 40.7143663, -116.1046652 40.7146001, -116.10481 40.714999)",,,
14298221,School Street,residential,,False,False,115.637,"LINESTRING (-116.1116339 40.7159575, -116.1128476 40.7154725)",,,
216995936,6th Street,residential,,False,False,90.948,"LINESTRING (-116.1116339 40.7159575, -116.1121258 40.7166855)",,,
216995936,6th Street,residential,,False,True,92.25200000000001,"LINESTRING (-116.1116339 40.7159575, -116.1114007 40.715613, -116.1111354 40.7152189)",,,
14298221,School Street,residential,,False,True,115.637,"LINESTRING (-116.1128476 40.7154725, -116.1116339 40.7159575)",,,
197955034,5th Street,residential,,False,True,92.57900000000001,"LINESTRING (-116.1128476 40.7154725, -116.1125965 40.7151122, -116.1123356 40.7147359)",,,
14362209,Railroad Street,residential,,False,False,118.525,"LINESTRING (-116.10481 40.714999, -116.103578 40.715513)",,,
14362209,Railroad Street,residential,,False,True,114.038,"LINESTRING (-116.10481 40.714999, -116.106005 40.714518)",,,
14301180,10th Street,tertiary,60 mph,False,False,112.244,"LINESTRING (-116.10481 40.714999, -116.1046652 40.7146001, -116.1045804 40.7143663, -116.1045669 40.7143293, -116.1045523 40.7142848, -116.1045299 40.7142274, -116.1045053 40.7141649, -116.104451 40.714027)",,,
14359111,10th Street,tertiary,60 mph,False,False,88.12299999999999,"LINESTRING (-116.10481 40.714999, -116.1050494 40.7153529, -116.1052871 40.7157042)",FAS 577 SPUR,,
14337396,,motorway_link,40 mph,True,False,407.848,"LINESTRING (-116.112047 40.720428, -116.111297 40.720588, -116.109798 40.72097, -116.109103 40.721124, -116.108294 40.721251, -116.10757 40.721338, -116.1075344 40.7213458, -116.107382 40.721379)",,,
"[122678297, 54329874, 122678243]",10th Street,secondary,60 mph,False,False,133.717,"LINESTRING (-116.107382 40.721379, -116.1075529 40.7216999, -116.1078886 40.722311, -116.107986 40.722491)",NV 766,yes,
54329874,10th Street,secondary,60 mph,False,True,147.87,"LINESTRING (-116.107382 40.721379, -116.107253 40.721125, -116.107163 40.72092, -116.107049 40.720615, -116.106969 40.720277, -116.1069522 40.7201901, -116.1069344 40.7200977)",NV 766,,
"[122678297, 54329874, 122678243]",10th Street,secondary,60 mph,False,True,133.71699999999998,"LINESTRING (-116.107986 40.722491, -116.1078886 40.722311, -116.1075529 40.7216999, -116.107382 40.721379)",NV 766,yes,
256668767,,motorway_link,75 mph,True,False,379.706,"LINESTRING (-116.107986 40.722491, -116.1081685 40.7224321, -116.108231 40.722412, -116.108417 40.722338, -116.109129 40.722002, -116.110382 40.72145, -116.111907 40.720813)",,,
