osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes
18838910,5th Street,residential,25 mph,False,True,65.365,"LINESTRING (-89.6387859 42.8108854, -89.6387953 42.8102976)",,,
19878385,10th Avenue,residential,25 mph,False,False,99.903,"LINESTRING (-89.6387859 42.8108854, -89.6400106 42.8108819)",,,
19878385,10th Avenue,residential,25 mph,False,True,99.935,"LINESTRING (-89.6387859 42.8108854, -89.6375608 42.8108837)",,,
18838910,5th Street,residential,25 mph,False,False,99.855,"LINESTRING (-89.6387859 42.8108854, -89.6387929 42.8109685, -89.6387735 42.8116961, -89.6387712 42.8117831)",,,
36891975,9th Avenue,residential,25 mph,False,False,98.761,"LINESTRING (-89.6387712 42.8117831, -89.6375605 42.8117886)",,,
36891975,9th Avenue,residential,25 mph,False,True,100.842,"LINESTRING (-89.6387712 42.8117831, -89.6400074 42.8117765)",,,
18838910,5th Street,residential,25 mph,False,False,100.944,"LINESTRING (-89.6387712 42.8117831, -89.6387706 42.8118669, -89.6387647 42.8126909)",,,
18838910,5th Street,residential,25 mph,False,True,99.855,"LINESTRING (-89.6387712 42.8117831, -89.6387735 42.8116961, -89.6387929 42.8109685, -89.6387859 42.8108854)",,,
291724264,8th Avenue,residential,25 mph,False,True,98.441,"LINESTRING (-89.6387647 42.8126909, -89.6375579 42.8126957)",,,
18838910,5th Street,residential,25 mph,False,False,100.202,"LINESTRING (-89.6387647 42.8126909, -89.6387744 42.8135039, -89.6387754 42.813592)",,,
18838910,5th Street,residential,25 mph,False,True,100.944,"LINESTRING (-89.6387647 42.8126909, -89.6387706 42.8118669, -89.6387712 42.8117831)",,,
24837378,5th Avenue,tertiary,25 mph,False,True,97.689,"LINESTRING (-89.6387548 42.8154017, -89.6375572 42.8154105)",CTH O,,
24837378,5th Avenue,tertiary,25 mph,False,False,98.892,"LINESTRING (-89.6387548 42.8154017, -89.6393851 42.8153997, -89.6399672 42.8153997)",CTH O,,
24928944,5th Street,residential,25 mph,False,False,100.97300000000001,"LINESTRING (-89.6387548 42.8154017, -89.6387535 42.8154876, -89.6387534 42.8154961, -89.6387481 42.8158306, -89.6387473 42.8158747, -89.6387441 42.8160608, -89.6387387 42.8163097)",,,
24928944,5th Street,residential,25 mph,False,True,99.88799999999999,"LINESTRING (-89.6387548 42.8154017, -89.6387545 42.8153055, -89.6387535 42.8149895, -89.6387503 42.8146085, -89.6387501 42.8145895, -89.6387494 42.8145034)",,,
