osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
6117216,218th Street Southwest,residential,False,False,153.291,"LINESTRING (-122.2550621 47.8006799, -122.2541326 47.8006716, -122.2536709 47.8007757, -122.2530352 47.8007804)",,
295954585,Locust Way,secondary,False,True,83.04899999999999,"LINESTRING (-122.2550621 47.8006799, -122.2550873 47.8005752, -122.2550782 47.8004346, -122.2550625 47.8003855, -122.2550169 47.8002389, -122.2548944 47.7999503)",35 mph,
955469687,Locust Way,secondary,False,False,142.067,"LINESTRING (-122.2550621 47.8006799, -122.2548666 47.8011112, -122.2547526 47.8013169, -122.2546354 47.8015078, -122.2542653 47.8018222)",35 mph,
6117216,218th Street Southwest,residential,False,True,153.291,"LINESTRING (-122.2530352 47.8007804, -122.2536709 47.8007757, -122.2541326 47.8006716, -122.2550621 47.8006799)",,
6140245,14th Place West,residential,False,False,89.943,"LINESTRING (-122.2530352 47.8007804, -122.2530212 47.8003841, -122.2532062 47.7999908)",,
220498203,217th Place Southwest,residential,False,True,46.555,"LINESTRING (-122.2581577 47.8012034, -122.2583931 47.8012797, -122.2585983 47.8013292, -122.2587418 47.8013364)",,
295954566,Cypress Way,tertiary,False,False,158.058,"LINESTRING (-122.2581577 47.8012034, -122.2577946 47.8018033, -122.2577422 47.8019175, -122.2576888 47.8020129, -122.2576137 47.8022905, -122.2575949 47.8024282, -122.2576106 47.8025598)",,
"[295954565, 295954566, 6125599]",Cypress Way,tertiary,False,True,503.81699999999995,"LINESTRING (-122.2581577 47.8012034, -122.2585605 47.8003476, -122.2586057 47.8002129, -122.2586081 47.8001961, -122.2586262 47.8000672, -122.2586168 47.7999552, -122.2585792 47.7998357, -122.2585295 47.7997448, -122.2584677 47.7996482, -122.2583804 47.7995515, -122.25828 47.7994588, -122.2581561 47.7993769, -122.2580208 47.7993147, -122.2579155 47.7992807, -122.2578088 47.7992573, -122.2576906 47.7992419, -122.2573449 47.7992099, -122.2572744 47.7992036, -122.2568003 47.799154, -122.2566776 47.799142, -122.2564392 47.7991062, -122.2563258 47.7990801, -122.2561858 47.7990359, -122.2559511 47.7989438, -122.2556778 47.7988239, -122.2554726 47.7987209, -122.2550293 47.7984958, -122.2547302 47.798365)",,yes
6140854,216th Street Southwest,residential,False,False,60.204,"LINESTRING (-122.2576106 47.8025598, -122.2568047 47.8025711)",,
295954566,Cypress Way,tertiary,False,False,99.173,"LINESTRING (-122.2576106 47.8025598, -122.2577621 47.8030343, -122.2578731 47.803434)",,
295954566,Cypress Way,tertiary,False,True,158.058,"LINESTRING (-122.2576106 47.8025598, -122.2575949 47.8024282, -122.2576137 47.8022905, -122.2576888 47.8020129, -122.2577422 47.8019175, -122.2577946 47.8018033, -122.2581577 47.8012034)",,
6130861,215th Street Southwest,residential,False,False,81.46600000000001,"LINESTRING (-122.2578731 47.803434, -122.2573639 47.8034833, -122.2567876 47.8034819)",,
295954566,Cypress Way,tertiary,False,False,158.522,"LINESTRING (-122.2578731 47.803434, -122.2579643 47.8035957, -122.2579852 47.8036327, -122.2581021 47.8037727, -122.2583189 47.8039496, -122.2592375 47.804495)",,
295954566,Cypress Way,tertiary,False,True,99.173,"LINESTRING (-122.2578731 47.803434, -122.2577621 47.8030343, -122.2576106 47.8025598)",,
6141644,214th Street Southwest,residential,False,False,39.266,"LINESTRING (-122.2592375 47.804495, -122.2595735 47.8042234)",,
6141644,214th Street Southwest,residential,False,True,145.37800000000001,"LINESTRING (-122.2592375 47.804495, -122.258903 47.8047115, -122.2586933 47.8047681, -122.258461 47.8047546, -122.2574989 47.8045214)",,
295954566,Cypress Way,tertiary,False,False,246.33,"LINESTRING (-122.2592375 47.804495, -122.2594064 47.8046547, -122.2595047 47.8047686, -122.2595808 47.8049197, -122.2596076 47.8050837, -122.2596097 47.805211, -122.2595655 47.8054379, -122.2593923 47.8058941, -122.259131 47.8066092)",,
295954566,Cypress Way,tertiary,False,True,158.522,"LINESTRING (-122.2592375 47.804495, -122.2583189 47.8039496, -122.2581021 47.8037727, -122.2579852 47.8036327, -122.2579643 47.8035957, -122.2578731 47.803434)",,
295954566,Cypress Way,tertiary,False,True,246.33,"LINESTRING (-122.259131 47.8066092, -122.2593923 47.8058941, -122.2595655 47.8054379, -122.2596097 47.805211, -122.2596076 47.8050837, -122.2595808 47.8049197, -122.2595047 47.8047686, -122.2594064 47.8046547, -122.2592375 47.804495)",,
"[295954565, 295954566, 6125599]",Cypress Way,tertiary,False,False,503.817,"LINESTRING (-122.2547302 47.798365, -122.2550293 47.7984958, -122.2554726 47.7987209, -122.2556778 47.7988239, -122.2559511 47.7989438, -122.2561858 47.7990359, -122.2563258 47.7990801, -122.2564392 47.7991062, -122.2566776 47.799142, -122.2568003 47.799154, -122.2572744 47.7992036, -122.2573449 47.7992099, -122.2576906 47.7992419, -122.2578088 47.7992573, -122.2579155 47.7992807, -122.2580208 47.7993147, -122.2581561 47.7993769, -122.25828 47.7994588, -122.2583804 47.7995515, -122.2584677 47.7996482, -122.2585295 47.7997448, -122.2585792 47.7998357, -122.2586168 47.7999552, -122.2586262 47.8000672, -122.2586081 47.8001961, -122.2586057 47.8002129, -122.2585605 47.8003476, -122.2581577 47.8012034)",,yes
"[295954585, 295954586, 315216749]",Locust Way,secondary,False,False,106.393,"LINESTRING (-122.2547302 47.798365, -122.254733 47.7987977, -122.254735 47.7990931, -122.2547365 47.7993218)",35 mph,yes
6140245,14th Place West,residential,False,False,89.943,"LINESTRING (-122.2531888 47.7993879, -122.252795 47.7986235)",,
6125745,219th Place Southwest,residential,False,False,116.846,"LINESTRING (-122.2531888 47.7993879, -122.2537456 47.7992976, -122.2547365 47.7993218)",,
6140245,14th Place West,residential,False,True,67.84,"LINESTRING (-122.2531888 47.7993879, -122.2532588 47.7996242, -122.2532504 47.7998143, -122.2532062 47.7999908)",,
6125745,219th Place Southwest,residential,False,True,116.846,"LINESTRING (-122.2547365 47.7993218, -122.2537456 47.7992976, -122.2531888 47.7993879)",,
295954585,Locust Way,secondary,False,False,70.93,"LINESTRING (-122.2547365 47.7993218, -122.2547952 47.7996315, -122.2548944 47.7999503)",35 mph,
"[295954585, 295954586, 315216749]",Locust Way,secondary,False,True,106.393,"LINESTRING (-122.2547365 47.7993218, -122.254735 47.7990931, -122.254733 47.7987977, -122.2547302 47.798365)",35 mph,yes
6125973,213th Place Southwest,residential,False,True,90.608,"LINESTRING (-122.2545137 47.8051494, -122.2533007 47.8051646)",,
