osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,access,junction
18509057,North Ball Avenue,residential,False,False,139.759,,,,"LINESTRING (-94.4674142 37.1461699, -94.4673705 37.1474263)",,
18516180,South Ball Avenue,residential,False,False,139.299,,,,"LINESTRING (-94.4674142 37.1461699, -94.4674718 37.144918)",,
549860003,West Broadway Street,secondary,False,False,111.358,2,HR 66,25 mph,"LINESTRING (-94.4674142 37.1461699, -94.4670466 37.1461583, -94.4668041 37.1461507, -94.4661586 37.1461346)",,
549860003,West Broadway Street,secondary,False,True,108.075,2,HR 66,25 mph,"LINESTRING (-94.4674142 37.1461699, -94.4680558 37.1461811, -94.4680794 37.1461818, -94.468633 37.1461981)",,
18509057,North Ball Avenue,residential,False,True,139.759,,,,"LINESTRING (-94.4673705 37.1474263, -94.4674142 37.1461699)",,
18514922,West Daugherty Street,residential,False,False,107.31,,,,"LINESTRING (-94.4673705 37.1474263, -94.4680105 37.1474453, -94.4685804 37.1474621)",,
18514922,West Daugherty Street,residential,False,True,112.21000000000001,,,,"LINESTRING (-94.4673705 37.1474263, -94.4667883 37.147408, -94.466749 37.1474068, -94.4661052 37.1473931)",,
18509083,West 2nd Street,residential,False,False,85.355,,,,"LINESTRING (-94.4631114 37.1438571, -94.4640739 37.1438814)",,
18512170,South Main Street,tertiary,False,False,110.307,,MO D,,"LINESTRING (-94.4631114 37.1438571, -94.4631552 37.1428657)",,
18512170,South Main Street,tertiary,False,True,105.144,,MO D,,"LINESTRING (-94.4631114 37.1438571, -94.4630697 37.1448021)",,
18511917,East 2nd Street,residential,False,False,86.15899999999999,,,,"LINESTRING (-94.4631114 37.1438571, -94.4626329 37.1438467, -94.4621397 37.143836)",,
18509083,West 2nd Street,residential,False,True,85.355,,,,"LINESTRING (-94.4640739 37.1438814, -94.4631114 37.1438571)",,
18509695,South Webb Avenue,residential,False,False,110.019,,,,"LINESTRING (-94.4640739 37.1438814, -94.4641178 37.1428926)",,
18509695,South Webb Avenue,residential,False,True,105.268,,,,"LINESTRING (-94.4640739 37.1438814, -94.4640317 37.1448275)",,
18509083,West 2nd Street,residential,False,False,106.55799999999999,,,,"LINESTRING (-94.4640739 37.1438814, -94.4647258 37.1438978, -94.4652755 37.1439116)",,
18511173,South Liberty Avenue,residential,False,False,109.638,,,,"LINESTRING (-94.4652755 37.1439116, -94.4653184 37.1429262)",,
18509083,West 2nd Street,residential,False,False,86.756,,,,"LINESTRING (-94.4652755 37.1439116, -94.4657711 37.1439241, -94.4662538 37.1439363)",,
18509083,West 2nd Street,residential,False,True,106.55799999999999,,,,"LINESTRING (-94.4652755 37.1439116, -94.4647258 37.1438978, -94.4640739 37.1438814)",,
18511173,South Liberty Avenue,residential,False,True,105.42099999999999,,,,"LINESTRING (-94.4652755 37.1439116, -94.4652535 37.1444155, -94.4652341 37.1448591)",,
18510370,South Pennsylvania Street,residential,False,False,109.336,,,,"LINESTRING (-94.4662538 37.1439363, -94.4662963 37.1429536)",,
18510370,South Pennsylvania Street,residential,False,True,105.543,,,,"LINESTRING (-94.4662538 37.1439363, -94.4662127 37.1448849)",,
18509083,West 2nd Street,residential,False,False,111.905,,,,"LINESTRING (-94.4662538 37.1439363, -94.4669468 37.1439537, -94.4675157 37.1439681)",,
18509083,West 2nd Street,residential,False,True,86.756,,,,"LINESTRING (-94.4662538 37.1439363, -94.4657711 37.1439241, -94.4652755 37.1439116)",,
18516180,South Ball Avenue,residential,False,False,108.955,,,,"LINESTRING (-94.4675157 37.1439681, -94.4675607 37.1429889)",,
18516180,South Ball Avenue,residential,False,True,105.696,,,,"LINESTRING (-94.4675157 37.1439681, -94.4674718 37.144918)",,
18509083,West 2nd Street,residential,False,False,108.438,,,,"LINESTRING (-94.4675157 37.1439681, -94.4681916 37.1439851, -94.4687385 37.1439989)",,
18509083,West 2nd Street,residential,False,True,111.905,,,,"LINESTRING (-94.4675157 37.1439681, -94.4669468 37.1439537, -94.4662538 37.1439363)",,
18515567,South Roane Street,residential,False,False,108.572,,,,"LINESTRING (-94.4687385 37.1439989, -94.4687852 37.1430232)",,
18515567,South Roane Street,residential,False,True,105.846,,,,"LINESTRING (-94.4687385 37.1439989, -94.4686928 37.1449501)",,
18509083,West 2nd Street,residential,False,True,108.438,,,,"LINESTRING (-94.4687385 37.1439989, -94.4681916 37.1439851, -94.4675157 37.1439681)",,
18512050,North Webb Street,residential,False,True,33.985,,,,"LINESTRING (-94.4639842 37.1460815, -94.4639898 37.1457759)",,
549860003,West Broadway Street,secondary,False,True,106.0,2,HR 66,25 mph,"LINESTRING (-94.4639842 37.1460815, -94.4651798 37.146104)",,
