osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,width
12365361,Fairview Avenue,residential,False,False,137.251,"LINESTRING (-75.2798276 40.244531, -75.2785538 40.2437706)",,,,
12365390,Fairview Avenue,residential,False,True,54.589999999999996,"LINESTRING (-75.2798276 40.244531, -75.2799477 40.2444095, -75.2800822 40.2442734, -75.280215 40.2441391)",,,,
626667506,Fairview Avenue,residential,False,True,178.849,"LINESTRING (-75.2798276 40.244531, -75.2795476 40.2448208, -75.2794615 40.244818, -75.2782241 40.2441064)",,,,
12311111,,residential,False,False,79.139,"LINESTRING (-75.2839017 40.2445581, -75.2833444 40.2451287)",,,,
12362815,Linden Street,residential,False,False,40.743,"LINESTRING (-75.2839017 40.2445581, -75.2842828 40.2447809)",,,,
12362815,Linden Street,residential,False,True,35.496,"LINESTRING (-75.2839017 40.2445581, -75.283567 40.2443667)",,,,
12311111,,residential,False,True,79.139,"LINESTRING (-75.2833444 40.2451287, -75.2839017 40.2445581)",,,,
12311113,Linden Street,residential,False,False,37.498,"LINESTRING (-75.2833444 40.2451287, -75.2829933 40.244924)",,,,
12311113,Linden Street,residential,False,True,35.375,"LINESTRING (-75.2833444 40.2451287, -75.2836665 40.2453306)",,,,
12311111,,residential,False,False,115.88999999999999,"LINESTRING (-75.2833444 40.2451287, -75.2827704 40.2456813, -75.282423 40.2454733)",,,,
12311113,Linden Street,residential,False,True,37.498,"LINESTRING (-75.2829933 40.244924, -75.2833444 40.2451287)",,,,
835123753,Walnut Street,residential,False,False,47.518,"LINESTRING (-75.2829933 40.244924, -75.2833335 40.2445846)",2,25 mph,,
835123753,Walnut Street,residential,False,True,77.934,"LINESTRING (-75.2829933 40.244924, -75.2828961 40.2450177, -75.282423 40.2454733)",2,25 mph,,
12340323,North Broad Street,secondary,False,False,67.184,"LINESTRING (-75.2837307 40.2415385, -75.2832676 40.2420285)",,25 mph,,
12341539,West Main Street,primary,False,True,113.588,"LINESTRING (-75.2837307 40.2415385, -75.283839 40.2416044, -75.2845293 40.2420245, -75.284567 40.2420475, -75.2847771 40.2421753)",2,25 mph,PA 63,
591726547,South Broad Street,secondary,False,False,108.072,"LINESTRING (-75.2837307 40.2415385, -75.2840282 40.2412467, -75.2841059 40.2411705, -75.2845127 40.2407715)",,25 mph,,
626834270,East Main Street,primary,False,False,202.781,"LINESTRING (-75.2837307 40.2415385, -75.2826974 40.24092, -75.2818507 40.2404132)",2,25 mph,PA 63,
12374246,North Chestnut Street,residential,False,False,56.491,"LINESTRING (-75.2818507 40.2404132, -75.2814515 40.2408197)",,,,
12331008,South Chestnut Street,residential,False,False,106.646,"LINESTRING (-75.2818507 40.2404132, -75.2822269 40.24003, -75.2826045 40.2396459)",,,,
626834270,East Main Street,primary,False,False,133.306,"LINESTRING (-75.2818507 40.2404132, -75.2812631 40.2400703, -75.2810247 40.2399329, -75.2808863 40.2398522, -75.2806019 40.2396862)",2,25 mph,PA 63,
626834270,East Main Street,primary,False,True,202.781,"LINESTRING (-75.2818507 40.2404132, -75.2826974 40.24092, -75.2837307 40.2415385)",2,25 mph,PA 63,
12359905,Ridge Street,residential,False,False,54.818,"LINESTRING (-75.2806019 40.2396862, -75.2802113 40.2400788)",,,,
626834270,East Main Street,primary,False,False,131.92,"LINESTRING (-75.2806019 40.2396862, -75.2794449 40.2390035, -75.2793723 40.2389606)",2,25 mph,PA 63,
626834270,East Main Street,primary,False,True,133.30599999999998,"LINESTRING (-75.2806019 40.2396862, -75.2808863 40.2398522, -75.2810247 40.2399329, -75.2812631 40.2400703, -75.2818507 40.2404132)",2,25 mph,PA 63,
12378301,South Line Street,residential,False,False,107.49600000000001,"LINESTRING (-75.2793723 40.2389606, -75.2794468 40.2388881, -75.2797578 40.2385854, -75.2801646 40.2382065)",,,,
626834270,East Main Street,primary,False,True,131.92,"LINESTRING (-75.2793723 40.2389606, -75.2794449 40.2390035, -75.2806019 40.2396862)",2,25 mph,PA 63,
955460187,North Line Street,tertiary,False,False,54.003,"LINESTRING (-75.2793723 40.2389606, -75.2793073 40.2390274, -75.2789928 40.2393504)",3,25 mph,,
12373453,South Richardson Avenue,residential,False,False,127.304,"LINESTRING (-75.2884681 40.2444038, -75.2889419 40.2439395, -75.2893898 40.2435006)",,,,
591725441,West Main Street,primary,False,False,16.469,"LINESTRING (-75.2884681 40.2444038, -75.2885666 40.2444625, -75.2886211 40.2444949)",2,25 mph,PA 63,
