osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,junction,bridge
"[474351516, 23067517]",R132,Church Street,secondary,30,False,False,66.705,"LINESTRING (-6.4024569 54.008969, -6.4023853 54.0086359, -6.4023375 54.0084711, -6.402331 54.0083742)",,,,
39655815,R171,Anne Street,secondary,50,False,False,189.077,"LINESTRING (-6.4051324 54.0013491, -6.4052295 54.0013578, -6.4053535 54.0013533, -6.4056009 54.0012916, -6.4059198 54.0012046, -6.4064924 54.0010214, -6.4069234 54.0008656, -6.4071573 54.0007665, -6.4073678 54.0006773, -6.4076433 54.0005558)",2,,,
117000494,R132,Park Street,secondary,50,False,False,153.295,"LINESTRING (-6.4051324 54.0013491, -6.4050168 54.0014398, -6.404818 54.0015522, -6.4035676 54.0023749)",,,,
23067687,R132,Magnet Road,secondary,50,True,False,80.94,"LINESTRING (-6.403158 54.0026304, -6.403408 54.0027771, -6.4037743 54.0029562, -6.4038874 54.0030113, -6.4040754 54.0031184)",2,,,
117000494,R132,Park Street,secondary,50,False,True,39.052,"LINESTRING (-6.403158 54.0026304, -6.4035407 54.0023956, -6.4035676 54.0023749)",,,,
23067518,R132,Crowe Street,secondary,30,True,False,131.859,"LINESTRING (-6.4020144 54.0042611, -6.4018741 54.0042754, -6.4015553 54.0043079, -6.4001604 54.0044502, -6.4001013 54.004457, -6.400027 54.0044656)",2,,,
277227102,R132,Clanbrassil Street,secondary,30,False,True,111.143,"LINESTRING (-6.4020144 54.0042611, -6.4021827 54.0046436, -6.4021958 54.0046731, -6.4022075 54.0046995, -6.4023398 54.0049982, -6.4024402 54.0052288)",2,,,
23067517,R132,Church Street,secondary,30,False,True,62.135,"LINESTRING (-6.4021182 54.0078306, -6.4022097 54.0080002, -6.4022324 54.0080559, -6.4022968 54.0082456, -6.402331 54.0083742)",,,,
117000492,,Yorke Street,residential,50,False,True,71.487,"LINESTRING (-6.4021182 54.0078306, -6.4019328 54.0078429, -6.401718 54.0078424, -6.4015188 54.0078444, -6.4013913 54.0078472, -6.4010272 54.0078677)",,,,
174838033,R132,Clanbrassil Street,secondary,30,False,False,57.376,"LINESTRING (-6.4021182 54.0078306, -6.4021093 54.0077485, -6.4021093 54.007579, -6.4021713 54.0073173)",,,,
23067517,R132,Church Street,secondary,30,False,False,62.135,"LINESTRING (-6.402331 54.0083742, -6.4022968 54.0082456, -6.4022324 54.0080559, -6.4022097 54.0080002, -6.4021182 54.0078306)",,,,
"[474351516, 23067517]",R132,Church Street,secondary,30,False,True,66.705,"LINESTRING (-6.402331 54.0083742, -6.4023375 54.0084711, -6.4023853 54.0086359, -6.4024569 54.008969)",,,,
"[1198072649, 353386766]",,,unclassified,"['50', '30']",False,True,112.306,"LINESTRING (-6.402331 54.0083742, -6.4030644 54.0083524, -6.4037267 54.008333, -6.4039176 54.0082909, -6.4040143 54.0082519)",,,,
83806421,R132,Market Square,secondary,50,True,False,14.533,"LINESTRING (-6.4042837 54.0035133, -6.4042155 54.0036377)",,,,
42794841,,,unclassified,30,True,False,36.932,"LINESTRING (-6.4038362 54.0039871, -6.4037445 54.0041382, -6.4036937 54.0043073)",,,,
83806417,R132,Market Square,secondary,30,True,False,28.564999999999998,"LINESTRING (-6.4038362 54.0039871, -6.4036768 54.0040626, -6.4036387 54.0040705, -6.4035753 54.0040835, -6.4034528 54.0040976)",2,,,
116003061,,The Long Walk,residential,30,True,False,136.93,"LINESTRING (-6.4038362 54.0039871, -6.4037382 54.0039966, -6.4036851 54.0039824, -6.4036429 54.0039611, -6.4036122 54.0039122, -6.403471 54.0033058, -6.4034879 54.0032653, -6.4035226 54.0032343, -6.4035665 54.0032013, -6.4036251 54.003172, -6.4036996 54.0031471, -6.4037899 54.0031267, -6.4039373 54.0031144, -6.4040754 54.0031184)",,,,
101078696,,Rampart Lane,unclassified,50,True,False,58.028,"LINESTRING (-6.4022934 54.003163, -6.4016453 54.0028063)",,,,
117000493,R132,Park Street,secondary,50,True,False,52.644000000000005,"LINESTRING (-6.4022934 54.003163, -6.402563 54.0029957, -6.4028472 54.0028192)",,,,
202868177,,Rampart Lane,unclassified,50,False,True,40.068,"LINESTRING (-6.4011836 54.0025693, -6.4012423 54.002597, -6.401336 54.0026457, -6.4016453 54.0028063)",,,,
"[294721308, 353375919]",,Rampart Road,unclassified,50,False,False,33.677,"LINESTRING (-6.4011836 54.0025693, -6.401009 54.0026533, -6.4008853 54.002714, -6.4007765 54.0027542)",2,,,
294721308,,Rampart Road,unclassified,50,False,True,57.255,"LINESTRING (-6.4011836 54.0025693, -6.4014366 54.0024051, -6.4014862 54.0023729, -6.4017566 54.00218)",2,,,
174825937,R172,Seatown Place,secondary,50,False,False,74.321,"LINESTRING (-6.3950161 54.0049703, -6.3938923 54.0050728)",2,,,
174825933,R172,Jocelyn Street,secondary,50,False,True,114.56899999999999,"LINESTRING (-6.3950161 54.0049703, -6.3954392 54.004931, -6.39603 54.0048761, -6.3967474 54.0048082)",2,,,
231342708,,,unclassified,50,False,False,123.27700000000002,"LINESTRING (-6.3950161 54.0049703, -6.3949972 54.0049177, -6.3949921 54.0049036, -6.3948293 54.0044404, -6.3947089 54.0040925, -6.3946522 54.0039287, -6.3946476 54.0039188, -6.3946318 54.003885)",2,,,
353375919,,Rampart Road,unclassified,50,False,True,42.042,"LINESTRING (-6.3946318 54.003885, -6.3952578 54.0037979)",2,,,
231342708,,,unclassified,50,False,True,123.27699999999999,"LINESTRING (-6.3946318 54.003885, -6.3946476 54.0039188, -6.3946522 54.0039287, -6.3947089 54.0040925, -6.3948293 54.0044404, -6.3949921 54.0049036, -6.3949972 54.0049177, -6.3950161 54.0049703)",2,,,
"[174838033, 277227102]",R132,Clanbrassil Street,secondary,30,False,False,175.35500000000002,"LINESTRING (-6.4021713 54.0073173, -6.4022166 54.0071463, -6.4022444 54.0070483, -6.402402 54.0064931, -6.4024645 54.0062028, -6.4025019 54.0060457, -6.4025296 54.0058663, -6.4025443 54.0057563)",2,,,
174838033,R132,Clanbrassil Street,secondary,30,False,True,57.37599999999999,"LINESTRING (-6.4021713 54.0073173, -6.4021093 54.007579, -6.4021093 54.0077485, -6.4021182 54.0078306)",,,,
"[339737128, 174839962, 339737132]",,Wrighton's Lane,residential,50,False,True,205.27300000000002,"LINESTRING (-6.4021713 54.0073173, -6.4020539 54.0073021, -6.4018417 54.0072745, -6.4011527 54.007185, -6.3992033 54.0069696, -6.3990888 54.0069701)",,building_passage,,
174825937,R172,Seatown Place,secondary,50,False,True,74.321,"LINESTRING (-6.3938923 54.0050728, -6.3950161 54.0049703)",2,,,
192541890,,Castle Road,unclassified,50,False,True,117.24100000000001,"LINESTRING (-6.3938923 54.0050728, -6.393896 54.0051187, -6.3938974 54.0051361, -6.3938991 54.0051579, -6.3939007 54.0051773, -6.3939144 54.0053788, -6.3940159 54.0061245)",,,,
117000492,,Yorke Street,residential,50,False,False,71.487,"LINESTRING (-6.4010272 54.0078677, -6.4013913 54.0078472, -6.4015188 54.0078444, -6.401718 54.0078424, -6.4019328 54.0078429, -6.4021182 54.0078306)",,,,
174838031,,,tertiary,50,False,False,44.032,"LINESTRING (-6.4010272 54.0078677, -6.4010215 54.0079033, -6.4010135 54.0082635)",2,,,
474351515,,Yorke Street,residential,50,False,True,82.86,"LINESTRING (-6.4010272 54.0078677, -6.40057 54.0079005, -6.4001042 54.0079264, -6.3998494 54.0079296, -6.399765 54.0079255)",,,,
174838031,,,tertiary,50,False,True,44.032,"LINESTRING (-6.4010135 54.0082635, -6.4010215 54.0079033, -6.4010272 54.0078677)",2,,,
191296648,,,residential,50,False,True,44.487,"LINESTRING (-6.4010135 54.0082635, -6.4009987 54.0083722, -6.4009599 54.0084898, -6.4009033 54.0085907, -6.4008514 54.0086481)",2,,,
474351505,,Saint Mary's Road,tertiary,50,False,False,65.241,"LINESTRING (-6.4010135 54.0082635, -6.4009194 54.0082687, -6.4000216 54.0083302)",2,,,
174838023,,Saint Mary's Road,tertiary,50,False,True,164.012,"LINESTRING (-6.394322 54.0088322, -6.3961228 54.0086783, -6.3968058 54.0086199)",2,,,
192541890,,Castle Road,unclassified,50,False,False,148.566,"LINESTRING (-6.394322 54.0088322, -6.3942906 54.00848, -6.3942815 54.0084004, -6.3941787 54.0074988)",,,,
83806419,,,residential,50,False,True,41.506,"LINESTRING (-6.4078492 54.0067329, -6.4081395 54.0070649)",,,,
83806396,,Park Drive,residential,50,False,False,268.44599999999997,"LINESTRING (-6.4078492 54.0067329, -6.4077012 54.0065514, -6.4076673 54.0065098, -6.407491 54.0062791, -6.4072912 54.0060177, -6.4070471 54.0052883, -6.4068446 54.004683, -6.4066014 54.0044574)",,,,
83806425,,The Long Walk,residential,50,False,True,243.09700000000004,"LINESTRING (-6.4078492 54.0067329, -6.4076431 54.0067557, -6.4069092 54.006837, -6.4064847 54.0068954, -6.4061678 54.0069332, -6.4055965 54.0070013, -6.4054964 54.0070132, -6.4042036 54.0071672)",,,,
"[353386766, 83806423]",,,unclassified,50,False,False,124.66499999999999,"LINESTRING (-6.4042036 54.0071672, -6.4042308 54.0073242, -6.4042397 54.00751, -6.4042051 54.0076504, -6.4042308 54.007924, -6.404209 54.0080571, -6.4041619 54.0081322, -6.4040143 54.0082519)",,,,
83806425,,The Long Walk,residential,50,False,False,243.09700000000004,"LINESTRING (-6.4042036 54.0071672, -6.4054964 54.0070132, -6.4055965 54.0070013, -6.4061678 54.0069332, -6.4064847 54.0068954, -6.4069092 54.006837, -6.4076431 54.0067557, -6.4078492 54.0067329)",,,,
"[233658481, 277227466]",,The Long Walk,unclassified,"['50', '30']",False,True,319.826,"LINESTRING (-6.4042036 54.0071672, -6.4041425 54.0068843, -6.4040961 54.0066841, -6.4040642 54.0065408, -6.4040038 54.006124, -6.4040007 54.0061024, -6.4039945 54.0060593, -6.4039887 54.0060138, -6.4039647 54.0058538, -6.4039589 54.0058135, -6.4039206 54.0055491, -6.4039043 54.0054673, -6.4038946 54.0054207, -6.403868 54.0052885, -6.4038187 54.0050668, -6.4037952 54.0049416, -6.4037687 54.0047629, -6.4037592 54.0047221, -6.4037208 54.004532, -6.4037174 54.0045037, -6.4036937 54.0043073)",,,,
101078695,,,unclassified,,False,True,84.00699999999999,"LINESTRING (-6.3950859 54.0030601, -6.3950709 54.0034618, -6.3951394 54.0035976, -6.3952306 54.0037518, -6.3952578 54.0037979)",,,,
353375919,,Rampart Road,unclassified,50,False,True,20.376,"LINESTRING (-6.3992664 54.0031559, -6.3995662 54.0031056)",2,,,
101078697,,Marshes Avenue,unclassified,50,False,False,24.707,"LINESTRING (-6.3992664 54.0031559, -6.3992425 54.0030693, -6.3992218 54.0029864, -6.39921 54.0029362)",2,,,
353375919,,Rampart Road,unclassified,50,False,False,202.59,"LINESTRING (-6.3992664 54.0031559, -6.3986699 54.003253, -6.398534 54.0032748, -6.3977226 54.0034051, -6.3975018 54.0034406, -6.397197 54.0034896, -6.3962767 54.0036374)",2,,,
353375919,,Rampart Road,unclassified,50,False,False,42.042,"LINESTRING (-6.3952578 54.0037979, -6.3946318 54.003885)",2,,,
101078695,,,unclassified,,False,False,84.007,"LINESTRING (-6.3952578 54.0037979, -6.3952306 54.0037518, -6.3951394 54.0035976, -6.3950709 54.0034618, -6.3950859 54.0030601)",,,,
353375919,,Rampart Road,unclassified,50,False,True,68.938,"LINESTRING (-6.3952578 54.0037979, -6.3954579 54.0037671, -6.3962767 54.0036374)",2,,,
39655815,R171,Anne Street,secondary,50,False,True,189.07700000000003,"LINESTRING (-6.4076433 54.0005558, -6.4073678 54.0006773, -6.4071573 54.0007665, -6.4069234 54.0008656, -6.4064924 54.0010214, -6.4059198 54.0012046, -6.4056009 54.0012916, -6.4053535 54.0013533, -6.4052295 54.0013578, -6.4051324 54.0013491)",2,,,
174809567,,Mary Street South,residential,50,True,False,28.979999999999997,"LINESTRING (-6.4076433 54.0005558, -6.4075076 54.0004495, -6.40734 54.0003682)",,,,
174817871,,Plás Mhic Liam,residential,50,False,False,96.41,"LINESTRING (-6.4035676 54.0023749, -6.4024337 54.0018203)",,,,
117000494,R132,Park Street,secondary,50,False,False,39.052,"LINESTRING (-6.4035676 54.0023749, -6.4035407 54.0023956, -6.403158 54.0026304)",,,,
117000494,R132,Park Street,secondary,50,False,True,153.295,"LINESTRING (-6.4035676 54.0023749, -6.404818 54.0015522, -6.4050168 54.0014398, -6.4051324 54.0013491)",,,,
