osmid,highway,oneway,reversed,length,geometry,lanes,name,ref,maxspeed,junction
10954368,residential,False,False,113.107,"LINESTRING (-81.4422027 27.4920205, -81.4423044 27.4919892, -81.443286 27.491687)",,,,,
10955158,tertiary,False,False,58.418,"LINESTRING (-81.4422027 27.4920205, -81.4421212 27.4920389, -81.4416287 27.4921499)",2,South Pine Street,,,
10956094,secondary,False,False,105.07300000000001,"LINESTRING (-81.4422027 27.4920205, -81.4421836 27.4921341, -81.4419368 27.4929348)",2,South Ridgewood Drive,FL 17,30 mph,
10954368,residential,False,True,113.107,"LINESTRING (-81.443286 27.491687, -81.4423044 27.4919892, -81.4422027 27.4920205)",,,,,
10955151,residential,False,False,102.016,"LINESTRING (-81.4458234 27.497622, -81.4449479 27.4979703, -81.4448797 27.4979975)",,Park Street,,,
10955151,residential,False,True,102.016,"LINESTRING (-81.4448797 27.4979975, -81.4449479 27.4979703, -81.4458234 27.497622)",,Park Street,,,
10959424,tertiary,False,False,229.58100000000002,"LINESTRING (-81.4448797 27.4979975, -81.4449117 27.49805, -81.4452822 27.4986581, -81.4459983 27.4998081)",2,Northeast Lakeview Drive,CR 634,,
10959424,tertiary,False,True,102.651,"LINESTRING (-81.4448797 27.4979975, -81.4448506 27.4979376, -81.4446214 27.4974661, -81.4444676 27.4971498)",2,Northeast Lakeview Drive,CR 634,,
86344372,tertiary,False,False,61.334999999999994,"LINESTRING (-81.4448797 27.4979975, -81.4448232 27.4980194, -81.4445704 27.4981174, -81.4443099 27.4982184)",2,Park Street,,,
10964900,residential,False,False,197.663,"LINESTRING (-81.4443099 27.4982184, -81.4443416 27.4982717, -81.4444856 27.4985135, -81.4446373 27.4987682, -81.444749 27.4989557, -81.4449984 27.4993745, -81.4451051 27.4995536, -81.4451647 27.4996506, -81.4452493 27.4997886)",,North Franklin Street,,,
10964900,residential,False,True,101.52300000000001,"LINESTRING (-81.4443099 27.4982184, -81.4442773 27.4981478, -81.4439195 27.4973736)",,North Franklin Street,,,
