osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,ref,maxspeed
189278710,False,South Cleveland Avenue,residential,False,95.375,"LINESTRING (-112.7137439 32.943985, -112.7139546 32.9448243)",,,,
5667892,False,East Locke Street,residential,False,124.91,"LINESTRING (-112.7137439 32.943985, -112.7130849 32.9441005, -112.7124343 32.9442175)",,,,
5667892,False,East Locke Street,residential,True,103.535,"LINESTRING (-112.7137439 32.943985, -112.7142807 32.9438895, -112.7148295 32.9437927)",,,,
5683263,False,Wall Street,residential,True,196.664,"LINESTRING (-112.7176332 32.9492285, -112.71766 32.950997)",,,,
5669496,False,West Renner Street,residential,False,68.619,"LINESTRING (-112.7176332 32.9492285, -112.7176078 32.94923, -112.7168996 32.9492715)",,,,
5669496,False,West Renner Street,residential,True,91.844,"LINESTRING (-112.7176332 32.9492285, -112.7178566 32.9492151, -112.718613 32.9491504)",,,,
5635617,False,South Saint Louis Avenue,residential,True,94.074,"LINESTRING (-112.7126197 32.9450491, -112.7124343 32.9442175)",,,,
5596072,False,North Scott Avenue,residential,True,109.735,"LINESTRING (-112.7214953 32.951913, -112.7210428 32.9510021)",2,,,
5611396,False,West Warren Street,residential,True,158.193,"LINESTRING (-112.7214953 32.951913, -112.7197999 32.9519085)",,,,
5598535,False,West Papago Street,residential,False,190.694,"LINESTRING (-112.7203592 32.9478045, -112.7183695 32.9481959)",2,,,
5598535,False,West Papago Street,residential,True,154.82,"LINESTRING (-112.7203592 32.9478045, -112.7219513 32.9474126)",2,,,
5596072,False,North Scott Avenue,residential,False,193.941,"LINESTRING (-112.7203592 32.9478045, -112.7203752 32.9478759, -112.7205107 32.9483902, -112.7207856 32.9495115)",2,,,
5596072,False,North Scott Avenue,residential,True,118.905,"LINESTRING (-112.7203592 32.9478045, -112.7203296 32.9476722, -112.7201512 32.9468889, -112.7201153 32.946755)",2,,,
5596072,False,North Scott Avenue,residential,False,167.476,"LINESTRING (-112.7207856 32.9495115, -112.7210428 32.9510021)",2,,,
5643029,False,West Hunt Street,residential,False,115.633,"LINESTRING (-112.7207856 32.9495115, -112.7220004 32.949306)",,,,
5596072,False,North Scott Avenue,residential,True,193.941,"LINESTRING (-112.7207856 32.9495115, -112.7205107 32.9483902, -112.7203752 32.9478759, -112.7203592 32.9478045)",2,,,
5612525,False,West Hunt Street,residential,False,95.33500000000001,"LINESTRING (-112.7207856 32.9495115, -112.7202949 32.949598, -112.7197857 32.9496877)",,,,
5597161,False,East Murphy Street,residential,False,71.392,"LINESTRING (-112.716288 32.9467326, -112.7155424 32.9468766)",,,,
5612231,False,West Murphy Street,residential,False,152.612,"LINESTRING (-112.716288 32.9467326, -112.7178893 32.9464534)",2,,,
5631049,False,South Martin Avenue,tertiary,False,76.586,"LINESTRING (-112.716288 32.9467326, -112.716417 32.947249, -112.7164273 32.9472846, -112.7164607 32.9474059)",2,,,
"[184218520, 5631049, 5631048]",False,South Martin Avenue,tertiary,True,348.639,"LINESTRING (-112.716288 32.9467326, -112.7161406 32.946121, -112.7161301 32.9460732, -112.715938 32.945398, -112.7159364 32.9453884, -112.7159332 32.9453633, -112.7157924 32.9447631, -112.7157578 32.9446263, -112.7155251 32.9436638)",2,yes,,
5597161,False,East Murphy Street,residential,False,98.267,"LINESTRING (-112.7155424 32.9468766, -112.7145096 32.9470493)",,,,
5597161,False,East Murphy Street,residential,True,71.392,"LINESTRING (-112.7155424 32.9468766, -112.716288 32.9467326)",,,,
5656793,False,South Capitol Avenue,residential,True,74.822,"LINESTRING (-112.7155424 32.9468766, -112.715714 32.9475339)",,,,
5598050,False,North Capitol Avenue,residential,False,124.684,"LINESTRING (-112.715714 32.9475339, -112.7160305 32.9486233)",2,,,
5656793,False,South Capitol Avenue,residential,False,74.822,"LINESTRING (-112.715714 32.9475339, -112.7155424 32.9468766)",,,,
207918288,False,East Pima Street,trunk,False,97.75800000000001,"LINESTRING (-112.715714 32.9475339, -112.7152251 32.9476147, -112.714686 32.9477034)",5,,I 8 Bus;AZ 85;US 80 Hist,35 mph
