osmid,highway,maxspeed,oneway,reversed,length,name,geometry,ref,lanes
14792586,residential,35 mph,False,False,19.116,,"LINESTRING (-96.397135 35.08673, -96.396956 35.08682)",,
14797403,residential,35 mph,False,True,55.915,West 11th Street,"LINESTRING (-96.397135 35.08673, -96.396761 35.086331)",,
14798608,residential,35 mph,False,True,114.145,North Creek Street,"LINESTRING (-96.397135 35.08673, -96.397936 35.086249, -96.398143 35.086119)",,
14792586,residential,35 mph,False,False,32.319,,"LINESTRING (-96.396956 35.08682, -96.396654 35.086973)",,
14792586,residential,35 mph,False,True,19.116,,"LINESTRING (-96.396956 35.08682, -96.397135 35.08673)",,
14795862,residential,35 mph,False,True,67.344,,"LINESTRING (-96.396956 35.08682, -96.396863 35.086694, -96.396643 35.086425, -96.396761 35.086331)",,
14792586,residential,35 mph,False,True,32.319,,"LINESTRING (-96.396654 35.086973, -96.396956 35.08682)",,
14798636,residential,35 mph,False,True,115.979,North Chestnut Street,"LINESTRING (-96.403497 35.086732, -96.404522 35.086112)",,
14797064,residential,35 mph,False,True,116.494,West 7th Street,"LINESTRING (-96.402733 35.085889, -96.401963 35.085052)",,
14797436,residential,35 mph,False,False,97.622,Frisco Street,"LINESTRING (-96.402733 35.085889, -96.402275 35.086291, -96.4020408 35.0865576)",,
14797436,residential,35 mph,False,True,116.50200000000001,Frisco Street,"LINESTRING (-96.402733 35.085889, -96.403277 35.085452, -96.403732 35.0852493)",,
14797403,residential,35 mph,False,False,55.915,West 11th Street,"LINESTRING (-96.396761 35.086331, -96.397135 35.08673)",,
14797403,residential,35 mph,False,True,58.643,West 11th Street,"LINESTRING (-96.396761 35.086331, -96.396368 35.085913)",,
14795862,residential,35 mph,False,False,67.344,,"LINESTRING (-96.396761 35.086331, -96.396643 35.086425, -96.396863 35.086694, -96.396956 35.08682)",,
14797723,residential,35 mph,False,True,113.724,West Oklahoma Avenue,"LINESTRING (-96.403947 35.083825, -96.403205 35.083002)",,
"[14797723, 14797436]",residential,35 mph,False,False,209.993,"['West Oklahoma Avenue', 'Frisco Street']","LINESTRING (-96.403947 35.083825, -96.4044454 35.084368, -96.4045374 35.0844812, -96.4045212 35.0846019, -96.4044252 35.0847899, -96.4043201 35.08492, -96.4042179 35.0850197, -96.4040619 35.0851226, -96.403897 35.085187, -96.403732 35.0852493)",,
1151386087,tertiary,35 mph,False,False,110.434,South Echo Street,"LINESTRING (-96.403947 35.083825, -96.4035237 35.0840863, -96.402978 35.084423)",,
1151386087,tertiary,35 mph,False,True,100.28099999999999,South Echo Street,"LINESTRING (-96.403947 35.083825, -96.404179 35.083681, -96.404826 35.083281)",,
14797515,secondary,,False,True,114.669,West Main Street,"LINESTRING (-96.403732 35.0852493, -96.402978 35.084423)",US 270 Bus;OK 48,
14797436,residential,35 mph,False,False,116.50200000000001,Frisco Street,"LINESTRING (-96.403732 35.0852493, -96.403277 35.085452, -96.402733 35.085889)",,
"[14797723, 14797436]",residential,35 mph,False,True,209.993,"['West Oklahoma Avenue', 'Frisco Street']","LINESTRING (-96.403732 35.0852493, -96.403897 35.085187, -96.4040619 35.0851226, -96.4042179 35.0850197, -96.4043201 35.08492, -96.4044252 35.0847899, -96.4045212 35.0846019, -96.4045374 35.0844812, -96.4044454 35.084368, -96.403947 35.083825)",,
14797515,secondary,,False,False,119.87199999999999,West Main Street,"LINESTRING (-96.403732 35.0852493, -96.4039171 35.085451, -96.4039587 35.0854965, -96.404522 35.086112)",US 270 Bus;OK 48,
14796154,residential,35 mph,False,False,38.904,,"LINESTRING (-96.395527 35.08685, -96.395301 35.086553)",,
14796154,residential,35 mph,False,True,38.904,,"LINESTRING (-96.395301 35.086553, -96.395527 35.08685)",,
14797276,residential,35 mph,False,True,113.149,East 12th Street,"LINESTRING (-96.395301 35.086553, -96.394568 35.085731)",,
14797055,tertiary,35 mph,False,True,120.395,North Broadway Street,"LINESTRING (-96.395301 35.086553, -96.39577 35.086284, -96.396368 35.085913)",,
14796449,residential,35 mph,False,False,116.496,West Choctaw Avenue,"LINESTRING (-96.403298 35.081624, -96.404068 35.082461)",,
14798562,residential,35 mph,False,True,116.585,East Choctaw Avenue,"LINESTRING (-96.403298 35.081624, -96.402528 35.080786)",,
14800083,unclassified,35 mph,False,False,98.268,South Broadway Street,"LINESTRING (-96.403298 35.081624, -96.402653 35.082017, -96.402432 35.082152)",,
14800083,unclassified,35 mph,False,True,110.321,South Broadway Street,"LINESTRING (-96.403298 35.081624, -96.4037734 35.081334, -96.40427 35.081031)",,
14796449,residential,35 mph,False,False,114.329,West Choctaw Avenue,"LINESTRING (-96.404068 35.082461, -96.404826 35.083281)",,
14796449,residential,35 mph,False,True,116.496,West Choctaw Avenue,"LINESTRING (-96.404068 35.082461, -96.403298 35.081624)",,
14799438,residential,35 mph,False,True,112.242,South Creek Street,"LINESTRING (-96.404068 35.082461, -96.405048 35.081848)",,
14799438,residential,35 mph,False,False,98.921,South Creek Street,"LINESTRING (-96.404068 35.082461, -96.403717 35.082681, -96.403425 35.082864, -96.403205 35.083002)",,
14796449,residential,35 mph,False,True,114.329,West Choctaw Avenue,"LINESTRING (-96.404826 35.083281, -96.404068 35.082461)",,
1151386087,tertiary,35 mph,False,False,100.28099999999999,South Echo Street,"LINESTRING (-96.404826 35.083281, -96.404179 35.083681, -96.403947 35.083825)",,
14796455,residential,35 mph,False,False,117.071,North Oak Street,"LINESTRING (-96.400703 35.081916, -96.399674 35.082548)",,
143511949,secondary,,False,False,116.454,East Main Street,"LINESTRING (-96.400703 35.081916, -96.4014609 35.0827599)",OK 48;US 270 Business,2
14796668,residential,35 mph,False,True,108.191,South Oak Street,"LINESTRING (-96.400703 35.081916, -96.4012389 35.0815871, -96.401654 35.081332)",,
143511949,secondary,,False,True,113.61,East Main Street,"LINESTRING (-96.400703 35.081916, -96.4003065 35.081494, -96.399942 35.081106)",OK 48;US 270 Business,2
14796455,residential,35 mph,False,False,116.161,North Oak Street,"LINESTRING (-96.399674 35.082548, -96.398652 35.083174)",,
14796455,residential,35 mph,False,True,117.071,North Oak Street,"LINESTRING (-96.399674 35.082548, -96.400703 35.081916)",,
14798052,residential,35 mph,False,False,116.724,East 7th Street,"LINESTRING (-96.399674 35.082548, -96.400453 35.083382)",,
14798052,residential,35 mph,False,True,111.6,East 7th Street,"LINESTRING (-96.399674 35.082548, -96.399289 35.082135, -96.39894 35.081744)",,
14796455,residential,35 mph,False,True,116.161,North Oak Street,"LINESTRING (-96.398652 35.083174, -96.399674 35.082548)",,
14798113,residential,35 mph,False,False,117.985,East 8th Street,"LINESTRING (-96.398652 35.083174, -96.399433 35.084021)",,
14796455,residential,35 mph,False,False,115.54499999999999,North Oak Street,"LINESTRING (-96.398652 35.083174, -96.398416 35.083319, -96.397645 35.083807)",,
14798113,residential,35 mph,False,True,111.888,East 8th Street,"LINESTRING (-96.398652 35.083174, -96.398268 35.082758, -96.397911 35.082371)",,
14796455,residential,35 mph,False,False,117.086,North Oak Street,"LINESTRING (-96.397645 35.083807, -96.396626 35.08445)",,
14798228,residential,35 mph,False,False,116.919,East 9th Street,"LINESTRING (-96.397645 35.083807, -96.398413 35.08465)",,
14796455,residential,35 mph,False,True,115.54499999999999,North Oak Street,"LINESTRING (-96.397645 35.083807, -96.398416 35.083319, -96.398652 35.083174)",,
14798228,residential,35 mph,False,True,113.74199999999999,East 9th Street,"LINESTRING (-96.397645 35.083807, -96.39727 35.083404, -96.396888 35.082993)",,
14796455,residential,35 mph,False,False,117.654,North Oak Street,"LINESTRING (-96.396626 35.08445, -96.395601 35.085095)",,
14796455,residential,35 mph,False,True,117.086,North Oak Street,"LINESTRING (-96.396626 35.08445, -96.397645 35.083807)",,
14796946,residential,35 mph,False,False,117.521,East 10th Street,"LINESTRING (-96.396626 35.08445, -96.397008 35.084863, -96.397405 35.085293)",,
14796946,residential,35 mph,False,True,115.846,East 10th Street,"LINESTRING (-96.396626 35.08445, -96.396232 35.084019, -96.395863 35.083616)",,
14796455,residential,35 mph,False,False,117.627,North Oak Street,"LINESTRING (-96.395601 35.085095, -96.394568 35.085731)",,
14796455,residential,35 mph,False,True,117.654,North Oak Street,"LINESTRING (-96.395601 35.085095, -96.396626 35.08445)",,
