osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,junction
11191364,residential,False,False,100.007,,"LINESTRING (-80.069781 26.529364, -80.068776 26.529383)",,,,
162934440,residential,False,False,48.943,Northwest 4th Street,"LINESTRING (-80.069781 26.529364, -80.069794 26.529804)",,,,
162934440,residential,False,True,42.142,Northwest 4th Street,"LINESTRING (-80.069781 26.529364, -80.0697825 26.5290678, -80.0697825 26.5290584, -80.0697849 26.5290424, -80.0697878 26.5290224, -80.0698021 26.5289876)",,,,
11191364,residential,False,True,100.007,,"LINESTRING (-80.068776 26.529383, -80.069781 26.529364)",,,,
11245995,residential,False,True,35.594,Southwest 3rd Street,"LINESTRING (-80.070063 26.521384, -80.070072 26.521704)",,,,
924000885,tertiary,False,False,98.85499999999999,North Seacrest Boulevard,"LINESTRING (-80.0641708 26.5289164, -80.064173 26.5290347, -80.0641789 26.5293596, -80.06418 26.529415, -80.0641864 26.5297643, -80.0641871 26.5298053)",4,,,
924000885,tertiary,False,True,101.124,North Seacrest Boulevard,"LINESTRING (-80.0641708 26.5289164, -80.064167 26.5287959, -80.0641572 26.5284871, -80.0641435 26.5280073)",4,,,
"[1266756674, 996770323, 11197309]",primary,False,False,165.26399999999998,West Boynton Beach Boulevard,"LINESTRING (-80.0641708 26.5289164, -80.0643121 26.5289169, -80.0647449 26.5289185, -80.0649478 26.5289182, -80.0650894 26.5289204, -80.0654027 26.5289234, -80.0656553 26.5289242, -80.0658319 26.5289248)","['4', '5']",FL 804,35 mph,
"[570549441, 996770324]",primary,False,True,198.459,East Boynton Beach Boulevard,"LINESTRING (-80.0641708 26.5289164, -80.0640292 26.5289155, -80.0634804 26.5289122, -80.0627887 26.5289131, -80.0626533 26.5289135, -80.0626072 26.5289136, -80.062176 26.5289147)","['4', '5']",FL 804,"['35 mph', '30 mph']",
11197309,primary,False,False,141.035,West Boynton Beach Boulevard,"LINESTRING (-80.0658319 26.5289248, -80.0659925 26.5289263, -80.0663258 26.528927, -80.0672495 26.5289295)",4,FL 804,35 mph,
"[1266756674, 996770323, 11197309]",primary,False,True,165.26399999999998,West Boynton Beach Boulevard,"LINESTRING (-80.0658319 26.5289248, -80.0656553 26.5289242, -80.0654027 26.5289234, -80.0650894 26.5289204, -80.0649478 26.5289182, -80.0647449 26.5289185, -80.0643121 26.5289169, -80.0641708 26.5289164)","['4', '5']",FL 804,35 mph,
