osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,bridge,ref
"[393658990, 393658987, 22649638, 393658994]",True,"['1', '2']",motorway_link,False,391.24499999999995,"LINESTRING (-122.084778 37.6908677, -122.0849319 37.690905, -122.0850849 37.6909328, -122.0852435 37.6909541, -122.0853962 37.6909689, -122.0862564 37.6910215, -122.086425 37.6910313, -122.0865835 37.6910378, -122.0867652 37.6910419, -122.0878339 37.6910577, -122.0881942 37.6910885, -122.088311 37.6911042, -122.0884718 37.691134, -122.0886534 37.6911729, -122.089087 37.6912758, -122.0891682 37.691254)",,,,
1122660474,True,2,secondary,False,72.5,"LINESTRING (-122.0892751 37.6909672, -122.0889228 37.6903778)",Strobridge Avenue,,,
"[6371872, 1213290411, 1213290412, 1213290413]",False,2,residential,False,264.306,"LINESTRING (-122.0809726 37.6979418, -122.0809656 37.6976964, -122.0809593 37.6974769, -122.0809559 37.6973574, -122.0809524 37.6972327, -122.0809449 37.6969013, -122.0809395 37.6966635, -122.0809385 37.696621, -122.0809362 37.6965159, -122.0809338 37.6964099, -122.0809289 37.6961938, -122.0809214 37.6958613, -122.0809272 37.6957691, -122.080941 37.6956894, -122.0809455 37.6956665, -122.0810054 37.6955783)",San Miguel Avenue,,,
6328247,False,,residential,False,77.82600000000001,"LINESTRING (-122.0840381 37.6918122, -122.0840383 37.6912203, -122.0840384 37.6912011, -122.0840399 37.6911123)",Walker Court,,,
393659637,False,2,tertiary,True,90.321,"LINESTRING (-122.0840399 37.6911123, -122.0850662 37.6911277)",Norbridge Avenue,,,
6328247,False,,residential,True,77.82600000000001,"LINESTRING (-122.0840399 37.6911123, -122.0840384 37.6912011, -122.0840383 37.6912203, -122.0840381 37.6918122)",Walker Court,,,
393659637,False,2,tertiary,False,176.30800000000002,"LINESTRING (-122.0840399 37.6911123, -122.0832776 37.6911016, -122.0830648 37.6911012, -122.0821054 37.6911012, -122.0820363 37.6911012)",Norbridge Avenue,,,
6328257,False,,residential,False,56.525999999999996,"LINESTRING (-122.0837147 37.6924245, -122.0831979 37.6925678, -122.0831086 37.692593)",Kerr Street,,,
6328257,False,,residential,False,94.139,"LINESTRING (-122.0831086 37.692593, -122.0830129 37.6926201, -122.0826218 37.6927311, -122.0825184 37.6927399, -122.0821727 37.6927452, -122.0820697 37.6927443)",Kerr Street,,,
6328257,False,,residential,True,56.525999999999996,"LINESTRING (-122.0831086 37.692593, -122.0831979 37.6925678, -122.0837147 37.6924245)",Kerr Street,,,
1064047595,False,,residential,False,118.803,"LINESTRING (-122.0831086 37.692593, -122.082965 37.6922806, -122.0829442 37.6922103, -122.0829368 37.6921393, -122.0829264 37.6915468)",Baker Road,,,
"[1064047592, 1064047595, 1064047596]",False,,residential,True,275.8280000000001,"LINESTRING (-122.0831086 37.692593, -122.0832541 37.6929292, -122.0833448 37.6931389, -122.0834027 37.6932785, -122.0835065 37.693524, -122.083618 37.6938143, -122.0836771 37.6939663, -122.0836947 37.6940067, -122.0837348 37.6941015, -122.0838439 37.6943527, -122.083888 37.6944551, -122.0839562 37.6946095, -122.0839608 37.6946199, -122.0840681 37.6948652, -122.084076 37.6948824, -122.0841031 37.6949452)",Baker Road,,,
6328257,False,,residential,False,76.366,"LINESTRING (-122.0820697 37.6927443, -122.0819842 37.6927447, -122.0812801 37.692758, -122.081202 37.6927579)",Kerr Street,,,
6328257,False,,residential,True,94.139,"LINESTRING (-122.0820697 37.6927443, -122.0821727 37.6927452, -122.0825184 37.6927399, -122.0826218 37.6927311, -122.0830129 37.6926201, -122.0831086 37.692593)",Kerr Street,,,
633809025,False,,residential,False,182.728,"LINESTRING (-122.0820697 37.6927443, -122.0820384 37.6912038, -122.0820382 37.6911931, -122.0820363 37.6911012)",Nunes Avenue,,,
633809025,False,,residential,True,294.982,"LINESTRING (-122.0820697 37.6927443, -122.0821058 37.6946793, -122.0821082 37.6948509, -122.0821122 37.6949729, -122.0821208 37.6953124, -122.0821206 37.6953268, -122.082122 37.6953968)",Nunes Avenue,,,
"[6328257, 126334986]",False,,residential,False,70.541,"LINESTRING (-122.081202 37.6927579, -122.0811419 37.6927577, -122.0807211 37.692764, -122.0807213 37.6925102)","['Francis Street', 'Kerr Street']",,,
6328257,False,,residential,True,76.36599999999999,"LINESTRING (-122.081202 37.6927579, -122.0812801 37.692758, -122.0819842 37.6927447, -122.0820697 37.6927443)",Kerr Street,,,
6371876,False,,residential,False,183.74,"LINESTRING (-122.081202 37.6927579, -122.0811703 37.6911893, -122.0811698 37.6911825, -122.0811687 37.6911057)",San Miguel Avenue,25 mph,,
6371876,False,,residential,True,310.66,"LINESTRING (-122.081202 37.6927579, -122.0812378 37.6946958, -122.0812407 37.6948048, -122.0812419 37.6948551, -122.081244 37.6949864, -122.0812497 37.6952585, -122.0812483 37.6953269, -122.0812265 37.6954087, -122.0812211 37.6954286, -122.081204 37.6954573, -122.0811087 37.6955043)",San Miguel Avenue,25 mph,,
6380457,False,,residential,False,97.77000000000001,"LINESTRING (-122.0868427 37.6956191, -122.0869539 37.6956279, -122.0869786 37.6956305, -122.0870387 37.6956264, -122.0871382 37.6956042, -122.0873308 37.6954953, -122.0874314 37.6954305, -122.0876779 37.6952537, -122.0877036 37.6952374, -122.0877678 37.6952013)",Congress Way,,,
"[741349362, 393646365, 393646359]",False,,secondary,False,114.05100000000002,"LINESTRING (-122.0868427 37.6956191, -122.0868577 37.6955473, -122.0868896 37.6953409, -122.0868937 37.6952192, -122.0868934 37.6951538, -122.0868851 37.6950302, -122.0868792 37.6949867, -122.086868 37.6949218, -122.086858 37.6948652, -122.0868385 37.6947864, -122.0867967 37.6946741, -122.0867639 37.6946088)",Lake Chabot Road,,,
618175221,True,2,secondary,False,14.138,"LINESTRING (-122.0865257 37.6942144, -122.0865302 37.6943415)",Lake Chabot Road,,,
393678192,True,2,primary,False,83.46600000000001,"LINESTRING (-122.0865257 37.6942144, -122.0863618 37.6942699, -122.0861575 37.6943443, -122.0860851 37.6943691, -122.085876 37.6944398, -122.0856532 37.6945086)",Castro Valley Boulevard,,,
"[346328533, 126334987, 346328534, 693609358]",False,"['3', '2']",residential,False,98.263,"LINESTRING (-122.0865257 37.6942144, -122.0864779 37.6941359, -122.0864678 37.6941184, -122.0863909 37.6939975, -122.0863665 37.6939244, -122.086404 37.6938836, -122.0865299 37.6938189, -122.0865785 37.6937765, -122.0866076 37.6937407, -122.0867361 37.6934613)",Lake Chabot Road,,yes,
393657994,False,2,secondary,True,22.604,"LINESTRING (-122.0904425 37.6923553, -122.0905875 37.6925231)",John Drive,,,
"[771753227, 393678099, 728311452]",True,4,primary,False,81.892,"LINESTRING (-122.0904425 37.6923553, -122.0903495 37.6923976, -122.090221 37.692459, -122.089926 37.6926003, -122.0897788 37.6926703, -122.0896446 37.6927344)",Castro Valley Boulevard,,,
"[417679494, 1069813726]",True,2,secondary,False,110.666,"LINESTRING (-122.0904425 37.6923553, -122.0904047 37.6923085, -122.0902071 37.6920467, -122.0901482 37.6919693, -122.0900894 37.6918919, -122.0899346 37.691689, -122.0899076 37.6916562, -122.0898574 37.6915952, -122.0897822 37.6915085)",Strobridge Avenue,,,
6331903,True,2,secondary,False,75.00399999999999,"LINESTRING (-122.0897822 37.6915085, -122.0897466 37.6914725, -122.0894105 37.6911322, -122.0893408 37.6910549, -122.0892751 37.6909672)",Strobridge Avenue,,,
22649642,True,1,secondary_link,False,77.423,"LINESTRING (-122.0897822 37.6915085, -122.0897384 37.6914782, -122.0896655 37.6914278, -122.0895962 37.691405, -122.0895261 37.691396, -122.0894489 37.6914009, -122.0893814 37.6914166, -122.08932 37.6914455, -122.0892654 37.6914811, -122.0892251 37.6915212, -122.0891948 37.6915686, -122.0891511 37.6916879)",,,,
6332719,False,,residential,False,99.91199999999999,"LINESTRING (-122.0845955 37.6963257, -122.0846127 37.6966042, -122.0852936 37.6964723, -122.0853736 37.6964575)",Cortez Court,,,
6332719,False,,residential,True,99.91199999999999,"LINESTRING (-122.0853736 37.6964575, -122.0852936 37.6964723, -122.0846127 37.6966042, -122.0845955 37.6963257)",Cortez Court,,,
"[765840868, 765840869, 765840870, 6335914, 765840878, 693435185]",False,"['3', '2']",residential,False,183.92400000000004,"LINESTRING (-122.0853736 37.6964575, -122.0852941 37.6961781, -122.0852526 37.6960302, -122.0852159 37.6959123, -122.085185 37.6958298, -122.085138 37.6956676, -122.085075 37.6954486, -122.0850389 37.6953329, -122.0850034 37.6952277, -122.0849809 37.6951588, -122.0849691 37.695109, -122.0849597 37.6950761, -122.0849307 37.694981, -122.084916 37.6949329, -122.0849105 37.694915, -122.0848902 37.6948486)",Wisteria Street,,,
693435185,False,2,residential,True,134.08200000000002,"LINESTRING (-122.0853736 37.6964575, -122.0854243 37.6966181, -122.0854346 37.696653, -122.0854912 37.6968442, -122.0855126 37.6969129, -122.0855241 37.6969565, -122.0856062 37.6972515, -122.0856376 37.6973635, -122.0856922 37.6975567, -122.085715 37.6976326)",Wisteria Street,,,
6391281,False,,residential,False,107.097,"LINESTRING (-122.085715 37.6976326, -122.0856256 37.6976399, -122.0856096 37.6976402, -122.0845182 37.6978062)",Ganic Street,,,
693435185,False,2,residential,False,134.082,"LINESTRING (-122.085715 37.6976326, -122.0856922 37.6975567, -122.0856376 37.6973635, -122.0856062 37.6972515, -122.0855241 37.6969565, -122.0855126 37.6969129, -122.0854912 37.6968442, -122.0854346 37.696653, -122.0854243 37.6966181, -122.0853736 37.6964575)",Wisteria Street,,,
765840864,False,3,residential,True,12.85,"LINESTRING (-122.0848417 37.6947396, -122.0848902 37.6948486)",Wisteria Street,,,
"[765840872, 765840873, 1064047594, 393678148]",True,2,primary,False,68.891,"LINESTRING (-122.0848417 37.6947396, -122.0848153 37.694747, -122.0847414 37.6947675, -122.0845745 37.6948139, -122.084313 37.6948866, -122.0842355 37.6949082, -122.0841031 37.6949452)",Castro Valley Boulevard,,,
690028129,False,,residential,True,9.019,"LINESTRING (-122.0801629 37.6955161, -122.0801645 37.6955972)",Chester Street,,,
"[967463547, 6337990]",False,,residential,False,256.04299999999995,"LINESTRING (-122.0801629 37.6955161, -122.0801615 37.6954419, -122.0801612 37.6954221, -122.0801565 37.6951651, -122.0801553 37.6950971, -122.0801524 37.6949374, -122.0801494 37.6947754, -122.0801488 37.694741, -122.080147 37.6946426, -122.0801412 37.6943313, -122.0801321 37.6938372, -122.0801288 37.693654, -122.0801261 37.6935097, -122.0801214 37.6932538, -122.0801206 37.6932137)",Chester Street,,,
"[967463547, 6337990]",False,,residential,True,256.043,"LINESTRING (-122.0801206 37.6932137, -122.0801214 37.6932538, -122.0801261 37.6935097, -122.0801288 37.693654, -122.0801321 37.6938372, -122.0801412 37.6943313, -122.080147 37.6946426, -122.0801488 37.694741, -122.0801494 37.6947754, -122.0801524 37.6949374, -122.0801553 37.6950971, -122.0801565 37.6951651, -122.0801612 37.6954221, -122.0801615 37.6954419, -122.0801629 37.6955161)",Chester Street,,,
6339181,False,,residential,False,86.542,"LINESTRING (-122.0905968 37.6958724, -122.0899378 37.695991, -122.0896541 37.6960854)",Denning Court,,,
393648715,False,2,tertiary,False,187.00900000000001,"LINESTRING (-122.0905968 37.6958724, -122.0904638 37.6954203, -122.0902849 37.6948124, -122.0901722 37.6944294, -122.0901148 37.6942344)",Stanton Avenue,,,
