osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
5255063,2,Grand Avenue,unclassified,False,False,110.477,"LINESTRING (-122.479566 48.7518833, -122.479567 48.7519521, -122.4795678 48.7519816, -122.4795728 48.7521478, -122.4795843 48.7526057, -122.4795883 48.7527789, -122.479589 48.7528054, -122.479591 48.7528767)",,
27081996,2,West Magnolia Street,tertiary,True,False,79.453,"LINESTRING (-122.479566 48.7518833, -122.4794339 48.751856, -122.4793506 48.751838, -122.4792653 48.7517988, -122.4792257 48.7517799, -122.4791774 48.7517492, -122.4788372 48.7515301, -122.4788027 48.7515079, -122.478722 48.7514549)",,
283879193,2,West Champion Street,tertiary,False,False,50.521,"LINESTRING (-122.479566 48.7518833, -122.479707 48.7518827, -122.4797452 48.7518825, -122.4798369 48.7518821, -122.4802551 48.7518804)",,
5255063,2,Grand Avenue,unclassified,False,False,110.308,"LINESTRING (-122.479591 48.7528767, -122.479592 48.7529478, -122.4795927 48.7529735, -122.4795993 48.7532218, -122.4796017 48.7533187, -122.4796085 48.7535984, -122.4796133 48.7537671, -122.479614 48.7538015, -122.4796158 48.7538686)",,
5255063,2,Grand Avenue,unclassified,False,True,110.47700000000002,"LINESTRING (-122.479591 48.7528767, -122.479589 48.7528054, -122.4795883 48.7527789, -122.4795843 48.7526057, -122.4795728 48.7521478, -122.4795678 48.7519816, -122.479567 48.7519521, -122.479566 48.7518833)",,
1152337925,2,Flora Street,tertiary,False,False,106.54499999999999,"LINESTRING (-122.479591 48.7528767, -122.4797245 48.7528757, -122.479773 48.7528753, -122.4803425 48.752871, -122.4804386 48.7528703, -122.4807611 48.7528678, -122.480878 48.7528669, -122.48092 48.7528665, -122.4810442 48.7528656)",,
1152337925,2,Flora Street,tertiary,False,True,109.836,"LINESTRING (-122.479591 48.7528767, -122.4794379 48.7528779, -122.479395 48.7528782, -122.478839 48.7528825, -122.478741 48.7528832, -122.478271 48.7528868, -122.4782264 48.7528872, -122.4780929 48.7528882)",,
5255063,2,Grand Avenue,unclassified,False,True,110.308,"LINESTRING (-122.4796158 48.7538686, -122.479614 48.7538015, -122.4796133 48.7537671, -122.4796085 48.7535984, -122.4796017 48.7533187, -122.4795993 48.7532218, -122.4795927 48.7529735, -122.479592 48.7529478, -122.479591 48.7528767)",,
5262900,2,Central Avenue,unclassified,False,True,106.30000000000001,"LINESTRING (-122.4796158 48.7538686, -122.4797387 48.7538687, -122.4797871 48.7538687, -122.4801734 48.7538691, -122.480843 48.7538697, -122.4809149 48.7538698, -122.480953 48.7538698, -122.4810658 48.75387)",,
614080088,2,Grand Avenue,unclassified,False,False,115.14299999999999,"LINESTRING (-122.4796158 48.7538686, -122.4796181 48.753971, -122.4796185 48.7539896, -122.4796202 48.7540686, -122.4796352 48.7547516, -122.4796329 48.7547892, -122.4796261 48.7549039)",,
614080102,2,Central Avenue,unclassified,False,False,110.698,"LINESTRING (-122.4796158 48.7538686, -122.479473 48.7538823, -122.4794355 48.753886, -122.478863 48.7538899, -122.4782711 48.753894, -122.4782243 48.7538943, -122.4781078 48.7538951)",,
