osmid,oneway,highway,reversed,length,geometry,name,lanes,bridge,ref,maxspeed
11317563,True,residential,False,283.0129999999999,"LINESTRING (-82.231003 27.041011, -82.231163 27.04101, -82.2320886 27.0410051, -82.232299 27.041004, -82.232334 27.0410114, -82.232356 27.041016, -82.232402 27.041038, -82.232455 27.041082, -82.2325282 27.0411885, -82.232688 27.041421, -82.23276 27.04151, -82.232809 27.041539, -82.233442 27.041742, -82.233519 27.041748)",,,,,
"[11348961, 11346973]",False,residential,True,342.8479999999999,"LINESTRING (-82.231003 27.041011, -82.231006 27.040908, -82.231004 27.040757, -82.231014 27.040713, -82.231036 27.040678, -82.231052 27.040663, -82.231091 27.040639, -82.231149 27.040627, -82.231359 27.040627, -82.232708 27.040627, -82.232776 27.040633, -82.23284 27.040654, -82.232888 27.040682, -82.232931 27.040719, -82.232961 27.040756, -82.232989 27.040812, -82.232998 27.040843, -82.233013 27.040985, -82.233033 27.041038, -82.233053 27.041073, -82.233106 27.04113, -82.233154 27.041162, -82.233207 27.041185, -82.233543 27.041293, -82.233692 27.041334)","['Gallatin Lane', 'Almonte Terrace']",,,,
11345346,False,residential,True,49.12,"LINESTRING (-82.233519 27.041748, -82.233692 27.041334)",Coniston Terrace,,,,
11317563,True,residential,False,76.3,"LINESTRING (-82.233519 27.041748, -82.233606 27.04175, -82.234247 27.041961)",,,,,
11345346,False,residential,False,54.717,"LINESTRING (-82.233519 27.041748, -82.2334006 27.042035, -82.233375 27.042097, -82.233332 27.042211)",Coniston Terrace,,,,
11338603,False,residential,False,136.043,"LINESTRING (-82.234247 27.041961, -82.234728 27.040815)",Landover Terrace,,,,
11338603,False,residential,True,58.403,"LINESTRING (-82.234247 27.041961, -82.2341194 27.0422605, -82.234094 27.04232, -82.234032 27.04245)",Landover Terrace,,,,
11317574,False,residential,False,74.246,"LINESTRING (-82.233332 27.042211, -82.234032 27.04245)",Tamiami Trail,,,,
11345346,False,residential,True,54.717,"LINESTRING (-82.233332 27.042211, -82.233375 27.042097, -82.2334006 27.042035, -82.233519 27.041748)",Coniston Terrace,,,,
11317574,False,residential,True,74.246,"LINESTRING (-82.234032 27.04245, -82.233332 27.042211)",Tamiami Trail,,,,
11317574,False,residential,False,231.411,"LINESTRING (-82.234032 27.04245, -82.2346862 27.0426718, -82.235079 27.042805, -82.2351701 27.0428358, -82.235478 27.04294, -82.236042 27.043122, -82.236217 27.043187)",Tamiami Trail,,,,
11338603,False,residential,False,58.403,"LINESTRING (-82.234032 27.04245, -82.234094 27.04232, -82.2341194 27.0422605, -82.234247 27.041961)",Landover Terrace,,,,
786426576,False,tertiary,False,46.504,"LINESTRING (-82.236217 27.043187, -82.2360663 27.0435831)",North Port Boulevard,2,,,
11317574,False,residential,True,231.411,"LINESTRING (-82.236217 27.043187, -82.236042 27.043122, -82.235478 27.04294, -82.2351701 27.0428358, -82.235079 27.042805, -82.2346862 27.0426718, -82.234032 27.04245)",Tamiami Trail,,,,
"[85630434, 1081055249, 1081055250, 1081055251]",False,tertiary,True,118.07,"LINESTRING (-82.236217 27.043187, -82.2363454 27.0429226, -82.236452 27.042703, -82.2365352 27.0425129, -82.23667 27.042205)",North Port Boulevard,2,,,
11324857,False,residential,False,194.209,"LINESTRING (-82.235006 27.046094, -82.234886 27.046101, -82.234146 27.045817, -82.2331817 27.0454822)",Sam Shapos Way,,,,
190155978,False,tertiary,False,157.105,"LINESTRING (-82.235006 27.046094, -82.234919 27.046231, -82.234843 27.046396, -82.234525 27.047143, -82.234423 27.047406)",North Port Boulevard,2,,,
"[786426578, 190155977, 190155978]",False,tertiary,True,135.697,"LINESTRING (-82.235006 27.046094, -82.2350348 27.0460518, -82.235092 27.045968, -82.2352234 27.045769, -82.2353861 27.0453858, -82.235523 27.044971)",North Port Boulevard,2,yes,,
11324857,False,residential,True,194.20899999999997,"LINESTRING (-82.2331817 27.0454822, -82.234146 27.045817, -82.234886 27.046101, -82.235006 27.046094)",Sam Shapos Way,,,,
85630434,False,tertiary,False,107.946,"LINESTRING (-82.2375921 27.04002, -82.2372101 27.0409292)",North Port Boulevard,2,,,
11331300,False,residential,True,234.139,"LINESTRING (-82.2372101 27.0409292, -82.235002 27.040177)",Hobhill Avenue,,,,
85630434,False,tertiary,False,76.336,"LINESTRING (-82.2372101 27.0409292, -82.2369371 27.0415712)",North Port Boulevard,2,,,
85630434,False,tertiary,True,107.946,"LINESTRING (-82.2372101 27.0409292, -82.2375921 27.04002)",North Port Boulevard,2,,,
