osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,access
20972351,residential,False,True,345.902,"LINESTRING (-96.1148686 32.3351535, -96.1144595 32.3351535, -96.1143559 32.3351559, -96.1129541 32.3351534, -96.1127712 32.3351531, -96.1121207 32.335152, -96.1118493 32.3351515, -96.1112096 32.3350065)",,Mabelle Lane,,
332487633,residential,False,True,491.84799999999996,"LINESTRING (-96.1148686 32.3351535, -96.114884 32.3332054, -96.1148787 32.3329652, -96.114943 32.3327884, -96.1154097 32.3322535, -96.1154956 32.3321176, -96.1155063 32.3320178, -96.1155084 32.3316172, -96.1155099 32.331333, -96.1155103 32.3312596, -96.1155122 32.3308867)",,Lea Road,,
332487633,residential,False,False,491.84800000000007,"LINESTRING (-96.1155122 32.3308867, -96.1155103 32.3312596, -96.1155099 32.331333, -96.1155084 32.3316172, -96.1155063 32.3320178, -96.1154956 32.3321176, -96.1154097 32.3322535, -96.114943 32.3327884, -96.1148787 32.3329652, -96.114884 32.3332054, -96.1148686 32.3351535)",,Lea Road,,
675710838,primary,False,False,157.56699999999998,"LINESTRING (-96.1155122 32.3308867, -96.1152643 32.330886, -96.1150094 32.3308852, -96.1144145 32.3308834, -96.1141891 32.3308828, -96.113961 32.3308821, -96.1138352 32.3308817)",TX 334,West Main Street,55 mph,
675710838,primary,False,True,89.184,"LINESTRING (-96.1155122 32.3308867, -96.1157752 32.330885, -96.1158829 32.3308843, -96.1160317 32.3308846, -96.1162352 32.3308851, -96.1164614 32.3308857)",TX 334,West Main Street,55 mph,
20972351,residential,False,False,121.48500000000001,"LINESTRING (-96.1159913 32.3351541, -96.1165735 32.3351584, -96.1172843 32.3351637)",,Mabelle Lane,,
20972351,residential,False,True,105.481,"LINESTRING (-96.1159913 32.3351541, -96.115908 32.3351535, -96.1148686 32.3351535)",,Mabelle Lane,,
30747648,secondary,False,False,87.242,"LINESTRING (-96.1122644 32.3273362, -96.1123588 32.3275836, -96.112501 32.3280943)",TX 198,South Gun Barrel Lane,,
345001993,residential,False,False,48.004000000000005,"LINESTRING (-96.1122644 32.3273362, -96.1119513 32.3274387, -96.1118033 32.3275178)",,,,
70265684,tertiary,False,False,219.388,"LINESTRING (-96.1118033 32.3275178, -96.1118006 32.328924, -96.1118002 32.3291293, -96.1117996 32.329453, -96.1117995 32.3294908)",,Old Gun Barrel Lane,,
345001993,residential,False,True,48.004000000000005,"LINESTRING (-96.1118033 32.3275178, -96.1119513 32.3274387, -96.1122644 32.3273362)",,,,
675710838,primary,False,False,16.734,"LINESTRING (-96.1133819 32.3308832, -96.1132038 32.3308838)",TX 334,West Main Street,55 mph,
675710838,primary,False,True,42.591,"LINESTRING (-96.1133819 32.3308832, -96.1134855 32.3308829, -96.11372 32.3308821, -96.1138352 32.3308817)",TX 334,West Main Street,55 mph,
20975799,primary,False,False,6.723,"LINESTRING (-96.1122672 32.3317762, -96.1122474 32.3318343)",TX 198,North Gun Barrel Lane,,
20975799,primary,False,True,66.46300000000001,"LINESTRING (-96.1122672 32.3317762, -96.1124232 32.3313187, -96.1124472 32.3311988)",TX 198,North Gun Barrel Lane,,
563661775,primary_link,True,False,156.05599999999998,"LINESTRING (-96.1122672 32.3317762, -96.112509 32.3313288, -96.1125934 32.3311725, -96.1127168 32.3310796, -96.1128938 32.3309912, -96.1130564 32.3309587, -96.1130869 32.3309526, -96.1133819 32.3308832)",,,,
30747648,secondary,False,False,270.574,"LINESTRING (-96.112501 32.3280943, -96.1125304 32.3282001, -96.1125456 32.3289241, -96.1125465 32.3290931, -96.1125426 32.3291931, -96.1125377 32.3294735, -96.1125315 32.3297908, -96.1125293 32.3299085, -96.1125273 32.3300124, -96.1125208 32.3303451, -96.112519 32.3304335, -96.1125171 32.3305244)",TX 198,South Gun Barrel Lane,,
30747648,secondary,False,True,87.242,"LINESTRING (-96.112501 32.3280943, -96.1123588 32.3275836, -96.1122644 32.3273362)",TX 198,South Gun Barrel Lane,,
769195573,unclassified,False,False,671.6579999999999,"LINESTRING (-96.112501 32.3280943, -96.1131458 32.3280927, -96.1139057 32.3280908, -96.1160986 32.3280668, -96.1162694 32.3280753, -96.1163599 32.3281331, -96.1164021 32.3282282, -96.1164041 32.3285951, -96.1164382 32.3294613, -96.1164407 32.3295257, -96.1164434 32.3303028, -96.1164614 32.3308857)",,Cody Austin Street,,customers
675710838,primary,False,True,84.852,"LINESTRING (-96.1164614 32.3308857, -96.1173644 32.3308746)",TX 334,West Main Street,55 mph,
675710838,primary,False,False,89.18400000000001,"LINESTRING (-96.1164614 32.3308857, -96.1162352 32.3308851, -96.1160317 32.3308846, -96.1158829 32.3308843, -96.1157752 32.330885, -96.1155122 32.3308867)",TX 334,West Main Street,55 mph,
769195573,unclassified,False,True,671.658,"LINESTRING (-96.1164614 32.3308857, -96.1164434 32.3303028, -96.1164407 32.3295257, -96.1164382 32.3294613, -96.1164041 32.3285951, -96.1164021 32.3282282, -96.1163599 32.3281331, -96.1162694 32.3280753, -96.1160986 32.3280668, -96.1139057 32.3280908, -96.1131458 32.3280927, -96.112501 32.3280943)",,Cody Austin Street,,customers
20975799,primary,False,False,66.46300000000001,"LINESTRING (-96.1124472 32.3311988, -96.1124232 32.3313187, -96.1122672 32.3317762)",TX 198,North Gun Barrel Lane,,
20975799,primary,False,True,35.284,"LINESTRING (-96.1124472 32.3311988, -96.1124516 32.3311767, -96.1125096 32.3308859)",TX 198,North Gun Barrel Lane,,
20966766,primary,False,False,12.29,"LINESTRING (-96.1119376 32.3308804, -96.1118068 32.3308791)",TX 334,East Main Street,,
20966766,primary,False,True,53.747,"LINESTRING (-96.1119376 32.3308804, -96.1125096 32.3308859)",TX 334,East Main Street,,
1057051437,primary_link,True,False,61.456999999999994,"LINESTRING (-96.1119376 32.3308804, -96.1120481 32.3309145, -96.112114 32.3309391, -96.1121935 32.3309735, -96.1122866 32.3310276, -96.1123564 32.3310751, -96.1123913 32.3311161, -96.1124472 32.3311988)",,,,
675710838,primary,False,False,65.225,"LINESTRING (-96.1132038 32.3308838, -96.1125096 32.3308859)",TX 334,West Main Street,55 mph,
675710838,primary,False,True,16.734,"LINESTRING (-96.1132038 32.3308838, -96.1133819 32.3308832)",TX 334,West Main Street,55 mph,
1057051438,primary_link,True,False,80.08099999999999,"LINESTRING (-96.1132038 32.3308838, -96.112973 32.3308392, -96.1128645 32.3308146, -96.1127966 32.33079, -96.1127365 32.3307621, -96.1126899 32.330731, -96.1126453 32.330695, -96.1126065 32.3306507, -96.1125755 32.3306147, -96.1125542 32.3305835, -96.1125171 32.3305244)",,,,
30747648,secondary,False,False,40.203,"LINESTRING (-96.1125171 32.3305244, -96.1125096 32.3308859)",TX 198,South Gun Barrel Lane,,
30747648,secondary,False,True,270.574,"LINESTRING (-96.1125171 32.3305244, -96.112519 32.3304335, -96.1125208 32.3303451, -96.1125273 32.3300124, -96.1125293 32.3299085, -96.1125315 32.3297908, -96.1125377 32.3294735, -96.1125426 32.3291931, -96.1125465 32.3290931, -96.1125456 32.3289241, -96.1125304 32.3282001, -96.112501 32.3280943)",TX 198,South Gun Barrel Lane,,
