osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width
96403255,True,1,Rue des Fontaines,tertiary,30,False,127.714,"LINESTRING (2.4133477 49.3762389, 2.4132854 49.376247, 2.4132411 49.3762557, 2.4131928 49.3762723, 2.4131438 49.3762928, 2.4129062 49.3764173, 2.4128489 49.3764529, 2.4127211 49.3765335, 2.4125022 49.3766783, 2.4123735 49.3767512, 2.4122876 49.3767993, 2.4120669 49.3769122, 2.4119833 49.376951)",,
97086418,False,3,Place Decuignière,secondary,30,False,19.941,"LINESTRING (2.4133477 49.3762389, 2.4133618 49.3761998, 2.4133752 49.3761675, 2.4133953 49.3761299, 2.4134347 49.3760692)",D 916,
97239390,True,1,Rue de la République,residential,30,False,40.376,"LINESTRING (2.4133477 49.3762389, 2.4135562 49.3763812, 2.4137291 49.3765038)",,2
253724257,False,2,Rue du Général de Gaulle,secondary,30,True,113.56799999999998,"LINESTRING (2.4133477 49.3762389, 2.413339 49.3762679, 2.4133323 49.3763028, 2.4133308 49.3764203, 2.4133299 49.3764714, 2.4133467 49.377143, 2.4133474 49.3771688, 2.4133499 49.3772593)",D 916,
1005973803,False,2,Rue Eugène Fortin,residential,50,False,11.145,"LINESTRING (2.4098167 49.3822193, 2.4099447 49.382275)",,
887087106,True,,Rue Eugène Fortin,residential,50,False,19.723,"LINESTRING (2.4098167 49.3822193, 2.4098733 49.382131, 2.4098948 49.3820975, 2.4099216 49.3820556)",,
253724257,False,2,Rue du Général de Gaulle,secondary,30,False,118.65100000000001,"LINESTRING (2.4134093 49.3791521, 2.4134009 49.378773, 2.4133968 49.3785903, 2.4133912 49.3784045, 2.4133816 49.3780852)",D 916,
97369780,False,,Rue Georges Lesage,residential,30,True,88.01,"LINESTRING (2.4149818 49.378457, 2.4150766 49.3785621, 2.4153813 49.3788997, 2.4154164 49.378938, 2.4154539 49.3789756, 2.4154947 49.3790136, 2.4155926 49.3790958, 2.4156286 49.379126)",,
647812154,False,2,Rue du Général Pershing,residential,30,False,51.32599999999999,"LINESTRING (2.4149818 49.378457, 2.4148443 49.3782811, 2.4148008 49.3782378, 2.4147704 49.3782091, 2.4146084 49.3780662)",,
647812154,False,2,Rue du Général Pershing,residential,30,True,97.33600000000001,"LINESTRING (2.4149818 49.378457, 2.4150126 49.3786421, 2.4150227 49.3787028, 2.415063 49.3789861, 2.4150948 49.3792091, 2.4151125 49.3793282)",,
38419110,True,1,Place Bernard Laurent,residential,30,False,22.668,"LINESTRING (2.4100893 49.3785819, 2.4101418 49.3786106, 2.410166 49.3786359, 2.4101834 49.3786638, 2.4102303 49.3787583)",,
38419115,True,1,Place Bernard Laurent,tertiary,30,False,13.201,"LINESTRING (2.4100893 49.3785819, 2.4100428 49.3786392, 2.4100051 49.3786872)",,
"[96403272, 917154394]",False,2,"['Rue Frédéric Raboisson', 'Place Bernard Laurent']",residential,30,True,190.39699999999996,"LINESTRING (2.4113964 49.3802888, 2.4113292 49.3801903, 2.4112885 49.3801359, 2.4112546 49.3800926, 2.4111717 49.379989, 2.4111047 49.3799115, 2.4110288 49.379819, 2.4106285 49.3793677, 2.4105827 49.3793139, 2.4105281 49.3792515, 2.4105053 49.37922, 2.4104843 49.3791899, 2.4103959 49.3790513, 2.4103269 49.3789415, 2.4103006 49.3788929, 2.4102668 49.3788316, 2.4102303 49.3787583)",,
97395270,False,,Rue Frédéric Raboisson,residential,50,False,204.481,"LINESTRING (2.4113964 49.3802888, 2.4114356 49.3803551, 2.411773 49.3810375, 2.4118177 49.3811271, 2.4118541 49.3812002, 2.4118886 49.3812756, 2.4119249 49.3813642, 2.4119587 49.3814523, 2.4119814 49.381518, 2.4120236 49.3816478, 2.4120524 49.3817491, 2.4120797 49.3818481, 2.412108 49.3819566, 2.4121178 49.381996, 2.4121335 49.3820604)",,
"[935518936, 97395295]",True,"['1', '2']",Rue de la Croix Picard,residential,30,False,193.58899999999997,"LINESTRING (2.4113964 49.3802888, 2.4115135 49.3802266, 2.4117583 49.3800857, 2.4122709 49.3797907, 2.4124262 49.3796984, 2.413074 49.3793135, 2.4132837 49.379185, 2.4133132 49.3791718, 2.4133503 49.3791617, 2.4134093 49.3791521)",,
96845473,False,2,Rue de Fay,residential,50,True,92.579,"LINESTRING (2.4087205 49.3802061, 2.4086646 49.3801857, 2.407544 49.3801391, 2.4075003 49.3801372, 2.4074523 49.3801354)",,
"[340712917, 1091936638, 175156711]",True,"['1', '2']",Rue Roger Martin du Gard,tertiary,30,False,133.62900000000002,"LINESTRING (2.4087205 49.3802061, 2.4086795 49.3802716, 2.4085089 49.3805502, 2.4083981 49.3807248, 2.4083671 49.3807721, 2.4082809 49.3808838, 2.4082026 49.3809759, 2.408105 49.3811001, 2.4080752 49.3811409, 2.4080548 49.3811759, 2.4080417 49.3812029, 2.4080327 49.3812331, 2.4080247 49.3812701, 2.4080231 49.381312)",,
38419121,False,2,Rue Pierre Longchamp,residential,50,False,61.452000000000005,"LINESTRING (2.4073571 49.3806683, 2.4074865 49.3803899, 2.4075008 49.3803531, 2.4075089 49.3803196, 2.4075076 49.380291, 2.4074996 49.3802662, 2.4074707 49.3802193, 2.4074603 49.3801997, 2.4074556 49.3801831, 2.4074529 49.3801669, 2.4074523 49.3801354)",,
38419121,False,2,Rue Pierre Longchamp,residential,50,True,43.368,"LINESTRING (2.4073571 49.3806683, 2.4072457 49.3809098, 2.4072433 49.3809268, 2.4072503 49.380946, 2.4072626 49.380966, 2.4072799 49.3809846, 2.4073014 49.3809968, 2.4073505 49.3810195)",,
96845473,False,2,Rue de Fay,residential,50,False,4.997,"LINESTRING (2.4073834 49.3801327, 2.4074523 49.3801354)",,
38419121,False,2,Rue Pierre Longchamp,residential,50,False,43.367999999999995,"LINESTRING (2.4073505 49.3810195, 2.4073014 49.3809968, 2.4072799 49.3809846, 2.4072626 49.380966, 2.4072503 49.380946, 2.4072433 49.3809268, 2.4072457 49.3809098, 2.4073571 49.3806683)",,
"[38419114, 647812154]",False,2,Rue du Général Pershing,residential,30,False,305.524,"LINESTRING (2.41539 49.3820681, 2.4153855 49.3820218, 2.4153844 49.3818601, 2.4153793 49.3813363, 2.4153708 49.3812315, 2.4153641 49.3811537, 2.4153436 49.3810115, 2.4153287 49.3809152, 2.4152535 49.3803768, 2.4152447 49.3803125, 2.4152198 49.3801211, 2.4152148 49.380076, 2.4151971 49.3799329, 2.4151445 49.3795333, 2.4151361 49.3794803, 2.4151125 49.3793282)",,
253724257,False,2,Rue du Général de Gaulle,secondary,30,True,7.696,"LINESTRING (2.4133499 49.3772593, 2.4133519 49.3773285)",D 916,
97208165,True,1,Rue Duguey du Faÿ,residential,30,False,75.68999999999998,"LINESTRING (2.4133499 49.3772593, 2.4133779 49.3772511, 2.4134116 49.3772395, 2.4134624 49.3772232, 2.4137043 49.3771158, 2.4137507 49.3770931, 2.4137856 49.377073, 2.4140983 49.3768687, 2.414158 49.3768344)",,
253724257,False,2,Rue du Général de Gaulle,secondary,30,False,113.568,"LINESTRING (2.4133499 49.3772593, 2.4133474 49.3771688, 2.4133467 49.377143, 2.4133299 49.3764714, 2.4133308 49.3764203, 2.4133323 49.3763028, 2.413339 49.3762679, 2.4133477 49.3762389)",D 916,
38419109,False,2,Impasse des Rosiers,residential,30,True,63.886,"LINESTRING (2.4108053 49.3805597, 2.4102046 49.3801388)",,
38419120,True,1,Rue de la Croix Picard,residential,30,False,52.393,"LINESTRING (2.4108053 49.3805597, 2.4113073 49.3803201, 2.4113432 49.3803065, 2.4113964 49.3802888)",,
38419109,False,2,Impasse des Rosiers,residential,30,False,63.886,"LINESTRING (2.4102046 49.3801388, 2.4108053 49.3805597)",,
935518931,False,,Rue de la République,residential,30,True,6.088,"LINESTRING (2.4152955 49.3777173, 2.4153411 49.3777633)",,
175156712,False,2,Rue du Châtellier,residential,30,True,83.551,"LINESTRING (2.4152955 49.3777173, 2.4154154 49.3776602, 2.4157106 49.3775289, 2.4157614 49.3775116, 2.4158021 49.3775024, 2.4158415 49.3774956, 2.4158844 49.3774921, 2.4159324 49.3774919, 2.4159797 49.3774965, 2.4160266 49.3775054, 2.4161423 49.3775429, 2.4161956 49.3775646, 2.4162438 49.3775838, 2.4163021 49.3776094)",,
"[833277858, 88433803]",False,2,Rue Pierre Vienot,secondary,30,True,332.934,"LINESTRING (2.4134347 49.3760692, 2.4132787 49.3759975, 2.4132142 49.37597, 2.4130574 49.3758994, 2.4129939 49.3758686, 2.4129334 49.3758374, 2.4128737 49.3758034, 2.4128192 49.3757707, 2.4127556 49.37573, 2.4127047 49.3756966, 2.4126537 49.3756637, 2.4126038 49.375626, 2.4123993 49.3754661, 2.4123163 49.375401, 2.4122474 49.3753519, 2.4122095 49.3753242, 2.4121384 49.3752779, 2.4120422 49.3752166, 2.4119624 49.3751646, 2.4119374 49.3751486, 2.4118993 49.3751275, 2.4118319 49.3750883, 2.411764 49.3750518, 2.411455 49.374888, 2.4114126 49.3748668, 2.411383 49.3748525, 2.4113126 49.3748184, 2.411267 49.3747975, 2.4112107 49.3747782, 2.41116 49.3747591, 2.4110658 49.3747293, 2.4108722 49.3746681, 2.410814 49.37465, 2.410575 49.3745832, 2.4104959 49.3745617, 2.4104057 49.3745397, 2.4100424 49.3744544, 2.4099528 49.3744364, 2.4098494 49.3744144, 2.4097248 49.3743894)",D 929,
"[97392357, 89705318]",False,2,Rue de Paris,secondary,30,False,159.19299999999998,"LINESTRING (2.4134347 49.3760692, 2.4134919 49.3759767, 2.4135961 49.3758108, 2.4136897 49.3756588, 2.4137042 49.3756341, 2.4139402 49.3752425, 2.4142147 49.37478, 2.4142206 49.3747702, 2.4142406 49.3747372)",D 916,
97086418,False,3,Place Decuignière,secondary,30,True,19.941,"LINESTRING (2.4134347 49.3760692, 2.4133953 49.3761299, 2.4133752 49.3761675, 2.4133618 49.3761998, 2.4133477 49.3762389)",D 916,
97369780,False,,Rue Georges Lesage,residential,30,False,88.00999999999999,"LINESTRING (2.4156286 49.379126, 2.4155926 49.3790958, 2.4154947 49.3790136, 2.4154539 49.3789756, 2.4154164 49.378938, 2.4153813 49.3788997, 2.4150766 49.3785621, 2.4149818 49.378457)",,
57086926,False,,Impasse Duvivier,residential,30,True,75.097,"LINESTRING (2.4177731 49.3803841, 2.4177423 49.3803129, 2.4176292 49.3800434, 2.4176064 49.3799866, 2.4174922 49.379734)",,
"[57086912, 935518929, 935518930]",True,1,Rue de la Porte de Nointel,residential,30,False,113.79999999999998,"LINESTRING (2.4174922 49.379734, 2.418073 49.3796886, 2.4181918 49.3796806, 2.4182374 49.379678, 2.418303 49.3796756, 2.4185854 49.3796768, 2.418623 49.3796775, 2.4186498 49.3796775, 2.4186639 49.3796775, 2.4186994 49.3796763, 2.4187096 49.3796759, 2.4187488 49.3796746, 2.4190573 49.3796537)",,
57086926,False,,Impasse Duvivier,residential,30,False,75.097,"LINESTRING (2.4174922 49.379734, 2.4176064 49.3799866, 2.4176292 49.3800434, 2.4177423 49.3803129, 2.4177731 49.3803841)",,
38419120,True,1,Rue de la Croix Picard,residential,30,False,171.217,"LINESTRING (2.4089374 49.3814982, 2.4089892 49.3814484, 2.4090194 49.3814276, 2.4090577 49.3814077, 2.409274 49.3812988, 2.4093941 49.3812431, 2.4096289 49.3811296, 2.4096954 49.3810997, 2.4097959 49.3810516, 2.4101307 49.3808888, 2.410416 49.3807465, 2.4105804 49.380669, 2.4108053 49.3805597)",,
340712920,False,2,Avenue Gambetta,secondary,30,True,70.464,"LINESTRING (2.4089374 49.3814982, 2.4088511 49.3814639, 2.4087699 49.3814351, 2.4087001 49.3814115, 2.40864 49.3813941, 2.4085703 49.3813755, 2.408488 49.3813559, 2.4084091 49.3813417, 2.4083461 49.3813303, 2.4082831 49.3813216, 2.4082085 49.3813154, 2.4081288 49.381312, 2.4080712 49.381312, 2.4080231 49.381312)",D 931,
935541267,False,2,Avenue Gambetta,secondary,30,False,24.4,"LINESTRING (2.4089374 49.3814982, 2.4089848 49.3815207, 2.4090327 49.381546, 2.4091932 49.3816408)",D 931,
175156709,False,2,Avenue Gambetta,secondary,50,False,16.784,"LINESTRING (2.4099216 49.3820556, 2.4100925 49.3821576)",D 931,
175156709,False,2,Avenue Gambetta,secondary,50,True,12.371,"LINESTRING (2.4099216 49.3820556, 2.4097925 49.3819827)",D 931,
833277858,False,2,Rue Pierre Vienot,secondary,30,False,154.06,"LINESTRING (2.4076984 49.3739699, 2.4078397 49.3739947, 2.4078939 49.3740042, 2.408139 49.3740468, 2.4082352 49.3740647, 2.4083112 49.3740805, 2.4083917 49.3740989, 2.4087884 49.374198, 2.4088315 49.3742092, 2.4089079 49.3742256, 2.4089871 49.374243, 2.4090602 49.3742564, 2.4095519 49.3743554, 2.4096052 49.3743655, 2.4097248 49.3743894)",D 929,
88432103,False,2,Avenue de Chiaramonte Gulfi,residential,30,True,90.251,"LINESTRING (2.4100748 49.3736505, 2.4101028 49.3736885, 2.4101266 49.3737233, 2.4101311 49.3737391, 2.4101311 49.3737627, 2.4101213 49.3737918, 2.4100308 49.3739578, 2.4100176 49.3739738, 2.4099956 49.3739889, 2.4099546 49.3740074, 2.4099298 49.37402, 2.4099085 49.3740386, 2.409769 49.3743084, 2.4097428 49.3743575, 2.4097248 49.3743894)",,
88432103,False,2,Avenue de Chiaramonte Gulfi,residential,30,False,90.251,"LINESTRING (2.4097248 49.3743894, 2.4097428 49.3743575, 2.409769 49.3743084, 2.4099085 49.3740386, 2.4099298 49.37402, 2.4099546 49.3740074, 2.4099956 49.3739889, 2.4100176 49.3739738, 2.4100308 49.3739578, 2.4101213 49.3737918, 2.4101311 49.3737627, 2.4101311 49.3737391, 2.4101266 49.3737233, 2.4101028 49.3736885, 2.4100748 49.3736505)",,
