osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed
8669051,2,Camden Avenue,residential,False,True,286.407,"LINESTRING (-82.9562438 42.4676694, -82.9564069 42.4677071, -82.9569219 42.4677849, -82.9596062 42.4683598)",,
"[873213484, 873213487]","['4', '3']",Gratiot Avenue,primary,True,False,103.888,"LINESTRING (-82.9562438 42.4676694, -82.9565311 42.4672333, -82.9567886 42.466826)",M 3,40 mph
8669051,2,Camden Avenue,residential,False,False,286.407,"LINESTRING (-82.9596062 42.4683598, -82.9569219 42.4677849, -82.9564069 42.4677071, -82.9562438 42.4676694)",,
8678013,2,Henrietta Avenue,residential,False,False,100.62,"LINESTRING (-82.9596062 42.4683598, -82.9593005 42.4691755, -82.959278 42.4692317)",,
8678013,2,Henrietta Avenue,residential,False,True,100.952,"LINESTRING (-82.9596062 42.4683598, -82.9599121 42.4675456, -82.9599349 42.4674849)",,
8670865,2,North Park Avenue,residential,False,False,249.528,"LINESTRING (-82.9602779 42.4665908, -82.9581191 42.4661479, -82.9575203 42.4660251, -82.9573659 42.4659571)",,
8678013,2,Henrietta Avenue,residential,False,False,103.32300000000001,"LINESTRING (-82.9602779 42.4665908, -82.9599558 42.4674305, -82.9599349 42.4674849)",,
8678013,2,Henrietta Avenue,residential,False,True,59.317,"LINESTRING (-82.9602779 42.4665908, -82.9603452 42.466418, -82.9603819 42.466263, -82.9603849 42.4660667)",,
873213485,3,Gratiot Avenue,primary,True,False,35.88,"LINESTRING (-82.9573659 42.4659571, -82.9575566 42.4656667)",M 3,40 mph
8670865,2,North Park Avenue,residential,False,True,249.528,"LINESTRING (-82.9573659 42.4659571, -82.9575203 42.4660251, -82.9581191 42.4661479, -82.9602779 42.4665908)",,
8685737,2,South Park Avenue,residential,False,True,248.05,"LINESTRING (-82.9573659 42.4659571, -82.9575669 42.4659477, -82.9576799 42.4659507, -82.9603849 42.4660667)",,
421859649,5,East 9 Mile Road,secondary,False,False,83.726,"LINESTRING (-82.9562023 42.4646179, -82.9561074 42.4646196, -82.955731 42.4646261, -82.9554137 42.4646316, -82.9551819 42.4646357)",,35 mph
"[725327654, 725327655, 1133777293, 1133777294, 257508442, 421859647]",5,East 9 Mile Road,secondary,False,True,131.29399999999998,"LINESTRING (-82.9562023 42.4646179, -82.9565492 42.4646178, -82.9566532 42.4646177, -82.9567246 42.4646177, -82.9569819 42.4646176, -82.9570489 42.4646184, -82.9571147 42.4646177, -82.9576148 42.4646203, -82.9578027 42.4646146)",,35 mph
8673608,2,Nicolai Avenue,residential,False,False,118.975,"LINESTRING (-82.9596099 42.4713979, -82.9583143 42.4709167)",,
8677439,2,Semrau Avenue,residential,False,True,160.208,"LINESTRING (-82.9596099 42.4713979, -82.9615632 42.4713987)",,
8677439,2,Semrau Avenue,residential,False,False,449.264,"LINESTRING (-82.9596099 42.4713979, -82.9577403 42.4714128, -82.9573971 42.4714128, -82.9572463 42.4714067, -82.957144 42.4713837, -82.9568724 42.4712948, -82.9553435 42.4707444, -82.9549521 42.4706035, -82.954595 42.470475, -82.9544364 42.4704198)",,
8673608,2,Nicolai Avenue,residential,False,True,118.975,"LINESTRING (-82.9583143 42.4709167, -82.9596099 42.4713979)",,
8678013,2,Henrietta Avenue,residential,False,True,90.408,"LINESTRING (-82.9583143 42.4709167, -82.958785 42.4701815)",,
8673608,2,Nicolai Avenue,residential,False,False,310.042,"LINESTRING (-82.9583143 42.4709167, -82.9566667 42.4703321, -82.9554318 42.4698983, -82.9550669 42.4697648, -82.9549078 42.4697082)",,
8673608,2,Nicolai Avenue,residential,False,True,310.04200000000003,"LINESTRING (-82.9549078 42.4697082, -82.9550669 42.4697648, -82.9554318 42.4698983, -82.9566667 42.4703321, -82.9583143 42.4709167)",,
"[257513075, 873213486]","['4', '3']",Gratiot Avenue,primary,True,False,96.80499999999999,"LINESTRING (-82.9549078 42.4697082, -82.9552644 42.4691613, -82.9553565 42.4690202, -82.9554195 42.4689237)",M 3,40 mph
873213451,4,Gratiot Avenue,primary,True,False,79.49,"LINESTRING (-82.9544704 42.4696933, -82.9540497 42.4703373)",M 3,40 mph
8673609,,Nicolai Avenue,residential,False,False,236.871,"LINESTRING (-82.9544704 42.4696933, -82.9543246 42.4696395, -82.954262 42.4696155, -82.9537891 42.4694354, -82.9519436 42.4687719, -82.9518815 42.4687496)",,
8685304,,Hofer Street,residential,False,False,119.047,"LINESTRING (-82.9518815 42.4687496, -82.9519346 42.4698195)",,
8685304,,Hofer Street,residential,False,True,121.908,"LINESTRING (-82.9518815 42.4687496, -82.9518442 42.4676536)",,
8673609,,Nicolai Avenue,residential,False,True,236.87099999999998,"LINESTRING (-82.9518815 42.4687496, -82.9519436 42.4687719, -82.9537891 42.4694354, -82.954262 42.4696155, -82.9543246 42.4696395, -82.9544704 42.4696933)",,
8682871,2,Grove Avenue,residential,False,False,86.167,"LINESTRING (-82.9615569 42.4706238, -82.9615632 42.4713987)",,
