osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,ref
15028184,Archer Street,residential,False,True,82.464,,"LINESTRING (-80.1874469 40.2563982, -80.1869704 40.2566021, -80.1865976 40.2567586)",,
"[15023598, 15035030, 259144806, 259144807]","['North Jefferson Avenue', 'South Jefferson Avenue']",residential,False,True,154.813,2,"LINESTRING (-80.1874469 40.2563982, -80.1875042 40.2565245, -80.1876448 40.2568307, -80.1876691 40.2568818, -80.1877746 40.2570902, -80.1878401 40.2572385, -80.1879279 40.2574424, -80.1879789 40.2575627, -80.188043 40.2577138)",yes,
259144806,South Jefferson Avenue,residential,False,False,108.737,,"LINESTRING (-80.1872562 40.2559401, -80.1868048 40.2550249)",,
259144806,South Jefferson Avenue,residential,False,True,53.447,,"LINESTRING (-80.1872562 40.2559401, -80.1874469 40.2563982)",,
"[261972067, 15034709]","['Van Eman Street', 'Richland Avenue']",residential,False,"[False, True]",151.431,,"LINESTRING (-80.1872562 40.2559401, -80.1878023 40.2557453, -80.1883267 40.2555583, -80.1882545 40.2553416, -80.1881668 40.2551148)",,
15034709,Van Eman Street,residential,False,True,139.73499999999999,,"LINESTRING (-80.1872562 40.2559401, -80.1867298 40.2561045, -80.1863621 40.2562196, -80.1857324 40.2564164)",,
259144806,South Jefferson Avenue,residential,False,True,108.737,,"LINESTRING (-80.1868048 40.2550249, -80.1872562 40.2559401)",,
15028779,Speer Street,residential,True,False,126.762,,"LINESTRING (-80.1868048 40.2550249, -80.1864311 40.2551458, -80.1862664 40.2551991, -80.1855292 40.2554377, -80.1854296 40.25547)",,
15023729,Meadow Lane,residential,False,False,97.922,,"LINESTRING (-80.1832611 40.2567512, -80.1835201 40.2566869, -80.1837612 40.2566271, -80.1839137 40.2565936, -80.1842098 40.2565285, -80.1843647 40.2564944)",,
15024964,Orchard Avenue,residential,False,True,102.525,,"LINESTRING (-80.1843647 40.2564944, -80.1840629 40.2556016)",,
15023729,Meadow Lane,residential,False,False,114.991,,"LINESTRING (-80.1843647 40.2564944, -80.1849808 40.2563571, -80.1856645 40.2562021)",,
15023729,Meadow Lane,residential,False,True,97.922,,"LINESTRING (-80.1843647 40.2564944, -80.1842098 40.2565285, -80.1839137 40.2565936, -80.1837612 40.2566271, -80.1835201 40.2566869, -80.1832611 40.2567512)",,
54978390,South Central Avenue,secondary,False,False,24.516,,"LINESTRING (-80.1856645 40.2562021, -80.1857324 40.2564164)",,PA 980
15023729,Meadow Lane,residential,False,True,114.991,,"LINESTRING (-80.1856645 40.2562021, -80.1849808 40.2563571, -80.1843647 40.2564944)",,
54978390,South Central Avenue,secondary,False,True,83.811,,"LINESTRING (-80.1856645 40.2562021, -80.1855639 40.2558887, -80.1854296 40.25547)",,PA 980
15023831,East College Street,residential,False,False,171.80399999999997,,"LINESTRING (-80.1869357 40.260258, -80.1858397 40.2604624, -80.185378 40.2605485, -80.1849689 40.2606248)",,
15025919,West College Street,residential,False,False,164.57100000000003,2,"LINESTRING (-80.1869357 40.260258, -80.1879015 40.260077, -80.1888192 40.2599051)",,
54978399,North Central Avenue,tertiary,False,False,200.781,,"LINESTRING (-80.1869357 40.260258, -80.1870312 40.2605676, -80.1870992 40.2607882, -80.1871624 40.260993, -80.1872108 40.26115, -80.1872525 40.2612851, -80.1873147 40.2614723, -80.1874941 40.2620126)",,
54978399,North Central Avenue,tertiary,False,True,111.30799999999999,,"LINESTRING (-80.1869357 40.260258, -80.1868428 40.259969, -80.1868019 40.2598417, -80.1867417 40.2596406, -80.186671 40.2594046, -80.1866348 40.2592837)",,
260698037,East College Street,residential,True,False,357.429,,"LINESTRING (-80.1808498 40.2612964, -80.181477 40.2611947, -80.1815836 40.2611774, -80.182641 40.2610059, -80.1830284 40.2609456, -80.1831978 40.2609192, -80.1841089 40.2607775, -80.1849689 40.2606248)",,
15027568,Belmont Avenue,residential,False,False,58.966,2,"LINESTRING (-80.192141 40.2586776, -80.1921709 40.2592074)",,
15027568,Belmont Avenue,residential,False,True,59.959,2,"LINESTRING (-80.192141 40.2586776, -80.1920975 40.2581394)",,
15025919,West College Street,residential,False,False,31.439,2,"LINESTRING (-80.1899401 40.259662, -80.190296 40.2595834)",,
15025919,West College Street,residential,False,True,31.226,2,"LINESTRING (-80.1899401 40.259662, -80.1895854 40.2597368)",,
15024711,Taylor Drive,residential,False,False,140.544,2,"LINESTRING (-80.1899401 40.259662, -80.1900964 40.2599713, -80.1902654 40.2602265, -80.1907445 40.2607597)",,
15024711,Taylor Drive,residential,False,False,108.87899999999999,2,"LINESTRING (-80.1907445 40.2607597, -80.1908517 40.2608727, -80.190993 40.2609823, -80.1912942 40.2612095, -80.1914892 40.2613431, -80.1915869 40.261401, -80.191672 40.2614223)",,
15024711,Taylor Drive,residential,False,True,140.544,2,"LINESTRING (-80.1907445 40.2607597, -80.1902654 40.2602265, -80.1900964 40.2599713, -80.1899401 40.259662)",,
15028651,Hawthorne Street,residential,False,False,135.488,2,"LINESTRING (-80.1907445 40.2607597, -80.1914493 40.2606578, -80.1920994 40.260521, -80.1923018 40.2604961)",,
15024711,Taylor Drive,residential,False,True,108.879,2,"LINESTRING (-80.191672 40.2614223, -80.1915869 40.261401, -80.1914892 40.2613431, -80.1912942 40.2612095, -80.190993 40.2609823, -80.1908517 40.2608727, -80.1907445 40.2607597)",,
15024964,Orchard Avenue,residential,False,False,69.752,,"LINESTRING (-80.183763 40.2545376, -80.1839236 40.2551528)",,
15024964,Orchard Avenue,residential,False,False,51.285,,"LINESTRING (-80.1839236 40.2551528, -80.1840629 40.2556016)",,
15024964,Orchard Avenue,residential,False,True,69.752,,"LINESTRING (-80.1839236 40.2551528, -80.183763 40.2545376)",,
15038617,Washington Street,residential,False,False,90.168,,"LINESTRING (-80.1839236 40.2551528, -80.1834256 40.2552608, -80.182897 40.2553615)",,
15024964,Orchard Avenue,residential,False,False,102.525,,"LINESTRING (-80.1840629 40.2556016, -80.1843647 40.2564944)",,
15024964,Orchard Avenue,residential,False,True,51.285,,"LINESTRING (-80.1840629 40.2556016, -80.1839236 40.2551528)",,
15033958,Harrison Street,residential,False,False,116.119,,"LINESTRING (-80.1840629 40.2556016, -80.1845981 40.2554882, -80.1846619 40.2554723, -80.1853662 40.2552851)",,
"[15038617, 15034090, 15033958]","['Harrison Street', 'Pine Street', 'Washington Street']",residential,False,True,225.929,,"LINESTRING (-80.1840629 40.2556016, -80.1835363 40.2557076, -80.1830415 40.2558231, -80.18255 40.2559292, -80.1824373 40.2556085, -80.1824263 40.2555224, -80.18245 40.2554815, -80.1824902 40.2554476, -80.1825482 40.2554298, -80.182897 40.2553615)",,
15027568,Belmont Avenue,residential,False,False,69.624,2,"LINESTRING (-80.1922406 40.2598717, -80.1923018 40.2604961)",,
15027568,Belmont Avenue,residential,False,True,74.103,2,"LINESTRING (-80.1922406 40.2598717, -80.1921709 40.2592074)",,
15025919,West College Street,residential,False,False,164.498,2,"LINESTRING (-80.190296 40.2595834, -80.1921709 40.2592074)",,
15025919,West College Street,residential,False,True,31.439,2,"LINESTRING (-80.190296 40.2595834, -80.1899401 40.259662)",,
15025723,Church Way,residential,False,True,191.13000000000002,,"LINESTRING (-80.190296 40.2595834, -80.1901382 40.2590392, -80.1897625 40.2591086, -80.1895703 40.2591479, -80.1893814 40.2591961, -80.1895854 40.2597368)",,
15025919,West College Street,residential,False,False,67.656,2,"LINESTRING (-80.1888192 40.2599051, -80.1889824 40.2598692, -80.1894048 40.2597765, -80.1895854 40.2597368)",,
15025919,West College Street,residential,False,True,164.57100000000003,2,"LINESTRING (-80.1888192 40.2599051, -80.1879015 40.260077, -80.1869357 40.260258)",,
15035030,North Jefferson Avenue,residential,False,False,164.417,2,"LINESTRING (-80.1888192 40.2599051, -80.1885109 40.2589198, -80.1883692 40.2584669)",,
15035030,North Jefferson Avenue,residential,False,True,201.976,2,"LINESTRING (-80.1888192 40.2599051, -80.1890071 40.2605011, -80.1892266 40.2611805, -80.1893737 40.2616715)",,
15025919,West College Street,residential,False,True,164.498,2,"LINESTRING (-80.1921709 40.2592074, -80.190296 40.2595834)",,
15027568,Belmont Avenue,residential,False,False,74.103,2,"LINESTRING (-80.1921709 40.2592074, -80.1922406 40.2598717)",,
15027568,Belmont Avenue,residential,False,True,58.966,2,"LINESTRING (-80.1921709 40.2592074, -80.192141 40.2586776)",,
15035697,Smith Street,residential,False,False,45.245,,"LINESTRING (-80.1842168 40.2599252, -80.1847358 40.2598319)",,
15035697,Smith Street,residential,False,True,16.279,,"LINESTRING (-80.1842168 40.2599252, -80.1840316 40.2599634)",,
15026312,Robin Lane,residential,False,False,73.513,,"LINESTRING (-80.1842168 40.2599252, -80.1841762 40.2597932, -80.1840187 40.2592816)",,
15026312,Robin Lane,residential,False,True,73.513,,"LINESTRING (-80.1840187 40.2592816, -80.1841762 40.2597932, -80.1842168 40.2599252)",,
"[1170445548, 1170445549]",East Pike Street,secondary,False,False,137.682,,"LINESTRING (-80.1840187 40.2592816, -80.1838163 40.2593153, -80.1835326 40.2593704, -80.183455 40.2593855, -80.1824416 40.2595723)",,PA 980
"[15041276, 1170445550]",East Pike Street,secondary,False,True,44.677,,"LINESTRING (-80.1840187 40.2592816, -80.1841444 40.2592571, -80.1845288 40.2591821)",,PA 980
15027568,Belmont Avenue,residential,False,True,95.974,2,"LINESTRING (-80.192379 40.2613572, -80.1923018 40.2604961)",,
15026747,Crosby Drive,residential,False,False,346.496,,"LINESTRING (-80.192379 40.2613572, -80.192448 40.2618576, -80.1924353 40.2620621, -80.1923562 40.2622236, -80.1922315 40.2622993, -80.1920944 40.2624542, -80.1920799 40.2626082, -80.1920807 40.2627719, -80.1920188 40.2629164, -80.1919975 40.2629271, -80.1918906 40.2629809, -80.1917243 40.2630269, -80.1915641 40.2630427, -80.191418 40.2630157, -80.1913637 40.2629676, -80.1912967 40.2629082, -80.1908185 40.2623369, -80.1907634 40.2622764, -80.190682 40.2622369)",,
15026747,Crosby Drive,residential,False,True,346.496,,"LINESTRING (-80.190682 40.2622369, -80.1907634 40.2622764, -80.1908185 40.2623369, -80.1912967 40.2629082, -80.1913637 40.2629676, -80.191418 40.2630157, -80.1915641 40.2630427, -80.1917243 40.2630269, -80.1918906 40.2629809, -80.1919975 40.2629271, -80.1920188 40.2629164, -80.1920807 40.2627719, -80.1920799 40.2626082, -80.1920944 40.2624542, -80.1922315 40.2622993, -80.1923562 40.2622236, -80.1924353 40.2620621, -80.192448 40.2618576, -80.192379 40.2613572)",,
"[15035749, 15035439]","['Park Drive', 'West Pitt Street']",residential,False,"[False, True]",105.30799999999999,,"LINESTRING (-80.190682 40.2622369, -80.1906316 40.2621307, -80.1895702 40.26233)",,
15029487,Mc Kown Avenue,residential,False,True,43.847,,"LINESTRING (-80.1830049 40.2627891, -80.1828762 40.2624072)",,
15026905,Smithfield Street,residential,False,False,219.527,2,"LINESTRING (-80.1830049 40.2627891, -80.1836719 40.2626473, -80.1848306 40.2624011, -80.1854973 40.2622596)",,
"[15035112, 15027518]","['Brooke', 'Boyle Avenue']",residential,False,False,101.08200000000001,,"LINESTRING (-80.1881668 40.2551148, -80.1889041 40.2549395, -80.1888116 40.2546277)",,
"[261972067, 15034709]","['Van Eman Street', 'Richland Avenue']",residential,False,"[False, True]",151.43099999999998,,"LINESTRING (-80.1881668 40.2551148, -80.1882545 40.2553416, -80.1883267 40.2555583, -80.1878023 40.2557453, -80.1872562 40.2559401)",,
15027568,Belmont Avenue,residential,False,False,59.959,2,"LINESTRING (-80.1920975 40.2581394, -80.192141 40.2586776)",,
15045780,West Pike Street,secondary,False,True,36.874,,"LINESTRING (-80.1920975 40.2581394, -80.1920371 40.25814, -80.191663 40.2581435)",,
15027568,Belmont Avenue,residential,False,False,95.974,2,"LINESTRING (-80.1923018 40.2604961, -80.192379 40.2613572)",,
15027568,Belmont Avenue,residential,False,True,69.624,2,"LINESTRING (-80.1923018 40.2604961, -80.1922406 40.2598717)",,
15028651,Hawthorne Street,residential,False,True,135.488,2,"LINESTRING (-80.1923018 40.2604961, -80.1920994 40.260521, -80.1914493 40.2606578, -80.1907445 40.2607597)",,
"[15035112, 15027518]","['Brooke', 'Boyle Avenue']",residential,False,True,101.08200000000001,,"LINESTRING (-80.1888116 40.2546277, -80.1889041 40.2549395, -80.1881668 40.2551148)",,
"[259144804, 259144805, 54978390]","['South Central Avenue', 'North Central Avenue']",secondary,False,False,147.73100000000002,,"LINESTRING (-80.1859501 40.2570317, -80.185993 40.2571852, -80.1860314 40.2573216, -80.1860648 40.2574362, -80.1860791 40.2574933, -80.1860942 40.2575535, -80.186179 40.2578074, -80.1862017 40.2578914, -80.1862165 40.2579397, -80.1863268 40.2583286)",yes,PA 980
54978390,South Central Avenue,secondary,False,True,70.869,,"LINESTRING (-80.1859501 40.2570317, -80.1858669 40.2568019, -80.1858358 40.2567127, -80.1857324 40.2564164)",,PA 980
54978390,South Central Avenue,secondary,False,True,21.252,,"LINESTRING (-80.1854296 40.25547, -80.1853662 40.2552851)",,PA 980
54978390,South Central Avenue,secondary,False,False,83.811,,"LINESTRING (-80.1854296 40.25547, -80.1855639 40.2558887, -80.1856645 40.2562021)",,PA 980
15037337,East Pitt Street,tertiary,False,True,9.572,2,"LINESTRING (-80.1856467 40.2631442, -80.1857558 40.2631223)",,
54978390,South Central Avenue,secondary,False,False,21.252,,"LINESTRING (-80.1853662 40.2552851, -80.1854296 40.25547)",,PA 980
15033958,Harrison Street,residential,False,True,116.119,,"LINESTRING (-80.1853662 40.2552851, -80.1846619 40.2554723, -80.1845981 40.2554882, -80.1840629 40.2556016)",,
54978390,South Central Avenue,secondary,False,True,24.516,,"LINESTRING (-80.1857324 40.2564164, -80.1856645 40.2562021)",,PA 980
15034709,Van Eman Street,residential,False,False,139.73499999999999,,"LINESTRING (-80.1857324 40.2564164, -80.1863621 40.2562196, -80.1867298 40.2561045, -80.1872562 40.2559401)",,
54978390,South Central Avenue,secondary,False,False,70.869,,"LINESTRING (-80.1857324 40.2564164, -80.1858358 40.2567127, -80.1858669 40.2568019, -80.1859501 40.2570317)",,PA 980
15035030,North Jefferson Avenue,residential,False,False,75.096,2,"LINESTRING (-80.1895702 40.26233, -80.1893737 40.2616715)",,
15035749,West Pitt Street,residential,False,True,162.379,,"LINESTRING (-80.1895702 40.26233, -80.1877187 40.2626992)",,
"[15035749, 15035439]","['Park Drive', 'West Pitt Street']",residential,False,"[False, True]",105.30799999999999,,"LINESTRING (-80.1895702 40.26233, -80.1906316 40.2621307, -80.190682 40.2622369)",,
15035030,North Jefferson Avenue,residential,False,True,75.096,2,"LINESTRING (-80.1893737 40.2616715, -80.1895702 40.26233)",,
15035030,North Jefferson Avenue,residential,False,False,201.976,2,"LINESTRING (-80.1893737 40.2616715, -80.1892266 40.2611805, -80.1890071 40.2605011, -80.1888192 40.2599051)",,
15045780,West Pike Street,secondary,False,True,164.196,,"LINESTRING (-80.1883692 40.2584669, -80.1864968 40.2588394)",,
15035030,North Jefferson Avenue,residential,False,False,88.201,2,"LINESTRING (-80.1883692 40.2584669, -80.1882551 40.2582077, -80.1881154 40.2578902, -80.188043 40.2577138)",,
15035030,North Jefferson Avenue,residential,False,True,164.417,2,"LINESTRING (-80.1883692 40.2584669, -80.1885109 40.2589198, -80.1888192 40.2599051)",,
15045780,West Pike Street,secondary,False,False,282.296,,"LINESTRING (-80.1883692 40.2584669, -80.188829 40.2583885, -80.1891075 40.258341, -80.1891846 40.2583278, -80.1894695 40.258296, -80.1898445 40.2582541, -80.1900221 40.2582433, -80.1906173 40.2582071, -80.191663 40.2581435)",,
15035697,Smith Street,residential,False,False,120.174,,"LINESTRING (-80.1826552 40.2602179, -80.1834052 40.2600792, -80.1840316 40.2599634)",,
15044611,Deangelo Drive,residential,False,False,74.04,,"LINESTRING (-80.1826552 40.2602179, -80.1825623 40.2599371, -80.1824416 40.2595723)",,
15035697,Smith Street,residential,False,False,16.279,,"LINESTRING (-80.1840316 40.2599634, -80.1842168 40.2599252)",,
15035697,Smith Street,residential,False,True,120.174,,"LINESTRING (-80.1840316 40.2599634, -80.1834052 40.2600792, -80.1826552 40.2602179)",,
15038206,Dove Lane,residential,False,False,177.906,,"LINESTRING (-80.1840316 40.2599634, -80.1841481 40.2602883, -80.1835272 40.2604446, -80.1834894 40.2604541, -80.1829017 40.2605472, -80.1825479 40.2606033)",,
15035749,West Pitt Street,residential,False,False,162.379,,"LINESTRING (-80.1877187 40.2626992, -80.1895702 40.26233)",,
54978399,North Central Avenue,tertiary,False,True,78.689,,"LINESTRING (-80.1877187 40.2626992, -80.1874941 40.2620126)",,
54978402,North Central Avenue,residential,False,False,48.075,,"LINESTRING (-80.1877187 40.2626992, -80.1878371 40.263122)",,
15037337,East Pitt Street,tertiary,False,False,173.085,2,"LINESTRING (-80.1877187 40.2626992, -80.1868021 40.2628869, -80.186157 40.263032, -80.1857558 40.2631223)",,
54978402,North Central Avenue,residential,False,True,48.075,,"LINESTRING (-80.1878371 40.263122, -80.1877187 40.2626992)",,
15037184,Scott Way,residential,True,False,163.937,,"LINESTRING (-80.1874941 40.2620126, -80.1893737 40.2616715)",,
54978399,North Central Avenue,tertiary,False,False,78.689,,"LINESTRING (-80.1874941 40.2620126, -80.1877187 40.2626992)",,
54978399,North Central Avenue,tertiary,False,True,200.78099999999998,,"LINESTRING (-80.1874941 40.2620126, -80.1873147 40.2614723, -80.1872525 40.2612851, -80.1872108 40.26115, -80.1871624 40.260993, -80.1870992 40.2607882, -80.1870312 40.2605676, -80.1869357 40.260258)",,
15037428,Iron Street,residential,False,False,116.623,,"LINESTRING (-80.191663 40.2581435, -80.1916561 40.2580012, -80.1916122 40.2570954)",,
15045780,West Pike Street,secondary,False,False,36.874,,"LINESTRING (-80.191663 40.2581435, -80.1920371 40.25814, -80.1920975 40.2581394)",,
15045780,West Pike Street,secondary,False,True,282.296,,"LINESTRING (-80.191663 40.2581435, -80.1906173 40.2582071, -80.1900221 40.2582433, -80.1898445 40.2582541, -80.1894695 40.258296, -80.1891846 40.2583278, -80.1891075 40.258341, -80.188829 40.2583885, -80.1883692 40.2584669)",,
262546395,Ling Lane,residential,False,False,25.179,,"LINESTRING (-80.182897 40.2553615, -80.1828295 40.255141)",,
"[15038617, 15034090, 15033958]","['Harrison Street', 'Pine Street', 'Washington Street']",residential,False,False,225.929,,"LINESTRING (-80.182897 40.2553615, -80.1825482 40.2554298, -80.1824902 40.2554476, -80.18245 40.2554815, -80.1824263 40.2555224, -80.1824373 40.2556085, -80.18255 40.2559292, -80.1830415 40.2558231, -80.1835363 40.2557076, -80.1840629 40.2556016)",,
15038617,Washington Street,residential,False,True,90.168,,"LINESTRING (-80.182897 40.2553615, -80.1834256 40.2552608, -80.1839236 40.2551528)",,
262546395,Ling Lane,residential,False,True,25.179,,"LINESTRING (-80.1828295 40.255141, -80.182897 40.2553615)",,
15038206,Dove Lane,residential,False,True,177.906,,"LINESTRING (-80.1825479 40.2606033, -80.1829017 40.2605472, -80.1834894 40.2604541, -80.1835272 40.2604446, -80.1841481 40.2602883, -80.1840316 40.2599634)",,
15045780,West Pike Street,secondary,False,False,164.196,,"LINESTRING (-80.1864968 40.2588394, -80.1883692 40.2584669)",,
15041276,East Pike Street,secondary,False,False,171.29000000000002,,"LINESTRING (-80.1864968 40.2588394, -80.1858172 40.2589578, -80.18519 40.259067, -80.1845288 40.2591821)",,PA 980
15041284,North Central Avenue,secondary,False,True,58.622,,"LINESTRING (-80.1864968 40.2588394, -80.1863517 40.2584253, -80.1863268 40.2583286)",,PA 980
54978399,North Central Avenue,tertiary,False,False,50.781000000000006,,"LINESTRING (-80.1864968 40.2588394, -80.1866136 40.2592013, -80.1866348 40.2592837)",,
15044611,Deangelo Drive,residential,False,True,74.04,,"LINESTRING (-80.1824416 40.2595723, -80.1825623 40.2599371, -80.1826552 40.2602179)",,
"[1170445548, 1170445549]",East Pike Street,secondary,False,True,137.68200000000002,,"LINESTRING (-80.1824416 40.2595723, -80.183455 40.2593855, -80.1835326 40.2593704, -80.1838163 40.2593153, -80.1840187 40.2592816)",,PA 980
15025919,West College Street,residential,False,False,31.226,2,"LINESTRING (-80.1895854 40.2597368, -80.1899401 40.259662)",,
15025723,Church Way,residential,False,False,191.13,,"LINESTRING (-80.1895854 40.2597368, -80.1893814 40.2591961, -80.1895703 40.2591479, -80.1897625 40.2591086, -80.1901382 40.2590392, -80.190296 40.2595834)",,
15025919,West College Street,residential,False,True,67.656,2,"LINESTRING (-80.1895854 40.2597368, -80.1894048 40.2597765, -80.1889824 40.2598692, -80.1888192 40.2599051)",,
1181264748,Archer Street,residential,True,False,62.78,,"LINESTRING (-80.1865976 40.2567586, -80.1859501 40.2570317)",,
15028184,Archer Street,residential,False,False,82.464,,"LINESTRING (-80.1865976 40.2567586, -80.1869704 40.2566021, -80.1874469 40.2563982)",,
