osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,junction,access
11718527,Miller Road,residential,False,False,151.435,"LINESTRING (-74.4779741 40.7937041, -74.4780423 40.7936595, -74.478605 40.7932575, -74.4788199 40.7931054, -74.4788491 40.7930847, -74.4792141 40.792826, -74.479288 40.792774)",,,,,,
172791599,South Street,primary,False,True,87.697,"LINESTRING (-74.4779741 40.7937041, -74.4780368 40.7937547, -74.4781959 40.7938926, -74.4786695 40.7942913)",NJ 124,,,,,
11710235,Pine Street,residential,False,False,134.931,"LINESTRING (-74.4786695 40.7942913, -74.4785954 40.7943632, -74.4785684 40.7943894, -74.4781814 40.7947644, -74.4776828 40.7952476)",,,,,,
172791599,South Street,primary,False,False,87.697,"LINESTRING (-74.4786695 40.7942913, -74.4781959 40.7938926, -74.4780368 40.7937547, -74.4779741 40.7937041)",NJ 124,,,,,
172791599,South Street,primary,False,True,97.82499999999999,"LINESTRING (-74.4786695 40.7942913, -74.478776 40.7943779, -74.4788573 40.7944439, -74.4794434 40.7949475)",NJ 124,,,,,
11700889,Dehart Street,residential,True,False,172.59799999999998,"LINESTRING (-74.4803157 40.7956898, -74.4804132 40.7956179, -74.480806 40.7953207, -74.4809069 40.7952434, -74.4811395 40.7950686, -74.4813041 40.7949417, -74.4816929 40.7946462, -74.4817613 40.7945892)",,,,,,
"[446032285, 172791599]",South Street,primary,False,False,110.47800000000001,"LINESTRING (-74.4803157 40.7956898, -74.4800589 40.7954746, -74.4797443 40.7952039, -74.4795521 40.7950385, -74.479492 40.7949881, -74.4794434 40.7949475)",NJ 124,4,,,,
446032286,South Street,primary,False,True,73.591,"LINESTRING (-74.4803157 40.7956898, -74.4803869 40.7957446, -74.4809341 40.7961576)",NJ 124,,,,,
5052941,South Street,primary,True,False,55.879,"LINESTRING (-74.4813647 40.7965352, -74.4812149 40.7963679, -74.4811362 40.7962899, -74.4809341 40.7961576)",NJ 124,,,,,
10566940,West Park Place,primary,True,False,34.507,"LINESTRING (-74.4813647 40.7965352, -74.4811876 40.7964429, -74.4811537 40.7964325, -74.4810976 40.7964305, -74.4809955 40.7964335)",US 202;CR 510,4,,,,
10566991,,primary,True,False,35.157,"LINESTRING (-74.4805144 40.7975145, -74.4805727 40.7976471, -74.4806326 40.7977517, -74.4806579 40.7978111)",US 202,2,,,,
"[981139433, 11687244, 981139430]",Water Street,residential,True,False,94.92099999999999,"LINESTRING (-74.4805144 40.7975145, -74.480428 40.7975938, -74.4803996 40.7976221, -74.4803052 40.7977164, -74.480166 40.7978809, -74.4800512 40.7980442, -74.4799555 40.7981849, -74.4799861 40.7982385)",,,,,,
51715033,East Park Place,primary,True,False,49.312000000000005,"LINESTRING (-74.4805144 40.7975145, -74.4806434 40.7975879, -74.4808415 40.7977356, -74.4809021 40.797768, -74.4809682 40.79779)",CR 510,2,,,,
525728469,East Park Place,primary,True,False,13.42,"LINESTRING (-74.4809682 40.79779, -74.481039 40.7977883, -74.4811233 40.7977677)",CR 510,2,,,,
446032283,North Park Place,primary,True,False,85.524,"LINESTRING (-74.4811233 40.7977677, -74.4817249 40.7971479)",US 202;CR 510,4,,,,
51715034,,primary,True,False,56.126,"LINESTRING (-74.4808533 40.7982231, -74.4808759 40.798123, -74.4808947 40.7980777, -74.4809911 40.7979243, -74.4811233 40.7977677)",US 202,2,,,,
446445976,Speedwell Avenue,primary,False,False,116.849,"LINESTRING (-74.4808533 40.7982231, -74.4812363 40.7991756, -74.4812567 40.7992286)",US 202,4,,,,
10567059,West Park Place,primary,True,False,33.118,"LINESTRING (-74.4820491 40.7969321, -74.4819609 40.7968779, -74.4817208 40.7967691)",CR 510,2,,,,
10567146,Bank Street,primary,True,False,159.227,"LINESTRING (-74.4820491 40.7969321, -74.4820975 40.7968885, -74.4823417 40.7966796, -74.4825593 40.7964819, -74.4827504 40.7962818, -74.4829033 40.7961217, -74.4830971 40.7958612, -74.4831589 40.7957782)",US 202,1,,,,
1034933578,Washington Street,primary,False,False,79.321,"LINESTRING (-74.4820491 40.7969321, -74.482116 40.7969823, -74.4826535 40.7973707, -74.4827295 40.7974256)",CR 510,,,,,
"[446032284, 11696070]",Schuyler Place,residential,True,False,156.41,"LINESTRING (-74.4827295 40.7974256, -74.4827784 40.7973848, -74.4830826 40.7971307, -74.4833718 40.7968907, -74.4837241 40.7966033, -74.4839233 40.7964342, -74.4839805 40.7963856)",,2,,,,
257837775,Washington Street,primary,False,False,73.63799999999999,"LINESTRING (-74.4827295 40.7974256, -74.4828024 40.7974775, -74.4833074 40.7978385, -74.4833666 40.7978794)",CR 510,,,,,
1034933578,Washington Street,primary,False,True,79.321,"LINESTRING (-74.4827295 40.7974256, -74.4826535 40.7973707, -74.482116 40.7969823, -74.4820491 40.7969321)",CR 510,,,,,
257837775,Washington Street,primary,False,True,14.93,"LINESTRING (-74.4834918 40.7979745, -74.4833666 40.7978794)",CR 510,,,,,
242389862,Cattano Avenue,residential,True,False,166.336,"LINESTRING (-74.4834918 40.7979745, -74.4833868 40.7980476, -74.4830613 40.7982761, -74.48301 40.7983089, -74.4829152 40.7983696, -74.4827404 40.7984988, -74.4822207 40.7988625, -74.4821192 40.7989336, -74.48204 40.798989)",,,,,,
257837775,Washington Street,primary,False,False,35.235,"LINESTRING (-74.4834918 40.7979745, -74.4835849 40.7980393, -74.4837242 40.7981396, -74.4837999 40.7981889)",CR 510,,,,,
446032294,Washington Street,primary,False,True,15.511,"LINESTRING (-74.4852109 40.7987383, -74.485036 40.7986944)",CR 510,,,,,
11692699,Ann Street,residential,False,True,96.682,"LINESTRING (-74.4831589 40.7957782, -74.4832202 40.7958223, -74.4836546 40.7961348, -74.4839034 40.7963263, -74.4839805 40.7963856)",,,,,,
120718201,Bank Street,primary,False,False,175.39999999999998,"LINESTRING (-74.4831589 40.7957782, -74.4834109 40.7953647, -74.4834237 40.7953444, -74.4836728 40.7949493, -74.483725 40.7948665, -74.4838025 40.7947436, -74.4838373 40.7946937, -74.483954 40.7945265, -74.4840747 40.7943619)",US 202,2,,,,
10567173,Market Street,primary,True,False,155.394,"LINESTRING (-74.4840747 40.7943619, -74.4838987 40.7945062, -74.4837996 40.7946098, -74.4837122 40.79471, -74.4836286 40.794806, -74.4835784 40.7948635, -74.4833616 40.7950878, -74.4829415 40.7954622)",US 202,1,,,,
10567290,Mount Kemble Avenue,primary,False,False,101.305,"LINESTRING (-74.4840747 40.7943619, -74.4841419 40.7942896, -74.4843953 40.7940171, -74.4846943 40.7936956, -74.4847674 40.7936169)",US 202,2,,,,
10567597,MacCulloch Avenue,residential,False,False,46.46600000000001,"LINESTRING (-74.4840747 40.7943619, -74.4840015 40.7943067, -74.483705 40.7940833, -74.4836835 40.7940671)",,,25 mph,,,
120718201,Bank Street,primary,False,True,175.4,"LINESTRING (-74.4840747 40.7943619, -74.483954 40.7945265, -74.4838373 40.7946937, -74.4838025 40.7947436, -74.483725 40.7948665, -74.4836728 40.7949493, -74.4834237 40.7953444, -74.4834109 40.7953647, -74.4831589 40.7957782)",US 202,2,,,,
11707413,Maple Avenue,residential,False,False,51.057,"LINESTRING (-74.4829415 40.7954622, -74.4828861 40.7954212, -74.4825633 40.7951824, -74.4825273 40.7951558, -74.4825077 40.7951413)",,,,,,
"[446032282, 120718235]",Market Street,primary,True,False,178.26100000000002,"LINESTRING (-74.4829415 40.7954622, -74.4828361 40.7955535, -74.4819602 40.7963122, -74.4816475 40.7966013, -74.4815562 40.7966744)",US 202,2,,,,
