osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,tunnel
474210742,Martin Luther King Drive,primary,False,False,107.082,"LINESTRING (-90.154978 38.6282542, -90.154129 38.627556)",,,,,
345065577,North 5th Street,residential,False,False,69.888,"LINESTRING (-90.154978 38.6282542, -90.1548827 38.6283238, -90.1543905 38.6286836)",,,,,
474210742,Martin Luther King Drive,primary,False,True,80.901,"LINESTRING (-90.154978 38.6282542, -90.1550127 38.6282813, -90.1550345 38.6282983, -90.1550688 38.6283256, -90.1552189 38.6284568, -90.155497 38.6286999, -90.1555407 38.6287381, -90.1556036 38.628793)",,,,,
166621007,Saint Louis Avenue,tertiary,True,False,30.988,"LINESTRING (-90.158289 38.628384, -90.1585361 38.628585)",,,,,
166621094,,motorway_link,True,False,38.224999999999994,"LINESTRING (-90.158289 38.628384, -90.1583323 38.6284563, -90.1583292 38.6285248, -90.1582969 38.6286089, -90.1582023 38.6286871)",,,,,
106702427,Missouri Avenue,secondary,False,True,11.349,"LINESTRING (-90.1609803 38.6279004, -90.160889 38.6278274)",2,IL 15,,,
166620931,North 3rd Street,secondary,True,False,66.716,"LINESTRING (-90.1609803 38.6279004, -90.1615845 38.62753)",,,,,
"[22000882, 28704259, 166620916]",East Missouri Avenue,unclassified,False,True,132.968,"LINESTRING (-90.1609803 38.6279004, -90.1615927 38.6284164, -90.1619149 38.6286923, -90.1620171 38.6287801)",,,yes,,
166621104,,motorway_link,True,False,505.321,"LINESTRING (-90.1541064 38.6308037, -90.1541607 38.6307151, -90.1542475 38.6306389, -90.1554161 38.630089, -90.1556327 38.6299936, -90.1558596 38.6299075, -90.1561309 38.6298203, -90.1591649 38.6289549, -90.1593363 38.6289393)",,,,50 mph,
"[1101410098, 1101410099]",,motorway,True,False,398.58,"LINESTRING (-90.1541064 38.6308037, -90.1549753 38.6304102, -90.1555012 38.630206, -90.1558281 38.6300898, -90.1561412 38.6299932, -90.1565393 38.6298942, -90.156995 38.6297961, -90.1581572 38.6295818, -90.1583679 38.629543)","['4', '3']",I 55;I 64;US 40;IL 3,,50 mph,
21996128,,motorway_link,True,False,31.139,"LINESTRING (-90.1585361 38.628585, -90.1582023 38.6286871)",,,,,
166620932,North 3rd Street,tertiary,True,False,152.88400000000001,"LINESTRING (-90.1585361 38.628585, -90.1586421 38.6286132, -90.1587398 38.6286125, -90.1589008 38.6285852, -90.1596391 38.6284593, -90.1598253 38.6284122, -90.1602173 38.6282664)",,,,,
166620980,South 4th Street,secondary,True,False,42.653,"LINESTRING (-90.164013 38.6236061, -90.1639927 38.6236235, -90.1637172 38.6238272, -90.163658 38.623871)",,,,,
21997254,Barack Obama Avenue,secondary,True,False,137.484,"LINESTRING (-90.1632838 38.6241442, -90.1629704 38.6242579, -90.1628948 38.6242776, -90.1628438 38.6242904, -90.1624008 38.6243724, -90.1621776 38.6244239, -90.1619548 38.6245323, -90.1618728 38.6245919, -90.1618415 38.624613)",,,,,
166620980,South 4th Street,secondary,True,False,163.23,"LINESTRING (-90.1632838 38.6241442, -90.163107 38.624277, -90.1630836 38.6242941, -90.1630655 38.6243073, -90.16304 38.624326, -90.1629906 38.6243581, -90.1629555 38.6243846, -90.1622802 38.6248866, -90.1620958 38.6250222, -90.161919 38.625153)",,,,,
"[475517285, 21999517, 167296942]",North 6th Street,residential,False,False,268.545,"LINESTRING (-90.159836 38.623394, -90.1595104 38.6236315, -90.1593115 38.6237765, -90.1589939 38.6240092, -90.1584987 38.6243694, -90.1583929 38.6244466, -90.158226 38.6245694, -90.15814 38.6246307, -90.1580524 38.6246961, -90.1579627 38.6247599, -90.1576677 38.6249744, -90.1575756 38.6250414)",,,,,
