osmid,name,highway,oneway,reversed,length,geometry,lanes,access,ref,maxspeed
13682237,East Lampkin Street,tertiary,False,False,185.076,"LINESTRING (-88.8139064 33.4627492, -88.8138191 33.46275, -88.8137078 33.4627511, -88.8134336 33.4627536, -88.813375 33.4627542, -88.8132247 33.4627556, -88.8130341 33.4627574, -88.8129356 33.4627583, -88.8127938 33.4627596, -88.8126637 33.4627608, -88.8123673 33.4627628, -88.8122877 33.4627626, -88.8119114 33.4627679)",,,,
13682237,East Lampkin Street,tertiary,False,True,120.041,"LINESTRING (-88.8139064 33.4627492, -88.8139895 33.4627481, -88.8143678 33.4627429, -88.8145499 33.4627405, -88.8146864 33.4627387, -88.8148437 33.4627388, -88.8151198 33.4627349, -88.8152003 33.4627338)",,,,
13682429,South Jackson Street,secondary,False,False,124.13,"LINESTRING (-88.8139064 33.4627492, -88.8139082 33.4628295, -88.8139213 33.4634053, -88.8139204 33.4637619, -88.8139212 33.4638654)",2,,,
13682429,South Jackson Street,secondary,False,True,173.935,"LINESTRING (-88.8139064 33.4627492, -88.8139046 33.4626899, -88.8139009 33.4625809, -88.8138868 33.4621632, -88.8138828 33.4618986, -88.8138646 33.4614033, -88.8138633 33.461332, -88.8138607 33.4612468, -88.8138598 33.4611855)",2,,,
13681412,East Main Street,tertiary,False,False,119.02499999999999,"LINESTRING (-88.8139212 33.4638654, -88.8140041 33.4638658, -88.8151188 33.4638712, -88.8152043 33.4638718)",,,,
13682429,South Jackson Street,secondary,False,True,124.13,"LINESTRING (-88.8139212 33.4638654, -88.8139204 33.4637619, -88.8139213 33.4634053, -88.8139082 33.4628295, -88.8139064 33.4627492)",2,,,
13682757,North Jackson Street,secondary,False,False,118.449,"LINESTRING (-88.8139212 33.4638654, -88.8139239 33.4639945, -88.8139164 33.4649306)",2,,,
497742021,University Drive,tertiary,False,False,167.493,"LINESTRING (-88.8139212 33.4638654, -88.8138358 33.4638646, -88.8132353 33.4638586, -88.8130784 33.4638602, -88.8130366 33.4638588, -88.812464 33.4638674, -88.8123673 33.4638685, -88.8121158 33.4638686)",2,yes,,
"[13681803, 1223122983]",North Montgomery Street,tertiary,False,True,219.31799999999998,"LINESTRING (-88.8102815 33.4678658, -88.8102568 33.466309, -88.8102545 33.4661669, -88.8102517 33.4659901, -88.8102502 33.4658936)","['3', '2']",,,
13681639,West Lampkin Street,tertiary,False,False,115.511,"LINESTRING (-88.8190302 33.4627241, -88.8189668 33.4627243, -88.8188941 33.4627245, -88.8185314 33.4627256, -88.8181161 33.4627269, -88.8178912 33.4627269, -88.817785 33.4627269)",,,,
