osmid,highway,junction,oneway,reversed,length,geometry,name,ref,lanes,maxspeed
18282425,residential,roundabout,True,False,16.685,"LINESTRING (-92.9842173 45.2791778, -92.9842487 45.2791578, -92.9842685 45.2791314, -92.9842744 45.2791083, -92.9842721 45.2790775, -92.9842432 45.2790477)",,,,
18299740,residential,,True,False,59.26900000000001,"LINESTRING (-92.9842173 45.2791778, -92.9842705 45.2791613, -92.984331 45.2791599, -92.9843935 45.2791662, -92.9844916 45.2791682, -92.9845772 45.2791595, -92.9846697 45.279144, -92.9847301 45.2791431, -92.9847803 45.2791456, -92.9848817 45.2791523, -92.9849615 45.2791693)",East Broadway Avenue,,,
18296629,residential,,False,False,184.863,"LINESTRING (-92.988766 45.2746639, -92.9864039 45.2746333)",Southwest 4th Avenue,,,
18306429,residential,,False,True,107.095,"LINESTRING (-92.988766 45.2746639, -92.9887695 45.2747241, -92.9887739 45.274784, -92.9887756 45.2748483, -92.9887788 45.2749426, -92.9887863 45.2751559, -92.9887909 45.2754583, -92.9887963 45.2755036, -92.9888051 45.2755429, -92.9888132 45.2755806, -92.9888285 45.2756244)",Southwest 4th Street,,,
18296629,residential,,False,True,184.863,"LINESTRING (-92.9864039 45.2746333, -92.988766 45.2746639)",Southwest 4th Avenue,,,
1005090413,unclassified,,False,True,106.269,"LINESTRING (-92.9864039 45.2746333, -92.9863602 45.2755885)",Southwest 2nd Street,,,
18296629,residential,,False,False,46.073,"LINESTRING (-92.9864039 45.2746333, -92.9861116 45.2746204, -92.9858157 45.2746176)",Southwest 4th Avenue,,,
630630820,unclassified,,False,False,105.958,"LINESTRING (-92.9858157 45.2746176, -92.9857675 45.2755699)",Southwest Centennial Drive,,,
18296629,residential,,False,True,46.073,"LINESTRING (-92.9858157 45.2746176, -92.9861116 45.2746204, -92.9864039 45.2746333)",Southwest 4th Avenue,,,
18297694,residential,,False,True,122.64,"LINESTRING (-92.9872919 45.276836, -92.9888583 45.2768748)",Southwest 2nd Avenue,,,
797244318,residential,,False,True,51.772,"LINESTRING (-92.9872919 45.276836, -92.9872918 45.2773016)",Southwest 3rd Street,,,
1004541267,residential,,False,False,76.499,"LINESTRING (-92.9872919 45.276836, -92.9863145 45.2768199)",Southwest 2nd Avenue,,,
797244319,residential,,False,False,136.861,"LINESTRING (-92.9872919 45.276836, -92.9872858 45.276105, -92.9872847 45.2759755, -92.9872816 45.2756052)",Southwest 3rd Street,,,
129998415,residential,,False,False,72.121,"LINESTRING (-92.9872816 45.2756052, -92.9863602 45.2755885)",Southwest 3rd Avenue,,,
129998415,residential,,False,True,121.06,"LINESTRING (-92.9872816 45.2756052, -92.9888285 45.2756244)",Southwest 3rd Avenue,,,
797244319,residential,,False,True,136.861,"LINESTRING (-92.9872816 45.2756052, -92.9872847 45.2759755, -92.9872858 45.276105, -92.9872919 45.276836)",Southwest 3rd Street,,,
18302672,residential,,False,False,107.743,"LINESTRING (-92.990132 45.28346, -92.988755 45.283446)",Northwest 4th Avenue,,,
18297357,residential,,False,True,214.014,"LINESTRING (-92.990132 45.28346, -92.990139 45.282459, -92.9901697 45.2815356)",Northwest 5th Street,,,
18297357,residential,,False,False,111.83,"LINESTRING (-92.9901626 45.2805299, -92.9901697 45.2815356)",Northwest 5th Street,,,
18297357,residential,,False,True,138.57999999999998,"LINESTRING (-92.9901626 45.2805299, -92.9901752 45.2796858, -92.9901946 45.2792839)",Northwest 5th Street,,,
18300048,residential,,False,False,107.71300000000001,"LINESTRING (-92.9901626 45.2805299, -92.9888832 45.2804959, -92.9887869 45.2804933)",Northwest 1st Avenue,,,
