osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge,junction
18254211,False,West School Street,tertiary,False,62.931,"LINESTRING (-93.229999 44.080683, -93.2307867 44.0806936)",,,,
18254211,False,West School Street,tertiary,True,17.175,"LINESTRING (-93.229999 44.080683, -93.229784 44.080681)",,,,
18254211,False,West School Street,tertiary,True,62.931,"LINESTRING (-93.2307867 44.0806936, -93.229999 44.080683)",,,,
18254213,False,West School Street,tertiary,False,201.488,"LINESTRING (-93.226005 44.080627, -93.228527 44.080661)",,,,
18255964,False,East School Street,tertiary,True,201.296,"LINESTRING (-93.226005 44.080627, -93.223485 44.080618)",,,,
233698274,False,South Cedar Avenue,tertiary,False,129.765,"LINESTRING (-93.226005 44.080627, -93.2260032 44.0813195, -93.226002 44.081794)",,,,
233698274,False,South Cedar Avenue,tertiary,True,120.64699999999999,"LINESTRING (-93.226005 44.080627, -93.2260075 44.0800902, -93.22601 44.079542)",,,,
18254213,False,West School Street,tertiary,False,100.432,"LINESTRING (-93.228527 44.080661, -93.229784 44.080681)",,,,
18254213,False,West School Street,tertiary,True,201.488,"LINESTRING (-93.228527 44.080661, -93.226005 44.080627)",,,,
233698265,False,South Oak Avenue,secondary,False,127.38499999999999,"LINESTRING (-93.228527 44.080661, -93.2285256 44.0813231, -93.2285234 44.0818066)",4,CR 45,,
18254211,False,West School Street,tertiary,False,17.175,"LINESTRING (-93.229784 44.080681, -93.229999 44.080683)",,,,
18254213,False,West School Street,tertiary,True,100.432,"LINESTRING (-93.229784 44.080681, -93.228527 44.080661)",,,,
18256783,False,Walnut Avenue South,residential,False,210.382,"LINESTRING (-93.229784 44.080681, -93.2297773 44.0822771, -93.229776 44.082573)",,,,
18255522,False,North Cedar Avenue,tertiary,False,110.15,"LINESTRING (-93.2259945 44.0847944, -93.225994 44.0849166, -93.2259922 44.0853117, -93.2259903 44.0857129, -93.22599 44.085785)",2,CR 1,,
18258058,True,West Broadway Street,tertiary,False,26.311,"LINESTRING (-93.2259945 44.0847944, -93.2260821 44.0847947, -93.2263239 44.0847957)",,,,
18255522,False,North Cedar Avenue,tertiary,False,105.746,"LINESTRING (-93.22599 44.085785, -93.2259897 44.0858679, -93.2259885 44.0862596, -93.2259872 44.0866648, -93.225987 44.086736)",2,CR 1,,
18255522,False,North Cedar Avenue,tertiary,True,110.15,"LINESTRING (-93.22599 44.085785, -93.2259903 44.0857129, -93.2259922 44.0853117, -93.225994 44.0849166, -93.2259945 44.0847944)",2,CR 1,,
18256997,False,West Vine Street,residential,True,202.42999999999998,"LINESTRING (-93.22599 44.085785, -93.2261262 44.0857858, -93.2280751 44.0857967, -93.2285243 44.0858031)",2,,,
18257515,False,East Vine Street,residential,True,200.877,"LINESTRING (-93.22599 44.085785, -93.2258641 44.0857848, -93.223475 44.085782)",,,,
18255522,False,North Cedar Avenue,tertiary,False,130.54399999999998,"LINESTRING (-93.225987 44.086736, -93.2259868 44.0868268, -93.2259858 44.0872132, -93.225984 44.08791)",2,CR 1,,
18255522,False,North Cedar Avenue,tertiary,True,105.746,"LINESTRING (-93.225987 44.086736, -93.2259872 44.0866648, -93.2259885 44.0862596, -93.2259897 44.0858679, -93.22599 44.085785)",2,CR 1,,
18257833,False,West Pearl Street,residential,False,161.155,"LINESTRING (-93.225987 44.086736, -93.2261171 44.0867364, -93.2280047 44.0867415)",2,,,
233808822,False,East Pearl Street,residential,True,200.634,"LINESTRING (-93.225987 44.086736, -93.225858 44.0867357, -93.223475 44.086731)",,,,
18255522,False,North Cedar Avenue,tertiary,True,130.544,"LINESTRING (-93.225984 44.08791, -93.2259858 44.0872132, -93.2259868 44.0868268, -93.225987 44.086736)",2,CR 1,,
18255756,False,West Rose Street,secondary,False,158.466,"LINESTRING (-93.225984 44.08791, -93.2265729 44.0879119, -93.227968 44.087923)",2,CR 19,,
18256345,False,East Rose Street,secondary,False,200.47000000000003,"LINESTRING (-93.225984 44.08791, -93.2253786 44.0879098, -93.2245544 44.0879095, -93.223474 44.087909)",2,CR 19,,
18256438,False,South Grove Avenue,tertiary,False,28.688,"LINESTRING (-93.220982 44.081522, -93.220981 44.08178)",,,,
233688584,False,South Grove Avenue,tertiary,True,101.412,"LINESTRING (-93.220982 44.081522, -93.2209839 44.0813077, -93.2209875 44.0806933, -93.220988 44.08061)",2,,,
18256438,False,South Grove Avenue,tertiary,True,28.688,"LINESTRING (-93.220981 44.08178, -93.220982 44.081522)",,,,
18257492,False,East Academy Street,residential,False,199.853,"LINESTRING (-93.220981 44.08178, -93.223483 44.081787)",,,,
18256438,False,South Grove Avenue,tertiary,False,106.08099999999999,"LINESTRING (-93.220981 44.08178, -93.2209776 44.0822598, -93.220977 44.082347, -93.220974 44.082734)",,,,
18255643,False,North Oak Avenue,secondary,False,111.072,"LINESTRING (-93.2285233 44.0848042, -93.2285234 44.0848983, -93.2285238 44.0853078, -93.2285243 44.0858031)",3,CR 45,,
18256734,False,South Oak Street,secondary,True,60.059,"LINESTRING (-93.2285233 44.0848042, -93.2285243 44.0847239, -93.2285249 44.0846784, -93.2285287 44.0843793, -93.2285302 44.0842641)",3,CR 45,,
233698943,False,West Broadway Street,tertiary,True,145.154,"LINESTRING (-93.2285233 44.0848042, -93.2283977 44.0848037, -93.2274639 44.0847999, -93.226706 44.0847968)",2,,,
