osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge
20211058,Old Route 209,residential,False,False,96.964,"LINESTRING (-74.360534 41.757105, -74.360762 41.75668, -74.360925 41.756284)",,,
20214993,Jenny Brook Road,residential,False,True,30.237000000000002,"LINESTRING (-74.360534 41.757105, -74.360393 41.75708, -74.360174 41.757068)",,,
20211058,Old Route 209,residential,False,False,192.48600000000002,"LINESTRING (-74.360925 41.756284, -74.361454 41.755014, -74.361515 41.754882, -74.36153 41.754722, -74.36152 41.754684, -74.361483 41.754628)",,,
20211058,Old Route 209,residential,False,True,96.964,"LINESTRING (-74.360925 41.756284, -74.360762 41.75668, -74.360534 41.757105)",,,
20227639,Piper Lane,residential,False,False,91.18799999999999,"LINESTRING (-74.360925 41.756284, -74.361669 41.756451, -74.361973 41.756531)",,,
20211058,Old Route 209,residential,False,True,192.486,"LINESTRING (-74.361483 41.754628, -74.36152 41.754684, -74.36153 41.754722, -74.361515 41.754882, -74.361454 41.755014, -74.360925 41.756284)",,,
416467744,United States Highway 209,trunk,False,False,336.788,"LINESTRING (-74.361483 41.754628, -74.361033 41.755133, -74.3597537 41.7564727, -74.359149 41.757106)",2,US 209;NY 55,
20212384,Geary Lane,residential,False,False,41.446,"LINESTRING (-74.358143 41.758153, -74.3580188 41.7580988, -74.3576904 41.7579967)",,,
696785232,United States Highway 209,trunk,False,False,104.26200000000001,"LINESTRING (-74.358143 41.758153, -74.3579972 41.758305, -74.357628 41.75869, -74.357382 41.758898)",2,US 209;NY 55,
"[696785232, 696785233, 416467753]",United States Highway 209,trunk,False,True,102.061,"LINESTRING (-74.358143 41.758153, -74.3583133 41.7579757, -74.3584791 41.7578031, -74.3588154 41.7574483, -74.3588553 41.7574046)",2,US 209;NY 55,yes
20212384,Geary Lane,residential,False,True,41.446,"LINESTRING (-74.3576904 41.7579967, -74.3580188 41.7580988, -74.358143 41.758153)",,,
416467744,United States Highway 209,trunk,False,False,34.331,"LINESTRING (-74.359149 41.757106, -74.358908 41.757357)",2,US 209;NY 55,
20214993,Jenny Brook Road,residential,False,False,85.326,"LINESTRING (-74.359149 41.757106, -74.359282 41.757101, -74.359728 41.757062, -74.359999 41.757059, -74.360174 41.757068)",,,
416467744,United States Highway 209,trunk,False,True,336.788,"LINESTRING (-74.359149 41.757106, -74.3597537 41.7564727, -74.361033 41.755133, -74.361483 41.754628)",2,US 209;NY 55,
20214993,Jenny Brook Road,residential,False,False,30.237000000000002,"LINESTRING (-74.360174 41.757068, -74.360393 41.75708, -74.360534 41.757105)",,,
20214993,Jenny Brook Road,residential,False,True,85.326,"LINESTRING (-74.360174 41.757068, -74.359999 41.757059, -74.359728 41.757062, -74.359282 41.757101, -74.359149 41.757106)",,,
20241579,Tompkins Trail,residential,False,False,275.197,"LINESTRING (-74.360174 41.757068, -74.360205 41.757319, -74.360239 41.757726, -74.360291 41.757847, -74.360358 41.757918, -74.360664 41.75815, -74.360866 41.758322, -74.3612 41.75864, -74.361713 41.75905, -74.361761 41.759124)",,,
416467744,United States Highway 209,trunk,False,True,34.331,"LINESTRING (-74.358908 41.757357, -74.359149 41.757106)",2,US 209;NY 55,
416467753,United States Highway 209,trunk,False,False,6.865,"LINESTRING (-74.358908 41.757357, -74.3588553 41.7574046)",2,US 209;NY 55,
20218273,Carpenter Lane,residential,False,False,54.837999999999994,"LINESTRING (-74.356131 41.759457, -74.356099 41.759352, -74.3560074 41.7591642, -74.355974 41.7590877, -74.3558865 41.7590052)",,,
50097574,United States Highway 209,trunk,False,False,200.279,"LINESTRING (-74.356131 41.759457, -74.35574 41.759538, -74.355684 41.759548, -74.355407 41.759599, -74.3552124 41.7596368, -74.3549833 41.7596813, -74.354758 41.759721, -74.3546056 41.7597543, -74.35417 41.759856, -74.353812 41.759954)",2,US 209;NY 55,
