osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,bridge,junction
15199874,Cross Street,residential,False,True,100.68299999999999,"LINESTRING (-98.1253572 29.7000902, -98.1255424 29.6998891, -98.1260083 29.6993831)",,,,,
15192829,North Academy Avenue,residential,False,False,77.767,"LINESTRING (-98.128966 29.701395, -98.1283349 29.7009607)",,,,,
15193547,West Bridge Street,residential,False,True,204.509,"LINESTRING (-98.128966 29.701395, -98.1302862 29.6999571)",,,,,
15193547,West Bridge Street,residential,False,False,252.83899999999997,"LINESTRING (-98.128966 29.701395, -98.1282969 29.7021655, -98.1282799 29.7021834, -98.1279656 29.7025261, -98.127852 29.7026499, -98.1275522 29.7029765, -98.1274356 29.7031035, -98.1274102 29.7031306, -98.1273565 29.703188)",,,,,
15192829,North Academy Avenue,residential,False,True,77.767,"LINESTRING (-98.1283349 29.7009607, -98.128966 29.701395)",,,,,
15192829,North Academy Avenue,residential,False,False,140.73,"LINESTRING (-98.1283349 29.7009607, -98.1281748 29.7008508, -98.1278626 29.7006418, -98.1275826 29.7004543, -98.1272829 29.7002536, -98.1271831 29.7001856)",,,,,
15193580,West Mill Street,residential,False,False,253.57899999999998,"LINESTRING (-98.1283349 29.7009607, -98.128048 29.7012769, -98.1278198 29.7015284, -98.1276434 29.701723, -98.1274378 29.7019485, -98.127309 29.70209, -98.1272962 29.7021042, -98.1270368 29.702392, -98.1267526 29.702689, -98.1266994 29.7027445)",,,,,
15193580,West Mill Street,residential,False,True,269.119,"LINESTRING (-98.1283349 29.7009607, -98.1286634 29.7006025, -98.1291939 29.7000241, -98.1293 29.6999083, -98.1294918 29.6996989, -98.1296042 29.6995762, -98.1297194 29.6994505, -98.1298335 29.6993259, -98.1299538 29.6991946, -98.1300704 29.6990673)",,,,,
15192829,North Academy Avenue,residential,False,True,140.73,"LINESTRING (-98.1271831 29.7001856, -98.1272829 29.7002536, -98.1275826 29.7004543, -98.1278626 29.7006418, -98.1281748 29.7008508, -98.1283349 29.7009607)",,,,,
15202686,South Academy Avenue,residential,False,False,144.363,"LINESTRING (-98.1271831 29.7001856, -98.127081 29.7001107, -98.1270288 29.7000753, -98.1267445 29.6998825, -98.1266666 29.6998296, -98.1260083 29.6993831)",,,,,
709154928,West San Antonio Street,secondary,False,False,116.6,"LINESTRING (-98.1271831 29.7001856, -98.1270568 29.7003231, -98.1269667 29.7004211, -98.1268915 29.700503, -98.1267052 29.7007058, -98.1266028 29.7008172, -98.1265325 29.7008937, -98.1264882 29.700942, -98.1264301 29.7010052)",,,,,
709154928,West San Antonio Street,secondary,False,True,213.331,"LINESTRING (-98.1271831 29.7001856, -98.1272933 29.7000576, -98.1273858 29.6999564, -98.1275217 29.6998072, -98.1275953 29.6997275, -98.127786 29.6995167, -98.1279531 29.699332, -98.1280645 29.6992131, -98.1281398 29.6991291, -98.1282688 29.6989913, -98.1283457 29.6989118, -98.1284473 29.6988052, -98.1285635 29.6986883)",,,,,
15193257,East San Antonio Street,secondary,True,False,33.465,"LINESTRING (-98.1240611 29.7036122, -98.1242284 29.7035001, -98.1243327 29.7034254)",25 mph,,,,
178824652,East San Antonio Street,secondary,False,False,51.5,"LINESTRING (-98.1240611 29.7036122, -98.1238851 29.7038025, -98.1237272 29.7039733)",30 mph,,,,
15202099,Comal Avenue,residential,False,False,81.423,"LINESTRING (-98.1237272 29.7039733, -98.1236222 29.7039022, -98.1231041 29.7035513, -98.1231013 29.7035494, -98.1230625 29.7035229)",30 mph,,,,
178824652,East San Antonio Street,secondary,False,False,87.23899999999999,"LINESTRING (-98.1237272 29.7039733, -98.123696 29.7040076, -98.12348 29.7042453, -98.1234596 29.7042678, -98.1234452 29.7042828, -98.1232341 29.7045161, -98.1231677 29.7045892)",30 mph,,,,
178824652,East San Antonio Street,secondary,False,True,51.5,"LINESTRING (-98.1237272 29.7039733, -98.1238851 29.7038025, -98.1240611 29.7036122)",30 mph,,,,
15200192,North Market Avenue,residential,False,True,140.457,"LINESTRING (-98.1231677 29.7045892, -98.1232669 29.7046565, -98.1236911 29.704944, -98.1237895 29.7050106, -98.123843 29.7050468, -98.1243143 29.7053662)",,,,,
178824652,East San Antonio Street,secondary,False,False,103.205,"LINESTRING (-98.1231677 29.7045892, -98.123123 29.7046381, -98.1229342 29.704844, -98.1228115 29.7049778, -98.1226438 29.7051607, -98.1225021 29.7053153)",30 mph,,,,
178824652,East San Antonio Street,secondary,False,True,87.23899999999999,"LINESTRING (-98.1231677 29.7045892, -98.1232341 29.7045161, -98.1234452 29.7042828, -98.1234596 29.7042678, -98.12348 29.7042453, -98.123696 29.7040076, -98.1237272 29.7039733)",30 mph,,,,
949226911,South Market Avenue,residential,False,False,81.80000000000001,"LINESTRING (-98.1231677 29.7045892, -98.1230631 29.7045162, -98.1229637 29.7044488, -98.1225014 29.7041351)",,,,,
742190617,East San Antonio Street,secondary,False,False,32.857,"LINESTRING (-98.1225021 29.7053153, -98.1222917 29.7055475)",30 mph,,,,
15203988,North Gilbert Avenue,residential,False,False,13.578000000000001,"LINESTRING (-98.1225021 29.7053153, -98.1226026 29.7053857, -98.1226113 29.7053922)",,,,,
178824652,East San Antonio Street,secondary,False,True,103.205,"LINESTRING (-98.1225021 29.7053153, -98.1226438 29.7051607, -98.1228115 29.7049778, -98.1229342 29.704844, -98.123123 29.7046381, -98.1231677 29.7045892)",30 mph,,,,
742190617,East San Antonio Street,secondary,False,True,32.857,"LINESTRING (-98.1222917 29.7055475, -98.1225021 29.7053153)",30 mph,,,,
15202342,South Gilbert Avenue,residential,False,False,106.899,"LINESTRING (-98.1222917 29.7055475, -98.1221642 29.7054615, -98.1220827 29.7054065, -98.1215918 29.7050758, -98.1214932 29.7050094, -98.1214172 29.7049582)",,,,,
709154928,West San Antonio Street,secondary,False,False,213.33099999999996,"LINESTRING (-98.1285635 29.6986883, -98.1284473 29.6988052, -98.1283457 29.6989118, -98.1282688 29.6989913, -98.1281398 29.6991291, -98.1280645 29.6992131, -98.1279531 29.699332, -98.127786 29.6995167, -98.1275953 29.6997275, -98.1275217 29.6998072, -98.1273858 29.6999564, -98.1272933 29.7000576, -98.1271831 29.7001856)",,,,,
