osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel
"[473860288, 473860289, 473476559]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,False,184.514,"LINESTRING (-77.5206105 40.0506, -77.5205312 40.0506281, -77.5201867 40.0507505, -77.5196119 40.0509547, -77.5195797 40.0509661, -77.51905 40.0511646, -77.5187081 40.0512927, -77.5186533 40.0513132)",
"[473476560, 473476566, 66062742]","['3', '2']",US 11;PA 533;PA 696,West King Street,primary,25 mph,False,True,333.232,"LINESTRING (-77.5206105 40.0506, -77.5206932 40.0505688, -77.5210424 40.050437, -77.5215634 40.0502403, -77.521605 40.0502246, -77.5222593 40.0499777, -77.5223116 40.049958, -77.5224715 40.0498974, -77.5226329 40.0498319, -77.5228038 40.0497601, -77.5236042 40.0494078, -77.5239911 40.0492376, -77.5240715 40.0492022)",
"[1220587176, 473476561]","['3', '2']",,South Earl Street,tertiary,,False,True,184.88599999999997,"LINESTRING (-77.5206105 40.0506, -77.520562 40.0505185, -77.5203994 40.0502456, -77.5201509 40.0498284, -77.519704 40.049089)",
"[1017241289, 473476562]","['3', '2']",PA 696,North Earl Street,primary,,False,False,179.81799999999998,"LINESTRING (-77.5206105 40.0506, -77.5206595 40.0506813, -77.5209408 40.0511478, -77.521063 40.0513506, -77.521505 40.052065)",
12346021,,,North Penn Street,residential,,False,False,178.19799999999998,"LINESTRING (-77.5186533 40.0513132, -77.518693 40.0513823, -77.519084 40.052063, -77.5193168 40.0524479, -77.519514 40.052774)",
"[473860282, 473860284]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,False,178.321,"LINESTRING (-77.5186533 40.0513132, -77.5185879 40.0513377, -77.5177414 40.0516544, -77.5177052 40.051668, -77.5171583 40.0518726, -77.5168454 40.0519897, -77.5167711 40.0520175)",
"[473860288, 473860289, 473476559]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,True,184.51399999999998,"LINESTRING (-77.5186533 40.0513132, -77.5187081 40.0512927, -77.51905 40.0511646, -77.5195797 40.0509661, -77.5196119 40.0509547, -77.5201867 40.0507505, -77.5205312 40.0506281, -77.5206105 40.0506)",
12350070,2,,South Prince Street,tertiary,,False,True,183.69799999999998,"LINESTRING (-77.5167711 40.0520175, -77.516724 40.051939, -77.5163103 40.0512488, -77.515871 40.050516)",
"[473860280, 473860281, 473860279]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,False,183.69,"LINESTRING (-77.5167711 40.0520175, -77.5166924 40.0520469, -77.5164956 40.0521205, -77.5163897 40.0521653, -77.5162885 40.0522156, -77.5161872 40.0522752, -77.5160951 40.0523401, -77.5154209 40.0528498, -77.5151841 40.0530289, -77.5151297 40.05307)",
"[473860282, 473860284]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,True,178.321,"LINESTRING (-77.5167711 40.0520175, -77.5168454 40.0519897, -77.5171583 40.0518726, -77.5177052 40.051668, -77.5177414 40.0516544, -77.5185879 40.0513377, -77.5186533 40.0513132)",
"[473860274, 473860286]","['3', '2']",,North Prince Street,tertiary,,False,False,176.808,"LINESTRING (-77.5167711 40.0520175, -77.5168145 40.0520877, -77.5170638 40.0524916, -77.5171695 40.0526627, -77.5172373 40.0527631, -77.5175596 40.0531096, -77.517718 40.05328, -77.51781 40.053388)",
12355753,,,North Washington Street,residential,,False,False,179.905,"LINESTRING (-77.5151297 40.05307, -77.5152135 40.0531337, -77.515898 40.053654, -77.516215 40.053901, -77.516615 40.054221)",
"[473860280, 473860281, 473860279]","['3', '2']",US 11;PA 533,East King Street,primary,25 mph,False,True,183.69000000000003,"LINESTRING (-77.5151297 40.05307, -77.5151841 40.0530289, -77.5154209 40.0528498, -77.5160951 40.0523401, -77.5161872 40.0522752, -77.5162885 40.0522156, -77.5163897 40.0521653, -77.5164956 40.0521205, -77.5166924 40.0520469, -77.5167711 40.0520175)",
12332966,,,,residential,,False,False,56.275000000000006,"LINESTRING (-77.523467 40.053581, -77.5232636 40.053643, -77.523068 40.053709, -77.5228589 40.0537795)",
12361384,,,Spring House Road,residential,,False,True,280.99800000000005,"LINESTRING (-77.523467 40.053581, -77.5235 40.053618, -77.52355 40.053647, -77.523595 40.053659, -77.523641 40.053663, -77.523703 40.053654, -77.524258 40.053469, -77.524478 40.053384, -77.524609 40.053328, -77.524818 40.053231, -77.52496 40.053148, -77.525024 40.053102, -77.525191 40.052967, -77.525238 40.052929, -77.5257186 40.0524958, -77.525928 40.052307, -77.526026 40.052238)",
12362739,,,North Seneca Street,residential,,False,False,77.03999999999999,"LINESTRING (-77.523467 40.053581, -77.523454 40.053555, -77.523448 40.053507, -77.523453 40.053483, -77.523473 40.053414, -77.523473 40.053333, -77.523466 40.053298, -77.523444 40.053242, -77.523295 40.053013, -77.523246 40.05293)",
12332966,,,,residential,,False,True,56.275,"LINESTRING (-77.5228589 40.0537795, -77.523068 40.053709, -77.5232636 40.053643, -77.523467 40.053581)",
1220587177,2,,South Prince Street,residential,,False,False,55.9,"LINESTRING (-77.514813 40.048907, -77.514873 40.049006, -77.515132 40.049346)",
11899102,,PA 696,South Fayette Street,primary,,False,False,163.33,"LINESTRING (-77.5223227 40.0464938, -77.522536 40.04673, -77.522644 40.046873, -77.522669 40.046905, -77.523311 40.047752)",
12347386,,,West Garfield Street,residential,,False,False,134.96099999999998,"LINESTRING (-77.5223227 40.0464938, -77.522208 40.046495, -77.521338 40.046842, -77.52091 40.0470243)",
12347386,,,West Garfield Street,residential,,False,True,112.49799999999999,"LINESTRING (-77.5223227 40.0464938, -77.5226964 40.0465229, -77.522844 40.046522, -77.5228549 40.0465214, -77.5230069 40.0465132, -77.523211 40.046492, -77.5233747 40.046469, -77.523631 40.046425)",
11899102,,PA 696,South Fayette Street,primary,,False,False,170.441,"LINESTRING (-77.523311 40.047752, -77.523621 40.048159, -77.5237586 40.0483404, -77.5242655 40.0489694, -77.524343 40.0490654)",
11899102,,PA 696,South Fayette Street,primary,,False,True,163.33,"LINESTRING (-77.523311 40.047752, -77.522669 40.046905, -77.522644 40.046873, -77.522536 40.04673, -77.5223227 40.0464938)",
"[12362905, 12364405]",,,"['East Orange Street', 'West Orange Street']",tertiary,,False,False,250.80200000000002,"LINESTRING (-77.523311 40.047752, -77.523022 40.047864, -77.522782 40.047957, -77.5221993 40.0481679, -77.5218594 40.048291, -77.521655 40.048365, -77.520658 40.048733)",
12364405,,,West Orange Street,tertiary,,False,True,85.88300000000001,"LINESTRING (-77.523311 40.047752, -77.523738 40.047599, -77.524207 40.047398)",
473476567,4,US 11;PA 533;PA 696,West King Street,primary,25 mph,False,False,27.667,"LINESTRING (-77.524343 40.0490654, -77.5240715 40.0492022)",
11899102,,PA 696,South Fayette Street,primary,,False,True,170.44100000000003,"LINESTRING (-77.524343 40.0490654, -77.5242655 40.0489694, -77.5237586 40.0483404, -77.523621 40.048159, -77.523311 40.047752)",
"[473476568, 473476569, 12339269]","['3', '2']",US 11;PA 533,West King Street,primary,25 mph,False,True,144.623,"LINESTRING (-77.524343 40.0490654, -77.5244097 40.0490318, -77.5248155 40.0488274, -77.525499 40.048483, -77.5257053 40.0483791, -77.5257623 40.0483504)",
12338880,,,West Burd Street,residential,,False,False,112.093,"LINESTRING (-77.526385 40.05016, -77.525929 40.050376, -77.525587 40.050539, -77.525264 40.050689)",
12361842,2,,Roxbury Road,tertiary,35 mph,False,False,102.69699999999999,"LINESTRING (-77.526385 40.05016, -77.526336 40.050062, -77.52631 40.049972, -77.526297 40.049887, -77.526296 40.049802, -77.526309 40.049727, -77.52635 40.049577, -77.52638 40.049485, -77.526397 40.049392, -77.526395 40.049341, -77.526376 40.049255)",
12338880,,,West Burd Street,residential,,False,False,48.003,"LINESTRING (-77.525264 40.050689, -77.525243 40.050705, -77.52508 40.050779, -77.524769 40.050893)",
12338880,,,West Burd Street,residential,,False,True,112.09299999999999,"LINESTRING (-77.525264 40.050689, -77.525587 40.050539, -77.525929 40.050376, -77.526385 40.05016)",
12347238,,,North Fayette Street,residential,,False,True,58.911,"LINESTRING (-77.525264 40.050689, -77.525197 40.050598, -77.524899 40.050239)",
12338880,,,West Burd Street,residential,,False,False,213.402,"LINESTRING (-77.524769 40.050893, -77.524613 40.050951, -77.524418 40.051024, -77.524168 40.051118, -77.52373 40.051281, -77.523165 40.051478, -77.5225 40.051709)",
12338880,,,West Burd Street,residential,,False,True,48.003,"LINESTRING (-77.524769 40.050893, -77.52508 40.050779, -77.525243 40.050705, -77.525264 40.050689)",
12347235,,,North Fayette Street,residential,,False,False,188.49900000000002,"LINESTRING (-77.524769 40.050893, -77.525153 40.051556, -77.525279 40.051747, -77.525313 40.051784, -77.525376 40.051835, -77.525572 40.051968, -77.526026 40.052238)",
12338880,,,West Burd Street,residential,,False,False,93.485,"LINESTRING (-77.5225 40.051709, -77.521505 40.052065)",
12338880,,,West Burd Street,residential,,False,True,213.40200000000002,"LINESTRING (-77.5225 40.051709, -77.523165 40.051478, -77.52373 40.051281, -77.524168 40.051118, -77.524418 40.051024, -77.524613 40.050951, -77.524769 40.050893)",
12362739,,,North Seneca Street,residential,,False,False,85.43900000000001,"LINESTRING (-77.5225 40.051709, -77.5223568 40.0514836, -77.5222363 40.0512939, -77.5221375 40.0511385, -77.522061 40.051018)",
12362739,,,North Seneca Street,residential,,False,True,149.887,"LINESTRING (-77.5225 40.051709, -77.5227246 40.0520716, -77.522894 40.052345, -77.523026 40.052561, -77.523246 40.05293)",
12338880,,,West Burd Street,residential,,False,True,93.485,"LINESTRING (-77.521505 40.052065, -77.5225 40.051709)",
1017241289,2,PA 696,North Earl Street,primary,,False,False,150.469,"LINESTRING (-77.521505 40.052065, -77.521548 40.052147, -77.52182 40.052592, -77.52192 40.052756, -77.522019 40.052921, -77.522239 40.0532959)",
"[1017241289, 473476562]","['3', '2']",PA 696,North Earl Street,primary,,False,True,179.81799999999998,"LINESTRING (-77.521505 40.052065, -77.521063 40.0513506, -77.5209408 40.0511478, -77.5206595 40.0506813, -77.5206105 40.0506)",
12347387,,,Locust Street,residential,,False,True,67.288,"LINESTRING (-77.5245268 40.0479514, -77.524207 40.047398)",
12340270,2,,South Spring Street,residential,,False,False,95.14999999999999,"LINESTRING (-77.5251139 40.0476541, -77.5256765 40.0482739, -77.5256923 40.0482913, -77.5257623 40.0483504)",
12340416,2,,North Spring Street,tertiary,35 mph,False,True,17.74,"LINESTRING (-77.526295 40.049108, -77.526376 40.049255)",
12340416,2,,North Spring Street,tertiary,35 mph,False,False,96.026,"LINESTRING (-77.526295 40.049108, -77.5262173 40.0489671, -77.526159 40.0488782, -77.5258519 40.0484353, -77.5258363 40.0484128, -77.5257623 40.0483504)",
