osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,junction,maxspeed,tunnel
30790768,Strada di i Pastori,residential,False,False,10.334,"LINESTRING (8.9490974 42.6213085, 8.9490087 42.6212984, 8.9489726 42.6212942)",,,,,
"[300498992, 60333688]",Strada di u Munticellu,tertiary,False,False,722.124,"LINESTRING (8.9490974 42.6213085, 8.9491399 42.6212604, 8.9492196 42.6212346, 8.9493083 42.6212377, 8.9502149 42.6213714, 8.9510089 42.6214704, 8.9512177 42.6214874, 8.9513166 42.6214955, 8.9516841 42.6215081, 8.9519063 42.6214515, 8.9524618 42.6212126, 8.9526241 42.6211182, 8.9526993 42.6210612, 8.9527694 42.6209547, 8.9527865 42.6208667, 8.9527865 42.6207472, 8.952753 42.6206703, 8.9526604 42.6205322, 8.9522481 42.6200968, 8.9519879 42.6198793, 8.9516925 42.6196995, 8.9515433 42.6196022, 8.9514434 42.6195353, 8.9513952 42.6194612, 8.9514059 42.6193606, 8.9515901 42.6191059, 8.9522109 42.6182086, 8.9522977 42.6181384, 8.9523802 42.6181192, 8.9524583 42.61812, 8.9525277 42.6181346)",2,D 63,,,
60333688,Strada di u Munticellu,tertiary,False,True,628.9230000000001,"LINESTRING (8.955376 42.6159686, 8.9553916 42.6160068, 8.9554269 42.6161802, 8.9554475 42.6162642, 8.9554699 42.6163954, 8.9555533 42.6171387, 8.9555888 42.6172565, 8.9556111 42.6172859, 8.9556532 42.6173414, 8.9556711 42.6173583, 8.9557417 42.6174253, 8.9558972 42.6175487, 8.956105 42.6177485, 8.9561848 42.6178696, 8.9562334 42.6179431, 8.9562605 42.6180339, 8.9562656 42.6181208, 8.956251 42.6182449, 8.9562175 42.6183476, 8.9561404 42.6184235, 8.9555864 42.6187855, 8.9554966 42.6188441, 8.9554015 42.6188959, 8.9553022 42.6189156, 8.9552352 42.6189077, 8.9551579 42.6188845, 8.9548126 42.6187616, 8.9547927 42.6187545, 8.9546364 42.6187222, 8.9543561 42.6187189, 8.954165 42.618715, 8.9539746 42.618664, 8.9537337 42.618561, 8.9534087 42.6184374, 8.9530719 42.6183375, 8.9527678 42.6182286, 8.9527524 42.6182231, 8.9525277 42.6181346)",,D 63,,,
980706234,,tertiary,True,False,5.188000000000001,"LINESTRING (8.955376 42.6159686, 8.9553547 42.615973, 8.9553341 42.6159722, 8.9553149 42.6159666)",,,roundabout,,
667019016,Piazza San Sebastianu,tertiary,False,True,78.44,"LINESTRING (8.9550781 42.617149, 8.955014 42.6175305, 8.9550013 42.6176094, 8.9549768 42.6177618, 8.954949 42.6177931, 8.9548864 42.6178143)",,D 263,,,
1243599768,Piazza San Sebastianu,residential,False,True,10.574,"LINESTRING (8.9550781 42.617149, 8.9550021 42.6171371, 8.9549662 42.6171099)",,,,,
1243599776,Stretta Fanfan Mattei,tertiary,False,False,133.535,"LINESTRING (8.9550781 42.617149, 8.9551655 42.6166924, 8.9552029 42.6163758, 8.9552709 42.616092, 8.9552772 42.6160088, 8.9552927 42.6159914, 8.9553149 42.6159666)",,D 263,,,
"[1243599753, 980706235]",Strada di u Reginu,tertiary,False,True,350.4829999999999,"LINESTRING (8.9590314 42.6146852, 8.9586864 42.6148353, 8.9579829 42.6150481, 8.9575337 42.6151629, 8.9571506 42.6151951, 8.9562407 42.6152211, 8.955942 42.6152673, 8.9557762 42.6153512, 8.9556672 42.6154467, 8.9555398 42.6155775, 8.9554407 42.6156943, 8.955363 42.6158224, 8.9553452 42.615878)",,D 63,,,
1243599756,,unclassified,False,False,134.107,"LINESTRING (8.9590314 42.6146852, 8.9589932 42.6146663, 8.9588484 42.6146571, 8.9587261 42.6146747, 8.9585574 42.6147513, 8.9582058 42.614816, 8.9579135 42.6148284, 8.9574473 42.6147881)",,,,,
295875383,Strada di San Francescu,residential,False,True,272.35,"LINESTRING (8.9574473 42.6147881, 8.9572277 42.6147886, 8.9567308 42.6148262, 8.9564603 42.6148055, 8.9563831 42.6147996, 8.9560167 42.6147739, 8.9557153 42.6148103, 8.9555358 42.6148888, 8.9553412 42.6149761, 8.9552551 42.6149836, 8.9551313 42.61509, 8.9550061 42.6153154, 8.9549259 42.6154998, 8.9548503 42.6156969)",,,,,
