osmid,highway,oneway,reversed,length,name,geometry,lanes,ref
20891215,unclassified,False,False,14.883,,"LINESTRING (-94.9209921 29.393341, -94.9209882 29.3932072)",,
20892451,residential,False,True,14.634,15th Street North,"LINESTRING (-94.9161955 29.3933694, -94.9161944 29.3932378)",,
20892451,residential,False,False,184.764,15th Street North,"LINESTRING (-94.9161955 29.3933694, -94.9161968 29.3935895, -94.9161978 29.3937437, -94.9162056 29.395031)",,
186535707,primary,True,False,464.72800000000007,9th Avenue North,"LINESTRING (-94.9161955 29.3933694, -94.9169039 29.3933668, -94.9176809 29.3933639, -94.9185011 29.3933609, -94.919376 29.3933577, -94.9194664 29.3933524, -94.9206821 29.3933442, -94.9209921 29.393341)",3,FM 1764
20903774,tertiary,False,True,160.236,13th Avenue North,"LINESTRING (-94.916216 29.397164, -94.914562 29.397169)",,
20892451,residential,False,False,110.529,15th Street North,"LINESTRING (-94.916216 29.397164, -94.916219 29.397675, -94.916221 29.398158)",,
20892451,residential,False,True,237.18099999999998,15th Street North,"LINESTRING (-94.916216 29.397164, -94.916207 29.395267, -94.9162056 29.395031)",,
20903774,tertiary,False,False,262.877,13th Avenue North,"LINESTRING (-94.916216 29.397164, -94.9188153 29.397166, -94.9189295 29.3971661)",,
20894060,residential,False,False,263.416,14th Avenue North,"LINESTRING (-94.916221 29.398158, -94.91894 29.398138)",,
20894060,residential,False,True,160.045,14th Avenue North,"LINESTRING (-94.916221 29.398158, -94.914569 29.398169)",,
20892451,residential,False,False,104.30199999999999,15th Street North,"LINESTRING (-94.916221 29.398158, -94.916223 29.398611, -94.916225 29.399096)",,
20892451,residential,False,True,110.529,15th Street North,"LINESTRING (-94.916221 29.398158, -94.916219 29.397675, -94.916216 29.397164)",,
20903126,residential,False,False,264.281,15th Avenue North,"LINESTRING (-94.916225 29.399096, -94.918953 29.399082)",,
20903126,residential,False,True,160.428,15th Avenue North,"LINESTRING (-94.916225 29.399096, -94.914569 29.399104)",,
20892451,residential,False,False,109.195,15th Street North,"LINESTRING (-94.916225 29.399096, -94.916227 29.399564, -94.916229 29.400078)",,
20892451,residential,False,True,104.30199999999999,15th Street North,"LINESTRING (-94.916225 29.399096, -94.916223 29.398611, -94.916221 29.398158)",,
20892578,unclassified,False,False,265.151,16th Avenue North,"LINESTRING (-94.916229 29.400078, -94.918966 29.400063)",,
20892578,unclassified,False,True,186.584,16th Avenue North,"LINESTRING (-94.916229 29.400078, -94.914303 29.400088)",,
20892451,residential,False,True,109.195,15th Street North,"LINESTRING (-94.916229 29.400078, -94.916227 29.399564, -94.916225 29.399096)",,
20892538,residential,False,False,108.076,16th Street North,"LINESTRING (-94.9189295 29.3971661, -94.9189293 29.3972623, -94.918934 29.397653, -94.91894 29.398138)",,
20903774,tertiary,False,False,326.64399999999995,13th Avenue North,"LINESTRING (-94.9189295 29.3971661, -94.9190046 29.3971656, -94.9190455 29.3971653, -94.9192564 29.3971639, -94.9196651 29.3971528, -94.9205395 29.3971502, -94.921522 29.3971473, -94.9217485 29.3971466, -94.922301 29.397145)",,
20903774,tertiary,False,True,262.877,13th Avenue North,"LINESTRING (-94.9189295 29.3971661, -94.9188153 29.397166, -94.916216 29.397164)",,
20894060,residential,False,True,263.416,14th Avenue North,"LINESTRING (-94.91894 29.398138, -94.916221 29.398158)",,
20892538,residential,False,False,104.976,16th Street North,"LINESTRING (-94.91894 29.398138, -94.918946 29.398597, -94.918953 29.399082)",,
20892538,residential,False,True,108.076,16th Street North,"LINESTRING (-94.91894 29.398138, -94.918934 29.397653, -94.9189293 29.3972623, -94.9189295 29.3971661)",,
20894060,residential,False,False,326.0,14th Avenue North,"LINESTRING (-94.91894 29.398138, -94.919248 29.398136, -94.922305 29.398114)",,
20903126,residential,False,True,264.281,15th Avenue North,"LINESTRING (-94.918953 29.399082, -94.916225 29.399096)",,
