osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,junction
6363165,2,163rd Place Northeast,unclassified,False,False,115.28800000000001,"LINESTRING (-122.1228483 47.6697137, -122.1228478 47.6698126, -122.1228459 47.6702016, -122.1228457 47.6702569, -122.1228449 47.6704056, -122.1228437 47.6706603, -122.1228433 47.6707505)",,,,
6458946,2,Northeast 73rd Way,unclassified,False,False,99.666,"LINESTRING (-122.1228483 47.6697137, -122.122718 47.6697134, -122.1220763 47.6697123, -122.121655 47.6697116, -122.1215173 47.6697105)",,,,
6458946,2,Northeast 73rd Way,unclassified,False,True,71.76400000000001,"LINESTRING (-122.1228483 47.6697137, -122.1229766 47.6697139, -122.12329 47.6697144, -122.123313 47.6697145, -122.123354 47.6697145, -122.1238067 47.6697153)",,,,
6363165,2,163rd Place Northeast,unclassified,False,True,115.288,"LINESTRING (-122.1228433 47.6707505, -122.1228437 47.6706603, -122.1228449 47.6704056, -122.1228457 47.6702569, -122.1228459 47.6702016, -122.1228478 47.6698126, -122.1228483 47.6697137)",,,,
6442925,2,Northeast 74th Street,unclassified,False,False,99.82900000000001,"LINESTRING (-122.1228433 47.6707505, -122.122717 47.6707501, -122.122073 47.670748, -122.1216229 47.6707463, -122.1215101 47.6707454)",10 mph,,,
"[6442925, 1154853950]","['3', '2']",Northeast 74th Street,unclassified,False,True,105.902,"LINESTRING (-122.1228433 47.6707505, -122.122967 47.6707509, -122.1237529 47.6707535, -122.1238323 47.6707537, -122.124072 47.6707455, -122.1242571 47.6707393)",10 mph,,,
"[350634696, 1196762410, 1196762411, 84964932]","['3', '2']",159th Place Northeast,residential,False,False,275.036,"LINESTRING (-122.1278034 47.6733379, -122.127806 47.6732445, -122.1278065 47.6732169, -122.1278142 47.6729031, -122.1278175 47.6727685, -122.1278239 47.6725093, -122.1278247 47.6724775, -122.1278224 47.6724648, -122.1278322 47.6721766, -122.1278309 47.6720145, -122.1278183 47.6719314, -122.1277907 47.6718471, -122.1277488 47.671764, -122.1276773 47.671639, -122.1276222 47.6715581, -122.1275637 47.6714863, -122.1275391 47.671453, -122.1274116 47.6712749, -122.127393 47.6712489, -122.1273429 47.6711902, -122.1272089 47.6710368, -122.1271518 47.6709691)",,,,
"[428044610, 428044620, 428044607]",3,Bear Creek Parkway,secondary,False,True,108.74099999999999,"LINESTRING (-122.1278034 47.6733379, -122.1276868 47.6733278, -122.1273861 47.6733002, -122.1273473 47.6732979, -122.1270473 47.6732798, -122.1267776 47.6732636, -122.126561 47.6732304, -122.1263681 47.6731997)",,,,
"[350634696, 1196762410, 1196762411, 84964932]","['3', '2']",159th Place Northeast,residential,False,True,275.036,"LINESTRING (-122.1271518 47.6709691, -122.1272089 47.6710368, -122.1273429 47.6711902, -122.127393 47.6712489, -122.1274116 47.6712749, -122.1275391 47.671453, -122.1275637 47.6714863, -122.1276222 47.6715581, -122.1276773 47.671639, -122.1277488 47.671764, -122.1277907 47.6718471, -122.1278183 47.6719314, -122.1278309 47.6720145, -122.1278322 47.6721766, -122.1278224 47.6724648, -122.1278247 47.6724775, -122.1278239 47.6725093, -122.1278175 47.6727685, -122.1278142 47.6729031, -122.1278065 47.6732169, -122.127806 47.6732445, -122.1278034 47.6733379)",,,,
"[29197328, 363814321, 979472315]",3,Leary Way,tertiary,False,True,196.618,"LINESTRING (-122.1271518 47.6709691, -122.1272209 47.6709148, -122.1276251 47.6706318, -122.1279579 47.6704096, -122.1285878 47.6700002, -122.1286122 47.6699826, -122.129007 47.6697183)",,yes,,
"[623295690, 979472316]",,Leary Way,tertiary,False,False,215.95499999999998,"LINESTRING (-122.1271518 47.6709691, -122.126951 47.6710745, -122.1266189 47.6712141, -122.1261983 47.6713837, -122.1255513 47.6716358, -122.1248459 47.6718981, -122.1246769 47.6719629)",,,,
"[6389001, 1196165391]",3,164th Avenue Northeast,tertiary,False,True,97.34400000000001,"LINESTRING (-122.1215182 47.673029, -122.1215177 47.6731159, -122.1215222 47.6734082, -122.1215224 47.6734733, -122.1215238 47.6735659, -122.121526 47.6737903, -122.1215273 47.6739044)",30 mph,,,
6389022,,164th Avenue Northeast,tertiary,False,False,56.189,"LINESTRING (-122.1215182 47.673029, -122.1215155 47.6729141, -122.1215133 47.6725237)",,,,
6501235,2,Cleveland Street,secondary,False,True,129.987,"LINESTRING (-122.1215182 47.673029, -122.1216228 47.6730658, -122.1220032 47.6731499, -122.122374 47.6732403, -122.1224865 47.6732677, -122.1226562 47.673309, -122.1230422 47.6734032, -122.123148 47.6734293)",,,,
"[428315216, 428315215]",3,Cleveland Street,secondary,False,False,225.68,"LINESTRING (-122.1215182 47.673029, -122.1213982 47.6729839, -122.1211806 47.6729099, -122.1211431 47.6728945, -122.1209605 47.672818, -122.1206413 47.6726359, -122.120442 47.6725188, -122.1201464 47.672397, -122.120121 47.6723875, -122.1198056 47.672277, -122.1195914 47.6722249, -122.119534 47.6722133, -122.1192083 47.6721516, -122.11904 47.6721333, -122.1188767 47.6721299)",,,,
1009570622,3,Redmond Way,primary,False,True,30.356,"LINESTRING (-122.1215273 47.6739044, -122.121377 47.6738695, -122.1211466 47.6738106)",30 mph,,WA 202,
"[6389001, 1196165391]",3,164th Avenue Northeast,tertiary,False,False,97.344,"LINESTRING (-122.1215273 47.6739044, -122.121526 47.6737903, -122.1215238 47.6735659, -122.1215224 47.6734733, -122.1215222 47.6734082, -122.1215177 47.6731159, -122.1215182 47.673029)",30 mph,,,
6442925,2,Northeast 74th Street,unclassified,False,True,99.82900000000001,"LINESTRING (-122.1215101 47.6707454, -122.1216229 47.6707463, -122.122073 47.670748, -122.122717 47.6707501, -122.1228433 47.6707505)",10 mph,,,
241726792,2,164th Avenue Northeast,unclassified,False,True,120.992,"LINESTRING (-122.1215101 47.6707454, -122.1215104 47.6708192, -122.1215113 47.6711023, -122.1215115 47.6711362, -122.1215127 47.6715536, -122.1215131 47.6716202, -122.1215138 47.6718335)",,,,
377688317,2,164th Avenue Northeast,unclassified,False,False,115.07700000000001,"LINESTRING (-122.1215101 47.6707454, -122.1215114 47.6706099, -122.1215166 47.6698033, -122.1215173 47.6697105)",,,,
