osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,lanes
11655730,Mason Street,residential,False,True,81.638,"LINESTRING (-74.2773281 40.4810442, -74.2773622 40.4810878, -74.277822 40.481675)",,,,
"[296041721, 11660266, 296041714]",Bordentown Avenue,residential,False,False,72.672,"LINESTRING (-74.2773281 40.4810442, -74.2773979 40.4810139, -74.2777049 40.4808786, -74.2779789 40.4807572, -74.2780716 40.4807166)",yes,,,
11655746,Adamecs Way,residential,False,True,41.115,"LINESTRING (-74.2822874 40.4854732, -74.2820367 40.48579)",,,,
11659262,North Broadway Street,residential,False,False,43.528,"LINESTRING (-74.2822874 40.4854732, -74.2827314 40.4856712)",,,,
11659262,North Broadway Street,residential,False,True,45.844,"LINESTRING (-74.2822874 40.4854732, -74.2818252 40.4852578)",,,,
11670918,1st Street,residential,False,False,156.542,"LINESTRING (-74.2822874 40.4854732, -74.2832262 40.4842599)",,,,
11655904,South Feltus Street,residential,False,False,76.812,"LINESTRING (-74.2883675 40.4803001, -74.2879006 40.4797076)",,CR 686,,
11662725,Feltus Street North,residential,False,False,31.46,"LINESTRING (-74.2883675 40.4803001, -74.2885904 40.4805266)",,CR 686,25 mph,
217839406,Augusta Street,residential,False,True,146.799,"LINESTRING (-74.2883675 40.4803001, -74.2883013 40.4803643, -74.2868955 40.4809894)",,,,
11655904,South Feltus Street,residential,False,False,80.348,"LINESTRING (-74.2879006 40.4797076, -74.287416 40.4790861)",,CR 686,,
11655904,South Feltus Street,residential,False,True,76.812,"LINESTRING (-74.2879006 40.4797076, -74.2883675 40.4803001)",,CR 686,,
737255140,David Street,residential,False,True,186.724,"LINESTRING (-74.2879006 40.4797076, -74.2874273 40.4799133, -74.285987 40.480545)",,,,
11655904,South Feltus Street,residential,False,False,81.512,"LINESTRING (-74.287416 40.4790861, -74.286932 40.4784522)",,CR 686,,
11655904,South Feltus Street,residential,False,True,80.348,"LINESTRING (-74.287416 40.4790861, -74.2879006 40.4797076)",,CR 686,,
217839411,Henry Street,residential,False,True,187.308,"LINESTRING (-74.287416 40.4790861, -74.2855117 40.479946)",,,,
11655904,South Feltus Street,residential,False,False,81.269,"LINESTRING (-74.286932 40.4784522, -74.2864517 40.4778192)",,CR 686,,
11655904,South Feltus Street,residential,False,True,81.512,"LINESTRING (-74.286932 40.4784522, -74.287416 40.4790861)",,CR 686,,
11676704,John Street,residential,False,False,130.317,"LINESTRING (-74.286932 40.4784522, -74.2882591 40.4778568)",,,,
11676704,John Street,residential,False,True,187.762,"LINESTRING (-74.286932 40.4784522, -74.2850176 40.4793071)",,,,
11655904,South Feltus Street,residential,False,True,81.269,"LINESTRING (-74.2864517 40.4778192, -74.286932 40.4784522)",,CR 686,,
11661802,George Street,residential,False,True,187.263,"LINESTRING (-74.2864517 40.4778192, -74.284541 40.47867)",,,,
11655730,Mason Street,residential,False,False,80.13300000000001,"LINESTRING (-74.279276 40.483579, -74.2789318 40.4831069, -74.2788157 40.4829491)",,,,
"[11655730, 11665027]","['Mason Street', 'Augusta Street']",residential,False,True,311.48299999999995,"LINESTRING (-74.279276 40.483579, -74.2797095 40.4841331, -74.2797612 40.4841992, -74.2796113 40.4842643, -74.2774889 40.4851993, -74.2773946 40.4852406)",,,,
11665754,South Broadway Street,residential,False,False,80.251,"LINESTRING (-74.2800256 40.4832508, -74.2795448 40.4826286)",,,,
11665754,South Broadway Street,residential,False,True,79.096,"LINESTRING (-74.2800256 40.4832508, -74.280496 40.4838656)",,,,
217839419,David Street,residential,False,True,40.445,"LINESTRING (-74.2800256 40.4832508, -74.2796099 40.4834306)",,,,
"[217839419, 737255140]",David Street,residential,False,False,296.736,"LINESTRING (-74.2800256 40.4832508, -74.2804841 40.4830383, -74.2806542 40.4829612, -74.2830459 40.4818929)",,,,
11662379,Stevens Avenue South,residential,False,False,80.082,"LINESTRING (-74.2830459 40.4818929, -74.2825648 40.4812726)",,,,
11662379,Stevens Avenue South,residential,False,True,79.735,"LINESTRING (-74.2830459 40.4818929, -74.28352 40.4825127)",,,,
737255140,David Street,residential,False,False,290.414,"LINESTRING (-74.2830459 40.4818929, -74.285987 40.480545)",,,,
"[217839419, 737255140]",David Street,residential,False,True,296.736,"LINESTRING (-74.2830459 40.4818929, -74.2806542 40.4829612, -74.2804841 40.4830383, -74.2800256 40.4832508)",,,,
11675160,North Pine Avenue,tertiary,False,False,77.797,"LINESTRING (-74.285987 40.480545, -74.2855117 40.479946)",,,,
11675160,North Pine Avenue,tertiary,False,True,81.605,"LINESTRING (-74.285987 40.480545, -74.2864705 40.4811801)",,,,
737255140,David Street,residential,False,True,290.414,"LINESTRING (-74.285987 40.480545, -74.2830459 40.4818929)",,,,
737255140,David Street,residential,False,False,186.724,"LINESTRING (-74.285987 40.480545, -74.2874273 40.4799133, -74.2879006 40.4797076)",,,,
11665754,South Broadway Street,residential,False,False,79.096,"LINESTRING (-74.280496 40.4838656, -74.2800256 40.4832508)",,,,
11659262,North Broadway Street,residential,False,False,194.155,"LINESTRING (-74.280496 40.4838656, -74.2809374 40.4844374, -74.2809789 40.4844929, -74.2810229 40.4845516, -74.2810982 40.4846446, -74.2813553 40.4849727, -74.281411 40.4850276, -74.2814267 40.4850418, -74.2815044 40.4850918, -74.2818252 40.4852578)",,,,
