osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
18935765,Woodland Boulevard,residential,False,False,107.843,"LINESTRING (-81.1640463 36.1488769, -81.1640586 36.1479071)",,,
"[18922918, 18935767]","['Valleyview Avenue', 'Woodland Boulevard']",residential,False,True,243.172,"LINESTRING (-81.1640463 36.1488769, -81.1636068 36.1487643, -81.162572 36.148531, -81.162544 36.148119, -81.1625845 36.1475856)",,,
18935765,Woodland Boulevard,residential,False,True,57.81,"LINESTRING (-81.1640463 36.1488769, -81.1640829 36.1491337, -81.164117 36.149255, -81.164233 36.149355)",,,
18934953,North Pine Street,residential,False,False,98.233,"LINESTRING (-81.1584456 36.147706, -81.1587228 36.1485606)",,,
18929253,Overlook Place,residential,False,False,142.55,"LINESTRING (-81.1584456 36.147706, -81.1593131 36.1474785, -81.159969 36.1473481)",,,
18934953,North Pine Street,residential,False,True,41.532,"LINESTRING (-81.1584456 36.147706, -81.1583632 36.1474893, -81.1583096 36.147349)",,,
18929344,North Spruce Street,residential,False,False,88.058,"LINESTRING (-81.159969 36.1473481, -81.1602723 36.1481012)",,,
18929253,Overlook Place,residential,False,True,142.55,"LINESTRING (-81.159969 36.1473481, -81.1593131 36.1474785, -81.1584456 36.147706)",,,
18929344,North Spruce Street,residential,False,True,101.093,"LINESTRING (-81.159969 36.1473481, -81.1598699 36.1468432, -81.1597593 36.1464554)",,,
332620612,South Cherry Street,primary,False,False,131.66,"LINESTRING (-81.159751 36.14166, -81.1599649 36.142204, -81.1601623 36.1427962)",NC 18,,
18931738,College Street,residential,False,False,155.271,"LINESTRING (-81.1601623 36.1427962, -81.1585084 36.1432037)",,,
332620612,South Cherry Street,primary,False,False,112.423,"LINESTRING (-81.1601623 36.1427962, -81.1605479 36.1437581)",NC 18,,
18931738,College Street,residential,False,True,146.68099999999998,"LINESTRING (-81.1601623 36.1427962, -81.1606674 36.1426607, -81.1606858 36.1426558, -81.1617126 36.1423806)",,,
332620612,South Cherry Street,primary,False,True,131.66,"LINESTRING (-81.1601623 36.1427962, -81.1599649 36.142204, -81.159751 36.14166)",NC 18,,
18935210,Highland Street,residential,False,True,155.438,"LINESTRING (-81.1606036 36.1438921, -81.1589432 36.1442874)",,,
332620612,South Cherry Street,primary,False,False,230.15,"LINESTRING (-81.1606036 36.1438921, -81.1613036 36.1458832)",NC 18,,
332620612,South Cherry Street,primary,False,True,15.717,"LINESTRING (-81.1606036 36.1438921, -81.1605479 36.1437581)",NC 18,,
332620612,South Cherry Street,primary,False,True,230.15,"LINESTRING (-81.1613036 36.1458832, -81.1606036 36.1438921)",NC 18,,
18931003,West Main Street,primary,False,False,152.774,"LINESTRING (-81.1613036 36.1458832, -81.1608708 36.1460758, -81.1603426 36.1462706, -81.1597593 36.1464554)",NC 18;NC 268,35 mph,
18934147,River Street,secondary,False,False,272.621,"LINESTRING (-81.1613036 36.1458832, -81.1627973 36.1451562, -81.1639102 36.1446261)",NC 268,35 mph,
18935304,North Cherry Street,unclassified,False,False,175.341,"LINESTRING (-81.1613036 36.1458832, -81.1617767 36.1470972, -81.161895 36.147386)",,,
18929344,North Spruce Street,residential,False,False,101.093,"LINESTRING (-81.1597593 36.1464554, -81.1598699 36.1468432, -81.159969 36.1473481)",,,
18931003,West Main Street,primary,False,False,155.339,"LINESTRING (-81.1597593 36.1464554, -81.1591559 36.1466142, -81.1581073 36.1468699)",NC 18;NC 268,35 mph,
18931003,West Main Street,primary,False,True,152.774,"LINESTRING (-81.1597593 36.1464554, -81.1603426 36.1462706, -81.1608708 36.1460758, -81.1613036 36.1458832)",NC 18;NC 268,35 mph,
