osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,bridge,maxspeed
6047792,True,VA 24,Elm Avenue Southeast,primary,False,53.849,,"LINESTRING (-79.93648 37.2667433, -79.9358782 37.2668151)",,
964651452,True,,,motorway_link,False,16.502,2,"LINESTRING (-79.93648 37.2667433, -79.9365065 37.2668902)",,
6041661,True,,,motorway_link,False,221.86800000000002,1,"LINESTRING (-79.9365065 37.2668902, -79.9365157 37.2669393, -79.9365436 37.2670883, -79.9365664 37.2673359, -79.9365848 37.2676441, -79.9366006 37.2679093, -79.9366046 37.2682034, -79.9366019 37.2683376, -79.9365851 37.2684664, -79.9365697 37.2688811)",,
"[891783066, 44017741, 44017742]",True,VA 24,Elm Avenue Southeast,primary,False,106.15200000000002,3,"LINESTRING (-79.9365065 37.2668902, -79.9367577 37.2668687, -79.937455 37.2668159, -79.9377013 37.2668084)",yes,
6043043,False,,Day Avenue Southwest,residential,False,13.985,,"LINESTRING (-79.9458278 37.267645, -79.945966 37.267706)",,
44016288,True,US 221;US 220 BUS,Franklin Road Southwest,primary,False,125.73700000000001,2,"LINESTRING (-79.9458278 37.267645, -79.9451588 37.2684658, -79.94515 37.268476, -79.9450716 37.2686014)",,25 mph
6043043,False,,Day Avenue Southwest,residential,True,13.985,,"LINESTRING (-79.945966 37.267706, -79.9458278 37.267645)",,
225015092,True,US 221;US 220 BUS,Franklin Road Southwest,primary,False,111.80799999999999,2,"LINESTRING (-79.945966 37.267706, -79.946018 37.267637, -79.946134 37.267446, -79.946171 37.2673565, -79.9462036 37.2672263, -79.9462213 37.2671562, -79.9462553 37.266878, -79.9462608 37.2668404, -79.946275 37.266744)",,25 mph
563738972,True,,,motorway_link,False,246.481,,"LINESTRING (-79.9367615 37.2688821, -79.9369214 37.268562, -79.9369751 37.268316, -79.937024 37.2681324, -79.9370451 37.2680646, -79.937073 37.2680083, -79.9371192 37.2679235, -79.9371997 37.2677866, -79.9374015 37.2674635, -79.9374783 37.2673269, -79.9376439 37.2670144, -79.9376768 37.2669186, -79.9376878 37.2668754, -79.9376925 37.2668567, -79.9377013 37.2668084)",,
964651456,True,,,motorway_link,False,17.447,,"LINESTRING (-79.9377013 37.2668084, -79.9376669 37.2666539)",,
"[891783065, 6047787, 223095934]",True,VA 24,Elm Avenue Southeast,primary,False,98.71799999999999,4,"LINESTRING (-79.9377013 37.2668084, -79.9380146 37.2668045, -79.9385436 37.2668205, -79.9388162 37.2668295)",yes,
"[223095937, 892001807, 44017743]",True,VA 24,Elm Avenue Southeast,primary,False,105.57300000000001,3,"LINESTRING (-79.9376669 37.2666539, -79.9374861 37.266658, -79.9371341 37.2666788, -79.9367851 37.2667093, -79.936711 37.2667172, -79.93648 37.2667433)",yes,
6049123,False,,Church Avenue Southeast,residential,False,132.96200000000002,2,"LINESTRING (-79.9390838 37.2704793, -79.9391811 37.2704812, -79.9392288 37.2704821, -79.9398737 37.270494, -79.9399602 37.2704956, -79.9405053 37.2705057, -79.940586 37.2705072)",,25 mph
166898370,False,,Church Avenue Southeast,residential,False,109.46,2,"LINESTRING (-79.9390838 37.2704793, -79.9390164 37.2704781, -79.9389431 37.2704768, -79.938595 37.2704703, -79.9385085 37.2704687, -79.9383981 37.2704667, -79.9381668 37.2704624, -79.938022 37.2704597, -79.9379507 37.2704519, -79.9378511 37.2704312)",,25 mph
6045686,False,,,unclassified,False,35.176,,"LINESTRING (-79.9370038 37.2694736, -79.9370622 37.2694791, -79.9371164 37.269476, -79.9373924 37.2694215)",,
"[6047888, 6048647]",False,,"['Bullitt Avenue Southeast', '3rd Street Southeast']",unclassified,"[False, True]",272.31,,"LINESTRING (-79.9370038 37.2694736, -79.9371873 37.268554, -79.9372195 37.2683928, -79.9372773 37.2681029, -79.9372807 37.2680922, -79.9372845 37.2680801, -79.9372924 37.2680665, -79.9373084 37.2680533, -79.9373278 37.268047, -79.9373505 37.2680431, -79.9373745 37.2680426, -79.9374652 37.2680551, -79.9379728 37.2681255, -79.9380433 37.2681357, -79.9381691 37.2681535, -79.9384418 37.2681901, -79.9384839 37.2681953, -79.9385508 37.2682042)",,
6047888,False,,3rd Street Southeast,unclassified,True,68.931,,"LINESTRING (-79.9370038 37.2694736, -79.9369316 37.2698157, -79.9369048 37.2699696, -79.9369015 37.2699882, -79.9368861 37.2700863)",,
6045686,False,,,unclassified,True,35.176,,"LINESTRING (-79.9373924 37.2694215, -79.9371164 37.269476, -79.9370622 37.2694791, -79.9370038 37.2694736)",,
6051007,True,,Kirk Avenue Southeast,unclassified,False,10.505,,"LINESTRING (-79.937658 37.2711092, -79.9375393 37.2711073)",,
51045637,True,US 221;US 220 BUS;VA 116,Williamson Road Southeast,primary,False,53.431999999999995,2,"LINESTRING (-79.937658 37.2711092, -79.9376761 37.2709601, -79.9377096 37.2708283, -79.9377526 37.2707295, -79.9377505 37.2706378)",,25 mph
