osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,ref,lanes,junction
21989477,18th Street A,residential,False,False,46.206,"LINESTRING (-90.5088836 41.5017992, -90.508853 41.5016927, -90.5088517 41.5013861)",,,,,
261628863,11th Avenue,residential,False,False,5.514,"LINESTRING (-90.5088517 41.5013861, -90.5087857 41.5013901)",,,,,
261628863,11th Avenue,residential,False,True,72.036,"LINESTRING (-90.5088517 41.5013861, -90.5097167 41.5013847)",,,,,
21989477,18th Street A,residential,False,True,46.206,"LINESTRING (-90.5088517 41.5013861, -90.508853 41.5016927, -90.5088836 41.5017992)",,,,,
"[166681788, 21995669]",,tertiary_link,True,False,170.43500000000003,"LINESTRING (-90.517571 41.5098577, -90.51749 41.5097248, -90.5174304 41.5096319, -90.5172872 41.5094401, -90.5170728 41.5091791, -90.5170576 41.5091478, -90.516903 41.5089978, -90.5165371 41.5086708, -90.5164709 41.5085748)",yes,,,,
119970373,Rodman Avenue,tertiary,False,False,394.846,"LINESTRING (-90.517571 41.5098577, -90.5170262 41.5093618, -90.5166854 41.5090667, -90.5165316 41.5089367, -90.5163904 41.5087973, -90.5162883 41.5086868, -90.5161805 41.5085552, -90.5160672 41.5083946, -90.5159916 41.5082553, -90.5159606 41.5081857, -90.5159037 41.5080046, -90.5158835 41.507869, -90.5158902 41.5077653, -90.5159162 41.5076525, -90.5159551 41.5075557, -90.5160268 41.5074517, -90.5160967 41.5073752, -90.5161725 41.507307, -90.5162841 41.5072258, -90.5164267 41.5071538, -90.5166959 41.5070524, -90.5167735 41.5070243)",yes,30 mph,,,
21994600,13th Street,residential,False,True,50.64,"LINESTRING (-90.5181784 41.501443, -90.518184 41.5018984)",,,,,
21992451,15th Street A,residential,False,True,118.518,"LINESTRING (-90.5147286 41.5013933, -90.514752 41.5019081, -90.5147676 41.5022508, -90.5147609 41.5024586)",,,,,
21991651,11th Avenue,residential,True,False,125.817,"LINESTRING (-90.5132178 41.5013951, -90.5147286 41.5013933)",,,,,
261628863,11th Avenue,residential,False,False,137.337,"LINESTRING (-90.5132178 41.5013951, -90.5122467 41.5013902, -90.5115687 41.5013867)",,,,,
265721736,16th Street,tertiary,False,True,206.311,"LINESTRING (-90.5132178 41.5013951, -90.5131923 41.5019034, -90.5131848 41.5020533, -90.5131264 41.5025787, -90.5130748 41.5032471)",,,,,
21993939,17th Street,residential,False,True,214.44299999999998,"LINESTRING (-90.5115687 41.5013867, -90.5115874 41.502002, -90.5115994 41.5028307, -90.5115914 41.5029031, -90.5115463 41.5030386, -90.5114525 41.5033014)",,,,,
261628863,11th Avenue,residential,False,False,154.232,"LINESTRING (-90.5115687 41.5013867, -90.5109447 41.501386, -90.5097167 41.5013847)",,,,,
261628863,11th Avenue,residential,False,True,137.337,"LINESTRING (-90.5115687 41.5013867, -90.5122467 41.5013902, -90.5132178 41.5013951)",,,,,
261628863,11th Avenue,residential,False,False,72.036,"LINESTRING (-90.5097167 41.5013847, -90.5088517 41.5013861)",,,,,
261628863,11th Avenue,residential,False,True,154.232,"LINESTRING (-90.5097167 41.5013847, -90.5109447 41.501386, -90.5115687 41.5013867)",,,,,
21992606,8th Avenue,tertiary,True,False,50.296,"LINESTRING (-90.51461 41.5040847, -90.5141985 41.5041013, -90.5140069 41.5041091)",,,,,
265676906,8th Avenue,tertiary,False,True,8.073,"LINESTRING (-90.5139101 41.504113, -90.5140069 41.5041091)",,,,,
21992467,15th Street B,residential,False,False,175.52599999999998,"LINESTRING (-90.5139101 41.504113, -90.5138959 41.5040694, -90.5138941 41.5030891, -90.5139053 41.5025358)",,,,,
265676906,8th Avenue,tertiary,False,False,47.29599999999999,"LINESTRING (-90.5139101 41.504113, -90.5137681 41.5041261, -90.5136818 41.5041394, -90.5135806 41.5041689, -90.5134699 41.5042057, -90.5133745 41.5042421)",,,,,
21992467,15th Street B,residential,False,True,175.526,"LINESTRING (-90.5139053 41.5025358, -90.5138941 41.5030891, -90.5138959 41.5040694, -90.5139101 41.504113)",,,,,
265676906,8th Avenue,tertiary,False,False,122.07300000000001,"LINESTRING (-90.5133745 41.5042421, -90.5128345 41.5044452, -90.5127273 41.5044844, -90.5126885 41.5044986, -90.5125081 41.5045647, -90.5123085 41.5046378, -90.5120604 41.5047286)",,,,,
265676906,8th Avenue,tertiary,False,True,47.29600000000001,"LINESTRING (-90.5133745 41.5042421, -90.5134699 41.5042057, -90.5135806 41.5041689, -90.5136818 41.5041394, -90.5137681 41.5041261, -90.5139101 41.504113)",,,,,
265721736,16th Street,tertiary,False,False,116.095,"LINESTRING (-90.5133745 41.5042421, -90.5131749 41.5039375, -90.5131645 41.5039216, -90.5131393 41.5038875, -90.5130977 41.5037997, -90.5130801 41.5037492, -90.5130702 41.5036774, -90.5130642 41.5036089, -90.5130666 41.5034434, -90.5130748 41.5032471)",,,,,
265721736,16th Street,tertiary,False,True,87.125,"LINESTRING (-90.5133745 41.5042421, -90.5134436 41.5043499, -90.5135639 41.5045262, -90.5136449 41.5046259, -90.5138483 41.5049402)",,,,,
265676906,8th Avenue,tertiary,False,False,24.103,"LINESTRING (-90.5120604 41.5047286, -90.5117994 41.5048223)",,,,,
265676906,8th Avenue,tertiary,False,True,122.07300000000001,"LINESTRING (-90.5120604 41.5047286, -90.5123085 41.5046378, -90.5125081 41.5045647, -90.5126885 41.5044986, -90.5127273 41.5044844, -90.5128345 41.5044452, -90.5133745 41.5042421)",,,,,
885151318,17th Street,tertiary,False,True,85.62100000000001,"LINESTRING (-90.5120604 41.5047286, -90.5122589 41.505024, -90.5124453 41.5053016, -90.512507 41.5054216)",,,,,
265676906,8th Avenue,tertiary,False,True,24.103,"LINESTRING (-90.5117994 41.5048223, -90.5120604 41.5047286)",,,,,
21993939,17th Street,residential,False,False,179.37,"LINESTRING (-90.5117994 41.5048223, -90.511577 41.5044727, -90.5115707 41.5044636, -90.511477 41.504328, -90.5113629 41.5041436, -90.5113127 41.5040278, -90.5113031 41.5039568, -90.5113087 41.5038505, -90.511345 41.5036449, -90.5114525 41.5033014)",,,,,
"[265676906, 104101926]","['8th Avenue', '18th Street']",tertiary,False,"[False, True]",164.76100000000005,"LINESTRING (-90.5117994 41.5048223, -90.5115522 41.5049132, -90.5113919 41.5049722, -90.5108987 41.5051522, -90.5108577 41.505171, -90.5108396 41.5051906, -90.5108322 41.5052111, -90.5108334 41.5052344, -90.5108416 41.5052582, -90.5108479 41.5052683, -90.5108671 41.5052988, -90.511082 41.5056155, -90.5111298 41.5056859, -90.5111475 41.5057134, -90.511201 41.5057965)",,,,,
21993553,7th Avenue,tertiary,False,True,35.929,"LINESTRING (-90.5164892 41.5039608, -90.5168745 41.5038154)",,,,,
21993553,7th Avenue,tertiary,False,False,58.781,"LINESTRING (-90.5164892 41.5039608, -90.516025 41.5041257, -90.5158494 41.504184)",,,,,
261624315,14th Street,tertiary,False,True,100.555,"LINESTRING (-90.5164892 41.5039608, -90.5167565 41.504369, -90.5169521 41.5046816, -90.5169733 41.5047123, -90.5170161 41.5047744)",,,,,
21993553,7th Avenue,tertiary,False,False,35.929,"LINESTRING (-90.5168745 41.5038154, -90.5164892 41.5039608)",,,,,
21993553,7th Avenue,tertiary,False,True,86.99199999999999,"LINESTRING (-90.5168745 41.5038154, -90.5175341 41.5035797, -90.5178173 41.5034785)",,,,,
885131004,19th Street,secondary,False,True,22.062,"LINESTRING (-90.5110616 41.5081346, -90.510936 41.5079599)",,,,,
885151327,19th Street,secondary,False,False,63.872,"LINESTRING (-90.5110616 41.5081346, -90.5113931 41.5086526)",,,,,
885131003,5th Avenue,residential,False,True,119.613,"LINESTRING (-90.5110616 41.5081346, -90.5114683 41.5079687, -90.5119653 41.5077659, -90.5123287 41.5076281)",,,,,
885131005,5th Avenue,residential,False,False,94.683,"LINESTRING (-90.5110616 41.5081346, -90.5106058 41.5083017, -90.5105613 41.508318, -90.5104011 41.5083767, -90.5103668 41.5083893, -90.5102234 41.5084418, -90.5101479 41.5084695, -90.5100408 41.5085097)",,,,,
21993553,7th Avenue,tertiary,False,False,84.61,"LINESTRING (-90.5191152 41.5030118, -90.5182008 41.5033435)",,,,,
21993670,12th Place Street,residential,False,True,68.135,"LINESTRING (-90.5191152 41.5030118, -90.519377 41.5034188, -90.5194134 41.5034734, -90.5194731 41.5035628)",,,,,
21993553,7th Avenue,tertiary,False,False,35.288,"LINESTRING (-90.5182008 41.5033435, -90.5178173 41.5034785)",,,,,
21993553,7th Avenue,tertiary,False,True,84.61,"LINESTRING (-90.5182008 41.5033435, -90.5191152 41.5030118)",,,,,
21993553,7th Avenue,tertiary,False,True,35.288,"LINESTRING (-90.5178173 41.5034785, -90.5182008 41.5033435)",,,,,
21993553,7th Avenue,tertiary,False,False,86.99199999999999,"LINESTRING (-90.5178173 41.5034785, -90.5175341 41.5035797, -90.5168745 41.5038154)",,,,,
865363470,13th Street,residential,False,True,100.182,"LINESTRING (-90.5178173 41.5034785, -90.5180737 41.503878, -90.5182925 41.5042282, -90.5183354 41.5042916)",,,,,
21993670,12th Place Street,residential,False,False,68.135,"LINESTRING (-90.5194731 41.5035628, -90.5194134 41.5034734, -90.519377 41.5034188, -90.5191152 41.5030118)",,,,,
21993939,17th Street,residential,False,False,214.443,"LINESTRING (-90.5114525 41.5033014, -90.5115463 41.5030386, -90.5115914 41.5029031, -90.5115994 41.5028307, -90.5115874 41.502002, -90.5115687 41.5013867)",,,,,
21993939,17th Street,residential,False,True,179.37,"LINESTRING (-90.5114525 41.5033014, -90.511345 41.5036449, -90.5113087 41.5038505, -90.5113031 41.5039568, -90.5113127 41.5040278, -90.5113629 41.5041436, -90.511477 41.504328, -90.5115707 41.5044636, -90.511577 41.5044727, -90.5117994 41.5048223)",,,,,
21994094,9th Avenue,residential,True,False,135.373,"LINESTRING (-90.5114525 41.5033014, -90.5120467 41.5032928, -90.5120872 41.5032913, -90.5123199 41.5032824, -90.5125053 41.5032614, -90.5126774 41.5032501, -90.5129637 41.5032495, -90.5130748 41.5032471)",,,,,
265681757,9th Avenue,residential,False,False,147.946,"LINESTRING (-90.5114525 41.5033014, -90.5113647 41.503304, -90.5111547 41.5033015, -90.5108781 41.5033176, -90.5101547 41.5033267, -90.5100794 41.503329, -90.5098423 41.5033361, -90.5096772 41.5033369)",,,,,
21993941,17th Street,tertiary,False,False,62.587,"LINESTRING (-90.5140144 41.507672, -90.5139884 41.5076286, -90.5136775 41.5071689)",,,,,
21993941,17th Street,tertiary,False,True,48.188,"LINESTRING (-90.5140144 41.507672, -90.5141127 41.5078183, -90.5141255 41.5078373, -90.5142089 41.5079614, -90.5142687 41.5080612)",,,,,
21995906,4th Avenue A,residential,True,False,122.74199999999999,"LINESTRING (-90.5140144 41.507672, -90.5130742 41.5080307, -90.5130024 41.5080581, -90.512701 41.5081731)",,,,,
265721736,16th Street,tertiary,False,False,206.311,"LINESTRING (-90.5130748 41.5032471, -90.5131264 41.5025787, -90.5131848 41.5020533, -90.5131923 41.5019034, -90.5132178 41.5013951)",,,,,
265721736,16th Street,tertiary,False,True,116.095,"LINESTRING (-90.5130748 41.5032471, -90.5130666 41.5034434, -90.5130642 41.5036089, -90.5130702 41.5036774, -90.5130801 41.5037492, -90.5130977 41.5037997, -90.5131393 41.5038875, -90.5131645 41.5039216, -90.5131749 41.5039375, -90.5133745 41.5042421)",,,,,
21994679,18th Street,residential,False,False,68.071,"LINESTRING (-90.512701 41.5081731, -90.5123287 41.5076281)",,,,,
265721738,4th Avenue A,residential,False,False,121.259,"LINESTRING (-90.512701 41.5081731, -90.5122461 41.5083399, -90.5113931 41.5086526)",,,,,
119970374,16th Street,tertiary,False,False,112.613,"LINESTRING (-90.515577 41.5075762, -90.515538 41.5075141, -90.5155257 41.5074945, -90.5154211 41.5073318, -90.5153042 41.50715, -90.5149764 41.5066689)",,,,,
