osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref
15974263,14th Street,residential,False,False,144.979,"LINESTRING (-96.1025309 42.0240755, -96.1024985 42.0253791)",,
15974083,Marble Street,residential,False,True,106.12700000000001,"LINESTRING (-96.1025309 42.0240755, -96.101904 42.0240702, -96.1012462 42.0240647)",,
15973795,11th Street,residential,False,False,146.532,"LINESTRING (-96.0986285 42.0294502, -96.0986071 42.0307679)",,
15973795,11th Street,residential,False,True,145.457,"LINESTRING (-96.0986285 42.0294502, -96.0986392 42.0281421)",,
15970854,Ruby Street,residential,False,False,114.14099999999999,"LINESTRING (-96.0986285 42.0294502, -96.0979984 42.0294529, -96.0972466 42.0294562)",,
15974287,Ruby Street,residential,False,False,104.223,"LINESTRING (-96.0986285 42.0294502, -96.0992857 42.0294539, -96.0998903 42.0294573)",,
15970854,Ruby Street,residential,False,False,114.995,"LINESTRING (-96.0972466 42.0294562, -96.0958546 42.0294363)",,
15971921,10th Street,secondary,False,False,144.888,"LINESTRING (-96.0972466 42.0294562, -96.097224 42.0307591)",25 mph,
15971921,10th Street,secondary,False,True,147.122,"LINESTRING (-96.0972466 42.0294562, -96.0972684 42.0281332)",25 mph,
15970854,Ruby Street,residential,False,True,114.14099999999999,"LINESTRING (-96.0972466 42.0294562, -96.0979984 42.0294529, -96.0986285 42.0294502)",,
15970854,Ruby Street,residential,False,True,114.995,"LINESTRING (-96.0958546 42.0294363, -96.0972466 42.0294562)",,
15973736,9th Street,residential,False,False,143.779,"LINESTRING (-96.0958546 42.0294363, -96.0958299 42.0307292)",,
15973736,9th Street,residential,False,True,146.301,"LINESTRING (-96.0958546 42.0294363, -96.0958641 42.0281206)",,
15973546,6th Street,residential,False,True,153.001,"LINESTRING (-96.0916997 42.0266848, -96.0917284 42.025309)",,
15971702,Iowa Avenue,primary,False,False,115.313,"LINESTRING (-96.0916997 42.0266848, -96.0924447 42.0266928, -96.0930956 42.0266998)",35 mph,IA 175
15973546,6th Street,residential,False,False,155.935,"LINESTRING (-96.0916997 42.0266848, -96.0916978 42.0268379, -96.0916827 42.0280871)",,
15973294,7th Street,residential,False,True,153.567,"LINESTRING (-96.0930956 42.0266998, -96.0931381 42.0253191)",,
"[606783648, 15971702]",Iowa Avenue,primary,False,False,121.38300000000001,"LINESTRING (-96.0930956 42.0266998, -96.093267 42.0267007, -96.0937718 42.0267035, -96.0942514 42.0267059, -96.0945651 42.0267076)","['35 mph', '25 mph']",IA 175
