osmid,bridge,oneway,highway,junction,reversed,length,lanes,geometry,ref,name,maxspeed
"[140540753, 11625290]",yes,True,primary_link,jughandle,False,85.452,2,"LINESTRING (-75.172187 39.795068, -75.1723239 39.794922, -75.172352 39.794888, -75.172439 39.794803, -75.172541 39.794726, -75.172617 39.794658, -75.172675 39.794595, -75.172695 39.79455, -75.1727028 39.7944917, -75.1727024 39.7944344)",,,
"[140540761, 140540918]",yes,True,primary,,False,83.818,,"LINESTRING (-75.172187 39.795068, -75.1722467 39.7949087, -75.1724109 39.7944743, -75.1724683 39.794346)",NJ 45,Mantua Pike,
11635848,,False,residential,,False,76.105,,"LINESTRING (-75.1706104 39.7983024, -75.1697617 39.7980944)",,Crystal Lane,
11635848,,False,residential,,True,10.531,,"LINESTRING (-75.1706104 39.7983024, -75.1707271 39.7983329)",,Crystal Lane,
11626129,,False,residential,,False,94.132,,"LINESTRING (-75.1706104 39.7983024, -75.1708896 39.7975912, -75.1710167 39.7976261)",,Brooke Drive,
11635062,,False,residential,,True,222.39499999999998,,"LINESTRING (-75.1751558 39.7922161, -75.1750976 39.7924562, -75.1750619 39.7925903, -75.17494 39.793114, -75.174758 39.793592, -75.174718 39.793677, -75.174348 39.7940865)",,Hill Street,
"[313775101, 1106489943]",,False,tertiary,,True,60.422,"['4', '2']","LINESTRING (-75.1751558 39.7922161, -75.175035 39.7922332, -75.1746263 39.7922946, -75.1744619 39.7923209)",CR 632,Berkley Road,25 mph
11627720,,False,residential,,False,55.674,,"LINESTRING (-75.1699474 39.7960167, -75.1698 39.796374, -75.1697406 39.7964913)",,Ridge Drive,
"[11629592, 11633578]",,False,residential,,False,195.732,,"LINESTRING (-75.1699474 39.7960167, -75.1698261 39.7959849, -75.169644 39.795942, -75.1684863 39.7956306, -75.1684289 39.7956261, -75.1683914 39.7956352, -75.1683044 39.7956686, -75.1682688 39.795699, -75.1682411 39.7957491, -75.1681081 39.7960612)",,"['Glenside Drive', 'Cove Road']",
11629592,,False,residential,,True,161.912,,"LINESTRING (-75.1699474 39.7960167, -75.1701456 39.7959777, -75.1703387 39.7959396, -75.170854 39.795801, -75.170956 39.795775, -75.1711948 39.7957385, -75.1714416 39.7957179, -75.1717872 39.7957046)",,Cove Road,
11627720,,False,residential,,False,290.65000000000003,,"LINESTRING (-75.1697406 39.7964913, -75.1696496 39.7967222, -75.1695613 39.7968049, -75.1694566 39.7968769, -75.1693242 39.7969617, -75.168905 39.7972413, -75.1687092 39.7973685, -75.1684197 39.7975655, -75.167773 39.797981, -75.167643 39.798062, -75.167547 39.798085, -75.16745 39.798085, -75.167354 39.798081, -75.167227 39.798049)",,Ridge Drive,
11627720,,False,residential,,True,55.674,,"LINESTRING (-75.1697406 39.7964913, -75.1698 39.796374, -75.1699474 39.7960167)",,Ridge Drive,
11634005,,False,residential,,False,147.446,,"LINESTRING (-75.1697406 39.7964913, -75.169502 39.796429, -75.169009 39.796303, -75.1681081 39.7960612)",,Ivy Lane,
11627720,,False,residential,,True,290.65,,"LINESTRING (-75.167227 39.798049, -75.167354 39.798081, -75.16745 39.798085, -75.167547 39.798085, -75.167643 39.798062, -75.167773 39.797981, -75.1684197 39.7975655, -75.1687092 39.7973685, -75.168905 39.7972413, -75.1693242 39.7969617, -75.1694566 39.7968769, -75.1695613 39.7968049, -75.1696496 39.7967222, -75.1697406 39.7964913)",,Ridge Drive,
11633578,,False,residential,,True,233.509,,"LINESTRING (-75.167227 39.798049, -75.1675317 39.7973494, -75.167813 39.7967032, -75.1679619 39.7963727, -75.1681081 39.7960612)",,Glenside Drive,
11627746,,False,residential,,False,101.67099999999999,,"LINESTRING (-75.1718738 39.7958362, -75.172205 39.7959484, -75.1729627 39.7962051)",,1st Avenue,
"[140540918, 61897462]",yes,True,primary,,False,89.513,,"LINESTRING (-75.1718738 39.7958362, -75.1721132 39.795248, -75.172187 39.795068)",NJ 45,Mantua Pike,50 mph
11638312,,False,residential,,False,187.825,,"LINESTRING (-75.1729627 39.7962051, -75.1722919 39.7978137)",,Center Street,
11627746,,False,residential,,False,61.855,,"LINESTRING (-75.1729627 39.7962051, -75.173109 39.796252, -75.1736173 39.7964424)",,1st Avenue,
11627746,,False,residential,,True,101.67099999999999,,"LINESTRING (-75.1729627 39.7962051, -75.172205 39.7959484, -75.1718738 39.7958362)",,1st Avenue,
11637175,,False,residential,,False,177.993,,"LINESTRING (-75.1736173 39.7964424, -75.1730074 39.797973)",,Manhattan Avenue,
11627746,,False,residential,,False,182.164,,"LINESTRING (-75.1736173 39.7964424, -75.174221 39.796629, -75.1755718 39.7970965)",,1st Avenue,
11627746,,False,residential,,True,61.855,,"LINESTRING (-75.1736173 39.7964424, -75.173109 39.796252, -75.1729627 39.7962051)",,1st Avenue,
11627746,,False,residential,,False,7.081,,"LINESTRING (-75.1755718 39.7970965, -75.1756463 39.7971244)",,1st Avenue,
11634743,,False,residential,,False,42.088,,"LINESTRING (-75.1755718 39.7970965, -75.1757506 39.7967438)",,Sherwood Lane,
11627746,,False,residential,,True,182.164,,"LINESTRING (-75.1755718 39.7970965, -75.174221 39.796629, -75.1736173 39.7964424)",,1st Avenue,
11627746,,False,residential,,True,7.081,,"LINESTRING (-75.1756463 39.7971244, -75.1755718 39.7970965)",,1st Avenue,
11627746,,False,residential,,False,76.887,,"LINESTRING (-75.1756463 39.7971244, -75.175975 39.79723, -75.1764691 39.7974043)",,1st Avenue,
"[11634246, 11631647]",,False,residential,,False,167.12099999999998,,"LINESTRING (-75.1756463 39.7971244, -75.1754264 39.7975045, -75.1752638 39.7978543, -75.176121 39.7981341)",,"['Woodland Avenue', 'Emma Street']",
11627746,,False,residential,,False,69.86699999999999,,"LINESTRING (-75.1764691 39.7974043, -75.176817 39.797522, -75.17721 39.79767)",,1st Avenue,
11627746,,False,residential,,True,76.887,,"LINESTRING (-75.1764691 39.7974043, -75.175975 39.79723, -75.1756463 39.7971244)",,1st Avenue,
11630251,,False,residential,,False,81.645,,"LINESTRING (-75.1764691 39.7974043, -75.1765644 39.7972091, -75.1763713 39.7967047)",,Melody Lane,
11627746,,False,residential,,True,69.86699999999999,,"LINESTRING (-75.17721 39.79767, -75.176817 39.797522, -75.1764691 39.7974043)",,1st Avenue,
"[11627932, 11632534]",,False,residential,,"[False, True]",404.5999999999999,,"LINESTRING (-75.1725818 39.7903202, -75.1727135 39.7901825, -75.1728256 39.7900411, -75.1735808 39.7891053, -75.1736498 39.7890186, -75.1736937 39.788972, -75.1737459 39.7889061, -75.1738149 39.7889463, -75.1738818 39.7889816, -75.1740176 39.7890475, -75.1748933 39.7894971, -75.1751845 39.7896435, -75.1753703 39.789737, -75.1758768 39.7899917)",,"['Brittany Street', 'High Street']",
11628110,,False,residential,,False,75.221,,"LINESTRING (-75.1725818 39.7903202, -75.172429 39.790262, -75.172368 39.790244, -75.172295 39.79023, -75.17219 39.790235, -75.1717333 39.7902982)",,Chestnut Street,
11628110,,False,residential,,True,215.99200000000002,,"LINESTRING (-75.1725818 39.7903202, -75.173463 39.790778, -75.1737736 39.7909268, -75.1747056 39.7913732)",,Chestnut Street,
11628110,,False,residential,,False,215.99200000000002,,"LINESTRING (-75.1747056 39.7913732, -75.1737736 39.7909268, -75.173463 39.790778, -75.1725818 39.7903202)",,Chestnut Street,
313775111,,False,primary,,False,183.33300000000003,,"LINESTRING (-75.1747056 39.7913732, -75.1749626 39.7910701, -75.175058 39.7909575, -75.1754374 39.79051, -75.1755274 39.7904038, -75.1756674 39.7902387, -75.1758526 39.7900203, -75.1758768 39.7899917)",NJ 45,Bridgeton Pike,
313775111,,False,primary,,True,83.642,,"LINESTRING (-75.1747056 39.7913732, -75.1746509 39.7914377, -75.1741713 39.7920035)",NJ 45,Bridgeton Pike,
11628110,,False,residential,,True,75.221,,"LINESTRING (-75.1717333 39.7902982, -75.17219 39.790235, -75.172295 39.79023, -75.172368 39.790244, -75.172429 39.790262, -75.1725818 39.7903202)",,Chestnut Street,
313775625,,False,primary,,True,59.168,,"LINESTRING (-75.1717333 39.7902982, -75.1718287 39.7906915, -75.1718602 39.7908213)",CR 553 Alt,Main Street,
585211869,,False,primary,,True,142.488,2,"LINESTRING (-75.1700564 39.7905886, -75.171463 39.791277)",CR 632,Mantua Boulevard,25 mph
