osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,ref
15820774,Iowa Street,residential,False,False,86.129,"LINESTRING (-92.1864617 42.3108098, -92.1875091 42.3108043)",,,,
15820547,South Street,residential,False,False,109.608,"LINESTRING (-92.1864617 42.3108098, -92.1864715 42.3116984, -92.1864726 42.3117955)",,,,
15824001,Bishop Avenue,residential,False,True,86.066,"LINESTRING (-92.1864726 42.3117955, -92.1875191 42.3117811)",,,,
15820547,South Street,residential,False,True,109.608,"LINESTRING (-92.1864726 42.3117955, -92.1864715 42.3116984, -92.1864617 42.3108098)",,,,
15820774,Iowa Street,residential,False,False,92.636,"LINESTRING (-92.1875091 42.3108043, -92.1886356 42.3107963)",,,,
15820774,Iowa Street,residential,False,True,86.129,"LINESTRING (-92.1875091 42.3108043, -92.1864617 42.3108098)",,,,
15822411,Madison Street,residential,False,True,108.618,"LINESTRING (-92.1875091 42.3108043, -92.1875181 42.3116825, -92.1875191 42.3117811)",,,,
15820774,Iowa Street,residential,False,True,92.636,"LINESTRING (-92.1886356 42.3107963, -92.1875091 42.3108043)",,,,
15820774,Iowa Street,residential,False,False,94.085,"LINESTRING (-92.1886356 42.3107963, -92.1895281 42.310788, -92.1896749 42.3107866, -92.1897797 42.3107856)",,,,
15826440,Monroe,residential,False,False,107.804,"LINESTRING (-92.1886356 42.3107963, -92.1886369 42.3116665, -92.1886371 42.3117658)",,,,
15820774,Iowa Street,residential,False,False,87.789,"LINESTRING (-92.1897797 42.3107856, -92.1898684 42.3107838, -92.1908469 42.3107635)",,,,
15820774,Iowa Street,residential,False,True,94.085,"LINESTRING (-92.1897797 42.3107856, -92.1896749 42.3107866, -92.1895281 42.310788, -92.1886356 42.3107963)",,,,
15826801,Pine Street,residential,False,False,107.237,"LINESTRING (-92.1897797 42.3107856, -92.1897837 42.3116347, -92.1897842 42.31175)",,,,
15820774,Iowa Street,residential,False,False,96.763,"LINESTRING (-92.1908469 42.3107635, -92.1920233 42.3107425)",,,,
15820774,Iowa Street,residential,False,True,87.789,"LINESTRING (-92.1908469 42.3107635, -92.1898684 42.3107838, -92.1897797 42.3107856)",,,,
15820774,Iowa Street,residential,False,False,93.99,"LINESTRING (-92.1920233 42.3107425, -92.1931663 42.3107378)",,,,
15820774,Iowa Street,residential,False,True,96.763,"LINESTRING (-92.1920233 42.3107425, -92.1908469 42.3107635)",,,,
15824894,Sycamore Street,residential,False,False,108.604,"LINESTRING (-92.1920233 42.3107425, -92.1920258 42.3116159, -92.1920261 42.3117192)",,,,
15820774,Iowa Street,residential,False,True,93.99,"LINESTRING (-92.1931663 42.3107378, -92.1920233 42.3107425)",,,,
15822653,Chestnut Street,residential,False,False,113.178,"LINESTRING (-92.1931663 42.3107378, -92.1931771 42.3116596, -92.1931782 42.3117556)",,,,
15821135,Locust Street,residential,False,False,201.91299999999998,"LINESTRING (-92.1964728 42.3111206, -92.1964 42.3112075, -92.19518 42.3126644)",,,,
15821135,Locust Street,residential,False,False,151.665,"LINESTRING (-92.19518 42.3126644, -92.1951273 42.3127274, -92.1942104 42.3138247)",,,,
15821135,Locust Street,residential,False,True,201.91299999999998,"LINESTRING (-92.19518 42.3126644, -92.1964 42.3112075, -92.1964728 42.3111206)",,,,
15824001,Bishop Avenue,residential,False,False,92.59,"LINESTRING (-92.19518 42.3126644, -92.1950707 42.3126161, -92.1942912 42.3122712, -92.1942137 42.3122369)",,,,
"[15824001, 15824740]","['Bishop Avenue', 'Bishop Terrace']",residential,False,"[False, True]",143.50699999999998,"LINESTRING (-92.19518 42.3126644, -92.1952635 42.3127019, -92.195964 42.313017, -92.1962807 42.3126149, -92.1963109 42.3124699)",,,,
15821135,Locust Street,residential,False,False,89.104,"LINESTRING (-92.1942104 42.3138247, -92.1936386 42.3145054)",,,,
15821135,Locust Street,residential,False,True,151.665,"LINESTRING (-92.1942104 42.3138247, -92.1951273 42.3127274, -92.19518 42.3126644)",,,,
15822640,2nd Street,residential,False,True,93.62299999999999,"LINESTRING (-92.1942104 42.3138247, -92.1940972 42.3137723, -92.1933198 42.3134121, -92.1932455 42.3133777)",,,,
15821135,Locust Street,residential,False,True,89.104,"LINESTRING (-92.1936386 42.3145054, -92.1942104 42.3138247)",,,,
15821135,Locust Street,residential,False,False,95.41300000000001,"LINESTRING (-92.1936386 42.3145054, -92.1933354 42.3148554, -92.1930655 42.3151668, -92.1930126 42.3152279)",,,,
15824539,1st Street,residential,False,True,93.597,"LINESTRING (-92.1936386 42.3145054, -92.1935248 42.3144525, -92.1927514 42.314093, -92.1926749 42.3140574)",,,,
15821135,Locust Street,residential,False,False,100.25,"LINESTRING (-92.1930126 42.3152279, -92.1929483 42.3153063, -92.1927094 42.3155976, -92.1923804 42.3159988)",,,,
15821135,Locust Street,residential,False,True,95.41300000000001,"LINESTRING (-92.1930126 42.3152279, -92.1930655 42.3151668, -92.1933354 42.3148554, -92.1936386 42.3145054)",,,,
"[217984872, 15823086, 57882831]","['West Main Street', 'Main Street']",tertiary,False,False,213.204,"LINESTRING (-92.1930126 42.3152279, -92.1930925 42.3152705, -92.1933645 42.3154153, -92.1935587 42.3155456, -92.1940192 42.3158419, -92.1949698 42.3164831)",yes,,,
57882831,Main Street,tertiary,False,True,91.509,"LINESTRING (-92.1930126 42.3152279, -92.1929308 42.3151899, -92.1921231 42.3148153, -92.1920698 42.3147906)",,,,
15821135,Locust Street,residential,False,False,69.154,"LINESTRING (-92.1923804 42.3159988, -92.1923285 42.3160642, -92.1920134 42.3164616, -92.191955 42.3165353)",,,,
15821135,Locust Street,residential,False,True,100.25,"LINESTRING (-92.1923804 42.3159988, -92.1927094 42.3155976, -92.1929483 42.3153063, -92.1930126 42.3152279)",,,,
15821405,3rd Street,residential,False,True,92.943,"LINESTRING (-92.1923804 42.3159988, -92.191492 42.3155871, -92.1914226 42.3155549)",,,,
15821237,Walnut Street,residential,False,False,90.73500000000001,"LINESTRING (-92.1879542 42.3149105, -92.1880092 42.3148457, -92.1884901 42.3142789, -92.1885407 42.3142193)",,,,
"[15822251, 15821237, 15819542]","['Walnut Street', 'Maple Street']",residential,False,"[False, True]",274.71700000000004,"LINESTRING (-92.1879542 42.3149105, -92.187903 42.3149715, -92.1874019 42.3155682, -92.1873443 42.3155934, -92.1872722 42.3155922, -92.1872291 42.3155814, -92.1865028 42.3152887, -92.1864709 42.315261, -92.1864508 42.3152204, -92.1864435 42.3151836, -92.1864525 42.3151324, -92.1866759 42.3148925, -92.1869691 42.314548, -92.1870278 42.314479)",,,,
