osmid,highway,oneway,reversed,length,name,geometry,maxspeed,lanes,ref
5538818,residential,False,False,81.817,,"LINESTRING (-114.192687 48.371691, -114.192687 48.3724268)",,,
5538818,residential,False,True,81.817,,"LINESTRING (-114.192687 48.3724268, -114.192687 48.371691)",,,
5551926,residential,False,False,55.473,7th Street West,"LINESTRING (-114.192687 48.3724268, -114.191936 48.372429)",,,
"[5552632, 5551926, 5556047]",residential,False,"[False, True]",426.52,"['8th Street West', '9th Avenue West', '7th Street West']","LINESTRING (-114.192687 48.3724268, -114.193297 48.372425, -114.193297 48.3723, -114.193332 48.3720287, -114.193376 48.371688, -114.193389 48.371632, -114.19343 48.3716024, -114.193531 48.37158, -114.1936543 48.37158, -114.194702 48.371572, -114.195098 48.37157, -114.1952 48.371573, -114.196299 48.371577, -114.1973298 48.3715837)",,,
5540824,residential,False,True,96.173,3rd Avenue West,"LINESTRING (-114.185234 48.3715839, -114.1852394 48.3724488)",,,
257390044,residential,False,True,106.148,8th Street West,"LINESTRING (-114.185234 48.3715839, -114.186671 48.3715779)",,,
5540824,residential,False,False,98.364,3rd Avenue West,"LINESTRING (-114.185234 48.3715839, -114.1852315 48.3711741, -114.1852289 48.3707569, -114.1852285 48.3706993)",,,
5548982,residential,False,False,55.687,,"LINESTRING (-114.191345 48.3724308, -114.191342 48.37193)",,,
5551926,residential,False,False,19.944,7th Street West,"LINESTRING (-114.191345 48.3724308, -114.191075 48.3724316)",,,
5551926,residential,False,True,43.655,7th Street West,"LINESTRING (-114.191345 48.3724308, -114.191936 48.372429)",,,
5548982,residential,False,True,55.687,,"LINESTRING (-114.191342 48.37193, -114.191345 48.3724308)",,,
5551926,residential,False,False,43.655,7th Street West,"LINESTRING (-114.191936 48.372429, -114.191345 48.3724308)",,,
5551926,residential,False,True,55.473,7th Street West,"LINESTRING (-114.191936 48.372429, -114.192687 48.3724268)",,,
767623427,residential,False,True,176.412,,"LINESTRING (-114.191936 48.372429, -114.1919433 48.3740155)",,,
5551926,residential,False,False,114.197,7th Street West,"LINESTRING (-114.191075 48.3724316, -114.189529 48.3724361)",,,
5551926,residential,False,True,19.944,7th Street West,"LINESTRING (-114.191075 48.3724316, -114.191345 48.3724308)",,,
5551926,residential,False,False,211.043,7th Street West,"LINESTRING (-114.189529 48.3724361, -114.1866719 48.3724446)",,,
5551926,residential,False,True,114.197,7th Street West,"LINESTRING (-114.189529 48.3724361, -114.191075 48.3724316)",,,
1158511698,residential,False,True,96.781,6th Avenue West,"LINESTRING (-114.189529 48.3724361, -114.189512 48.3715658)",,,
5551926,residential,False,True,211.043,7th Street West,"LINESTRING (-114.1866719 48.3724446, -114.189529 48.3724361)",,,
5559848,tertiary,False,False,94.894,4th Avenue West,"LINESTRING (-114.1866719 48.3724446, -114.1866741 48.373298)",,,
5559848,tertiary,False,True,96.373,4th Avenue West,"LINESTRING (-114.1866719 48.3724446, -114.186671 48.3715779)",,,
5551926,residential,False,False,105.81299999999999,7th Street West,"LINESTRING (-114.1866719 48.3724446, -114.1859521 48.3724467, -114.1852394 48.3724488)",,,
5540824,residential,False,False,96.173,3rd Avenue West,"LINESTRING (-114.1852394 48.3724488, -114.185234 48.3715839)",,,
5540824,residential,False,True,93.983,3rd Avenue West,"LINESTRING (-114.1852394 48.3724488, -114.1852447 48.373294)",,,
5551926,residential,False,True,105.81299999999999,7th Street West,"LINESTRING (-114.1852394 48.3724488, -114.1859521 48.3724467, -114.1866719 48.3724446)",,,
