osmid,oneway,name,highway,reversed,length,maxspeed,geometry,bridge,lanes,ref
24097773,False,Sunnyside Court,residential,True,37.25800000000001,,"LINESTRING (-87.8737066 41.9602495, -87.8736212 41.9600537, -87.8735883 41.9600126, -87.8735549 41.9599855, -87.8735017 41.9599648)",,,
24082449,False,Sunnyside Avenue,residential,True,90.08800000000001,,"LINESTRING (-87.8746604 41.9598691, -87.8744727 41.9599768, -87.8742957 41.9600605, -87.8739309 41.9601922, -87.8737066 41.9602495)",,,
160139291,False,Sunnyside Avenue,residential,False,111.343,,"LINESTRING (-87.8746604 41.9598691, -87.874861 41.9599819, -87.875054 41.9600537, -87.8752183 41.9600964, -87.875371 41.9601218, -87.8755933 41.9601352, -87.875919 41.9601315)",,,
160139306,False,Hirschberg Avenue,residential,True,91.08,,"LINESTRING (-87.8746604 41.9598691, -87.8745853 41.9597693, -87.8744459 41.9596138, -87.8743332 41.9593624, -87.8742957 41.9591111)",,,
160139287,False,Scott Street,residential,True,101.666,,"LINESTRING (-87.875919 41.9601315, -87.8759232 41.9592172)",,,
160139291,False,Sunnyside Avenue,residential,False,83.438,,"LINESTRING (-87.875919 41.9601315, -87.8769278 41.9601134)",,,
160139291,False,Sunnyside Avenue,residential,True,111.343,,"LINESTRING (-87.875919 41.9601315, -87.8755933 41.9601352, -87.875371 41.9601218, -87.8752183 41.9600964, -87.875054 41.9600537, -87.874861 41.9599819, -87.8746604 41.9598691)",,,
160139291,False,Sunnyside Avenue,residential,True,83.438,,"LINESTRING (-87.8769278 41.9601134, -87.875919 41.9601315)",,,
160139306,False,Hirschberg Avenue,residential,True,86.677,,"LINESTRING (-87.8742957 41.9591111, -87.8742925 41.9583316)",,,
24083725,False,Agatite Court,residential,False,54.814,,"LINESTRING (-87.8742957 41.9591111, -87.8746315 41.9591024, -87.8748461 41.9591103, -87.8749534 41.9591343)",,,
24083725,False,Agatite Court,residential,True,57.269000000000005,,"LINESTRING (-87.8742957 41.9591111, -87.8737625 41.9591183, -87.8737023 41.9591272, -87.8736572 41.9591439, -87.8736244 41.9591695)",,,
160139306,False,Hirschberg Avenue,residential,False,91.08,,"LINESTRING (-87.8742957 41.9591111, -87.8743332 41.9593624, -87.8744459 41.9596138, -87.8745853 41.9597693, -87.8746604 41.9598691)",,,
160139306,False,Hirschberg Avenue,residential,False,86.677,,"LINESTRING (-87.8742925 41.9583316, -87.8742957 41.9591111)",,,
"[160139306, 24084235, 160139316]",False,Hirschberg Avenue,residential,True,266.464,,"LINESTRING (-87.8742925 41.9583316, -87.874282 41.9577235, -87.874282 41.9575469, -87.8742852 41.9565973, -87.8742908 41.9559353)",yes,,
227603852,False,Montrose Avenue,residential,False,134.793,,"LINESTRING (-87.8742925 41.9583316, -87.8751039 41.9583195, -87.8759223 41.9583073)",,,
227603852,False,Montrose Avenue,residential,True,135.47899999999998,,"LINESTRING (-87.8742925 41.9583316, -87.8734821 41.9583437, -87.8726544 41.9583561)",,,
83632624,False,25th Avenue,residential,False,174.839,,"LINESTRING (-87.8710321 41.9583803, -87.8710297 41.9584278, -87.8710289 41.9585029, -87.8710253 41.9588184, -87.871023 41.959025, -87.871063 41.95943, -87.871209 41.9599401)",,,
83632624,False,25th Avenue,residential,True,323.091,,"LINESTRING (-87.8710321 41.9583803, -87.871039 41.9561626, -87.8710372 41.9559592, -87.8710365 41.9558545, -87.8710353 41.9556869, -87.8710346 41.9555916, -87.8710338 41.9554747)",,,
227603852,False,Montrose Avenue,residential,False,134.172,,"LINESTRING (-87.8710321 41.9583803, -87.8718413 41.9583682, -87.8726544 41.9583561)",,,
24089192,False,Emerson Avenue,residential,False,89.989,,"LINESTRING (-87.8726544 41.9583561, -87.8726702 41.9591653)",,,
24089192,False,Emerson Avenue,residential,True,294.836,,"LINESTRING (-87.8726544 41.9583561, -87.872647 41.9563786, -87.8726516 41.9557939, -87.8726523 41.9557046)",,,
227603852,False,Montrose Avenue,residential,False,135.47899999999998,,"LINESTRING (-87.8726544 41.9583561, -87.8734821 41.9583437, -87.8742925 41.9583316)",,,
227603852,False,Montrose Avenue,residential,True,134.172,,"LINESTRING (-87.8726544 41.9583561, -87.8718413 41.9583682, -87.8710321 41.9583803)",,,
160139287,False,Scott Street,residential,False,101.176,,"LINESTRING (-87.8759223 41.9583073, -87.8759232 41.9592172)",,,
"[160139308, 281437421, 160139287]",False,Scott Street,residential,True,242.019,,"LINESTRING (-87.8759223 41.9583073, -87.8759177 41.9568571, -87.8759194 41.9566811, -87.8759247 41.9561308)",yes,,
227603852,False,Montrose Avenue,residential,True,134.793,,"LINESTRING (-87.8759223 41.9583073, -87.8751039 41.9583195, -87.8742925 41.9583316)",,,
24089192,False,Emerson Avenue,residential,True,89.989,,"LINESTRING (-87.8726702 41.9591653, -87.8726544 41.9583561)",,,
24107940,False,Emerson Court,residential,False,43.307,,"LINESTRING (-87.8726702 41.9591653, -87.8721502 41.9591188)",,,
24089190,False,Emerson Avenue,residential,False,161.047,,"LINESTRING (-87.8726702 41.9591653, -87.8726393 41.9592843, -87.8725823 41.9593896, -87.8725152 41.9594952, -87.8724286 41.9595795, -87.8722568 41.9596906, -87.8720459 41.9597725, -87.871209 41.9599401)",,,
24089190,False,Emerson Avenue,residential,True,161.047,,"LINESTRING (-87.871209 41.9599401, -87.8720459 41.9597725, -87.8722568 41.9596906, -87.8724286 41.9595795, -87.8725152 41.9594952, -87.8725823 41.9593896, -87.8726393 41.9592843, -87.8726702 41.9591653)",,,
83632624,False,25th Avenue,residential,True,174.839,,"LINESTRING (-87.871209 41.9599401, -87.871063 41.95943, -87.871023 41.959025, -87.8710253 41.9588184, -87.8710289 41.9585029, -87.8710297 41.9584278, -87.8710321 41.9583803)",,,
684492687,False,Irving Park Road,primary,False,136.847,35 mph,"LINESTRING (-87.8759247 41.9561308, -87.8742908 41.9559353)",,4,IL 19
"[160139308, 281437421, 160139287]",False,Scott Street,residential,False,242.019,,"LINESTRING (-87.8759247 41.9561308, -87.8759194 41.9566811, -87.8759177 41.9568571, -87.8759223 41.9583073)",yes,,
24097773,False,Sunnyside Court,residential,False,37.258,,"LINESTRING (-87.8735017 41.9599648, -87.8735549 41.9599855, -87.8735883 41.9600126, -87.8736212 41.9600537, -87.8737066 41.9602495)",,,
24107940,False,Emerson Court,residential,True,43.307,,"LINESTRING (-87.8721502 41.9591188, -87.8726702 41.9591653)",,,
281437409,False,Irving Park Road,primary,True,98.738,30 mph,"LINESTRING (-87.8674194 41.9550019, -87.8678976 41.9550679, -87.8681581 41.9551038, -87.8685009 41.9551511, -87.8685934 41.9551639)",,4,IL 19
554918101,False,Prairie Avenue,residential,False,48.084,,"LINESTRING (-87.8674194 41.9550019, -87.8674209 41.954913, -87.8674266 41.9545695)",,,
24091489,False,Wagner Avenue,residential,True,237.97199999999998,20 mph,"LINESTRING (-87.8685934 41.9551639, -87.8686044 41.9547106, -87.8686054 41.9546357, -87.8686109 41.9542087, -87.8686144 41.9539361, -87.8686232 41.9530239)",,,
281437409,False,Irving Park Road,primary,False,98.738,30 mph,"LINESTRING (-87.8685934 41.9551639, -87.8685009 41.9551511, -87.8681581 41.9551038, -87.8678976 41.9550679, -87.8674194 41.9550019)",,4,IL 19
281437409,False,Irving Park Road,primary,True,101.636,30 mph,"LINESTRING (-87.8685934 41.9551639, -87.8686523 41.9551728, -87.8690516 41.9552331, -87.8690711 41.955236, -87.8694058 41.9552787, -87.8698021 41.9553292)",,4,IL 19
24105595,False,Atlantic Avenue,residential,False,254.623,,"LINESTRING (-87.8698021 41.9553292, -87.8698032 41.9548701, -87.8698257 41.9530394)",,,
24105595,False,Atlantic Avenue,residential,True,346.365,,"LINESTRING (-87.8698021 41.9553292, -87.8697952 41.9557956, -87.8697963 41.9584441)",,,
281437409,False,Irving Park Road,primary,False,101.636,30 mph,"LINESTRING (-87.8698021 41.9553292, -87.8694058 41.9552787, -87.8690711 41.955236, -87.8690516 41.9552331, -87.8686523 41.9551728, -87.8685934 41.9551639)",,4,IL 19
"[281437409, 435382205]",False,Irving Park Road,primary,True,103.129,30 mph,"LINESTRING (-87.8698021 41.9553292, -87.8700902 41.9553632, -87.8701525 41.9553706, -87.8702158 41.9553781, -87.8704321 41.9554036, -87.8705272 41.9554149, -87.8708413 41.955452, -87.8709213 41.9554614, -87.8710338 41.9554747)",,"['4', '5']",IL 19
83632624,False,25th Avenue,residential,False,323.091,,"LINESTRING (-87.8710338 41.9554747, -87.8710346 41.9555916, -87.8710353 41.9556869, -87.8710365 41.9558545, -87.8710372 41.9559592, -87.871039 41.9561626, -87.8710321 41.9583803)",,,
323938360,False,25th Avenue,residential,False,269.072,,"LINESTRING (-87.8710338 41.9554747, -87.8710329 41.9553664, -87.8710324 41.9553029, -87.871031 41.9551374, -87.8710301 41.9550257, -87.8710353 41.9530549)",,,
"[281437409, 435382205]",False,Irving Park Road,primary,False,103.12899999999999,30 mph,"LINESTRING (-87.8710338 41.9554747, -87.8709213 41.9554614, -87.8708413 41.955452, -87.8705272 41.9554149, -87.8704321 41.9554036, -87.8702158 41.9553781, -87.8701525 41.9553706, -87.8700902 41.9553632, -87.8698021 41.9553292)",,"['4', '5']",IL 19
"[435382206, 684492687]",False,Irving Park Road,primary,True,136.257,35 mph,"LINESTRING (-87.8710338 41.9554747, -87.8711947 41.9554976, -87.8714619 41.9555355, -87.8717098 41.9555707, -87.8718238 41.9555869, -87.8720639 41.955621, -87.872109 41.9556274, -87.8723709 41.9556646, -87.8726523 41.9557046)",,"['4', '6']",IL 19
24089192,False,Emerson Avenue,residential,False,294.836,,"LINESTRING (-87.8726523 41.9557046, -87.8726516 41.9557939, -87.872647 41.9563786, -87.8726544 41.9583561)",,,
"[435382206, 684492687]",False,Irving Park Road,primary,False,136.257,35 mph,"LINESTRING (-87.8726523 41.9557046, -87.8723709 41.9556646, -87.872109 41.9556274, -87.8720639 41.955621, -87.8718238 41.9555869, -87.8717098 41.9555707, -87.8714619 41.9555355, -87.8711947 41.9554976, -87.8710338 41.9554747)",,"['4', '6']",IL 19
684492687,False,Irving Park Road,primary,True,137.898,35 mph,"LINESTRING (-87.8726523 41.9557046, -87.8729845 41.9557524, -87.8730867 41.9557671, -87.8742908 41.9559353)",,4,IL 19
684492687,False,Irving Park Road,primary,True,136.847,35 mph,"LINESTRING (-87.8742908 41.9559353, -87.8759247 41.9561308)",,4,IL 19
"[160139306, 24084235, 160139316]",False,Hirschberg Avenue,residential,False,266.464,,"LINESTRING (-87.8742908 41.9559353, -87.8742852 41.9565973, -87.874282 41.9575469, -87.874282 41.9577235, -87.8742925 41.9583316)",yes,,
684492687,False,Irving Park Road,primary,False,137.898,35 mph,"LINESTRING (-87.8742908 41.9559353, -87.8730867 41.9557671, -87.8729845 41.9557524, -87.8726523 41.9557046)",,4,IL 19
24083725,False,Agatite Court,residential,False,57.269,,"LINESTRING (-87.8736244 41.9591695, -87.8736572 41.9591439, -87.8737023 41.9591272, -87.8737625 41.9591183, -87.8742957 41.9591111)",,,
24083725,False,Agatite Court,residential,True,54.814,,"LINESTRING (-87.8749534 41.9591343, -87.8748461 41.9591103, -87.8746315 41.9591024, -87.8742957 41.9591111)",,,
24105595,False,Atlantic Avenue,residential,False,346.365,,"LINESTRING (-87.8697963 41.9584441, -87.8697952 41.9557956, -87.8698021 41.9553292)",,,
