osmid,oneway,highway,reversed,length,geometry,lanes,name,ref,maxspeed
11651364,True,residential,False,171.928,"LINESTRING (-74.408233 40.5167063, -74.4083805 40.5167057, -74.4084939 40.5166905, -74.4085811 40.5166624, -74.4086471 40.5166115, -74.4087125 40.516525, -74.4087244 40.5164503, -74.4086728 40.5160596, -74.4086329 40.5159828, -74.4085603 40.5159171, -74.4084721 40.5158708, -74.4083736 40.5158645, -74.4082701 40.5158687, -74.4081527 40.5158925, -74.4079937 40.5159615)",,,,
"[1078758971, 11660687]",True,residential,False,116.329,"LINESTRING (-74.408233 40.5167063, -74.408206 40.5168003, -74.408139 40.5169328, -74.4077726 40.5174241, -74.4076148 40.5176357)","['1', '2']",Division Street,,
11660687,True,residential,False,87.356,"LINESTRING (-74.4079937 40.5159615, -74.4080705 40.5160494, -74.4081079 40.5160937, -74.4081853 40.5162545, -74.4082277 40.5163856, -74.4082423 40.5165844, -74.4082361 40.5166655, -74.408233 40.5167063)",1,Division Street,,
11667763,False,residential,False,63.218,"LINESTRING (-74.4138323 40.5167319, -74.4133595 40.5162914)",,Prescott Street,,
11676003,False,residential,True,89.081,"LINESTRING (-74.4055397 40.5161322, -74.4063741 40.5156429)",,Hillside Avenue,,
473913468,False,secondary,False,103.524,"LINESTRING (-74.4055397 40.5161322, -74.406078 40.516668, -74.406279 40.5168744)",,Plainfield Avenue,CR 529,35 mph
11671350,False,residential,False,76.367,"LINESTRING (-74.414062 40.5158596, -74.4133595 40.5162914)",,Central Avenue,,
11655972,False,residential,False,211.37400000000002,"LINESTRING (-74.414062 40.5158596, -74.4136969 40.5155119, -74.4135749 40.5153746, -74.4135145 40.5152384, -74.4134962 40.5151065, -74.4135071 40.5149053, -74.413482 40.5147938, -74.413434 40.5146738, -74.413322 40.5145304, -74.4129965 40.5142069)",,Partch Place,,
11671350,False,residential,True,96.609,"LINESTRING (-74.414062 40.5158596, -74.4146494 40.5154291, -74.4149037 40.5152729)",,Central Avenue,,
11672457,False,residential,True,422.6529999999999,"LINESTRING (-74.414062 40.5158596, -74.4143261 40.5161075, -74.4144018 40.5161668, -74.4145033 40.5162007, -74.4146173 40.516219, -74.4147402 40.5162163, -74.4148571 40.5161864, -74.4149517 40.5161393, -74.4170337 40.514862, -74.4171108 40.5148048, -74.4171677 40.514737, -74.4172085 40.5146616, -74.4172238 40.5145797, -74.417214 40.5145033, -74.4171888 40.5144368, -74.417151 40.5143797, -74.4168332 40.5140826)",,Price Drive,,
