osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,access,width
10821880,Harbour Walk Drive,residential,False,True,64.851,"LINESTRING (-82.0492296 26.939264, -82.049339 26.9391929, -82.0494912 26.9391123, -82.0497062 26.9389647, -82.0497613 26.9389256)",,,,,,
633119736,,residential,True,False,29.839,"LINESTRING (-82.0492296 26.939264, -82.0491549 26.9392803, -82.0489764 26.9394011)",,,,,,
10822603,East Virginia Avenue,residential,False,False,72.555,"LINESTRING (-82.046804 26.934801, -82.04618 26.935142)",,,,,,
10820790,Nesbit Street,residential,False,False,148.664,"LINESTRING (-82.046804 26.934801, -82.0468677 26.9348909, -82.0470341 26.9351255, -82.0472033 26.9353641, -82.0475493 26.9358521, -82.0476053 26.9359311)",,,,,,
10822603,East Virginia Avenue,residential,False,True,147.178,"LINESTRING (-82.046804 26.934801, -82.046945 26.934724, -82.0476477 26.9343595, -82.047664 26.934351, -82.047854 26.9342522, -82.0480115 26.9341698, -82.048085 26.934132)",,,,,,
118121702,Durrance Street,residential,False,True,147.819,"LINESTRING (-82.0548899 26.9340271, -82.053914 26.933022)",,,,,,
770727019,West Retta Esplanade,residential,False,False,73.761,"LINESTRING (-82.0548899 26.9340271, -82.054338 26.934472)",,,,,yes,
770727019,West Retta Esplanade,residential,False,True,77.269,"LINESTRING (-82.0548899 26.9340271, -82.055468 26.933561)",,,,,yes,
202780349,Nesbit Street,residential,False,False,99.856,"LINESTRING (-82.0491725 26.9381998, -82.049219 26.938267, -82.0494104 26.9385439, -82.0494289 26.9385706, -82.0496946 26.9388544, -82.0497613 26.9389256)",,,,,,
202780349,Nesbit Street,residential,False,True,147.403,"LINESTRING (-82.0491725 26.9381998, -82.0489256 26.9378398, -82.0487389 26.9375677, -82.0485865 26.9373454, -82.0484484 26.937144, -82.0484433 26.9371365, -82.0483969 26.9370688)",,,,,,
"[10818128, 624288133]",East Retta Esplanade,residential,False,True,222.03,"LINESTRING (-82.0491725 26.9381998, -82.0492409 26.9381724, -82.0493814 26.9381024, -82.049537 26.938014, -82.0496813 26.9379325, -82.0501628 26.9376602, -82.0503037 26.9375806, -82.0505153 26.9374623, -82.0506201 26.9373963, -82.050777 26.9372961, -82.0509791 26.9371714, -82.0510569 26.9371234)",,,,,,
48391180,Taylor Road,tertiary,False,True,53.549,"LINESTRING (-82.0471494 26.9311546, -82.046787 26.9307975)",,2,,,,
48391180,Taylor Road,tertiary,False,False,27.169,"LINESTRING (-82.0471494 26.9311546, -82.0471998 26.9312042, -82.0473335 26.9313356)",,2,,,,
196945922,,tertiary_link,True,False,55.769000000000005,"LINESTRING (-82.0471494 26.9311546, -82.0471771 26.9312219, -82.0472412 26.9313779, -82.0472653 26.9314784, -82.0472679 26.9314984, -82.0472858 26.9316383)",,,,,,
196945910,Tamiami Trail,primary,True,False,141.797,"LINESTRING (-82.0472858 26.9316383, -82.0472618 26.9318811, -82.0472543 26.9320102, -82.0472496 26.9320924, -82.0472564 26.9322734, -82.047264 26.9323609, -82.0472755 26.9324921, -82.0473055 26.9326743, -82.047365 26.9329035)",,3,US 41,35 mph,,
523416461,Harborside Avenue,residential,False,True,123.257,"LINESTRING (-82.0538042 26.9362185, -82.0536773 26.9363208, -82.0536544 26.9363393, -82.0534351 26.936516, -82.0531772 26.9367239, -82.0529149 26.9369353, -82.0528819 26.9369619)",,,,,,
86103432,Tamiami Trail,primary,True,False,57.812999999999995,"LINESTRING (-82.0473457 26.9308159, -82.0473424 26.9311827, -82.0473335 26.9313356)",,2,US 41,35 mph,,
566610674,,unclassified,False,False,55.425000000000004,"LINESTRING (-82.0473457 26.9308159, -82.0472288 26.930812, -82.046787 26.9307975)",,,,,,
633119735,,residential,True,False,28.923,"LINESTRING (-82.0490436 26.9394603, -82.0492018 26.9393197, -82.0492296 26.939264)",,,,,,
