osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,tunnel
865363053,False,3,Светог Саве,residential,50,True,33.938,"LINESTRING (21.935206 44.420049, 21.9353954 44.4203226)",,,
137380683,False,2,Рударска,residential,,True,48.938,"LINESTRING (21.935206 44.420049, 21.9353948 44.4200957, 21.9358042 44.42015)",,,
"[1236538812, 1236538813, 122197342]",False,2,"['Светог Саве', 'Карађорђева']",residential,,False,254.51299999999998,"LINESTRING (21.935206 44.420049, 21.9349472 44.4199543, 21.9345876 44.4198227, 21.934484 44.4198088, 21.9344188 44.4198405, 21.9343443 44.4198856, 21.9342995 44.419952, 21.934325 44.4200349, 21.9343679 44.4201122, 21.9345148 44.4202959, 21.9347261 44.4205546, 21.9348759 44.4207998, 21.9349074 44.4209068, 21.9349187 44.4209896, 21.9349282 44.4212122, 21.9349214 44.4213678)",,,
865363053,False,3,Светог Саве,residential,50,False,98.993,"LINESTRING (21.9359154 44.4211317, 21.9353954 44.4203226)",,,
137383261,False,3,Светог Саве,primary,50,False,83.831,"LINESTRING (21.9359154 44.4211317, 21.9355018 44.421257, 21.9353825 44.4212931, 21.9352459 44.4213345, 21.9350862 44.4213575, 21.9349214 44.4213678)",33;164,,
850159304,False,2,Шашка,residential,,True,374.771,"LINESTRING (21.9359154 44.4211317, 21.9360877 44.4210694, 21.9363786 44.4209643, 21.9366255 44.4208751, 21.9369921 44.4207353, 21.9382084 44.4202713, 21.9384087 44.4201907, 21.9385443 44.4201175, 21.9386621 44.4200468, 21.9387264 44.4199834, 21.938939 44.4194764, 21.9390879 44.4191211, 21.9391243 44.418977)",,,
"[1250848652, 870828038, 865363054, 870828039]",False,"['2', '3']",Светог Саве,primary,"['50', '30']",True,298.545,"LINESTRING (21.9359154 44.4211317, 21.9361117 44.4214692, 21.9362158 44.4216483, 21.9364177 44.4219961, 21.9364683 44.4220836, 21.9365781 44.4222702, 21.9367101 44.422497, 21.936993 44.4229712, 21.9372409 44.423404, 21.9372676 44.4234496, 21.9373378 44.4235698, 21.9373613 44.42361)",33;164,yes,
"[1236538812, 1236538813, 122197342]",False,2,"['Светог Саве', 'Карађорђева']",residential,,True,254.513,"LINESTRING (21.9349214 44.4213678, 21.9349282 44.4212122, 21.9349187 44.4209896, 21.9349074 44.4209068, 21.9348759 44.4207998, 21.9347261 44.4205546, 21.9345148 44.4202959, 21.9343679 44.4201122, 21.934325 44.4200349, 21.9342995 44.419952, 21.9343443 44.4198856, 21.9344188 44.4198405, 21.934484 44.4198088, 21.9345876 44.4198227, 21.9349472 44.4199543, 21.935206 44.420049)",,,
"[865358514, 865358515, 137383261]",False,"['4', '3', '2']",Светог Саве,primary,50,False,23.349,"LINESTRING (21.9349214 44.4213678, 21.9348571 44.421367, 21.9346841 44.4213644, 21.9346287 44.4213559)",33;164,yes,
137383261,False,3,Светог Саве,primary,50,True,83.831,"LINESTRING (21.9349214 44.4213678, 21.9350862 44.4213575, 21.9352459 44.4213345, 21.9353825 44.4212931, 21.9355018 44.421257, 21.9359154 44.4211317)",33;164,,
870828034,True,2,Карађорђева,residential,30,False,204.029,"LINESTRING (21.9349214 44.4213678, 21.9348925 44.4216179, 21.9348885 44.4216522, 21.9348777 44.4218268, 21.9348656 44.4220221, 21.9348573 44.4221569, 21.9348294 44.4222571, 21.9348173 44.4223004, 21.9348051 44.4223442, 21.9347342 44.4225348, 21.9344982 44.4231689)",,,
137383841,True,1,,residential,,False,41.897999999999996,"LINESTRING (21.937772 44.424016, 21.9375017 44.4239359, 21.9373461 44.4238928, 21.9372809 44.4238789)",,,
865363055,False,2,Капетанска,primary,50,True,308.00399999999996,"LINESTRING (21.937772 44.424016, 21.9380152 44.4241367, 21.9391575 44.4245528, 21.9398325 44.4247883, 21.9400648 44.4248676, 21.9401143 44.4248845, 21.9404333 44.4249933, 21.9404977 44.4250105, 21.9409791 44.4251628, 21.9412607 44.4252049)",33;164,,
1250848650,True,1,,primary,30,False,37.082,"LINESTRING (21.937772 44.424016, 21.9375857 44.4239288, 21.9375092 44.4238703, 21.9374653 44.4237813)",,,
137384338,True,1,Капетанска,primary,50,False,75.581,"LINESTRING (21.9415704 44.4247534, 21.9416255 44.4248697, 21.941655 44.4249789, 21.9416684 44.4250306, 21.9416631 44.4250881, 21.9416255 44.425134, 21.9415799 44.4251647, 21.9414941 44.4251992, 21.9413752 44.4252085, 21.9412607 44.4252049)",33;164,,
865363055,False,2,Капетанска,primary,50,False,308.004,"LINESTRING (21.9412607 44.4252049, 21.9409791 44.4251628, 21.9404977 44.4250105, 21.9404333 44.4249933, 21.9401143 44.4248845, 21.9400648 44.4248676, 21.9398325 44.4247883, 21.9391575 44.4245528, 21.9380152 44.4241367, 21.937772 44.424016)",33;164,,
865363056,True,1,Капетанска,primary,50,False,58.2,"LINESTRING (21.9412607 44.4252049, 21.9413707 44.4251379, 21.941427 44.4250995, 21.94147 44.4250536, 21.9414914 44.4250095, 21.9415156 44.4249559, 21.9415474 44.4248548, 21.9415704 44.4247534)",33;164,,
"[865358514, 865358515, 137383261]",False,"['2', '4', '3']",Светог Саве,primary,50,True,23.349,"LINESTRING (21.9346287 44.4213559, 21.9346841 44.4213644, 21.9348571 44.421367, 21.9349214 44.4213678)",33;164,yes,
"[137380283, 866650852, 866650853]",False,2,,residential,30,True,21.331,"LINESTRING (21.9344982 44.4231689, 21.9343992 44.4231457, 21.9343155 44.4231271, 21.934243 44.4231091)",,yes,
"[870828034, 870828035, 865377231]",True,2,Карађорђева,residential,30,False,66.232,"LINESTRING (21.9344982 44.4231689, 21.9344129 44.4233555, 21.9343635 44.4234792, 21.9342914 44.4236414, 21.9342713 44.4236886, 21.9342505 44.4237376)",,yes,
137379848,True,2,Пролетерска,residential,,False,198.60700000000003,"LINESTRING (21.934243 44.4231091, 21.9344234 44.4226973, 21.9344932 44.422538, 21.9345419 44.4223531, 21.9346221 44.4216513, 21.9346287 44.4213559)",,,
"[137380283, 866650852, 866650853]",False,2,,residential,30,False,21.331,"LINESTRING (21.934243 44.4231091, 21.9343155 44.4231271, 21.9343992 44.4231457, 21.9344982 44.4231689)",,yes,
137383629,False,2,Бранислава Нушића,residential,,True,96.052,"LINESTRING (21.9333479 44.4258117, 21.9340936 44.425975, 21.934244 44.426008, 21.9345043 44.426065)",,,
865377231,True,2,Карађорђева,residential,30,False,114.976,"LINESTRING (21.9333479 44.4258117, 21.9329804 44.4266255, 21.9329226 44.4267996)",,,
"[137380338, 866650859, 866650858]",False,2,,residential,30,True,22.558,"LINESTRING (21.9333479 44.4258117, 21.9332558 44.4257925, 21.9331638 44.4257732, 21.9330768 44.4257513)",,yes,
137379848,True,2,Пролетерска,residential,,False,308.151,"LINESTRING (21.9330768 44.4257513, 21.933429 44.425053, 21.9336613 44.4244882, 21.9337417 44.4242885, 21.9339878 44.4236898, 21.934243 44.4231091)",,,
"[866650858, 137380338, 866650859]",False,2,,residential,30,False,22.558,"LINESTRING (21.9330768 44.4257513, 21.9331638 44.4257732, 21.9332558 44.4257925, 21.9333479 44.4258117)",,yes,
865363053,False,3,Светог Саве,residential,50,False,33.938,"LINESTRING (21.9353954 44.4203226, 21.935206 44.420049)",,,
865363053,False,3,Светог Саве,residential,50,True,98.993,"LINESTRING (21.9353954 44.4203226, 21.9359154 44.4211317)",,,
137380681,True,1,,residential,,False,37.715,"LINESTRING (21.9358042 44.42015, 21.9353954 44.4203226)",,,
137380683,False,2,Рударска,residential,,False,48.938,"LINESTRING (21.9358042 44.42015, 21.9353948 44.4200957, 21.935206 44.420049)",,,
137380683,False,2,Рударска,residential,,True,72.948,"LINESTRING (21.9358042 44.42015, 21.9360713 44.4202023, 21.9362464 44.420276, 21.9363561 44.4203417, 21.9365465 44.4205028)",,,
137380683,False,2,Рударска,residential,,False,72.948,"LINESTRING (21.9365465 44.4205028, 21.9363561 44.4203417, 21.9362464 44.420276, 21.9360713 44.4202023, 21.9358042 44.42015)",,,
870828036,False,2,28 марта,residential,30,True,17.445,"LINESTRING (21.9362901 44.4237757, 21.9363719 44.4239213)",,,
"[870828036, 870828037, 137383839]",False,2,28 марта,residential,30,False,55.891999999999996,"LINESTRING (21.9362901 44.4237757, 21.9362735 44.4237462, 21.9362477 44.4237003, 21.9362167 44.4236449, 21.9360156 44.4233129)",,yes,
137383610,True,1,7. јула,residential,30,False,61.421,"LINESTRING (21.9342505 44.4237376, 21.9345392 44.4237995, 21.9346488 44.4238209, 21.9347943 44.4238493, 21.9349928 44.4238926)",,,
865377231,True,2,Карађорђева,residential,30,False,153.005,"LINESTRING (21.9342505 44.4237376, 21.9339036 44.4245458, 21.9336859 44.4250532)",,,
137383629,False,2,Бранислава Нушића,residential,,False,96.052,"LINESTRING (21.9345043 44.426065, 21.934244 44.426008, 21.9340936 44.425975, 21.9333479 44.4258117)",,,
137383687,False,2,Николе Тесле,residential,,False,85.403,"LINESTRING (21.9345043 44.426065, 21.9345763 44.42597, 21.9348455 44.4256147, 21.9350161 44.4253895)",,,
137383687,False,2,Николе Тесле,residential,,True,180.73299999999998,"LINESTRING (21.9345043 44.426065, 21.9342331 44.4263624, 21.9340818 44.4265048, 21.9337501 44.4268839, 21.9337 44.4269286, 21.9336316 44.4269559, 21.9335473 44.4269508, 21.9329226 44.4267996)",,,
137383647,False,2,Пионирска,residential,,True,63.064,"LINESTRING (21.9336859 44.4250532, 21.934027 44.4251159, 21.9343842 44.4251815, 21.934455 44.4251945)",,,
865377231,True,2,Карађорђева,residential,30,False,88.50999999999999,"LINESTRING (21.9336859 44.4250532, 21.9335841 44.4252816, 21.9333479 44.4258117)",,,
137383647,False,2,Пионирска,residential,,False,49.553,"LINESTRING (21.9350161 44.4253895, 21.9347417 44.4252941, 21.934455 44.4251945)",,,
137383687,False,2,Николе Тесле,residential,,False,187.671,"LINESTRING (21.9350161 44.4253895, 21.9354849 44.4247382, 21.936063 44.4243595, 21.9362716 44.4242228, 21.9364082 44.4241234, 21.936466 44.424089)",,,
137383687,False,2,Николе Тесле,residential,,True,85.403,"LINESTRING (21.9350161 44.4253895, 21.9348455 44.4256147, 21.9345763 44.42597, 21.9345043 44.426065)",,,
137383647,False,2,Пионирска,residential,,False,63.064,"LINESTRING (21.934455 44.4251945, 21.9343842 44.4251815, 21.934027 44.4251159, 21.9336859 44.4250532)",,,
137383647,False,2,Пионирска,residential,,True,49.553,"LINESTRING (21.934455 44.4251945, 21.9347417 44.4252941, 21.9350161 44.4253895)",,,
137384041,False,2,6. августа,residential,,False,150.93400000000003,"LINESTRING (21.934455 44.4251945, 21.9345498 44.4249615, 21.9346472 44.4247297, 21.9346618 44.4246944, 21.9349052 44.4241049, 21.9349928 44.4238926)",,,
137383687,False,2,Николе Тесле,residential,,False,180.733,"LINESTRING (21.9329226 44.4267996, 21.9335473 44.4269508, 21.9336316 44.4269559, 21.9337 44.4269286, 21.9337501 44.4268839, 21.9340818 44.4265048, 21.9342331 44.4263624, 21.9345043 44.426065)",,,
1250848648,True,2,Николе Тесле,residential,,False,20.966,"LINESTRING (21.937231 44.4238682, 21.9374653 44.4237813)",,,
137383687,False,2,Николе Тесле,residential,,True,65.525,"LINESTRING (21.937231 44.4238682, 21.9371206 44.4239001, 21.936466 44.424089)",,,
870828038,False,3,Светог Саве,primary,,False,20.761,"LINESTRING (21.9374653 44.4237813, 21.9373613 44.42361)",33;164,,
1250848649,True,1,Капетанска,primary,50,False,35.826,"LINESTRING (21.9374653 44.4237813, 21.9375958 44.4239011, 21.9376854 44.4239589, 21.937772 44.424016)",33;164,,
1250848651,True,1,,residential,,False,19.895,"LINESTRING (21.9374653 44.4237813, 21.9374449 44.4238224, 21.9373979 44.4238531, 21.9373617 44.4238713, 21.9372809 44.4238789)",,,
870828036,False,2,28 марта,residential,30,False,20.089,"LINESTRING (21.936466 44.424089, 21.9363719 44.4239213)",,,
137383687,False,2,Николе Тесле,residential,,False,65.525,"LINESTRING (21.936466 44.424089, 21.9371206 44.4239001, 21.937231 44.4238682)",,,
137383687,False,2,Николе Тесле,residential,,True,187.671,"LINESTRING (21.936466 44.424089, 21.9364082 44.4241234, 21.9362716 44.4242228, 21.936063 44.4243595, 21.9354849 44.4247382, 21.9350161 44.4253895)",,,
870828036,False,2,28 марта,residential,30,False,17.445,"LINESTRING (21.9363719 44.4239213, 21.9362901 44.4237757)",,,
870828036,False,2,28 марта,residential,30,True,20.089,"LINESTRING (21.9363719 44.4239213, 21.936466 44.424089)",,,
137383840,True,1,Мали сокак,residential,,False,85.859,"LINESTRING (21.9373613 44.42361, 21.9363719 44.4239213)",,,
870828038,False,3,Светог Саве,primary,,True,20.761,"LINESTRING (21.9373613 44.42361, 21.9374653 44.4237813)",33;164,,
"[865363054, 1250848652, 870828038, 870828039]",False,"['2', '3']",Светог Саве,primary,"['30', '50']",False,298.54499999999996,"LINESTRING (21.9373613 44.42361, 21.9373378 44.4235698, 21.9372676 44.4234496, 21.9372409 44.423404, 21.936993 44.4229712, 21.9367101 44.422497, 21.9365781 44.4222702, 21.9364683 44.4220836, 21.9364177 44.4219961, 21.9362158 44.4216483, 21.9361117 44.4214692, 21.9359154 44.4211317)",33;164,yes,
