osmid,highway,oneway,reversed,length,geometry,lanes,name,ref
91799864,residential,False,True,120.51599999999999,"LINESTRING (20.5716942 44.5157518, 20.5714944 44.5162175, 20.5714247 44.5163266, 20.5713254 44.5164241, 20.5709808 44.5166823)",,,
182048084,tertiary,False,False,34.477,"LINESTRING (20.5761547 44.519315, 20.5765322 44.5191611)",2,Космајски трг,
182048084,tertiary,False,True,18.922,"LINESTRING (20.5761547 44.519315, 20.575949 44.5194013)",2,Космајски трг,
919172637,tertiary,False,False,39.516,"LINESTRING (20.5761547 44.519315, 20.5764055 44.5190079)",2,Космајски трг,
182050011,residential,False,True,131.486,"LINESTRING (20.5773909 44.5175401, 20.5778016 44.5177925, 20.5779988 44.5178853, 20.578153 44.5179426, 20.5783837 44.5180497, 20.5787377 44.5182247)",,,
189085858,tertiary,False,True,106.30199999999999,"LINESTRING (20.5773909 44.5175401, 20.5773738 44.517628, 20.5773595 44.5176839, 20.5773014 44.5178164, 20.5772408 44.5179174, 20.5772188 44.5179569, 20.5770562 44.5181901, 20.5768876 44.5184193)",,Космајска,
91799864,residential,False,False,29.664,"LINESTRING (20.5707474 44.5168908, 20.5709808 44.5166823)",,,
296657868,secondary,False,True,30.53,"LINESTRING (20.5707474 44.5168908, 20.5710263 44.5170801)",,Кнеза Милоша,150
296657868,secondary,False,False,41.391999999999996,"LINESTRING (20.5745239 44.5202987, 20.5745615 44.5201247, 20.5746333 44.5199353)",,Кнеза Милоша,150
296657868,secondary,False,True,46.628,"LINESTRING (20.5745239 44.5202987, 20.5745105 44.5203514, 20.5744996 44.5205321, 20.5744806 44.5207165)",,Кнеза Милоша,150
321625222,residential,False,False,75.67699999999999,"LINESTRING (20.5757438 44.5244128, 20.5757523 44.5240494, 20.575735 44.5238902, 20.575684 44.523737)",,Кнеза Милоша,
321625222,residential,False,False,35.202,"LINESTRING (20.575684 44.523737, 20.5755625 44.5234325)",,Кнеза Милоша,
321625222,residential,False,True,75.67699999999999,"LINESTRING (20.575684 44.523737, 20.575735 44.5238902, 20.5757523 44.5240494, 20.5757438 44.5244128)",,Кнеза Милоша,
321625222,residential,False,True,50.465,"LINESTRING (20.5753768 44.5229984, 20.5755625 44.5234325)",,Кнеза Милоша,
182046770,residential,False,True,73.715,"LINESTRING (20.5753768 44.5229984, 20.5755296 44.5229731, 20.5756936 44.5229488, 20.5759147 44.5229398, 20.5761212 44.522957, 20.5762935 44.5229829)",,Доситејева,
321625222,residential,False,False,27.167,"LINESTRING (20.5753768 44.5229984, 20.5753005 44.5228929, 20.5752139 44.5227835)",,Кнеза Милоша,
182048651,tertiary,False,False,313.123,"LINESTRING (20.5793185 44.5209188, 20.5792862 44.5209323, 20.5792504 44.5209447, 20.5792111 44.5209519, 20.5791622 44.5209552, 20.5791226 44.5209557, 20.5790435 44.5209538, 20.5789319 44.5209285, 20.5786948 44.5208553, 20.5784831 44.5207874, 20.5782938 44.520709, 20.5780646 44.5206, 20.5778667 44.5204972, 20.577682 44.5203836, 20.5774708 44.5202348, 20.5773522 44.5201295, 20.5772126 44.5199714, 20.5771357 44.5198766, 20.5768539 44.5195506, 20.5765979 44.5192414, 20.5765322 44.5191611)",,Јелице Миловановић,
975810775,residential,False,True,15.768,"LINESTRING (20.5793185 44.5209188, 20.5793694 44.5209739, 20.5794002 44.5209997, 20.5794495 44.5210226)",,Јелице Миловановић,
580013688,secondary,False,True,41.847,"LINESTRING (20.5759456 44.5222846, 20.5764217 44.5224471)",,Милосава Влајића,150
179199154,residential,False,True,112.325,"LINESTRING (20.5759456 44.5222846, 20.5759695 44.5222485, 20.5759941 44.5222113, 20.5760568 44.5221617, 20.5761204 44.5221205, 20.5761988 44.5220734, 20.5763272 44.5220033, 20.5764897 44.5219412, 20.5767363 44.5218021, 20.5768052 44.5217121, 20.5769051 44.521575)",,,
"[580013688, 919172644]",secondary,False,False,108.017,"LINESTRING (20.5759456 44.5222846, 20.5752344 44.5220375, 20.5747907 44.5218823, 20.5747208 44.5218591)",3,Милосава Влајића,150
179199154,residential,False,False,112.32499999999999,"LINESTRING (20.5769051 44.521575, 20.5768052 44.5217121, 20.5767363 44.5218021, 20.5764897 44.5219412, 20.5763272 44.5220033, 20.5761988 44.5220734, 20.5761204 44.5221205, 20.5760568 44.5221617, 20.5759941 44.5222113, 20.5759695 44.5222485, 20.5759456 44.5222846)",,,
321578456,residential,False,False,217.085,"LINESTRING (20.5769051 44.521575, 20.5749984 44.5207741, 20.5748814 44.520751, 20.5747608 44.5207394, 20.5746105 44.5207252, 20.5744806 44.5207165)",,Шумадијска,
321578456,residential,False,True,129.275,"LINESTRING (20.5769051 44.521575, 20.5781552 44.5219104, 20.5784493 44.5219261)",,Шумадијска,
182048460,residential,False,False,63.144999999999996,"LINESTRING (20.57913 44.5215411, 20.5792312 44.5214118, 20.5793332 44.5212605, 20.5794495 44.5210226)",,Рада Јовановића,
182048460,residential,False,True,379.8979999999999,"LINESTRING (20.57913 44.5215411, 20.5781448 44.5212504, 20.5768788 44.5208468, 20.5760783 44.5205793, 20.576022 44.5205445, 20.5759868 44.5205096, 20.5756605 44.5201189, 20.5753314 44.5196929)",,Рада Јовановића,
321578456,residential,False,False,74.646,"LINESTRING (20.57913 44.5215411, 20.5789491 44.521788, 20.5787686 44.5218765, 20.5785843 44.5219257, 20.5784493 44.5219261)",,Шумадијска,
296657868,secondary,False,False,46.628,"LINESTRING (20.5744806 44.5207165, 20.5744996 44.5205321, 20.5745105 44.5203514, 20.5745239 44.5202987)",,Кнеза Милоша,150
296657868,secondary,False,True,46.68600000000001,"LINESTRING (20.5744806 44.5207165, 20.5744601 44.5210355, 20.5744507 44.5211358)",,Кнеза Милоша,150
321578456,residential,False,True,217.085,"LINESTRING (20.5744806 44.5207165, 20.5746105 44.5207252, 20.5747608 44.5207394, 20.5748814 44.520751, 20.5749984 44.5207741, 20.5769051 44.521575)",,Шумадијска,
580013688,secondary,False,False,41.847,"LINESTRING (20.5764217 44.5224471, 20.5759456 44.5222846)",,Милосава Влајића,150
182046772,residential,False,False,60.43900000000001,"LINESTRING (20.5764217 44.5224471, 20.5763381 44.5227992, 20.5762935 44.5229829)",,,
182046770,residential,False,False,73.715,"LINESTRING (20.5762935 44.5229829, 20.5761212 44.522957, 20.5759147 44.5229398, 20.5756936 44.5229488, 20.5755296 44.5229731, 20.5753768 44.5229984)",,Доситејева,
182046770,residential,False,True,225.81799999999996,"LINESTRING (20.5762935 44.5229829, 20.577074 44.523237, 20.5773787 44.5233383, 20.5778693 44.5235068, 20.5783154 44.5237007, 20.5785486 44.5238271, 20.5787815 44.5239553)",,Доситејева,
182046772,residential,False,True,60.43900000000001,"LINESTRING (20.5762935 44.5229829, 20.5763381 44.5227992, 20.5764217 44.5224471)",,,
182046770,residential,False,False,225.81799999999998,"LINESTRING (20.5787815 44.5239553, 20.5785486 44.5238271, 20.5783154 44.5237007, 20.5778693 44.5235068, 20.5773787 44.5233383, 20.577074 44.523237, 20.5762935 44.5229829)",,Доситејева,
182048084,tertiary,False,True,34.477,"LINESTRING (20.5765322 44.5191611, 20.5761547 44.519315)",2,Космајски трг,
182048651,tertiary,False,False,19.778,"LINESTRING (20.5765322 44.5191611, 20.5764542 44.5190645, 20.5764055 44.5190079)",,Јелице Миловановић,
