osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,tunnel
"[961063960, 181058482, 301714410]",2,214,Немањина,secondary,50,False,False,188.92999999999998,yes,"LINESTRING (21.2721673 43.1410546, 21.2721176 43.1410224, 21.2720644 43.140985, 21.2720039 43.1409284, 21.2719483 43.1408604, 21.2719187 43.1408174, 21.2718891 43.1407744, 21.2718612 43.1407314, 21.2718298 43.140678, 21.2717742 43.1405714, 21.271596 43.1401757, 21.2715456 43.1400872, 21.2714951 43.1400017, 21.2713799 43.1398069, 21.2713325 43.1397147, 21.2713098 43.1396664, 21.2712911 43.1396151, 21.27126 43.139508)",
289380726,2,213;214,Милутина Ускоковића,secondary,50,False,False,48.804,,"LINESTRING (21.2721673 43.1410546, 21.272248 43.1410674, 21.272318 43.1410774, 21.272329 43.141079, 21.2723513 43.1410825, 21.2723713 43.141085, 21.2723984 43.1410888, 21.2724912 43.1411005, 21.2725804 43.141108, 21.2726572 43.1411098, 21.2727254 43.1411046, 21.2727606 43.1410981)",
1105298813,2,213,Топличка,secondary,50,False,True,166.858,,"LINESTRING (21.2721673 43.1410546, 21.2721598 43.1411081, 21.2721523 43.1411479, 21.2721434 43.1411764, 21.2721373 43.1411961, 21.2721134 43.1412537, 21.2720895 43.1413015, 21.2720605 43.1413483, 21.2720267 43.1413908, 21.2719918 43.1414213, 21.2719569 43.1414468, 21.2719031 43.1414764, 21.2718384 43.1415013, 21.271356 43.1416698, 21.2711343 43.1417439, 21.2709138 43.1418058, 21.2708149 43.1418379, 21.2706269 43.1418929)",
301714407,2,214,Косовска,secondary,50,False,False,99.96000000000001,,"LINESTRING (21.2698053 43.1358133, 21.2695443 43.1356039, 21.2692841 43.135385, 21.2691384 43.1352614, 21.2689926 43.1351378)",
301714407,2,214,Косовска,secondary,50,False,True,171.744,,"LINESTRING (21.2698053 43.1358133, 21.2700195 43.1360097, 21.2700584 43.1360485, 21.270095 43.1360921, 21.2701247 43.1361317, 21.2701544 43.1361733, 21.2702205 43.1362691, 21.2703487 43.1364636, 21.270801 43.1370671, 21.2708569 43.1371488)",
315754799,2,,16. фебруара,tertiary,50,False,True,236.324,,"LINESTRING (21.2698053 43.1358133, 21.2698815 43.1358163, 21.2699233 43.135818, 21.2700314 43.1358224, 21.2700622 43.1358253, 21.2701909 43.1358487, 21.2703474 43.1358912, 21.2705402 43.1359373, 21.2707669 43.1359879, 21.2710321 43.1360419, 21.2713251 43.1361026, 21.272097 43.1362599, 21.272213 43.1362969, 21.2722656 43.1363237, 21.2723208 43.1363643, 21.2724388 43.1365374)",
289380726,2,213;214,Милутина Ускоковића,secondary,50,False,True,498.89800000000014,,"LINESTRING (21.2775023 43.1384368, 21.2774201 43.1385092, 21.2773414 43.1385789, 21.2772477 43.1386661, 21.2771752 43.1387404, 21.2770643 43.1388606, 21.2770177 43.1389013, 21.2769853 43.138924, 21.2769653 43.1389334, 21.2769352 43.1389475, 21.2768621 43.13898, 21.2767925 43.13901, 21.2767192 43.1390442, 21.2766495 43.1390848, 21.2765914 43.1391274, 21.276539 43.1391712, 21.2762288 43.1394798, 21.2760754 43.1396266, 21.2759987 43.1396955, 21.2759251 43.1397598, 21.2758508 43.1398179, 21.2757795 43.1398715, 21.2757191 43.1399138, 21.2756617 43.1399517, 21.2755631 43.140015, 21.2754646 43.1400761, 21.275272 43.1401915, 21.2750518 43.1403227, 21.27495 43.1403804, 21.2748698 43.1404247, 21.2748111 43.1404526, 21.2747569 43.1404701, 21.2746914 43.1404871, 21.2746037 43.1405055, 21.2743174 43.1405511, 21.274135 43.1405807, 21.273968 43.1406102, 21.2738968 43.140627, 21.2738441 43.1406426, 21.2737756 43.1406649, 21.2736824 43.1407016, 21.2735985 43.140736, 21.2734676 43.1407959, 21.2733706 43.1408416, 21.2732828 43.140885, 21.2731164 43.1409696, 21.2730365 43.1410071, 21.2729596 43.1410423, 21.2728845 43.1410689, 21.2727949 43.1410918, 21.2727606 43.1410981)",
315754799,2,,16. фебруара,tertiary,50,False,False,236.324,,"LINESTRING (21.2724388 43.1365374, 21.2723208 43.1363643, 21.2722656 43.1363237, 21.272213 43.1362969, 21.272097 43.1362599, 21.2713251 43.1361026, 21.2710321 43.1360419, 21.2707669 43.1359879, 21.2705402 43.1359373, 21.2703474 43.1358912, 21.2701909 43.1358487, 21.2700622 43.1358253, 21.2700314 43.1358224, 21.2699233 43.135818, 21.2698815 43.1358163, 21.2698053 43.1358133)",
315754799,2,,16. фебруара,tertiary,50,False,True,85.586,,"LINESTRING (21.2724388 43.1365374, 21.2724527 43.1365564, 21.2728315 43.1370749, 21.2728572 43.1371101, 21.272935 43.1372166)",
1082352740,1,,Карађорђева,residential,,False,False,145.278,,"LINESTRING (21.2724388 43.1365374, 21.2723903 43.1365564, 21.2723483 43.1365728, 21.2709605 43.1371156, 21.270944 43.1371209, 21.270931 43.1371251, 21.2708569 43.1371488)",
301714407,2,214,Косовска,secondary,50,False,False,171.744,,"LINESTRING (21.2708569 43.1371488, 21.270801 43.1370671, 21.2703487 43.1364636, 21.2702205 43.1362691, 21.2701544 43.1361733, 21.2701247 43.1361317, 21.270095 43.1360921, 21.2700584 43.1360485, 21.2700195 43.1360097, 21.2698053 43.1358133)",
1082352740,1,,Карађорђева,residential,,False,False,24.181,,"LINESTRING (21.2708569 43.1371488, 21.2707684 43.137176, 21.2707584 43.1371795, 21.2705876 43.1372417)",
1082352740,1,,Карађорђева,residential,,False,True,145.27800000000002,,"LINESTRING (21.2708569 43.1371488, 21.270931 43.1371251, 21.270944 43.1371209, 21.2709605 43.1371156, 21.2723483 43.1365728, 21.2723903 43.1365564, 21.2724388 43.1365374)",
1105071726,2,214,Косовска,secondary,50,False,True,84.78500000000001,,"LINESTRING (21.2708569 43.1371488, 21.2709023 43.1372079, 21.2712444 43.1377415, 21.2712529 43.1377544, 21.2713104 43.1378355)",
315754799,2,,16. фебруара,tertiary,50,False,False,85.586,,"LINESTRING (21.272935 43.1372166, 21.2728572 43.1371101, 21.2728315 43.1370749, 21.2724527 43.1365564, 21.2724388 43.1365374)",
315754799,2,,16. фебруара,tertiary,50,False,True,183.435,,"LINESTRING (21.272935 43.1372166, 21.273 43.1373022, 21.2731406 43.137493, 21.2731973 43.1375561, 21.2732924 43.1376087, 21.2734512 43.1376701, 21.2735972 43.1377106, 21.2747864 43.1380381)",
723510383,1,,Палих бораца,residential,50,False,False,148.739,,"LINESTRING (21.272935 43.1372166, 21.2728699 43.1372421, 21.2728147 43.1372637, 21.2722488 43.1374849, 21.2717625 43.137675, 21.2714227 43.137791, 21.2713934 43.1378026, 21.2713104 43.1378355)",
723510383,1,,Палих бораца,residential,50,False,True,148.739,,"LINESTRING (21.2713104 43.1378355, 21.2713934 43.1378026, 21.2714227 43.137791, 21.2717625 43.137675, 21.2722488 43.1374849, 21.2728147 43.1372637, 21.2728699 43.1372421, 21.272935 43.1372166)",
962092909,2,214,Косовска,secondary,50,False,True,67.231,,"LINESTRING (21.2713104 43.1378355, 21.2713853 43.1379489, 21.2715056 43.1381205, 21.2715929 43.138245, 21.2716352 43.1383053, 21.2716841 43.1383751)",
1105071726,2,214,Косовска,secondary,50,False,False,84.78500000000001,,"LINESTRING (21.2713104 43.1378355, 21.2712529 43.1377544, 21.2712444 43.1377415, 21.2709023 43.1372079, 21.2708569 43.1371488)",
1237893855,1,,Палих бораца,residential,50,False,False,35.719,,"LINESTRING (21.2713104 43.1378355, 21.2711975 43.1378726, 21.2711649 43.1378833, 21.2709087 43.1379669)",
315754792,,,Вука Караџића,residential,,False,True,173.437,,"LINESTRING (21.2673396 43.1393137, 21.2674383 43.139331, 21.2675927 43.1393663, 21.2677074 43.1393784, 21.2693297 43.139255, 21.2693521 43.1392459, 21.2694408 43.1392097)",
723510382,1,,Палих бораца,residential,50,False,True,157.477,,"LINESTRING (21.2673396 43.1393137, 21.2684631 43.1388834, 21.2685152 43.1388637, 21.2685914 43.1388348, 21.2689699 43.1386912, 21.2690591 43.1386569)",
1105073480,1,,Вука Караџића,residential,,False,False,95.55,,"LINESTRING (21.2673396 43.1393137, 21.266956 43.1394461, 21.2662819 43.1396914)",
723384756,,,Вука Караџића,residential,50,False,False,99.20400000000001,,"LINESTRING (21.2716841 43.1383751, 21.2716207 43.1383971, 21.2715962 43.1384056, 21.2711822 43.1385664, 21.2706029 43.1387915)",
