osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,access,junction,tunnel
1157414120,3,Француска,secondary,50,False,True,81.07,"LINESTRING (20.4618464 44.8172395, 20.4610865 44.8167486)",,,,,
56693126,1,Браће Југовића,tertiary,30,True,False,52.1,"LINESTRING (20.4618464 44.8172395, 20.4617089 44.8173543, 20.4614013 44.8175855)",,,,,
"[676630201, 508373018]","['2', '3']",Француска,secondary,50,False,False,71.91300000000001,"LINESTRING (20.4618464 44.8172395, 20.4619391 44.8173, 20.4623781 44.8175768, 20.4624479 44.8176205, 20.4625265 44.8176702)",,,,,
453603985,3,Теразије,tertiary,,False,True,46.827,"LINESTRING (20.4601494 44.8133774, 20.460487 44.8134548, 20.4607128 44.81351)",,,,,
23066849,1,Краља Петра,tertiary,,True,False,111.502,"LINESTRING (20.4554879 44.8201586, 20.4555354 44.8201941, 20.4563564 44.8207908, 20.4564736 44.8208774)",,,,,
38922184,,Краља Петра,residential,,False,False,112.498,"LINESTRING (20.4554879 44.8201586, 20.4554076 44.8200915, 20.4549591 44.8197169, 20.4545606 44.8193899)",,,,,
"[667112290, 1092899012]",2,Узун Миркова,tertiary,,False,False,71.97999999999999,"LINESTRING (20.4554879 44.8201586, 20.455402 44.8202192, 20.4550434 44.8204723, 20.4549696 44.8205229, 20.4548392 44.8206139)",,,,,
"[355758682, 679603958, 676840399]",2,Узун Миркова,tertiary,,False,True,89.614,"LINESTRING (20.4554879 44.8201586, 20.4555394 44.8201234, 20.4559644 44.8198336, 20.4562037 44.8196705, 20.4562537 44.8196378, 20.456309 44.8196016)",,,,,
621221979,3,Париска,tertiary,,False,True,6.866,"LINESTRING (20.452222 44.8192824, 20.4521615 44.819238)",,,,,
"[676108753, 20255458, 205990054]",3,Париска,tertiary,,False,False,250.658,"LINESTRING (20.452222 44.8192824, 20.4531618 44.8200385, 20.4532144 44.8200825, 20.4533056 44.8201574, 20.4539364 44.8206644, 20.4542012 44.8208772, 20.4542361 44.8209053, 20.4543079 44.820982)",,,,,
521321590,,Париска,residential,,False,False,112.15299999999999,"LINESTRING (20.452222 44.8192824, 20.4523493 44.8193569, 20.453354 44.8198926)",,,,,
23066862,1,Вишњићева,residential,,True,False,82.215,"LINESTRING (20.4604559 44.8221421, 20.460417 44.8221048, 20.4599051 44.8216132, 20.4598661 44.8215813, 20.459833 44.8215494)",,,,,
545260386,2,Страхињића Бана,residential,,True,False,104.40199999999999,"LINESTRING (20.4604559 44.8221421, 20.4605872 44.8220703, 20.4607163 44.8219997, 20.4615043 44.8215689)",,,,,
