osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,width
362500838,2,27,Краља Петра првог,primary,False,False,102.968,"LINESTRING (20.9763337 44.2267674, 20.9765637 44.2265178, 20.9768184 44.2263179, 20.9771811 44.2260743)",
362501225,,,Краљице Марије,residential,False,False,393.521,"LINESTRING (20.9763337 44.2267674, 20.9749692 44.22438, 20.9744499 44.223496)",
500002346,2,27,Краља Петра првог,primary,False,True,72.847,"LINESTRING (20.9763337 44.2267674, 20.9761926 44.2269363, 20.9757234 44.2272477)",
876027236,,,Краљице Марије,residential,False,False,158.456,"LINESTRING (20.9763337 44.2267674, 20.9764787 44.2269705, 20.9773161 44.2280061)",
500003286,2,,Карађорђева,residential,False,True,116.798,"LINESTRING (20.9773161 44.2280061, 20.9761867 44.2286757)",
500003286,2,,Карађорђева,residential,False,False,174.338,"LINESTRING (20.9773161 44.2280061, 20.9777486 44.2277531, 20.9790142 44.2270174)",
876027236,,,Краљице Марије,residential,False,True,158.456,"LINESTRING (20.9773161 44.2280061, 20.9764787 44.2269705, 20.9763337 44.2267674)",
500002316,,,Трговачка,residential,False,False,111.912,"LINESTRING (20.9818661 44.2249302, 20.9809777 44.2241507)",
500003286,2,,Карађорђева,residential,False,True,82.89,"LINESTRING (20.9818661 44.2249302, 20.9811707 44.2254846)",
500002317,,,Његошева,residential,False,False,127.657,"LINESTRING (20.9818661 44.2249302, 20.982162 44.2252, 20.9832466 44.2249908)",
500003286,2,,Карађорђева,residential,False,False,111.944,"LINESTRING (20.9818661 44.2249302, 20.9820772 44.224762, 20.9822953 44.2245887, 20.9827953 44.2241752)",
500003286,2,,Карађорђева,residential,False,False,82.89,"LINESTRING (20.9811707 44.2254846, 20.9818661 44.2249302)",
362500984,,,Немањина,residential,False,True,228.94299999999998,"LINESTRING (20.9811707 44.2254846, 20.9814528 44.225803, 20.9818473 44.2262894, 20.9825909 44.2272736)",
500003286,2,,Карађорђева,residential,False,True,242.98699999999997,"LINESTRING (20.9811707 44.2254846, 20.9803516 44.2261757, 20.9801691 44.2263269, 20.9801278 44.2263584, 20.9800806 44.2263917, 20.9800322 44.226425, 20.9799589 44.2264716, 20.9798202 44.226555, 20.9796862 44.22663, 20.9790142 44.2270174)",
1007802942,,,Улица краља Александра Карађорђевића,residential,False,False,135.628,"LINESTRING (20.9811707 44.2254846, 20.9806724 44.2249742, 20.9801855 44.22449)",6
500002328,,,Јасеничка,residential,False,True,145.482,"LINESTRING (20.9754991 44.2234701, 20.9761218 44.2247)",
890791510,,369,,tertiary,False,False,83.655,"LINESTRING (20.9754991 44.2234701, 20.9744499 44.223496)",
890791510,,369,,tertiary,False,True,174.881,"LINESTRING (20.9754991 44.2234701, 20.9763593 44.2234602, 20.9776736 44.2236253)",
228521371,,,Светог Саве,residential,False,True,143.193,"LINESTRING (20.9750895 44.2276558, 20.9757096 44.2282323, 20.9761867 44.2286757)",
500002346,2,27,Краља Петра првог,primary,False,False,67.899,"LINESTRING (20.9750895 44.2276558, 20.9756169 44.2273163, 20.9757234 44.2272477)",
228521365,,,Светог Саве,residential,False,True,69.843,"LINESTRING (20.9761867 44.2286757, 20.9767309 44.2291681)",
500003286,2,,Карађорђева,residential,False,False,116.798,"LINESTRING (20.9761867 44.2286757, 20.9773161 44.2280061)",
500003286,2,,Карађорђева,residential,False,True,120.139,"LINESTRING (20.9761867 44.2286757, 20.9750452 44.2293816)",
