osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,bridge
182092719,29. новембар,residential,False,True,84.755,,,,"LINESTRING (22.1194732 43.4103065, 22.1193427 43.4110628)",
137840865,Душана Трифунца,primary,False,True,92.17500000000001,2,35,RS:urban,"LINESTRING (22.1194732 43.4103065, 22.1200023 43.4103297, 22.1202156 43.4103388, 22.1203548 43.4103545, 22.120502 43.4103802, 22.1205477 43.4103898, 22.1206 43.4104072)",
182092730,Омладинска,residential,False,False,55.759,,,,"LINESTRING (22.1249416 43.4159599, 22.1255917 43.4157912)",
"[727511971, 169496342, 169496343]",Радетова,primary,False,False,146.93599999999998,2,35,"['40', '50']","LINESTRING (22.1249416 43.4159599, 22.1248868 43.4158895, 22.1248435 43.4158331, 22.1247465 43.4157208, 22.1245525 43.4155051, 22.1245285 43.4154787, 22.1244749 43.41542, 22.1242582 43.4151974, 22.1239364 43.4148593)",yes
"[727511961, 727511962, 727511971]",Радетова,primary,False,True,224.03499999999997,2,35,"['40', '30']","LINESTRING (22.1249416 43.4159599, 22.1249884 43.4160362, 22.1250169 43.4160983, 22.1250329 43.416158, 22.1250534 43.4162251, 22.125066 43.4163022, 22.1250685 43.4163259, 22.125074 43.4163785, 22.1250705 43.4164373, 22.1250648 43.4165351, 22.1250477 43.4166843, 22.125026 43.4168219, 22.1250078 43.4169197, 22.1249957 43.4169881, 22.1249598 43.4171837, 22.1249325 43.4173332, 22.1248994 43.4175156, 22.1248891 43.4176183, 22.124896 43.4176871, 22.1249051 43.4177302, 22.1249111 43.417752, 22.1249176 43.4177758, 22.1249416 43.417828, 22.1249736 43.4178761, 22.1249987 43.4179109, 22.1250192 43.4179341)",
182092722,Ставре Партизана,residential,False,False,19.933,,,,"LINESTRING (22.1250192 43.4179341, 22.1248035 43.4180212)",
182092725,Тринаестог октобра,residential,False,True,151.522,,,,"LINESTRING (22.1250192 43.4179341, 22.1250626 43.4179164, 22.1251833 43.417867, 22.125879 43.4175821, 22.1263243 43.4174098, 22.1266636 43.4172784)",
"[727511961, 727511962, 727511971]",Радетова,primary,False,False,224.03500000000003,2,35,"['40', '30']","LINESTRING (22.1250192 43.4179341, 22.1249987 43.4179109, 22.1249736 43.4178761, 22.1249416 43.417828, 22.1249176 43.4177758, 22.1249111 43.417752, 22.1249051 43.4177302, 22.124896 43.4176871, 22.1248891 43.4176183, 22.1248994 43.4175156, 22.1249325 43.4173332, 22.1249598 43.4171837, 22.1249957 43.4169881, 22.1250078 43.4169197, 22.125026 43.4168219, 22.1250477 43.4166843, 22.1250648 43.4165351, 22.1250705 43.4164373, 22.125074 43.4163785, 22.1250685 43.4163259, 22.125066 43.4163022, 22.1250534 43.4162251, 22.1250329 43.416158, 22.1250169 43.4160983, 22.1249884 43.4160362, 22.1249416 43.4159599)",
"[727511964, 169496341]",Васе Албанца,secondary,False,False,100.347,2,222,RS:urban,"LINESTRING (22.1238791 43.4131752, 22.1233032 43.4134539, 22.1229436 43.4135969, 22.1228205 43.4136459)",
169496341,Васе Албанца,secondary,False,True,78.854,2,222,RS:urban,"LINESTRING (22.1238791 43.4131752, 22.1241323 43.4130378, 22.1242979 43.4129241, 22.124438 43.4128267, 22.12459 43.4126933)",
