osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,bridge
609049277,False,4,Лепенички булевар,secondary,50,True,69.487,"LINESTRING (20.9142673 44.0090764, 20.9150973 44.0088916)",,,
152678904,False,5,Кнеза Михаила,secondary,,False,71.32900000000001,"LINESTRING (20.9142673 44.0090764, 20.9141248 44.0091031, 20.9140377 44.0091153, 20.9139245 44.0091158, 20.9133906 44.0090458)",,,
662778136,False,3,27. марта,tertiary,,False,47.994,"LINESTRING (20.9142673 44.0090764, 20.9142673 44.0091834, 20.9142696 44.0092568, 20.9142758 44.0093473, 20.9142887 44.0094071, 20.914324 44.0095039)",,,
38445889,True,3,Др Зорана Ђинђића,tertiary,,False,25.61,"LINESTRING (20.9219893 44.0102748, 20.9219245 44.0103243, 20.9217698 44.0104425)",,,
241795748,True,2,Лепенички булевар,secondary,,False,37.69,"LINESTRING (20.9219893 44.0102748, 20.9218401 44.0102173, 20.9215739 44.0101147)",,,
786395312,False,2,Саве Ковачевића,tertiary,50,True,83.698,"LINESTRING (20.9199928 44.011769, 20.9206406 44.0123602)",,,
113653306,False,2,Др Зорана Ђинђића,tertiary,,True,133.798,"LINESTRING (20.9199928 44.011769, 20.9209357 44.0110563, 20.9210797 44.0109457, 20.9211465 44.0108976)",,,
786395314,False,2,Др Зорана Ђинђића,tertiary,,False,259.963,"LINESTRING (20.9199928 44.011769, 20.9196898 44.0120145, 20.9191921 44.0123846, 20.9190344 44.0125064, 20.9188639 44.0126373, 20.9187009 44.0127661, 20.9185321 44.0128941, 20.9184696 44.0129439, 20.9179917 44.0132857, 20.9178677 44.0133859, 20.917797 44.0134862)",,,
786395315,False,2,Саве Ковачевића,tertiary,50,False,163.365,"LINESTRING (20.9199928 44.011769, 20.9187715 44.0106807, 20.9187097 44.0106258)",,,
76647638,False,,Николе Пашића,tertiary,50,True,186.97,"LINESTRING (20.917797 44.0134862, 20.9177167 44.0134293, 20.9173989 44.0132042, 20.9169701 44.0128833, 20.9167954 44.0127525, 20.9166738 44.0126522, 20.916458 44.0124697, 20.9164137 44.0124173, 20.9163964 44.0123968, 20.9163547 44.0123195, 20.9163123 44.0122114)",,,
759384534,False,2,Др Зорана Ђинђића,residential,,False,165.67399999999998,"LINESTRING (20.917797 44.0134862, 20.9177425 44.0135755, 20.9172747 44.0141501, 20.9167659 44.0147778)",,,
759384535,False,,Николе Пашића,tertiary,50,False,203.613,"LINESTRING (20.917797 44.0134862, 20.9179286 44.0135824, 20.91814 44.0137368, 20.918358 44.0138891, 20.9186407 44.0140803, 20.9189766 44.014314, 20.9191981 44.0144748, 20.9196138 44.0147689)",,,
786395314,False,2,Др Зорана Ђинђића,tertiary,,True,259.96299999999997,"LINESTRING (20.917797 44.0134862, 20.9178677 44.0133859, 20.9179917 44.0132857, 20.9184696 44.0129439, 20.9185321 44.0128941, 20.9187009 44.0127661, 20.9188639 44.0126373, 20.9190344 44.0125064, 20.9191921 44.0123846, 20.9196898 44.0120145, 20.9199928 44.011769)",,,
85565323,True,,Драгослава Срејовића,secondary,,False,27.551000000000002,"LINESTRING (20.9224815 44.0092321, 20.9224898 44.0092878, 20.9225053 44.0093664, 20.9225462 44.0094306, 20.9225744 44.0094671)",183,,
83348542,False,4,Града Сирена,secondary,50,False,44.077,"LINESTRING (20.9208684 44.0156837, 20.9204853 44.0159687)",,,
759384535,False,,Николе Пашића,tertiary,50,True,142.883,"LINESTRING (20.9208684 44.0156837, 20.9205044 44.0154269, 20.9201447 44.0151626, 20.9199873 44.0150498, 20.9198008 44.0149096, 20.9196138 44.0147689)",,,
786395305,False,4,Града Сирена,secondary,50,True,85.021,"LINESTRING (20.9208684 44.0156837, 20.9214555 44.0151659, 20.921538 44.0150898)",,,
