osmid,ref,name,highway,oneway,reversed,length,bridge,lanes,geometry
"[39055113, 409563810, 713698027]",438,"['Радничка', 'Железничка']",tertiary,False,False,257.081,yes,2,"LINESTRING (22.0693581 42.892652, 22.0694869 42.8926556, 22.0696585 42.892657, 22.0703923 42.8926507, 22.0707146 42.8926382, 22.0710797 42.8925963, 22.0714615 42.8924828, 22.0717796 42.8923199, 22.072073 42.8921229, 22.0722528 42.8920167)"
38842971,,Милентија Поповића,residential,False,False,101.914,,,"LINESTRING (22.0741908 42.8900523, 22.0751611 42.8906308)"
39055114,,Боре Пешића,residential,False,False,255.96300000000002,,,"LINESTRING (22.0741908 42.8900523, 22.0746071 42.8896484, 22.0750376 42.8892817, 22.0753863 42.8889201, 22.075605 42.8886275, 22.0759755 42.8881656)"
39055114,,Боре Пешића,residential,False,True,271.87899999999996,,,"LINESTRING (22.0741908 42.8900523, 22.0738072 42.8904049, 22.0736386 42.8906377, 22.0731604 42.89131, 22.0730662 42.8914074, 22.0729631 42.8914997, 22.0728519 42.891592, 22.0722528 42.8920167)"
"[39055104, 38886932, 39055103]",438,Михајла Пупина,tertiary,False,False,129.39999999999998,yes,2,"LINESTRING (22.0722528 42.8920167, 22.0719638 42.8918103, 22.0718802 42.8917446, 22.0713413 42.8913102, 22.0711594 42.8911731)"
39055114,,Боре Пешића,residential,False,False,271.879,,,"LINESTRING (22.0722528 42.8920167, 22.0728519 42.891592, 22.0729631 42.8914997, 22.0730662 42.8914074, 22.0731604 42.89131, 22.0736386 42.8906377, 22.0738072 42.8904049, 22.0741908 42.8900523)"
"[39055113, 409563810, 713698027]",438,"['Радничка', 'Железничка']",tertiary,False,True,257.081,yes,2,"LINESTRING (22.0722528 42.8920167, 22.072073 42.8921229, 22.0717796 42.8923199, 22.0714615 42.8924828, 22.0710797 42.8925963, 22.0707146 42.8926382, 22.0703923 42.8926507, 22.0696585 42.892657, 22.0694869 42.8926556, 22.0693581 42.892652)"
1164801200,,Трг маршала Тита,residential,True,False,74.062,,,"LINESTRING (22.0722528 42.8920167, 22.0723064 42.8920258, 22.0723554 42.8920417, 22.0724009 42.8920609, 22.0728919 42.892348, 22.0729638 42.8924182)"
38842969,,Ђорђа Величковића,residential,False,False,10.176,,,"LINESTRING (22.0728459 42.8927511, 22.0728102 42.8928388)"
38842969,,Ђорђа Величковића,residential,False,True,38.305,,,"LINESTRING (22.0728459 42.8927511, 22.0729067 42.8926178, 22.0729638 42.8924182)"
38886376,,Михајла Пупина,residential,False,False,113.24100000000001,,,"LINESTRING (22.0728459 42.8927511, 22.0737001 42.8929491, 22.0737729 42.8929628, 22.0738337 42.8929756, 22.0741737 42.8930522)"
"[38842969, 38906629, 824449390]",,Ђорђа Величковића,residential,False,True,66.174,yes,,"LINESTRING (22.0730985 42.8946867, 22.0730841 42.8946461, 22.0730557 42.8945079, 22.0729792 42.8940983)"
38842967,,Двадесетдеветог новембра,residential,False,False,55.662,,,"LINESTRING (22.0751611 42.8906308, 22.074703 42.8910022)"
38842971,,Милентија Поповића,residential,False,True,101.914,,,"LINESTRING (22.0751611 42.8906308, 22.0741908 42.8900523)"
38842967,,Двадесетдеветог новембра,residential,False,True,90.372,,,"LINESTRING (22.0751611 42.8906308, 22.0754882 42.8903357, 22.0758604 42.8899999)"
"[38842971, 689473451]",,"['Милентија Поповића', 'Првомајска']",residential,False,False,444.659,,,"LINESTRING (22.0751611 42.8906308, 22.0756115 42.8909139, 22.0763143 42.8913597, 22.0761162 42.8915059, 22.0760469 42.8916433, 22.0759602 42.8918832, 22.0755573 42.8922406, 22.0750817 42.8919425, 22.0750433 42.8919323, 22.0749977 42.8919332, 22.07496 42.8919495, 22.0749345 42.8919673, 22.0744507 42.8925062, 22.074275 42.8926991, 22.0742364 42.892774, 22.0742142 42.8928489, 22.0741737 42.8930522)"
38886295,,Тринаесте бригаде,residential,False,False,87.334,,,"LINESTRING (22.0759755 42.8881656, 22.0768512 42.8886186)"
39055114,,Боре Пешића,residential,False,False,244.802,,,"LINESTRING (22.0759755 42.8881656, 22.0775451 42.8862883)"
39055114,,Боре Пешића,residential,False,True,255.963,,,"LINESTRING (22.0759755 42.8881656, 22.075605 42.8886275, 22.0753863 42.8889201, 22.0750376 42.8892817, 22.0746071 42.8896484, 22.0741908 42.8900523)"
38842967,,Двадесетдеветог новембра,residential,False,False,45.336,,,"LINESTRING (22.0762112 42.8896834, 22.0758604 42.8899999)"
38886296,,Петнаести септембар,residential,False,False,40.754,,,"LINESTRING (22.0762112 42.8896834, 22.0766242 42.8898902)"
38842967,,Двадесетдеветог новембра,residential,False,True,155.46499999999997,,,"LINESTRING (22.0762112 42.8896834, 22.0770627 42.8889207, 22.0771068 42.8888728, 22.0771298 42.8888319, 22.0771243 42.8887893, 22.0771029 42.888755, 22.0770238 42.8887003, 22.0768512 42.8886186)"
38886295,,Тринаесте бригаде,residential,False,True,87.334,,,"LINESTRING (22.0768512 42.8886186, 22.0759755 42.8881656)"
38842967,,Двадесетдеветог новембра,residential,False,False,155.46499999999997,,,"LINESTRING (22.0768512 42.8886186, 22.0770238 42.8887003, 22.0771029 42.888755, 22.0771243 42.8887893, 22.0771298 42.8888319, 22.0771068 42.8888728, 22.0770627 42.8889207, 22.0762112 42.8896834)"
38886295,,Тринаесте бригаде,residential,False,False,256.73199999999997,,,"LINESTRING (22.0768512 42.8886186, 22.0769298 42.888581, 22.0769818 42.8885315, 22.0779082 42.8876521, 22.0780805 42.8874755, 22.0781917 42.8873018, 22.0782542 42.887071, 22.0783593 42.8866556)"
39916341,,,residential,False,False,77.9,,,"LINESTRING (22.0783593 42.8866556, 22.0775451 42.8862883)"
38886295,,Тринаесте бригаде,residential,False,True,256.732,,,"LINESTRING (22.0783593 42.8866556, 22.0782542 42.887071, 22.0781917 42.8873018, 22.0780805 42.8874755, 22.0779082 42.8876521, 22.0769818 42.8885315, 22.0769298 42.888581, 22.0768512 42.8886186)"
39916341,,,residential,False,True,61.303,,,"LINESTRING (22.0783593 42.8866556, 22.078756 42.886789, 22.0790627 42.8868446)"
38886296,,Петнаести септембар,residential,False,True,56.995,,,"LINESTRING (22.0772018 42.8901794, 22.0766242 42.8898902)"
689473450,,Петнаести септембар,residential,False,True,58.904,,,"LINESTRING (22.0772018 42.8901794, 22.076889 42.890657)"
689473450,,Петнаести септембар,residential,False,False,221.588,,,"LINESTRING (22.0772018 42.8901794, 22.0777779 42.889499, 22.0781928 42.8889985, 22.0784784 42.8885268, 22.0785285 42.8884441)"
689473450,,Петнаести септембар,residential,False,False,58.904,,,"LINESTRING (22.076889 42.890657, 22.0772018 42.8901794)"
689473451,,Првомајска,residential,False,False,79.068,,,"LINESTRING (22.0741737 42.8930522, 22.0740031 42.8937522)"
38886376,,Михајла Пупина,residential,False,True,113.24099999999999,,,"LINESTRING (22.0741737 42.8930522, 22.0738337 42.8929756, 22.0737729 42.8929628, 22.0737001 42.8929491, 22.0728459 42.8927511)"
38886377,,,residential,False,False,144.171,,,"LINESTRING (22.0741737 42.8930522, 22.0745968 42.8932321, 22.0750008 42.8928554, 22.0754326 42.8925227)"
"[38842971, 689473451]",,"['Милентија Поповића', 'Првомајска']",residential,False,True,444.659,,,"LINESTRING (22.0741737 42.8930522, 22.0742142 42.8928489, 22.0742364 42.892774, 22.074275 42.8926991, 22.0744507 42.8925062, 22.0749345 42.8919673, 22.07496 42.8919495, 22.0749977 42.8919332, 22.0750433 42.8919323, 22.0750817 42.8919425, 22.0755573 42.8922406, 22.0759602 42.8918832, 22.0760469 42.8916433, 22.0761162 42.8915059, 22.0763143 42.8913597, 22.0756115 42.8909139, 22.0751611 42.8906308)"
38886378,,Дедобарска,residential,False,False,90.938,,,"LINESTRING (22.0740031 42.8937522, 22.0728955 42.8936503)"
689473451,,Првомајска,residential,False,True,79.068,,,"LINESTRING (22.0740031 42.8937522, 22.0741737 42.8930522)"
"[38886378, 689473444]",,"['Дедобарска', 'Дедина бара']",residential,False,"[False, True]",145.078,,,"LINESTRING (22.0740031 42.8937522, 22.0742627 42.8937712, 22.0745297 42.8937376, 22.0747534 42.8936519, 22.075187 42.8934453, 22.0756092 42.8932789)"
38842969,,Ђорђа Величковића,residential,False,False,50.28,,,"LINESTRING (22.0728955 42.8936503, 22.0729792 42.8940983)"
38886378,,Дедобарска,residential,False,True,90.938,,,"LINESTRING (22.0728955 42.8936503, 22.0740031 42.8937522)"
38842969,,Ђорђа Величковића,residential,False,True,91.119,,,"LINESTRING (22.0728955 42.8936503, 22.0727823 42.893098, 22.0727783 42.893013, 22.0727883 42.8929315, 22.0728102 42.8928388)"
38886377,,,residential,False,True,144.171,,,"LINESTRING (22.0754326 42.8925227, 22.0750008 42.8928554, 22.0745968 42.8932321, 22.0741737 42.8930522)"
39055114,,Боре Пешића,residential,False,True,244.802,,,"LINESTRING (22.0775451 42.8862883, 22.0759755 42.8881656)"
39916341,,,residential,False,True,77.9,,,"LINESTRING (22.0775451 42.8862883, 22.0783593 42.8866556)"
39916341,,,residential,False,False,61.303,,,"LINESTRING (22.0790627 42.8868446, 22.078756 42.886789, 22.0783593 42.8866556)"
689473450,,Петнаести септембар,residential,False,True,186.57100000000003,,,"LINESTRING (22.0790627 42.8868446, 22.0790814 42.8871734, 22.0790471 42.8875476, 22.0786384 42.8882626, 22.0785285 42.8884441)"
689473444,,Дедина бара,residential,False,True,575.1969999999999,,,"LINESTRING (22.0807327 42.8900273, 22.080539 42.8900328, 22.0803426 42.8900715, 22.0801509 42.8901241, 22.0797629 42.8903259, 22.0794055 42.8904998, 22.0790963 42.8906805, 22.0788493 42.8908454, 22.0785379 42.8910731, 22.0783079 42.8913013, 22.0780827 42.8915048, 22.0778025 42.8917819, 22.0776806 42.8919729, 22.0776285 42.8922073, 22.0775979 42.8923406, 22.0774046 42.8924631, 22.0771702 42.8925744, 22.0768596 42.8926763, 22.0765824 42.8928042, 22.0756534 42.8932615, 22.0756092 42.8932789)"
689473444,,Дедина бара,residential,False,False,575.197,,,"LINESTRING (22.0756092 42.8932789, 22.0756534 42.8932615, 22.0765824 42.8928042, 22.0768596 42.8926763, 22.0771702 42.8925744, 22.0774046 42.8924631, 22.0775979 42.8923406, 22.0776285 42.8922073, 22.0776806 42.8919729, 22.0778025 42.8917819, 22.0780827 42.8915048, 22.0783079 42.8913013, 22.0785379 42.8910731, 22.0788493 42.8908454, 22.0790963 42.8906805, 22.0794055 42.8904998, 22.0797629 42.8903259, 22.0801509 42.8901241, 22.0803426 42.8900715, 22.080539 42.8900328, 22.0807327 42.8900273)"
"[38886378, 689473444]",,"['Дедобарска', 'Дедина бара']",residential,False,"[False, True]",145.078,,,"LINESTRING (22.0756092 42.8932789, 22.075187 42.8934453, 22.0747534 42.8936519, 22.0745297 42.8937376, 22.0742627 42.8937712, 22.0740031 42.8937522)"
714000853,,Каралејска,residential,False,False,519.9559999999999,,,"LINESTRING (22.0756092 42.8932789, 22.0758166 42.8932783, 22.0760204 42.8932574, 22.0763617 42.8931256, 22.0769472 42.8928384, 22.0771015 42.8927844, 22.0772208 42.8927608, 22.0773026 42.8927579, 22.0773616 42.8927677, 22.0773831 42.8927991, 22.0773724 42.8928384, 22.0773281 42.8928856, 22.0772356 42.8929848, 22.077186 42.8930497, 22.0771423 42.8931794, 22.077145 42.8933592, 22.0771967 42.8935174, 22.0772852 42.8937276, 22.0773197 42.8940509, 22.0773485 42.8941685, 22.0773704 42.8942106, 22.0774127 42.8942292, 22.0775174 42.8942317, 22.0775833 42.8942094, 22.0776644 42.8941648, 22.0777452 42.8941029, 22.0779477 42.8938932, 22.0780744 42.8937433, 22.0782413 42.8934857, 22.0783158 42.893396, 22.0783457 42.8933746, 22.0783797 42.8933568, 22.078417 42.893343, 22.0784657 42.8933322, 22.0785164 42.8933282, 22.0785671 42.8933313, 22.0786166 42.8933286, 22.0786649 42.8933205, 22.078711 42.8933069, 22.0787537 42.8932884, 22.0788161 42.8932645, 22.0788825 42.8932472, 22.0789451 42.8932374, 22.0790089 42.8932334, 22.0790729 42.8932354)"
