osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,geometry,bridge,tunnel
143855261,True,2,21,primary,50,False,9.184,,"LINESTRING (19.8822626 45.2421183, 19.8822498 45.2422004)",,
"[871135049, 871138926, 736515797, 107174648, 736509788]",False,"['2', '3']",21,primary,"['50', '30']",True,281.736,Рачког,"LINESTRING (19.8822626 45.2421183, 19.8822807 45.242088, 19.8823759 45.2419596, 19.8826079 45.241664, 19.8826931 45.2415574, 19.8828618 45.2413363, 19.8828735 45.241321, 19.8829098 45.2412644, 19.882936 45.2412192, 19.8829601 45.241173, 19.8829815 45.2411275, 19.8830283 45.2410285, 19.8830422 45.2409917, 19.8831638 45.2406701, 19.8832476 45.2404303, 19.8833616 45.2401187, 19.8834977 45.2397556)",,
107323756,True,,,residential,50,False,16.674,Мажуранићева,"LINESTRING (19.8762514 45.2460243, 19.8763473 45.2459234, 19.8763701 45.2458998)",,
107378706,False,,,residential,50,False,388.39099999999996,Качићева,"LINESTRING (19.8771242 45.2463302, 19.877471 45.2459182, 19.8775136 45.2458639, 19.8775535 45.2458108, 19.8775953 45.245753, 19.8779798 45.2451598, 19.8781404 45.2449185, 19.8786659 45.2441347, 19.8789847 45.243668, 19.8790211 45.2436087, 19.8790639 45.2435302, 19.879109 45.2434232, 19.8791646 45.2432661, 19.8791836 45.2431974, 19.879192 45.2431663)",,
107381586,True,,,residential,,False,76.253,,"LINESTRING (19.8771242 45.2463302, 19.8769923 45.2462808, 19.8763701 45.2458998)",,
107381587,False,,,residential,50,False,363.476,Далибора Францистија,"LINESTRING (19.878152 45.2465023, 19.8787784 45.245593, 19.8798224 45.2440708, 19.8801423 45.2436086, 19.8801746 45.24356)",,
"[107381595, 725416692]",True,"['1', '3']",100,secondary,RS:urban,False,175.44299999999998,Прерадовићева,"LINESTRING (19.8837118 45.2414134, 19.8835878 45.2415413, 19.883314 45.2418026, 19.8831484 45.2419439, 19.8828727 45.242156, 19.8826334 45.2423491, 19.8824992 45.2424657, 19.8823054 45.2426397)",,
"[252399089, 107381597, 286986911]",False,2,100,secondary,RS:urban,False,78.30899999999998,Прерадовићева,"LINESTRING (19.8837118 45.2414134, 19.8838241 45.2413252, 19.8838811 45.2412804, 19.8839631 45.241216, 19.8839718 45.2412098, 19.8839825 45.2412023, 19.8840562 45.2411352, 19.8841245 45.2410729, 19.8841274 45.2410701, 19.8841393 45.2410587, 19.8841937 45.2410064, 19.8842425 45.2409567, 19.8842507 45.2409484, 19.8842908 45.2409045, 19.8843275 45.2408604)",yes,
107323756,True,,,residential,50,False,339.64799999999997,Мажуранићева,"LINESTRING (19.8763701 45.2458998, 19.8766208 45.2456189, 19.8770525 45.2451128, 19.8774033 45.2447303, 19.8776875 45.2444448, 19.8779947 45.2441576, 19.878196 45.2439519, 19.8787389 45.2433428)",,
107323756,True,,,residential,50,False,214.04299999999998,Мажуранићева,"LINESTRING (19.8787389 45.2433428, 19.8791398 45.2428352, 19.8792448 45.2426964, 19.8796402 45.2422187, 19.8797613 45.2420645, 19.8798879 45.2418984, 19.8799519 45.2418188, 19.8799622 45.2418084, 19.8799837 45.2417936, 19.8800024 45.2417826, 19.8800168 45.2417753, 19.8800596 45.241762, 19.8801023 45.2417523, 19.8801683 45.2417346)",,
107381584,True,,,residential,,False,40.541,,"LINESTRING (19.8787389 45.2433428, 19.8791512 45.2431822, 19.879192 45.2431663)",,
107381598,False,,,residential,40,True,197.268,Златарићева,"LINESTRING (19.8840873 45.2450206, 19.8830376 45.2466334)",,
"[107381593, 107381598]",False,,,residential,40,"[False, True]",226.97199999999998,"['Златарићева', 'Мостарска']","LINESTRING (19.8840873 45.2450206, 19.8846832 45.2440628, 19.8847021 45.2440324, 19.8846878 45.2440248, 19.8836109 45.2434529)",,
"[882307118, 1008699109, 1008699110, 107381583]",False,,,residential,"['40', '50']",False,368.93500000000006,Божидара Аџије,"LINESTRING (19.8840873 45.2450206, 19.8845007 45.2451688, 19.8849141 45.2453169, 19.8850371 45.245362, 19.8852649 45.2454466, 19.8853927 45.2454953, 19.8858968 45.2456873, 19.8868714 45.2460586, 19.8872234 45.2461804, 19.8872753 45.246196, 19.8873296 45.2461986, 19.8873809 45.2461939, 19.8874312 45.2461855, 19.8875399 45.2461244, 19.8879555 45.2456297)",,yes
1008699110,False,,,residential,50,True,108.66999999999999,Божидара Аџије,"LINESTRING (19.8840873 45.2450206, 19.8834499 45.2447938, 19.8832453 45.2447211, 19.8828484 45.2445799)",,
107381593,False,,,residential,40,False,118.16,Мостарска,"LINESTRING (19.8823886 45.2428038, 19.8835935 45.2434437)",,
107381585,True,2,100,secondary,RS:urban,False,54.272,Прерадовићева,"LINESTRING (19.881824 45.2430205, 19.8818609 45.2429662, 19.8819635 45.242834, 19.8821047 45.2426734, 19.8821701 45.242598)",,
725416683,True,1,21,primary,,False,64.095,,"LINESTRING (19.881824 45.2430205, 19.881826 45.2429634, 19.881926 45.2427089, 19.881985 45.2425649, 19.8820272 45.2424638)",,
107576131,False,,,residential,50,True,72.756,Јована Монастерлије,"LINESTRING (19.8784829 45.2389998, 19.878198 45.238377)",,
107576131,False,,,residential,50,False,53.55800000000001,Јована Монастерлије,"LINESTRING (19.8784829 45.2389998, 19.8786081 45.2393366, 19.8786188 45.2394699)",,
107576137,False,,,residential,50,False,60.926,Драгутина Шенка,"LINESTRING (19.8784829 45.2389998, 19.8785547 45.2390076, 19.8786292 45.2390358, 19.8790724 45.239342)",,
107576132,False,,,living_street,,False,14.447,,"LINESTRING (19.878933 45.2382805, 19.8788124 45.2382938, 19.87875 45.2382922)",,
"[107576140, 107576134]",False,,,residential,50,"[False, True]",144.763,Динка Шимуновића,"LINESTRING (19.878933 45.2382805, 19.8795161 45.2387178, 19.8802518 45.2391916)",,
107576134,False,,,residential,50,True,139.78799999999998,Динка Шимуновића,"LINESTRING (19.8817913 45.2397324, 19.8816517 45.2397419, 19.8814884 45.2397292, 19.8812782 45.2396951, 19.8811358 45.2396574, 19.8810215 45.2396211, 19.8808621 45.2395662, 19.8806889 45.2394716, 19.8804647 45.2393287, 19.8802518 45.2391916)",,
263082201,False,,,residential,50,True,103.37400000000001,Мажуранићева,"LINESTRING (19.8817913 45.2397324, 19.8817214 45.2397721, 19.8816813 45.2398097, 19.8811281 45.2405306)",,
943219618,False,,,residential,50,False,133.78400000000002,Динка Шимуновића,"LINESTRING (19.8817913 45.2397324, 19.8819463 45.2397244, 19.8833227 45.2397395, 19.8834012 45.2397438, 19.8834977 45.2397556)",,
263082198,False,,,residential,50,False,43.765,Книнска,"LINESTRING (19.8763726 45.2406539, 19.8762932 45.2402643)",,
263082197,False,,,residential,40,True,76.009,Виноградска,"LINESTRING (19.8763726 45.2406539, 19.8767706 45.2404583, 19.8771686 45.2402626)",,
"[263082198, 107462855]",False,,,residential,50,True,160.46599999999998,"['Книнска', 'Транџаментска']","LINESTRING (19.8763726 45.2406539, 19.8765221 45.2413843, 19.8765839 45.2416863, 19.8766202 45.2418644, 19.8766195 45.2419343, 19.8765804 45.2420076, 19.8765287 45.2420696)",,
107576131,False,,,residential,50,False,40.351,Јована Монастерлије,"LINESTRING (19.8776036 45.2407563, 19.8775486 45.2407736, 19.8774675 45.2407982, 19.877305 45.240836, 19.8771136 45.2408647)",,
107576131,False,,,residential,50,True,181.972,Јована Монастерлије,"LINESTRING (19.8776036 45.2407563, 19.8777327 45.2406973, 19.8781479 45.2405074, 19.8783704 45.2403956, 19.8784191 45.2403668, 19.8784644 45.2403334, 19.8785099 45.2402982, 19.8785506 45.2402583, 19.8785961 45.2401951, 19.8786183 45.2401405, 19.8786338 45.2400565, 19.8786391 45.2399239, 19.8786369 45.2396951, 19.8786188 45.2394699)",,
