osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,width
74219510,False,Војвођанска,residential,,True,120.187,"LINESTRING (20.6967649 44.8063775, 20.6968614 44.8074562)",,
74217856,False,Бориса Кидрича,residential,,True,260.058,"LINESTRING (20.6967649 44.8063775, 20.6941409 44.8064727, 20.6938373 44.8064627, 20.6934771 44.8064207)",,
74217750,False,Иваначки пут,residential,,True,119.255,"LINESTRING (20.6995513 44.806274, 20.6996478 44.8073443)",,4
74217856,False,Бориса Кидрича,residential,,False,225.667,"LINESTRING (20.6995513 44.806274, 20.7024061 44.8061465)",,
74217856,False,Бориса Кидрича,residential,,True,220.126,"LINESTRING (20.6995513 44.806274, 20.6967649 44.8063775)",,
74217856,False,Бориса Кидрича,residential,,True,225.667,"LINESTRING (20.7024061 44.8061465, 20.6995513 44.806274)",,
74217856,False,Бориса Кидрича,residential,,False,228.584,"LINESTRING (20.7024061 44.8061465, 20.7031 44.8060448, 20.7038353 44.8059228, 20.7052348 44.8057019)",,
74218268,False,Летња,residential,,False,119.04,"LINESTRING (20.7024061 44.8061465, 20.702421 44.8062598, 20.7024682 44.8064697, 20.7025249 44.8067603, 20.7026196 44.8072061)",,
74217750,False,Иваначки пут,residential,,False,119.255,"LINESTRING (20.6996478 44.8073443, 20.6995513 44.806274)",,4
74217750,False,Иваначки пут,residential,,True,159.947,"LINESTRING (20.6996478 44.8073443, 20.6997657 44.8087803)",,4
323870636,False,Маршала Тита,residential,50,False,220.173,"LINESTRING (20.6996478 44.8073443, 20.6968614 44.8074562)",,
323870636,False,Маршала Тита,residential,50,True,214.749,"LINESTRING (20.6996478 44.8073443, 20.7023647 44.807225)",,
74218376,False,Летња,residential,,False,164.603,"LINESTRING (20.7023647 44.807225, 20.7024811 44.808703)",,
323870636,False,Маршала Тита,residential,50,False,214.749,"LINESTRING (20.7023647 44.807225, 20.6996478 44.8073443)",,
323870636,False,Маршала Тита,residential,50,True,20.219,"LINESTRING (20.7023647 44.807225, 20.7026196 44.8072061)",,
323870635,False,Баштенска,residential,50,True,218.339,"LINESTRING (20.6939217 44.8057236, 20.6966844 44.8056076)",,
74219862,False,Вука Караџића,residential,,True,85.425,"LINESTRING (20.6939217 44.8057236, 20.6938679 44.8058499, 20.6935808 44.8063124, 20.6934771 44.8064207)",,
323870636,False,Маршала Тита,residential,50,False,20.219,"LINESTRING (20.7026196 44.8072061, 20.7023647 44.807225)",,
74218268,False,Летња,residential,,True,119.04000000000002,"LINESTRING (20.7026196 44.8072061, 20.7025249 44.8067603, 20.7024682 44.8064697, 20.702421 44.8062598, 20.7024061 44.8061465)",,
323870636,False,Маршала Тита,residential,50,True,243.49900000000002,"LINESTRING (20.7026196 44.8072061, 20.7055343 44.8067559, 20.7056351 44.8067391)",,
74218376,False,Летња,residential,,True,164.603,"LINESTRING (20.7024811 44.808703, 20.7023647 44.807225)",,
74217672,False,Лењинова,residential,,False,178.561,"LINESTRING (20.7024811 44.808703, 20.7045133 44.8086835, 20.7047441 44.8086912)",,
74217672,False,Лењинова,residential,,True,214.417,"LINESTRING (20.7024811 44.808703, 20.7017302 44.8087101, 20.6997657 44.8087803)",,
74218376,False,Летња,residential,,False,187.759,"LINESTRING (20.7024811 44.808703, 20.7026722 44.8101825, 20.7028185 44.8103568)",,
871958654,False,Панчевачки пут,tertiary,50,False,239.535,"LINESTRING (20.7028185 44.8103568, 20.7047441 44.8086912)",,
871958654,False,Панчевачки пут,tertiary,50,True,28.443,"LINESTRING (20.7028185 44.8103568, 20.702587 44.8105529)",,
74218376,False,Летња,residential,,True,187.759,"LINESTRING (20.7028185 44.8103568, 20.7026722 44.8101825, 20.7024811 44.808703)",,
74217750,False,Иваначки пут,residential,,False,22.266,"LINESTRING (20.6998167 44.8101896, 20.6997841 44.8099907)",,4
74217750,False,Иваначки пут,residential,,True,175.933,"LINESTRING (20.6998167 44.8101896, 20.6998918 44.8117709)",,4
722327052,False,Жарка Зрењанина,residential,,True,223.35299999999998,"LINESTRING (20.6998167 44.8101896, 20.702335 44.8104656, 20.7024551 44.8104919, 20.702587 44.8105529)",,
74219003,False,7. јула,residential,,False,18.129,"LINESTRING (20.697558 44.8120676, 20.6977828 44.8120337)",,
74219003,False,7. јула,residential,,True,28.661,"LINESTRING (20.697558 44.8120676, 20.6971956 44.812086)",,
509063473,False,Војвођанска,residential,,False,23.914,"LINESTRING (20.697558 44.8120676, 20.6976074 44.8121561, 20.6977016 44.8122112, 20.6977369 44.8122331)",,
74217750,False,Иваначки пут,residential,,False,175.933,"LINESTRING (20.6998918 44.8117709, 20.6998167 44.8101896)",,4
74219003,False,7. јула,residential,,True,168.914,"LINESTRING (20.6998918 44.8117709, 20.6977828 44.8120337)",,
74217750,False,Иваначки пут,residential,,True,110.418,"LINESTRING (20.6998918 44.8117709, 20.6999659 44.8126522, 20.70004 44.812749)",,4
74219003,False,7. јула,residential,,False,104.825,"LINESTRING (20.6998918 44.8117709, 20.7004056 44.811707, 20.700688 44.8116703, 20.7008621 44.8116636, 20.7009986 44.8117003, 20.7011634 44.8117804)",,
895065771,False,Панчевачки пут,tertiary,50,True,139.475,"LINESTRING (20.7011634 44.8117804, 20.70004 44.812749)",,
74219003,False,7. јула,residential,,True,104.825,"LINESTRING (20.7011634 44.8117804, 20.7009986 44.8117003, 20.7008621 44.8116636, 20.700688 44.8116703, 20.7004056 44.811707, 20.6998918 44.8117709)",,
"[895065770, 895065771]",False,Панчевачки пут,tertiary,"['40', '50']",False,176.75300000000001,"LINESTRING (20.7011634 44.8117804, 20.7023835 44.8107277, 20.702587 44.8105529)",OP1,
74219078,False,,residential,30,False,104.76,"LINESTRING (20.6994198 44.8132782, 20.7004289 44.8138907)",,
895065771,False,Панчевачки пут,tertiary,50,False,76.525,"LINESTRING (20.6994198 44.8132782, 20.70004 44.812749)",,
509063473,False,Војвођанска,residential,,True,176.43300000000002,"LINESTRING (20.6994198 44.8132782, 20.6992783 44.8131879, 20.6977369 44.8122331)",,
"[895065772, 895065771, 1017891996]",False,Панчевачки пут,tertiary,"['50', '30']",True,178.793,"LINESTRING (20.6994198 44.8132782, 20.6985687 44.8140178, 20.6979978 44.8145086, 20.6979827 44.8145216)",,
74219003,False,7. јула,residential,,False,28.661,"LINESTRING (20.6971956 44.812086, 20.697558 44.8120676)",,
74219510,False,Војвођанска,residential,,False,187.057,"LINESTRING (20.6971956 44.812086, 20.6971697 44.8119808, 20.6969869 44.8104107)",,
74219510,False,Војвођанска,residential,,False,176.907,"LINESTRING (20.6969869 44.8104107, 20.6969225 44.8088204)",,
74218491,False,Жарка Зрењанина,residential,,True,225.559,"LINESTRING (20.6969869 44.8104107, 20.6994631 44.8100449, 20.6997841 44.8099907)",,
74219510,False,Војвођанска,residential,,True,187.057,"LINESTRING (20.6969869 44.8104107, 20.6971697 44.8119808, 20.6971956 44.812086)",,
74217672,False,Лењинова,residential,,False,224.341,"LINESTRING (20.6969225 44.8088204, 20.6997657 44.8087803)",,
74219510,False,Војвођанска,residential,,False,151.769,"LINESTRING (20.6969225 44.8088204, 20.6968614 44.8074562)",,
74219510,False,Војвођанска,residential,,True,176.907,"LINESTRING (20.6969225 44.8088204, 20.6969869 44.8104107)",,
74219510,False,Војвођанска,residential,,False,120.187,"LINESTRING (20.6968614 44.8074562, 20.6967649 44.8063775)",,
74219510,False,Војвођанска,residential,,True,151.769,"LINESTRING (20.6968614 44.8074562, 20.6969225 44.8088204)",,
323870636,False,Маршала Тита,residential,50,True,220.173,"LINESTRING (20.6968614 44.8074562, 20.6996478 44.8073443)",,
74219510,False,Војвођанска,residential,,True,85.844,"LINESTRING (20.6966844 44.8056076, 20.6967649 44.8063775)",,
323870635,False,Баштенска,residential,50,False,218.339,"LINESTRING (20.6966844 44.8056076, 20.6939217 44.8057236)",,
"[1017891996, 895065771, 895065772]",False,Панчевачки пут,tertiary,"['30', '50']",False,178.793,"LINESTRING (20.6979827 44.8145216, 20.6979978 44.8145086, 20.6985687 44.8140178, 20.6994198 44.8132782)",,
74219078,False,,residential,30,True,104.76,"LINESTRING (20.7004289 44.8138907, 20.6994198 44.8132782)",,
"[895065769, 871958654]",False,Панчевачки пут,tertiary,50,False,124.709,"LINESTRING (20.705903 44.8078369, 20.705918 44.8077654, 20.705925 44.8077054, 20.7059169 44.8076143, 20.7058961 44.807547, 20.7058747 44.8074803, 20.7056992 44.8069453, 20.705666 44.8068378, 20.7056487 44.8067826, 20.7056351 44.8067391)",,
871958654,False,Панчевачки пут,tertiary,50,True,58.721000000000004,"LINESTRING (20.705903 44.8078369, 20.7058676 44.8079056, 20.7057595 44.8079995, 20.7055543 44.8081298, 20.7053977 44.8082122)",,
74217856,False,Бориса Кидрича,residential,,False,12.668,"LINESTRING (20.7052348 44.8057019, 20.7053755 44.8057568)",,
74217856,False,Бориса Кидрича,residential,,True,228.584,"LINESTRING (20.7052348 44.8057019, 20.7038353 44.8059228, 20.7031 44.8060448, 20.7024061 44.8061465)",,
509063473,False,Војвођанска,residential,,False,176.43300000000002,"LINESTRING (20.6977369 44.8122331, 20.6992783 44.8131879, 20.6994198 44.8132782)",,
509063473,False,Војвођанска,residential,,True,23.914,"LINESTRING (20.6977369 44.8122331, 20.6977016 44.8122112, 20.6976074 44.8121561, 20.697558 44.8120676)",,
722328439,False,,residential,,True,23.237000000000002,"LINESTRING (20.6977369 44.8122331, 20.6977604 44.8122195, 20.6977722 44.8121962, 20.6977745 44.8121277, 20.6977828 44.8120337)",,
74219003,False,7. јула,residential,,False,168.914,"LINESTRING (20.6977828 44.8120337, 20.6998918 44.8117709)",,
74219003,False,7. јула,residential,,True,18.129,"LINESTRING (20.6977828 44.8120337, 20.697558 44.8120676)",,
722328439,False,,residential,,False,23.237,"LINESTRING (20.6977828 44.8120337, 20.6977745 44.8121277, 20.6977722 44.8121962, 20.6977604 44.8122195, 20.6977369 44.8122331)",,
74217750,False,Иваначки пут,residential,,False,134.598,"LINESTRING (20.6997841 44.8099907, 20.6997657 44.8087803)",,4
74217750,False,Иваначки пут,residential,,True,22.266,"LINESTRING (20.6997841 44.8099907, 20.6998167 44.8101896)",,4
74218491,False,Жарка Зрењанина,residential,,False,225.559,"LINESTRING (20.6997841 44.8099907, 20.6994631 44.8100449, 20.6969869 44.8104107)",,
