osmid,oneway,name,highway,reversed,length,geometry,junction,maxspeed,bridge,lanes,ref
231590100,True,Партизанска,secondary,False,10.764,"LINESTRING (21.8959348 42.5515917, 21.8958548 42.5515149)",,,,,
218637019,False,Партизанска,secondary,True,178.326,"LINESTRING (21.8959348 42.5515917, 21.8961395 42.5521213, 21.8963036 42.5525124, 21.8965368 42.5530338, 21.8965794 42.5531232)",,,,,
218636482,False,Иве Лоле Рибара,residential,False,60.793,"LINESTRING (21.8972899 42.5532688, 21.8967799 42.5531384, 21.8966899 42.5531251, 21.8965794 42.5531232)",,,,,
"[218636482, 218636486]",False,"['Иве Лоле Рибара', 'Карађорђева']",residential,True,105.39500000000001,"LINESTRING (21.8972899 42.5532688, 21.8977932 42.5534127, 21.8982649 42.5535432, 21.8984923 42.5536062)",,,,,
218636485,False,Хероја са Кошара,residential,False,164.409,"LINESTRING (21.8972899 42.5532688, 21.8976084 42.5522187, 21.8977334 42.5518268)",,,,,
218636485,False,Хероја са Кошара,residential,True,164.409,"LINESTRING (21.8977334 42.5518268, 21.8976084 42.5522187, 21.8972899 42.5532688)",,,,,
39258296,False,Пионирска,residential,False,121.729,"LINESTRING (21.8997395 42.5539971, 21.8996714 42.5540305, 21.8995723 42.5540706, 21.8983596 42.5543973)",,,,,
218636486,False,Карађорђева,residential,False,111.127,"LINESTRING (21.8997395 42.5539971, 21.8996136 42.5539434, 21.8994581 42.5538934, 21.8984923 42.5536062)",,,,,
218636486,False,Карађорђева,residential,True,81.474,"LINESTRING (21.8997395 42.5539971, 21.8998981 42.5540751, 21.9005685 42.554402)",,,,,
198442616,False,Карађорђева,residential,False,41.292,"LINESTRING (21.9007344 42.5544898, 21.9011428 42.5547075)",,,,,
218636486,False,Карађорђева,residential,False,16.732,"LINESTRING (21.9007344 42.5544898, 21.9005685 42.554402)",,,,,
39258294,False,Вуле Антића,residential,False,21.561,"LINESTRING (21.9007344 42.5544898, 21.9007249 42.5544083, 21.9006861 42.5542999)",,,,,
39258293,True,,tertiary,False,8.253,"LINESTRING (21.9000944 42.5523727, 21.9000614 42.5523682, 21.9000314 42.5523571, 21.9000067 42.5523403)",roundabout,,,,
39258294,False,Вуле Антића,residential,True,220.374,"LINESTRING (21.9000944 42.5523727, 21.9000788 42.5524483, 21.9000903 42.5525195, 21.9006861 42.5542999)",,,,,
39258293,True,,tertiary,False,13.379,"LINESTRING (21.9001453 42.5522023, 21.9001799 42.5522182, 21.9002052 42.5522418, 21.9002184 42.5522703, 21.9002178 42.5523004)",roundabout,,,,
231903635,False,Боре Станковића,tertiary,True,119.043,"LINESTRING (21.9002178 42.5523004, 21.9016697 42.5523471)",,30,,,
39258293,True,,tertiary,False,14.040000000000001,"LINESTRING (21.9002178 42.5523004, 21.9002068 42.5523243, 21.9001871 42.552345, 21.9001603 42.5523607, 21.9001285 42.5523702, 21.9000944 42.5523727)",roundabout,,,,
263368520,False,Цара Душана,secondary,False,38.562,"LINESTRING (21.8979188 42.5560931, 21.8974487 42.5561119)",,,,,
400902372,False,Краља Милана,secondary,False,266.142,"LINESTRING (21.8979188 42.5560931, 21.8982483 42.5564215, 21.8986607 42.5568133, 21.8988281 42.5569844, 21.8993895 42.5575107, 21.8997725 42.557884, 21.899882 42.5579999)",,,,,
400902377,True,Цара Душана,secondary,False,180.12699999999998,"LINESTRING (21.8979188 42.5560931, 21.8983768 42.5560501, 21.8985728 42.5560409, 21.8989304 42.556025, 21.9000007 42.5559751, 21.9001106 42.5559679)",,,,,
263368520,False,Цара Душана,secondary,True,38.562,"LINESTRING (21.8974487 42.5561119, 21.8979188 42.5560931)",,,,,
