osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,width,geometry,junction,bridge,tunnel
51047901,2,330,Војводе Путника,secondary,False,False,17.016,,,"LINESTRING (19.2278732 44.5341773, 19.2276601 44.5341588)",,,
112747337,2,,Бакал Милосава,residential,False,False,205.069,50,5.5,"LINESTRING (19.2278732 44.5341773, 19.2279423 44.5341364, 19.228118 44.5340456, 19.2283085 44.5339681, 19.2285611 44.5338497, 19.2291149 44.5335837, 19.2294413 44.5333561, 19.2297034 44.5331274, 19.2298315 44.5329999)",,,
95066440,,,Светог Саве,residential,False,True,9.766,,,"LINESTRING (19.2197746 44.5345496, 19.2198755 44.5344992)",,,
51046588,2,,Булевар Доситеја Обрадовића,secondary,True,False,183.888,,,"LINESTRING (19.2197746 44.5345496, 19.2195887 44.5344828, 19.217873 44.5338663, 19.2177015 44.5338073)",,,
95066440,,,Светог Саве,residential,False,False,156.274,,,"LINESTRING (19.2197746 44.5345496, 19.2195469 44.5346676, 19.2195124 44.5346855, 19.2194453 44.5347179, 19.2184766 44.535193, 19.2183389 44.5352634, 19.2181592 44.5353552)",,,
112748372,2,330,Пашићева,tertiary,False,True,122.92399999999999,,,"LINESTRING (19.2244309 44.531453, 19.2244074 44.531526, 19.2242933 44.53188, 19.2240836 44.5325304)",,,
150042926,,330,Трг Јована Цвијића,tertiary,False,False,93.507,,,"LINESTRING (19.2244309 44.531453, 19.2244787 44.5313347, 19.2246151 44.5309782, 19.2247176 44.530714, 19.2247453 44.5306425)",,,
568920100,2,,Миодрага Борисављевића,residential,False,False,64.177,30,,"LINESTRING (19.2244309 44.531453, 19.2245321 44.5314685, 19.2252225 44.5315741)",,,
1137675651,2,,Трг Јована Цвијића,tertiary,False,False,95.97000000000001,,,"LINESTRING (19.2244309 44.531453, 19.224329 44.5314382, 19.2238722 44.5313719, 19.2235935 44.5313315, 19.2233545 44.5312968, 19.2232445 44.5312809)",,,
60202372,2,330,Трг Вука Караџића,secondary,True,False,2.351,,,"LINESTRING (19.2239764 44.5338839, 19.2239584 44.5339007)",roundabout,,
719477231,2,,Кнеза Милоша,secondary,False,False,17.734,,,"LINESTRING (19.2240269 44.5342307, 19.2241092 44.534379)",,,
705606454,1,,Кнеза Милоша,secondary,True,False,41.22,,,"LINESTRING (19.2240269 44.5342307, 19.2239092 44.5340984, 19.2238732 44.5340616, 19.2238417 44.5340294, 19.2237879 44.5339868, 19.2237068 44.5339429)",,,
60202372,2,330,Трг Вука Караџића,secondary,True,False,19.898999999999997,,,"LINESTRING (19.2236602 44.5336697, 19.2237155 44.5336485, 19.2237769 44.5336393, 19.2238395 44.5336427, 19.2238982 44.5336585)",roundabout,,
705606451,1,330,Пашићева,tertiary,True,False,34.583000000000006,,,"LINESTRING (19.2236602 44.5336697, 19.2236821 44.5336221, 19.2237278 44.5335192, 19.2237565 44.5334547, 19.223801 44.5333755)",,,
92528097,2,,Војводе Мишића,tertiary,False,False,67.804,,,"LINESTRING (19.2232445 44.5312809, 19.2230026 44.531238, 19.222642 44.5311785, 19.2225063 44.5311567, 19.2224291 44.5311507, 19.22241 44.5311492)",,,
"[50904186, 92537389, 112745527]",,,"['Јована Цвијића', 'Гимназијска']",residential,False,"[False, True]",214.691,,,"LINESTRING (19.2232445 44.5312809, 19.2231252 44.5317384, 19.2231103 44.531792, 19.2230844 44.531866, 19.223045 44.5319909, 19.2230092 44.5320997, 19.2230007 44.5321209, 19.2229263 44.5322853, 19.2228103 44.5324806, 19.2227438 44.5325245, 19.2226108 44.5325971, 19.2225664 44.5326196, 19.2225373 44.5326429, 19.2225272 44.5326662, 19.222527 44.5326725, 19.2225289 44.5326887, 19.2225393 44.532708, 19.2225517 44.5327246, 19.2225617 44.5327366, 19.2225829 44.5327559, 19.222634 44.5328042, 19.2227124 44.5328837, 19.222819 44.5329994, 19.2228277 44.5330106)",,yes,
1137675651,2,,Трг Јована Цвијића,tertiary,False,True,95.97,,,"LINESTRING (19.2232445 44.5312809, 19.2233545 44.5312968, 19.2235935 44.5313315, 19.2238722 44.5313719, 19.224329 44.5314382, 19.2244309 44.531453)",,,
92537383,1,,,secondary_link,True,False,49.625,,,"LINESTRING (19.2242984 44.533865, 19.2242228 44.5338978, 19.2241415 44.5339413, 19.2240994 44.5339777, 19.2240675 44.5340177, 19.2240458 44.5340713, 19.224042 44.5341186, 19.2240484 44.5341641, 19.2240415 44.5342001, 19.2240269 44.5342307)",,,
226863530,1,330,Војводе Путника,secondary,True,False,25.687,,,"LINESTRING (19.2242984 44.533865, 19.2241307 44.5338666, 19.2240453 44.5338737, 19.2239764 44.5338839)",,,
60202372,2,330,Трг Вука Караџића,secondary,True,False,20.114,,,"LINESTRING (19.2235789 44.5338416, 19.2235698 44.5337969, 19.223579 44.5337521, 19.2236055 44.533711, 19.2236473 44.533677)",roundabout,,
705606450,,,Јована Цвијића,residential,True,False,27.672,,,"LINESTRING (19.2235789 44.5338416, 19.2235461 44.5337973, 19.2235089 44.5337496, 19.2234002 44.533628)",,,
60202372,2,330,Трг Вука Караџића,secondary,True,False,15.61,,,"LINESTRING (19.2237068 44.5339429, 19.2236505 44.5339188, 19.2236066 44.533884, 19.2235789 44.5338416)",roundabout,,
226863530,1,330,Војводе Путника,secondary,True,False,13.901,,,"LINESTRING (19.2244737 44.5338688, 19.2242984 44.533865)",,,
51047901,2,330,Војводе Путника,secondary,False,True,44.234,,,"LINESTRING (19.2244737 44.5338688, 19.2247913 44.5338987, 19.2250267 44.5339222)",,,
51047901,2,330,Војводе Путника,secondary,False,False,69.036,,,"LINESTRING (19.2276601 44.5341588, 19.2267957 44.5340827)",,,
51047901,2,330,Војводе Путника,secondary,False,True,17.016,,,"LINESTRING (19.2276601 44.5341588, 19.2278732 44.5341773)",,,
161223348,,,Доктор Марин,residential,True,False,102.50000000000001,,,"LINESTRING (19.2276601 44.5341588, 19.227646 44.5342645, 19.2276929 44.5343324, 19.2277922 44.5344633, 19.2281502 44.5348773, 19.2282048 44.5349746)",,,
51047901,2,330,Војводе Путника,secondary,False,False,44.234,,,"LINESTRING (19.2250267 44.5339222, 19.2247913 44.5338987, 19.2244737 44.5338688)",,,
51047901,2,330,Војводе Путника,secondary,False,True,99.332,,,"LINESTRING (19.2250267 44.5339222, 19.2260181 44.5340143, 19.2262693 44.534038)",,,
95066431,,,Болничка,residential,False,False,328.48999999999995,,,"LINESTRING (19.2250267 44.5339222, 19.2250117 44.5340142, 19.2249985 44.534082, 19.2249723 44.5342162, 19.2249272 44.5344478, 19.2249442 44.534489, 19.224988 44.5345184, 19.2259192 44.5346505, 19.2261822 44.5346878, 19.2268068 44.5347763, 19.2273226 44.5348495, 19.2282048 44.5349746)",,,
95066431,,,Болничка,residential,False,False,23.175,,,"LINESTRING (19.2282048 44.5349746, 19.228463 44.5350724)",,,
95066431,,,Болничка,residential,False,True,328.48999999999995,,,"LINESTRING (19.2282048 44.5349746, 19.2273226 44.5348495, 19.2268068 44.5347763, 19.2261822 44.5346878, 19.2259192 44.5346505, 19.224988 44.5345184, 19.2249442 44.534489, 19.2249272 44.5344478, 19.2249723 44.5342162, 19.2249985 44.534082, 19.2250117 44.5340142, 19.2250267 44.5339222)",,,
