osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
89195119,Христијана Карпошa,tertiary,40,False,False,54.372,"LINESTRING (21.6498134 42.3068541, 21.649885 42.306368)",,,
91232730,Тефика Селимија,residential,,False,True,72.211,"LINESTRING (21.6498134 42.3068541, 21.6494209 42.3069367, 21.6489641 42.3070186)",,,
131450446,Саве Ковачевића,primary,40,False,True,114.975,"LINESTRING (21.6498134 42.3068541, 21.6497504 42.3074633, 21.6497053 42.307885)",42,,
179358002,Петнаестог новембра,primary,40,False,True,218.72899999999998,"LINESTRING (21.6498134 42.3068541, 21.6507911 42.3065596, 21.6513285 42.3063964, 21.6516574 42.3063002, 21.6519212 42.3062235, 21.6522768 42.3061124)",42,,
87207689,Зенела Ајдинија,residential,,False,False,35.882,"LINESTRING (21.6524867 42.3060214, 21.6522746 42.3057394)",,,
179358002,Петнаестог новембра,primary,40,False,False,20.008,"LINESTRING (21.6524867 42.3060214, 21.6522768 42.3061124)",42,,
179358002,Петнаестог новембра,primary,40,False,True,118.132,"LINESTRING (21.6524867 42.3060214, 21.6537021 42.3054551)",42,,
87207689,Зенела Ајдинија,residential,,False,True,18.95,"LINESTRING (21.6521806 42.3055838, 21.6522746 42.3057394)",,,
378120275,,residential,,False,False,64.225,"LINESTRING (21.6521806 42.3055838, 21.6520638 42.305523, 21.6519473 42.3054898, 21.6514466 42.3054062)",,,
131450927,,primary,40,False,False,123.951,"LINESTRING (21.6429471 42.3109572, 21.6442677 42.3106658, 21.6443909 42.3106369)",42,,
91072291,Иве Лоле Рибара,residential,,False,True,194.57199999999997,"LINESTRING (21.6443909 42.3106369, 21.6445568 42.310657, 21.6446895 42.3106839, 21.6448155 42.3107074, 21.6451556 42.3107528, 21.6452447 42.3107831, 21.6453241 42.3108084, 21.6453852 42.3108268, 21.645469 42.3108437, 21.6455658 42.3108593, 21.646136 42.3108975, 21.6464514 42.3109211, 21.6466662 42.3109507, 21.6467011 42.3109659)",,,
131450927,,primary,40,False,False,59.443,"LINESTRING (21.6443909 42.3106369, 21.6445411 42.310595, 21.6447012 42.3105322, 21.644955 42.3104302, 21.6450354 42.3103967)",42,,
131450927,,primary,40,False,True,123.951,"LINESTRING (21.6443909 42.3106369, 21.6442677 42.3106658, 21.6429471 42.3109572)",42,,
91232730,Тефика Селимија,residential,,False,False,45.004999999999995,"LINESTRING (21.6462868 42.3100271, 21.6465582 42.3097024, 21.6465767 42.3096839)",,,
131450927,,primary,40,False,True,111.32499999999999,"LINESTRING (21.6462868 42.3100271, 21.6458877 42.3101831, 21.645673 42.3102566, 21.645512 42.3102964, 21.6452803 42.3103402, 21.6451272 42.3103703, 21.6450354 42.3103967)",42,,
675983594,Рамиза Садикуа,primary,40,False,False,62.458,"LINESTRING (21.6462868 42.3100271, 21.6464939 42.3101233, 21.6466557 42.3101676, 21.6467844 42.3101872, 21.6468953 42.3101914, 21.6469948 42.3101839)",42,,
91232730,Тефика Селимија,residential,,False,False,35.848,"LINESTRING (21.6485948 42.3071896, 21.6487258 42.3071346, 21.6489641 42.3070186)",,,
91232730,Тефика Селимија,residential,,False,True,323.86400000000003,"LINESTRING (21.6485948 42.3071896, 21.6484906 42.3073188, 21.6481654 42.3077019, 21.6477805 42.3081686, 21.6475716 42.3084426, 21.6475097 42.3085356, 21.647352 42.3087725, 21.6472516 42.3089195, 21.6471488 42.3090477, 21.6470631 42.3091544, 21.64697 42.3093025, 21.646923 42.3093459, 21.646905 42.3093625, 21.646802 42.3094583, 21.6465767 42.3096839)",,,
378958807,,residential,,False,False,99.78999999999999,"LINESTRING (21.6485948 42.3071896, 21.6480703 42.3072244, 21.6473843 42.3072502)",,,
89195119,Христијана Карпошa,tertiary,40,False,True,65.764,"LINESTRING (21.6502335 42.3052336, 21.6500397 42.3058074)",,,
450202588,,residential,,False,True,73.875,"LINESTRING (21.6502335 42.3052336, 21.6493599 42.3050788)",,,
378120275,,residential,,False,True,102.066,"LINESTRING (21.6502335 42.3052336, 21.6510579 42.3053085, 21.6514466 42.3054062)",,,
179358002,Петнаестог новембра,primary,40,False,True,20.008,"LINESTRING (21.6522768 42.3061124, 21.6524867 42.3060214)",42,,
937817113,Сељамија Халачија,residential,40,False,True,39.15,"LINESTRING (21.6522768 42.3061124, 21.6524672 42.3064351)",,,
179358002,Петнаестог новембра,primary,40,False,False,218.72899999999998,"LINESTRING (21.6522768 42.3061124, 21.6519212 42.3062235, 21.6516574 42.3063002, 21.6513285 42.3063964, 21.6507911 42.3065596, 21.6498134 42.3068541)",42,,
937817113,Сељамија Халачија,residential,40,False,False,39.15,"LINESTRING (21.6524672 42.3064351, 21.6522768 42.3061124)",,,
937817113,Сељамија Халачија,residential,40,False,True,31.446,"LINESTRING (21.6524672 42.3064351, 21.652649 42.3066839)",,,
708960868,,residential,,False,False,192.28499999999997,"LINESTRING (21.6524672 42.3064351, 21.6526927 42.3063404, 21.652844 42.3062814, 21.6529547 42.3062247, 21.6530526 42.3061916, 21.6532506 42.3061554, 21.6536487 42.3060972, 21.6546911 42.3059732)",,,
88536453,Кочи Џоџија,residential,,False,True,24.397,"LINESTRING (21.6435204 42.3099835, 21.6435335 42.3100162, 21.6434271 42.3100373, 21.6432961 42.3100747)",,,
91232741,Кочи Џоџија,residential,,False,False,194.794,"LINESTRING (21.6435204 42.3099835, 21.6436047 42.3099329, 21.643726 42.309839, 21.6439778 42.3095966, 21.6443397 42.3092926, 21.6447038 42.3089912, 21.6448743 42.3088534, 21.6450265 42.3087566, 21.6451503 42.3087589)",,,
"[708987891, 91232741]",Кочи Џоџија,residential,,False,True,16.21,"LINESTRING (21.6435204 42.3099835, 21.6435125 42.3100159, 21.6435951 42.3101108)",,yes,
91232741,Кочи Џоџија,residential,,False,False,30.534,"LINESTRING (21.6473843 42.3072502, 21.6475786 42.3070162)",,,
91232741,Кочи Џоџија,residential,,False,True,20.339,"LINESTRING (21.6473843 42.3072502, 21.6471987 42.3073711)",,,
378958807,,residential,,False,True,99.78999999999999,"LINESTRING (21.6473843 42.3072502, 21.6480703 42.3072244, 21.6485948 42.3071896)",,,
91232741,Кочи Џоџија,residential,,False,False,40.037,"LINESTRING (21.6482241 42.3060784, 21.6483804 42.3057374)",,,
91232741,Кочи Џоџија,residential,,False,True,25.291,"LINESTRING (21.6482241 42.3060784, 21.6480881 42.3062824)",,,
378958798,,residential,,False,False,131.146,"LINESTRING (21.6482241 42.3060784, 21.6467976 42.3055511)",,,
91232741,Кочи Џоџија,residential,,False,False,5.355,"LINESTRING (21.6485159 42.3051218, 21.6485127 42.3050737)",,,
91232741,Кочи Џоџија,residential,,False,True,32.782,"LINESTRING (21.6485159 42.3051218, 21.648516 42.3052502, 21.6484794 42.3054144)",,,
131450446,Саве Ковачевића,primary,40,False,False,33.128,"LINESTRING (21.6496587 42.3090133, 21.6496639 42.3087154)",42,,
