osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,junction
316255391,Друге пролетерске,residential,False,False,83.838,,"LINESTRING (20.232433 43.5815324, 20.232516 43.5816218, 20.2326429 43.5817403, 20.2326627 43.5817702, 20.2326612 43.5818023, 20.2326276 43.5818476, 20.2325405 43.5819041, 20.2322716 43.5820325, 20.2322043 43.5820701)",,,
316255321,Мркочевац,residential,False,False,47.382000000000005,,"LINESTRING (20.2341404 43.5817764, 20.2341954 43.5817761, 20.2343161 43.581796, 20.23466 43.5818846, 20.2346997 43.5818991)",,,
316255378,Мркочевац,residential,False,False,52.188,,"LINESTRING (20.2341404 43.5817764, 20.2341901 43.5820221, 20.2342528 43.5820816, 20.234296 43.5821364, 20.2342917 43.5822194)",,,
316255378,Мркочевац,residential,False,True,65.727,,"LINESTRING (20.2341404 43.5817764, 20.2340842 43.5814883, 20.2340338 43.5811904)",,,
316255321,Мркочевац,residential,False,False,80.558,,"LINESTRING (20.2346997 43.5818991, 20.2349579 43.5819931, 20.2351872 43.5820938, 20.2354316 43.5821813, 20.2355875 43.5822311)",,,
316255321,Мркочевац,residential,False,True,47.382,,"LINESTRING (20.2346997 43.5818991, 20.23466 43.5818846, 20.2343161 43.581796, 20.2341954 43.5817761, 20.2341404 43.5817764)",,,
316255322,Мркочевац,residential,False,False,142.801,,"LINESTRING (20.2346997 43.5818991, 20.2346946 43.5819885, 20.2346655 43.5820925, 20.2346075 43.5821822, 20.2345387 43.5822984, 20.2345402 43.5823261, 20.2345739 43.5823582, 20.2346976 43.5824047, 20.2350919 43.5825364, 20.2355625 43.5827035)",,,
316255362,Мркочевац,residential,False,True,81.85499999999999,,"LINESTRING (20.233282 43.5819845, 20.2332407 43.5818938, 20.2331964 43.5817432, 20.2331124 43.5814111, 20.2330755 43.5812645)",,,
316255391,Друге пролетерске,residential,False,True,83.838,,"LINESTRING (20.2322043 43.5820701, 20.2322716 43.5820325, 20.2325405 43.5819041, 20.2326276 43.5818476, 20.2326612 43.5818023, 20.2326627 43.5817702, 20.2326429 43.5817403, 20.232516 43.5816218, 20.232433 43.5815324)",,,
316255378,Мркочевац,residential,False,True,52.188,,"LINESTRING (20.2342917 43.5822194, 20.234296 43.5821364, 20.2342528 43.5820816, 20.2341901 43.5820221, 20.2341404 43.5817764)",,,
316255321,Мркочевац,residential,False,True,80.55799999999999,,"LINESTRING (20.2355875 43.5822311, 20.2354316 43.5821813, 20.2351872 43.5820938, 20.2349579 43.5819931, 20.2346997 43.5818991)",,,
316255325,Мркочевац,residential,False,True,180.27800000000002,,"LINESTRING (20.2363668 43.5823412, 20.2363928 43.5822112, 20.2363647 43.5821471, 20.2363202 43.5820657, 20.2362866 43.5820292, 20.2361873 43.5819871, 20.235599 43.5817558, 20.2351283 43.5815909, 20.2347052 43.5814341)",,,
316255322,Мркочевац,residential,False,True,142.801,,"LINESTRING (20.2355625 43.5827035, 20.2350919 43.5825364, 20.2346976 43.5824047, 20.2345739 43.5823582, 20.2345402 43.5823261, 20.2345387 43.5822984, 20.2346075 43.5821822, 20.2346655 43.5820925, 20.2346946 43.5819885, 20.2346997 43.5818991)",,,
258509222,,primary,True,False,12.716,,"LINESTRING (20.2276876 43.579436, 20.227707 43.5794581, 20.2277202 43.5794806, 20.2277273 43.5794981, 20.2277312 43.5795435)",,21,roundabout
258509238,Милојице Николића,primary,True,False,26.939,,"LINESTRING (20.2276876 43.579436, 20.2278137 43.5794057, 20.228011 43.5793758)",,30,
258509251,,primary,False,True,84.433,,"LINESTRING (20.2284938 43.5786992, 20.2284255 43.5787573, 20.2283613 43.5788037, 20.2282687 43.5788621, 20.228007 43.5790162, 20.2279222 43.5790665, 20.2278537 43.5791109, 20.2277958 43.5791509, 20.2277251 43.5792125)",2,21,
258509222,,primary,True,False,2.336,,"LINESTRING (20.2276644 43.5794234, 20.2276876 43.579436)",,21,roundabout
258509222,,primary,True,False,13.145,,"LINESTRING (20.2276819 43.5796087, 20.2276616 43.5796208, 20.2276253 43.5796304, 20.2275771 43.5796373, 20.227528 43.5796365)",,21,roundabout
506684976,Јаворска,primary,True,False,25.221,,"LINESTRING (20.2276819 43.5796087, 20.2276867 43.5796559, 20.2276834 43.5796943, 20.2276773 43.5797289, 20.2276732 43.5797775, 20.2276703 43.5798349)",,21,
886209669,13. септембра,residential,False,True,6.333,,"LINESTRING (20.2301779 43.5825816, 20.2301019 43.5825962)",,,
315911096,Наде Поповић,residential,False,False,85.94899999999998,,"LINESTRING (20.2301779 43.5825816, 20.2302048 43.5825952, 20.2303228 43.5826525, 20.2306653 43.5828097, 20.2307984 43.5828814, 20.2308493 43.5829286, 20.2308578 43.5829655, 20.2308324 43.5830311, 20.2307899 43.5830906)",,,
"[315911091, 886209669]","['Друге пролетерске', '13. септембра']",residential,False,False,230.729,,"LINESTRING (20.2301779 43.5825816, 20.2302021 43.5825699, 20.2302141 43.5825582, 20.2303971 43.5823669, 20.2305102 43.5822415, 20.2306143 43.5821487, 20.2307134 43.5820827, 20.2308055 43.5820356, 20.2309997 43.5819319, 20.2310627 43.5819087, 20.2311918 43.5818862, 20.2313269 43.5818732, 20.231426 43.5818746, 20.2316182 43.5818971, 20.2317443 43.5819022, 20.2318294 43.5818956, 20.2319124 43.5818652, 20.2320045 43.5818152, 20.2321436 43.5817173, 20.2324028 43.5815491, 20.232433 43.5815324)",,,
723449033,Мића Матовића,primary,True,False,118.792,,"LINESTRING (20.2289734 43.5820507, 20.2289444 43.5820836, 20.2288862 43.5821307, 20.2283085 43.5825718, 20.2279586 43.5828247)",1,21,
886222683,Јаворска,tertiary,False,True,31.455000000000002,,"LINESTRING (20.2289734 43.5820507, 20.229008 43.5820659, 20.2290345 43.5820818, 20.2290607 43.5821051, 20.2291154 43.5821538, 20.2291833 43.5822101, 20.2292466 43.5822504)",,,
886222684,Јаворска,primary,False,False,51.028,,"LINESTRING (20.2289734 43.5820507, 20.2289778 43.5820212, 20.2289725 43.5819877, 20.228952 43.5819499, 20.2289023 43.581897, 20.2288227 43.5818123, 20.228767 43.5817462, 20.2286982 43.581647)",3,21,
316255374,,residential,False,False,516.7149999999999,,"LINESTRING (20.2338925 43.5850403, 20.2338326 43.5850307, 20.2337933 43.5850298, 20.2337232 43.5850512, 20.2336806 43.5850754, 20.2335692 43.5852159, 20.2334706 43.5853022, 20.2332973 43.585431, 20.2331268 43.5855467, 20.2330801 43.5855722, 20.2329953 43.5855996, 20.2328444 43.5856434, 20.2326249 43.585689, 20.232468 43.5857402, 20.2323606 43.5857896, 20.2318087 43.5860953, 20.2316466 43.58619, 20.231608 43.5862008, 20.2315809 43.5862032, 20.2315491 43.5861966, 20.2315275 43.5861816, 20.2315185 43.5861573, 20.231515 43.5861213, 20.2315222 43.5860791, 20.2315496 43.5860305, 20.2316868 43.5858713, 20.2318405 43.5857231, 20.2319813 43.5855529, 20.2322325 43.5853337, 20.2323573 43.585199, 20.2323972 43.5851015, 20.2324218 43.5850161, 20.2324402 43.5846535, 20.2324772 43.5844721, 20.2325141 43.5843875, 20.2325718 43.5842905, 20.2326408 43.5842109, 20.2327097 43.5841557, 20.2329554 43.5840184)",,,
"[315911081, 316255374]",Драгице Парезановић,residential,False,"[False, True]",476.759,,"LINESTRING (20.2329554 43.5840184, 20.2338623 43.5835122, 20.2339822 43.5834324, 20.2340665 43.5833565, 20.2341971 43.5831908, 20.2343159 43.5830468, 20.2344971 43.5828368, 20.2345283 43.5827755, 20.2345495 43.5827303, 20.234551 43.5826955, 20.2345297 43.5826647, 20.2344646 43.582637, 20.234081 43.5825314, 20.233638 43.5823694, 20.2334696 43.5823007, 20.2333776 43.5822628, 20.2333026 43.5822556, 20.2332275 43.5822618, 20.2330549 43.5822936, 20.2326246 43.5823756, 20.2324151 43.5824064, 20.2322382 43.5824176, 20.2320796 43.5824197, 20.2319692 43.5824443, 20.231873 43.5824822, 20.2318291 43.5825294, 20.2318065 43.5825807, 20.2318036 43.5826586, 20.2318192 43.5827447, 20.2318178 43.5828113, 20.2318259 43.5828729)",,,
316255374,,residential,False,True,516.715,,"LINESTRING (20.2329554 43.5840184, 20.2327097 43.5841557, 20.2326408 43.5842109, 20.2325718 43.5842905, 20.2325141 43.5843875, 20.2324772 43.5844721, 20.2324402 43.5846535, 20.2324218 43.5850161, 20.2323972 43.5851015, 20.2323573 43.585199, 20.2322325 43.5853337, 20.2319813 43.5855529, 20.2318405 43.5857231, 20.2316868 43.5858713, 20.2315496 43.5860305, 20.2315222 43.5860791, 20.231515 43.5861213, 20.2315185 43.5861573, 20.2315275 43.5861816, 20.2315491 43.5861966, 20.2315809 43.5862032, 20.231608 43.5862008, 20.2316466 43.58619, 20.2318087 43.5860953, 20.2323606 43.5857896, 20.232468 43.5857402, 20.2326249 43.585689, 20.2328444 43.5856434, 20.2329953 43.5855996, 20.2330801 43.5855722, 20.2331268 43.5855467, 20.2332973 43.585431, 20.2334706 43.5853022, 20.2335692 43.5852159, 20.2336806 43.5850754, 20.2337232 43.5850512, 20.2337933 43.5850298, 20.2338326 43.5850307, 20.2338925 43.5850403)",,,
916289673,,residential,False,False,107.689,,"LINESTRING (20.2329554 43.5840184, 20.2329192 43.5840116, 20.2328655 43.5840077, 20.2327815 43.5840088, 20.2326979 43.5840154, 20.2326178 43.584027, 20.2325393 43.5840436, 20.2324632 43.584065, 20.2323223 43.5841112, 20.2321862 43.5841646, 20.2320568 43.5842282, 20.2319267 43.584304, 20.2318543 43.5843622, 20.231802 43.5844166)",,,
804414201,Драгице Парезановић,residential,False,True,176.03099999999998,,"LINESTRING (20.2307224 43.5855435, 20.2308834 43.5853473, 20.2310201 43.5852171, 20.2310818 43.5851472, 20.2311087 43.5850481, 20.2311435 43.5848849, 20.2311891 43.5847703, 20.2313474 43.5843992, 20.2314158 43.5841777, 20.2314319 43.5840708)",,,
804414201,Драгице Парезановић,residential,False,False,176.03099999999998,,"LINESTRING (20.2314319 43.5840708, 20.2314158 43.5841777, 20.2313474 43.5843992, 20.2311891 43.5847703, 20.2311435 43.5848849, 20.2311087 43.5850481, 20.2310818 43.5851472, 20.2310201 43.5852171, 20.2308834 43.5853473, 20.2307224 43.5855435)",,,
804414201,Драгице Парезановић,residential,False,True,103.049,,"LINESTRING (20.2314319 43.5840708, 20.2314118 43.5838998, 20.2312656 43.5834539, 20.2312012 43.5833014, 20.231173 43.5832538, 20.2311422 43.5832218, 20.2310953 43.58319)",,,
916289672,Драгице Парезановић,residential,False,True,78.922,,"LINESTRING (20.2314319 43.5840708, 20.2314607 43.584063, 20.2314902 43.5840441, 20.2315499 43.5839708, 20.2317283 43.5837813, 20.2317942 43.5837244, 20.2318677 43.5836725, 20.2319379 43.5836315, 20.2320127 43.5835952, 20.2320917 43.5835637)",,,
871187111,Венијамина Маринковића,tertiary,False,True,104.594,,"LINESTRING (20.2321005 43.5787872, 20.2328654 43.5780271)",,,
886209662,Персе Рајевић,residential,False,False,68.743,,"LINESTRING (20.2321005 43.5787872, 20.2327984 43.579143)",,,
871187111,Венијамина Маринковића,tertiary,False,False,159.73499999999999,,"LINESTRING (20.2321005 43.5787872, 20.2320761 43.5788115, 20.231538 43.5793462, 20.2309323 43.579948)",,,
886209662,Персе Рајевић,residential,False,True,68.743,,"LINESTRING (20.2327984 43.579143, 20.2321005 43.5787872)",,,
258511182,Бошка Петровића,primary,True,False,209.103,,"LINESTRING (20.2254187 43.5844859, 20.2252708 43.5843992, 20.2252159 43.5843545, 20.2251874 43.5843194, 20.2251689 43.5842894, 20.2251609 43.5842632, 20.2251629 43.5842341, 20.2251702 43.5842096, 20.2251796 43.5841854, 20.2252048 43.5841536, 20.2253392 43.5839892, 20.2254166 43.5838934, 20.2255078 43.5837807, 20.2256329 43.5836307, 20.2257891 43.5834462, 20.2258891 43.5833306, 20.2260069 43.5831897, 20.2260755 43.5831081, 20.2261452 43.5830207, 20.2262488 43.5828973)",1,21,
258511184,Милинка Кушића,residential,True,False,186.343,,"LINESTRING (20.2254187 43.5844859, 20.2255096 43.5843826, 20.2256142 43.584269, 20.2258014 43.5840896, 20.2258961 43.5840001, 20.2268132 43.5831497)",,,
"[976140048, 886222687]",Милинка Кушића,primary,False,False,108.603,,"LINESTRING (20.2254187 43.5844859, 20.2252755 43.5846224, 20.2249289 43.5849529, 20.2247934 43.5850733, 20.2246875 43.5851637, 20.2246421 43.585207, 20.2245909 43.5852566)","['2', '3']",21,
916289668,,residential,False,True,47.711,,"LINESTRING (20.2309786 43.5810427, 20.2304931 43.5807969)",,,
871187111,Венијамина Маринковића,tertiary,False,False,42.94,,"LINESTRING (20.2302033 43.5806473, 20.2298801 43.5809544)",,,
871187111,Венијамина Маринковића,tertiary,False,True,76.806,,"LINESTRING (20.2302033 43.5806473, 20.2307814 43.580098)",,,
916289668,,residential,False,False,28.664,,"LINESTRING (20.2302033 43.5806473, 20.2304931 43.5807969)",,,
916289668,,residential,False,False,47.711,,"LINESTRING (20.2304931 43.5807969, 20.2309786 43.5810427)",,,
916289668,,residential,False,True,28.664,,"LINESTRING (20.2304931 43.5807969, 20.2302033 43.5806473)",,,
916289669,,residential,False,True,96.506,,"LINESTRING (20.2304931 43.5807969, 20.2311932 43.5800926)",,,
916289670,,residential,False,True,97.131,,"LINESTRING (20.2321762 43.5800557, 20.2320488 43.5801975, 20.2319442 43.5802684, 20.2318677 43.5802937, 20.2316947 43.5802801, 20.2316308 43.5802729, 20.2315687 43.5802597, 20.2315179 43.5802439, 20.2314698 43.580224, 20.2314252 43.5802004, 20.2311932 43.5800926)",,,
916289669,,residential,False,False,96.506,,"LINESTRING (20.2311932 43.5800926, 20.2304931 43.5807969)",,,
916289670,,residential,False,True,26.461,,"LINESTRING (20.2311932 43.5800926, 20.2309323 43.579948)",,,
916289670,,residential,False,False,97.131,,"LINESTRING (20.2311932 43.5800926, 20.2314252 43.5802004, 20.2314698 43.580224, 20.2315179 43.5802439, 20.2315687 43.5802597, 20.2316308 43.5802729, 20.2316947 43.5802801, 20.2318677 43.5802937, 20.2319442 43.5802684, 20.2320488 43.5801975, 20.2321762 43.5800557)",,,
871187111,Венијамина Маринковића,tertiary,False,False,20.638,,"LINESTRING (20.2309323 43.579948, 20.2307814 43.580098)",,,
916289670,,residential,False,False,26.461,,"LINESTRING (20.2309323 43.579948, 20.2311932 43.5800926)",,,
871187111,Венијамина Маринковића,tertiary,False,True,159.735,,"LINESTRING (20.2309323 43.579948, 20.231538 43.5793462, 20.2320761 43.5788115, 20.2321005 43.5787872)",,,
916289671,,residential,False,False,35.085,,"LINESTRING (20.233123 43.5827564, 20.2329044 43.5829031, 20.2328018 43.5829695)",,,
916289672,Драгице Парезановић,residential,False,False,78.922,,"LINESTRING (20.2320917 43.5835637, 20.2320127 43.5835952, 20.2319379 43.5836315, 20.2318677 43.5836725, 20.2317942 43.5837244, 20.2317283 43.5837813, 20.2315499 43.5839708, 20.2314902 43.5840441, 20.2314607 43.584063, 20.2314319 43.5840708)",,,
916289673,,residential,False,True,107.689,,"LINESTRING (20.231802 43.5844166, 20.2318543 43.5843622, 20.2319267 43.584304, 20.2320568 43.5842282, 20.2321862 43.5841646, 20.2323223 43.5841112, 20.2324632 43.584065, 20.2325393 43.5840436, 20.2326178 43.584027, 20.2326979 43.5840154, 20.2327815 43.5840088, 20.2328655 43.5840077, 20.2329192 43.5840116, 20.2329554 43.5840184)",,,
916289674,,residential,False,True,113.17099999999999,,"LINESTRING (20.2284661 43.5850314, 20.2284781 43.5850539, 20.2284908 43.585069, 20.228527 43.5850913, 20.2295235 43.5854969, 20.229543 43.5855038, 20.2295644 43.5855066, 20.2295805 43.5855058, 20.2295961 43.5855027, 20.2296247 43.585492, 20.2296427 43.58548, 20.2296562 43.5854653)",,,
1033594073,Наде Поповић,residential,False,False,47.635999999999996,,"LINESTRING (20.2284661 43.5850314, 20.2281654 43.5850288, 20.2278747 43.5850275)",,,
1033594073,Наде Поповић,residential,False,True,60.765,,"LINESTRING (20.2284661 43.5850314, 20.2287505 43.5850339, 20.2288055 43.5850222, 20.2288338 43.5849951, 20.2289987 43.5847586)",,,
916289674,,residential,False,False,113.171,,"LINESTRING (20.2296562 43.5854653, 20.2296427 43.58548, 20.2296247 43.585492, 20.2295961 43.5855027, 20.2295805 43.5855058, 20.2295644 43.5855066, 20.229543 43.5855038, 20.2295235 43.5854969, 20.228527 43.5850913, 20.2284908 43.585069, 20.2284781 43.5850539, 20.2284661 43.5850314)",,,
