osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed
"[89812941, 89812958]",False,"['Илије Гарашанина', 'Књаза Милоша']",tertiary,False,252.03000000000003,"LINESTRING (20.5563386 44.3081291, 20.5562621 44.3081843, 20.5561575 44.3082543, 20.5559617 44.308381, 20.5551852 44.3088925, 20.5548258 44.3091334, 20.554579 44.3093004, 20.5542357 44.3095393, 20.5540265 44.309678)",,,
89812941,False,Књаза Милоша,tertiary,True,25.423,"LINESTRING (20.5563386 44.3081291, 20.5564151 44.3080932, 20.5566064 44.3080044)",,,
1148164790,True,Војводе Путника,tertiary,False,40.401,"LINESTRING (20.5563386 44.3081291, 20.5563781 44.308202, 20.5565304 44.3084655)",,,
1236882665,False,Војводе Путника,tertiary,True,24.743000000000002,"LINESTRING (20.5563386 44.3081291, 20.5562959 44.3080493, 20.5562274 44.3079213)",,,
408963479,False,Илије Гарашанина,primary,True,28.433,"LINESTRING (20.5529145 44.3104656, 20.5530329 44.3103731, 20.5531598 44.3102797)",,,
520389238,False,Илије Гарашанина,primary,False,31.021,"LINESTRING (20.5529145 44.3104656, 20.5527959 44.3105421, 20.552635 44.3106599)",2,27,50
848787814,False,Кнеза Михаила,primary,False,222.196,"LINESTRING (20.5628329 44.3071742, 20.5626488 44.3072228, 20.5617593 44.3074731, 20.5611132 44.3076588, 20.5603992 44.3078641, 20.5602372 44.3079108)",,27,40
1141072565,False,Цара Душана,residential,False,28.621,"LINESTRING (20.5628329 44.3071742, 20.5628707 44.3072197, 20.5629998 44.3074021)",,,
89812116,False,Јадранска,tertiary,False,97.767,"LINESTRING (20.5602372 44.3079108, 20.5602062 44.3078509, 20.5600206 44.3074895, 20.5598798 44.3072049, 20.5598174 44.3070845)",,,
848787814,False,Кнеза Михаила,primary,False,303.05400000000003,"LINESTRING (20.5602372 44.3079108, 20.5600801 44.3079529, 20.559977 44.3079808, 20.5594194 44.3081302, 20.5589269 44.308262, 20.5585615 44.3083652, 20.557901 44.3085509, 20.5576622 44.308643, 20.5574691 44.3087399, 20.5571567 44.3089635, 20.5571241 44.3089964, 20.5569501 44.3091727)",,27,40
848787814,False,Кнеза Михаила,primary,True,222.196,"LINESTRING (20.5602372 44.3079108, 20.5603992 44.3078641, 20.5611132 44.3076588, 20.5617593 44.3074731, 20.5626488 44.3072228, 20.5628329 44.3071742)",,27,40
89812116,False,Јадранска,tertiary,False,121.34100000000001,"LINESTRING (20.5597021 44.306858, 20.5596524 44.3067796, 20.5594151 44.3063555, 20.559124 44.3058483)",,,
89812116,False,Јадранска,tertiary,True,26.812,"LINESTRING (20.5597021 44.306858, 20.5597357 44.3069318, 20.5598174 44.3070845)",,,
89812941,False,Књаза Милоша,tertiary,False,27.8,"LINESTRING (20.5597021 44.306858, 20.5595948 44.3068954, 20.5593842 44.3069616)",,,
89812941,False,Књаза Милоша,tertiary,True,101.05199999999999,"LINESTRING (20.5597021 44.306858, 20.5598348 44.30681, 20.5604636 44.3065735, 20.5608273 44.3064367)",,,
89812116,False,Јадранска,tertiary,True,80.23299999999999,"LINESTRING (20.5587566 44.3051765, 20.5587879 44.305245, 20.559124 44.3058483)",,,
89812955,False,Краља Петра првог,tertiary,False,215.373,"LINESTRING (20.5587566 44.3051765, 20.5585918 44.305206, 20.5585688 44.3052101, 20.5583315 44.3052696, 20.5562903 44.3059664)",,,
89812955,False,Краља Петра првог,tertiary,True,135.986,"LINESTRING (20.5587566 44.3051765, 20.5590335 44.3051367, 20.5595619 44.3050983, 20.5604551 44.3050537)",,,
