osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,access
44623633,True,Лончарска,residential,40,False,109.22900000000001,"LINESTRING (19.8483575 45.2582485, 19.8485947 45.2586963, 19.8488077 45.2591779)",,,
374684117,True,Даничићева,residential,40,False,76.766,"LINESTRING (19.8483575 45.2582485, 19.8476926 45.2585269, 19.8475524 45.2585854, 19.8475139 45.2586006)",,,
23122996,True,Златне греде,residential,50,False,93.127,"LINESTRING (19.8468863 45.2578898, 19.8469143 45.2579188, 19.8471878 45.2582011, 19.8475139 45.2586006)",,,
151235446,True,Николе Пашића,residential,50,False,48.385999999999996,"LINESTRING (19.8468863 45.2578898, 19.8468581 45.2579069, 19.8466603 45.2580264, 19.8464296 45.2581828)",1,,
42045784,True,Натошевићева,living_street,40,False,84.81800000000001,"LINESTRING (19.845836 45.2586019, 19.8458077 45.258581, 19.8454965 45.25838, 19.845283 45.2582835, 19.8451171 45.2581801, 19.8450215 45.2581034)",,,
151235446,True,Николе Пашића,residential,50,False,67.515,"LINESTRING (19.845836 45.2586019, 19.8456782 45.2586949, 19.8452161 45.258967, 19.8451744 45.2589915)",1,,
23122996,True,Златне греде,residential,50,False,3.751,"LINESTRING (19.8475139 45.2586006, 19.8475303 45.2586323)",,,
42162580,False,Николајевска порта,living_street,,True,107.805,"LINESTRING (19.8449969 45.2590852, 19.8449299 45.2590347, 19.8449223 45.259029, 19.8448124 45.2589485, 19.8446904 45.2588544, 19.8446248 45.2588141, 19.8444918 45.2587212, 19.8444482 45.2586907, 19.8443092 45.2585866, 19.8441487 45.2583367)",,,
42162833,False,Трг Марије Трандафил,residential,50,True,17.366,"LINESTRING (19.8449969 45.2590852, 19.8450844 45.259039, 19.8451744 45.2589915)",2,,
247623605,False,Светозара Милетића,residential,,False,34.727,"LINESTRING (19.843811 45.2576275, 19.8442227 45.2575111)",2,,
23126575,True,Светозара Милетића,residential,30,False,145.75999999999996,"LINESTRING (19.843811 45.2576275, 19.8436031 45.2576789, 19.8435215 45.2576991, 19.8433217 45.2577484, 19.8427433 45.2578762, 19.8421522 45.2580039, 19.8420921 45.2580157, 19.8420375 45.2580265)",,,
23148934,False,Јована Ђорђевића,residential,50,False,61.531000000000006,"LINESTRING (19.8504952 45.2533745, 19.8504274 45.2537797, 19.8504237 45.2538016, 19.850421 45.2538179, 19.8504092 45.2538799, 19.8504015 45.2539239)",,,
23148934,False,Јована Ђорђевића,residential,50,True,17.096,"LINESTRING (19.8504952 45.2533745, 19.8505053 45.2532649, 19.8505068 45.253221)",,,
23148934,False,Јована Ђорђевића,residential,50,False,51.879000000000005,"LINESTRING (19.8504746 45.252755, 19.850487 45.2529023, 19.8505011 45.2531189, 19.8505039 45.2531692, 19.8505068 45.253221)",,,
23148934,False,Јована Ђорђевића,residential,50,True,65.61,"LINESTRING (19.8504746 45.252755, 19.850374 45.2522576, 19.850369 45.2522327, 19.8503645 45.2521703)",,,
37184736,False,Пролаз Милоша Хаџића,residential,40,False,77.27199999999999,"LINESTRING (19.843156 45.256024, 19.8432324 45.256075, 19.8432934 45.2561151, 19.8433467 45.2561463, 19.8434958 45.2562288, 19.8436278 45.2563341, 19.8436904 45.2563841, 19.8437658 45.2564444, 19.8438226 45.2564897, 19.8438383 45.2565022, 19.8438518 45.2565141)",,,
247623605,False,Светозара Милетића,residential,,True,4.949,"LINESTRING (19.8445785 45.2574144, 19.8445195 45.2574304)",2,,
"[187783192, 23116915]",True,"['Грчкошколска', 'Светозара Милетића']",residential,40,False,246.847,"LINESTRING (19.8445785 45.2574144, 19.8446072 45.2574061, 19.8453225 45.2572064, 19.8456776 45.2571034, 19.84601 45.2569868, 19.8460321 45.2569804, 19.846056 45.2569781, 19.846074 45.2569818, 19.8460832 45.2569851, 19.8460921 45.2569885, 19.8461069 45.256999, 19.8461228 45.2570132, 19.8461398 45.2570333, 19.8462364 45.2571678, 19.8464244 45.257421, 19.8467451 45.2577436, 19.8468644 45.2578653, 19.8468781 45.2578793, 19.8468863 45.2578898)",1,,
"[132586297, 37186491, 138366943]",False,Др Лазе Станојевића,residential,50,False,96.43400000000003,"LINESTRING (19.8463694 45.2532582, 19.8464693 45.2532065, 19.8467597 45.2530604, 19.8469695 45.2529824, 19.8470698 45.2529515, 19.8471648 45.252928, 19.847341 45.2528844, 19.8473648 45.2528777, 19.8474496 45.2528541)",,building_passage,
23148934,False,Јована Ђорђевића,residential,50,False,17.096,"LINESTRING (19.8505068 45.253221, 19.8505053 45.2532649, 19.8504952 45.2533745)",,,
23148934,False,Јована Ђорђевића,residential,50,True,51.879000000000005,"LINESTRING (19.8505068 45.253221, 19.8505039 45.2531692, 19.8505011 45.2531189, 19.850487 45.2529023, 19.8504746 45.252755)",,,
37192774,False,Бановински пролаз,residential,40,True,232.384,"LINESTRING (19.8505068 45.253221, 19.8503843 45.2532093, 19.8503207 45.2532032, 19.8492935 45.2531055, 19.8483453 45.2530153, 19.8482287 45.2530042, 19.8481273 45.2529952, 19.8478637 45.2529694, 19.8478283 45.2529661, 19.8475649 45.252941)",,,permissive
41995724,False,Народних хероја,residential,50,False,113.169,"LINESTRING (19.8434185 45.2535043, 19.8433539 45.2534159, 19.8433158 45.2533682, 19.8432709 45.2533044, 19.8431249 45.2531061, 19.8428084 45.2526382, 19.8427774 45.2525923)",,,
"[725389381, 174342798]",True,Булевар Михајла Пупина,secondary,50,False,309.359,"LINESTRING (19.8434185 45.2535043, 19.8435792 45.2534555, 19.8437428 45.2534169, 19.8438692 45.2533936, 19.8439857 45.2533785, 19.8442092 45.2533617, 19.8443686 45.2533633, 19.8444548 45.2533676, 19.8446 45.2533777, 19.8447278 45.2533875, 19.8449398 45.2534071, 19.845568 45.2534655, 19.8461661 45.2535267, 19.8463769 45.2535478, 19.8472723 45.2536374, 19.8473131 45.253641)","['4', '3']",,
37433256,True,Арсе Теодоровића,residential,50,False,148.185,"LINESTRING (19.8398196 45.2560406, 19.8398941 45.2562013, 19.8399318 45.2563334, 19.8399601 45.2564697, 19.8399748 45.256581, 19.8399811 45.2566684, 19.8399857 45.2567562, 19.8400105 45.2569385, 19.8400231 45.2570261, 19.8400636 45.2573072, 19.8400708 45.2573572)",,,
289075595,False,Масарикова,residential,50,False,54.459,"LINESTRING (19.8400708 45.2573572, 19.8393899 45.2574579)",,,
289075595,False,Масарикова,residential,50,True,47.224,"LINESTRING (19.8400708 45.2573572, 19.8406607 45.2572681)",,,
37433256,True,Арсе Теодоровића,residential,50,False,120.213,"LINESTRING (19.839299 45.2549074, 19.8397709 45.2559362)",,,
37433300,False,Павла Папа,residential,50,False,141.645,"LINESTRING (19.839299 45.2549074, 19.8401773 45.2547622, 19.8410113 45.2546223, 19.8410604 45.2546156)",,,
38060195,False,Даничићева,tertiary,50,False,87.63999999999999,"LINESTRING (19.8499296 45.2578748, 19.849822 45.2578969, 19.8492012 45.258024, 19.8489365 45.2580853, 19.8488582 45.2581034)",,,
42045778,True,Шумадијска,residential,50,False,110.826,"LINESTRING (19.8499296 45.2578748, 19.849954 45.2579298, 19.8502976 45.2587042, 19.8503386 45.2587966, 19.8503515 45.2588262)",,,
38060195,False,Даничићева,tertiary,50,True,87.63999999999999,"LINESTRING (19.8488582 45.2581034, 19.8489365 45.2580853, 19.8492012 45.258024, 19.849822 45.2578969, 19.8499296 45.2578748)",,,
337778282,False,Косовска,tertiary,50,False,112.128,"LINESTRING (19.8488582 45.2581034, 19.8488849 45.2581658, 19.8492809 45.2590669)",,,
